node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
2070,Wall,5E13D0E0-5F6D-EC42-BD55-7EA9333CD1F9,4.07,0.42,3.25,MUR - 001,0,5.68,13.02,-0.26,6.1,17.09,2.99,,,,,,,,,
2071,Wall,82AB5031-82B0-E242-8AEE-121A9F567F17,11.80,0.42,3.28,MUR - 001,1,13.77,5.29,-0.26,14.18,17.09,3.02,,,,,,,,,
2072,Wall,77D8FA3F-0FA0-5348-9C42-19DF1539DF8B,8.30,0.42,3.25,MUR - 001,1,5.78,16.77,-0.26,14.08,17.19,2.99,,,,,,,,,
2073,Wall,863CA3D6-A3D1-B346-BC21-850446F1A556,4.07,0.42,4.84,MUR - 001,1,5.68,13.02,2.99,6.1,17.09,7.83,,,,,,,,,
2074,Wall,1EDD2457-C644-1C42-A262-05F44CD12B98,8.30,0.42,4.00,MUR - 001,0,5.78,16.77,2.99,14.08,17.19,6.99,,,,,,,,,
2075,Wall,A20A034C-C8FE-6C4E-82D7-5B699C24CD72,8.40,0.42,3.09,MUR - 001,0,5.78,-3.91,-3.35,14.18,-3.5,-0.26,,,,,,,,,
2076,Wall,90FE8709-0C28-A34C-BFEA-4C97513CE91D,5.40,0.42,3.09,MUR - 001,0,5.68,-3.81,-3.35,6.1,1.59,-0.26,,,,,,,,,
2077,Wall,8121D8AE-F4B1-C846-9603-35956945FA2D,0.71,0.42,2.76,MUR - 001,0,5.78,5.19,2.99,6.49,5.6,5.75,,,,,,,,,
2078,Wall,774B08DD-415A-5640-A986-2B2FA0C362B3,1.70,0.42,3.25,MUR - 001,1,5.78,5.19,-0.26,7.48,5.6,2.99,6F78473B-A237-344D-A82C-6113D860556B,,,,,,,,
2079,Wall,DA8FA620-8CD7-2540-AF79-C767A022449D,32.12,0.25,2.60,MUR - 001,0,18.72,-10.77,-3.75,19.15,21.35,-1.15,,,,,,,,,
2080,Wall,E058E02B-8A67-2C4D-935F-CBDDEEAE28C3,17.37,0.20,4.25,MUR - 001,0,1.36,21.35,-3.75,18.73,21.73,0.5,,,,,,,,,
2081,Wall,539105EF-5978-0147-B600-7F20E8FDC5D2,3.14,0.21,2.10,MUR - 001,0,14.31,0.78,-4.05,17.45,0.99,-1.95,,,,,,,,,
2082,Wall,F7171C0F-E1F7-9B41-A48D-B8FEBCF581C2,3.50,0.21,2.10,MUR - 001,1,17.25,0.79,-4.05,17.46,4.29,-1.95,,,,,,,,,
2083,Wall,3B755CA8-5BFB-4A40-8077-4A7B39391272,1.13,0.21,2.10,MUR - 001,1,14.3,0.79,-4.05,14.51,1.91,-1.95,,,,,,,,,
2084,Wall,0B694395-3CC0-C544-BEFC-D1AA2886BC26,0.44,0.02,2.66,MUR - 003,1,7.43,7.31,0.03,7.59,7.73,2.69,,,,,,,,,
2085,Wall,D6F4906E-9D67-624A-AE5A-26B7AB72D5D1,1.13,0.15,2.94,MUR - 002,1,7.15,13.67,2.69,8.28,13.82,5.63,,,,,,,,,
2086,Wall,8DB007E3-D413-3643-90D4-D266696460DD,3.42,0.15,2.94,MUR - 001,1,7.15,13.67,2.69,7.3,17.09,5.63,,,,,,,,,
2087,Wall,C5B7473A-5171-4A44-BB8B-9F0BF4C6A409,0.27,0.01,2.69,MIV - 001,1,6.1,10.29,0.0,6.37,10.3,2.69,,,,,,,,,
2088,Wall,AE006C58-43E9-3F4C-B06A-81D4CD8FD670,0.04,0.02,2.21,MURO - 012,1,9.85,16.17,3.23,9.87,16.21,5.44,,,,,,,,,
2089,Wall,0DED4CA4-6E7F-3E44-B952-A0ED6B644FBA,0.41,0.01,2.42,MUR - 002,1,8.27,11.54,3.19,8.28,11.95,5.62,,,,,,,,,
2090,Wall,757F05AB-6D22-5349-BD61-2D129A62F4FD,1.24,0.01,2.42,MUR - 006,1,8.36,9.15,3.19,8.37,10.39,5.61,2BFB59D9-6188-2946-9C35-845F4496F6A2,,,,,,,,
2091,Wall,26528F31-872C-B541-B661-2C8ECBD12F98,0.22,0.02,2.43,MURO - 011,1,9.92,10.38,3.19,9.94,10.59,5.62,,,,,,,,,
2092,Wall,F301FA41-5C30-6545-AE8B-D00D6986A6B1,0.45,0.08,2.42,MUR - 011,1,8.79,11.43,3.19,9.01,11.85,5.62,,,,,,,,,
2093,Wall,91DA2F1B-4852-684F-83B1-1B4016D3A704,0.40,0.08,2.42,MUR - 012,1,8.5,11.8,3.19,8.85,12.02,5.62,,,,,,,,,
2094,Wall,6392655F-167B-174E-8F9F-BEFA69B9E9F8,0.72,0.01,2.43,MUR - 002,1,8.28,11.52,3.19,9.0,11.54,5.62,,,,,,,,,
2095,Wall,B28D60BC-7DA3-7D48-A1AC-934DD4E675EB,0.43,0.02,2.69,MUR - 002,0,6.84,11.66,0.0,7.15,11.97,2.69,,,,,,,,,
2096,Wall,EAC0662B-01DE-D745-B3E1-1ADA2EC67CEE,1.28,0.02,2.43,MURO - 011,1,9.92,10.6,3.19,11.19,10.62,5.62,,,,,,,,,
2097,Wall,44ED67E6-6816-DC45-A23F-BCD78A16B403,0.52,0.02,2.38,MURO - 009,1,6.68,6.65,3.23,6.7,7.16,5.61,,,,,,,,,
2098,Wall,3FD7F5C3-7C5B-134B-A809-7326ED870668,2.59,0.06,2.43,MURO - 010,1,6.1,7.17,3.19,8.68,7.23,5.62,BAE2A2E3-6000-6B43-B749-849FEDEC765F,,,,,,,,
2099,Wall,C9AA293A-2F04-9346-8F23-ECBD965F03E6,3.20,0.14,2.42,MIC - 104,1,9.87,8.43,3.19,13.07,8.57,5.62,"04C3CD55-BCC8-954B-91E7-888A89807085, 91D2FB37-09E5-CF40-8E1A-A1386AA9ED0F",,,,,,,,
2100,Wall,66EFA465-7996-904B-B980-62D657204950,4.22,0.06,0.95,MUR - 002,1,9.86,9.89,5.67,14.08,9.95,6.62,,,,,,,,,
2101,Wall,726DB901-8D8D-E840-BB28-BB0DE7F58EB0,1.87,0.06,2.43,MURO - 011,1,11.2,10.56,3.19,13.07,10.62,5.62,,,,,,,,,
2102,Wall,D8E2389F-211C-4B43-91A8-811D06E2D4DE,1.65,0.08,2.42,MUR - 006,1,5.77,10.78,3.19,7.42,11.06,5.62,9E0DCC89-F744-6C46-BEEB-7A86F2C2260E,,,,,,,,
2103,Wall,6A25F90C-D661-2840-BD8D-37B183771135,0.32,0.01,2.42,MUR - 002,1,6.09,10.61,3.19,6.31,10.86,5.62,,,,,,,,,
2104,Wall,42C6C464-5133-6246-8C0F-26B0911539BB,1.48,0.08,2.43,MUR - 001,1,6.02,11.94,3.19,7.15,13.07,5.62,,,,,,,,,
2105,Wall,0AEB6D18-521C-704E-8508-9993F5650DB0,0.79,0.13,2.42,MIC - 101,1,7.75,11.16,3.19,7.88,11.95,5.61,,,,,,,,,
2106,Wall,2158224A-81BB-7946-A9D9-FDFF072DE128,0.34,0.01,2.42,MUR - 006,0,7.81,10.84,3.19,7.82,11.18,5.61,,,,,,,,,
2107,Wall,FDEED9A7-3BCC-BF4B-863A-E4B271132DBA,0.69,0.12,1.30,MIC - 102,1,6.1,7.23,3.19,6.22,7.92,4.49,,,,,,,,,
2108,Wall,06116470-634A-3244-AB34-7B0AC8BA57FA,0.06,0.08,2.42,MUR - 009,1,8.94,11.21,3.19,9.02,11.27,5.62,,,,,,,,,
2109,Wall,C8361AB9-1135-5A4C-820F-1BDF9CD8AE2B,0.56,0.08,2.42,MUR - 008,1,8.8,10.67,3.19,9.02,11.21,5.62,,,,,,,,,
2110,Wall,24C0F7FB-A203-FB43-8ED2-832D8D1D066B,0.16,0.08,2.42,MUR - 010,0,8.93,11.27,3.19,9.02,11.43,5.62,,,,,,,,,
2111,Wall,5ED329D3-6234-4749-8F9E-0002FE2924B3,1.22,0.02,1.10,MUR - 008,0,15.66,10.97,3.09,15.68,12.19,4.19,,,,,,,,,
2112,Wall,30904C68-5F93-5A40-962D-8EFA2419402A,0.66,0.06,2.43,MURO - 011,1,12.81,9.96,3.19,12.87,10.62,5.62,,,,,,,,,
2113,Wall,7631363D-6043-1048-BDE2-705CBCF5794F,2.71,0.01,2.49,MURO - 010,1,10.82,7.19,5.62,10.83,9.89,8.11,,,,,,,,,
2114,Wall,3194FC14-404A-4E4C-8889-74D57F16889A,0.52,0.02,2.38,MURO - 009,1,6.68,5.6,3.23,6.7,6.12,5.61,,,,,,,,,
2115,Wall,702B2FAF-1309-9547-8898-382FA6572192,0.52,0.02,2.38,MURO - 009,1,6.68,6.12,3.23,6.7,6.64,5.61,,,,,,,,,
2116,Wall,5E4DD141-F4FF-1044-A738-318B5292011E,0.61,0.02,2.43,MURO - 010,1,13.75,13.14,3.19,13.77,13.76,5.62,,,,,,,,,
2117,Wall,8726FE4C-A6AD-944C-8A0F-B92BB33099A2,1.94,0.02,2.43,MURO - 011,1,11.83,13.12,3.19,13.76,13.14,5.62,,,,,,,,,
2118,Wall,861C199E-C410-9D4B-B4ED-0AE584EE8B21,0.51,0.02,2.43,MURO - 010,0,9.86,13.16,3.19,9.88,13.67,5.62,,,,,,,,,
2119,Wall,4A8C6386-1659-564B-BEE0-DCC159A2BCB3,0.55,0.02,2.25,MURO - 011,0,11.81,13.14,3.19,11.83,13.69,5.44,,,,,,,,,
2120,Wall,AB6EFADE-F76D-624A-B918-DCD3B16CB687,1.95,0.02,3.50,MURO - 012,1,9.88,13.8,3.19,11.83,13.82,6.69,,,,,,,,,
2121,Wall,4723DD57-BEAD-F040-810E-A82A98648E9B,0.48,0.02,2.43,MURO - 011,1,11.34,13.12,3.19,11.82,13.14,5.62,,,,,,,,,
2122,Wall,1FA536E8-F591-834D-ABBA-E413F0D7EA33,0.49,0.02,2.43,MURO - 011,0,10.85,13.12,3.19,11.34,13.14,5.62,,,,,,,,,
2123,Wall,6821F535-8FBC-B842-A093-BDBC7A1EF27C,0.99,0.04,2.43,MURO - 011,1,9.86,13.12,3.19,10.85,13.16,5.62,,,,,,,,,
2124,Wall,B9A5CB27-3D54-A04A-8F95-ACDBFB0BEE9A,0.48,0.02,2.25,MURO - 011,0,13.28,13.76,3.19,13.76,13.78,5.44,,,,,,,,,
2125,Wall,E69CEE86-CA10-1D45-ABCE-FBF81ACE42CE,1.06,0.10,2.40,MURO - 010,0,8.81,13.64,5.72,9.87,13.74,8.12,,,,,,,,,
2126,Wall,48E52CB7-F9D7-8944-87A9-8B098960B470,3.31,0.01,2.40,MURO - 010,1,9.86,13.78,5.46,9.87,17.09,7.86,,,,,,,,,
2127,Wall,D557A4F7-5D51-564A-8015-CF00F9324A02,1.59,0.15,2.43,MUR - 002,1,8.28,13.67,3.19,9.87,13.82,5.62,40125402-3475-C947-ACE5-3D2B2D20EA3F,,,,,,,,
2128,Wall,9EC3E328-3305-BB44-BEAF-5320F4AE5FDB,4.64,0.10,2.40,MURO - 010,0,8.28,7.29,5.72,8.38,11.93,8.12,,,,,,,,,
2129,Wall,5F1898AE-5063-F045-B405-0DB4FA57703D,0.66,0.02,2.41,MURO - 011,1,10.85,13.14,3.19,10.87,13.8,5.6,,,,,,,,,
2130,Wall,21799D94-DECA-404E-A335-32D32378B526,1.80,0.06,2.43,MURO - 011,1,10.13,8.57,3.19,10.19,10.38,5.62,,,,,,,,,
2131,Wall,BE82AB3D-D54A-884B-B45A-89A868C9BF34,0.75,0.07,2.69,MUR - 001,1,7.15,11.95,0.0,7.9,12.02,2.69,50A0F241-2085-A641-8469-8A2BC3D03E07,,,,,,,,
2132,Wall,159ADBA6-0D28-FB4C-9764-45C355558427,0.56,0.02,2.25,MURO - 011,1,7.5,16.21,3.19,7.52,16.77,5.44,,,,,,,,,
2133,Wall,B6D78559-18CD-C943-BCC3-FA5FDEE59485,0.59,0.02,2.21,MURO - 012,1,7.5,16.17,3.23,8.09,16.19,5.44,,,,,,,,,
2134,Wall,983EC1CC-52B7-0E43-A673-3C6A77947F55,1.74,0.05,1.12,MURO - 012,1,10.45,14.49,3.19,10.51,16.23,4.31,,,,,,,,,
2135,Wall,8DE61519-A276-8F48-9692-1049F2CDF418,0.60,0.02,2.68,MUR - 019,1,8.9,13.31,0.0,9.5,13.33,2.68,,,,,,,,,
2136,Wall,4C0C3524-04DF-884F-B68B-A9CF014B1BDE,9.90,0.01,2.28,MURO - 010,1,8.27,7.19,5.63,8.28,17.09,7.91,,,,,,,,,
2137,Wall,A21CCBEA-133B-AF47-90C2-C5C1EAF96997,3.78,0.01,2.49,MURO - 010,1,9.85,9.89,5.63,9.86,13.67,8.12,,,,,,,,,
2138,Wall,41A487F4-BF14-CA4D-BCCC-F5B047CF9CB1,0.25,0.02,2.66,MUR - 009,1,7.81,8.08,0.03,8.06,8.14,2.69,,,,,,,,,
2139,Wall,3C896962-4ABE-6642-B9BF-3AC00E6054B9,0.24,0.02,2.66,MUR - 010,1,7.58,8.06,0.03,7.81,8.14,2.69,,,,,,,,,
2140,Wall,D5B99D81-2BBE-AB44-B862-632603D05922,0.23,0.01,2.99,MUR - 004,1,6.1,8.41,3.19,6.32,8.5,6.18,,,,,,,,,
2141,Wall,A26486B8-5C57-4E4A-9F84-7C24886467FF,0.32,0.01,2.42,MUR - 002,1,6.09,8.72,3.19,6.16,9.04,5.62,,,,,,,,,
2142,Wall,48D8AA60-A097-2B49-B62B-CBB682A6EA80,2.12,0.42,5.15,MUR - 001,1,5.68,10.9,2.99,6.1,13.02,8.14,,,,,,,,,
2143,Wall,22D7E89A-D973-BA46-A3F5-0B28F5EC20F9,2.56,0.42,5.15,MUR - 001,1,5.68,7.92,2.99,6.1,10.48,8.14,,,,,,,,,
2144,Wall,93F649FC-1269-624F-88C9-2275A30AAE5B,0.32,0.02,2.58,MUR - 019,0,9.48,13.09,0.06,9.5,13.4,2.64,,,,,,,,,
2145,Wall,B590A6CF-20A3-E341-9873-10FC9C3BF6DA,0.60,0.02,1.82,MUR - 020,1,8.9,13.89,0.08,9.5,13.97,1.9,,,,,,,,,
2146,Wall,7F849BDF-7D47-6C45-8FEF-5FA527CC7216,0.60,0.02,0.13,MUR - 021,1,9.5,13.89,0.08,10.1,13.97,0.21,,,,,,,,,
2147,Wall,324DB41A-1E4D-C24B-A9AC-DE633E25536A,0.60,0.02,0.17,MUR - 021,0,9.5,13.89,0.21,10.1,13.97,0.39,,,,,,,,,
2148,Wall,A5962530-09A5-A145-8A43-4D876F68131D,0.60,0.02,0.78,MUR - 021,0,12.5,13.89,1.9,13.09,13.97,2.68,,,,,,,,,
2149,Wall,16807073-2B16-FC49-825D-0D3EC71A7861,0.60,0.02,0.99,MUR - 021,0,9.5,13.0,0.04,10.1,13.08,1.03,,,,,,,,,
2150,Wall,69341925-14FC-A442-9769-28D3E5DE8D30,0.70,0.02,2.60,MUR - 018,1,8.22,16.05,0.04,8.93,16.07,2.64,,,,,,,,,
2151,Wall,F20EA911-735C-F349-AEB3-8338EAD8F02F,0.60,0.02,2.60,MUR - 020,1,8.92,15.47,0.04,8.99,16.07,2.64,,,,,,,,,
2152,Wall,4BD46EF4-5B0B-224D-8040-BFD9312AD33A,0.60,0.02,1.82,MUR - 021,1,12.5,13.89,0.08,13.1,13.97,1.9,,,,,,,,,
2153,Wall,84892D6C-27F1-9A41-B68E-2707A0EEA703,0.60,0.02,0.83,MUR - 021,1,11.9,13.89,0.08,12.5,13.97,0.91,,,,,,,,,
2154,Wall,8944505D-D384-AF4F-A899-83E80D483C9D,0.60,0.02,0.17,MUR - 021,0,9.5,13.89,0.39,10.1,13.97,0.56,,,,,,,,,
2155,Wall,C9F01803-BB2B-FB4D-B4D2-6404B712D72E,0.60,0.02,0.83,MUR - 021,1,10.7,13.89,0.08,11.3,13.97,0.91,,,,,,,,,
2156,Wall,4251E3BD-AF8F-FC44-9CB3-8208950C18C0,0.60,0.02,0.83,MUR - 021,0,10.1,13.89,0.08,10.7,13.97,0.91,,,,,,,,,
2157,Wall,710FACC6-CAB2-7947-B927-A7623810CC03,0.60,0.02,0.17,MUR - 021,0,9.5,13.89,0.56,10.1,13.97,0.74,,,,,,,,,
2158,Wall,DC000D42-22C0-B74B-9A15-3F236BA3EE6A,0.15,0.08,2.42,MUR - 019,1,6.09,8.55,3.19,6.24,8.72,5.62,,,,,,,,,
2159,Wall,4E00BD4A-3851-5748-9E85-41AD87AE62C1,0.21,0.01,2.42,MUR - 002,0,6.09,12.27,3.19,6.3,12.39,5.62,,,,,,,,,
2160,Wall,CF0946FD-AD2D-0F42-8043-2FAB91D4FB7B,0.60,0.02,1.64,MUR - 021,1,9.5,13.0,1.04,10.1,13.08,2.68,,,,,,,,,
2161,Wall,5AE9B2A8-C45A-6540-B603-33DE2209EF1C,0.60,0.02,0.17,MUR - 021,0,9.5,13.89,0.74,10.1,13.97,0.91,,,,,,,,,
2162,Wall,2C75701B-BA66-434D-AA52-F51F7D246297,0.60,0.02,2.64,MUR - 021,1,12.5,13.0,0.04,13.1,13.08,2.68,,,,,,,,,
2163,Wall,B86DDFCA-7240-B64B-94B9-99274DDF3F30,0.60,0.02,2.64,MUR - 021,0,11.9,13.0,0.04,12.5,13.08,2.68,,,,,,,,,
2164,Wall,FF5C380A-4723-2B41-9B0D-A327C53226FE,0.60,0.02,2.64,MUR - 021,1,10.7,13.0,0.04,11.3,13.08,2.68,,,,,,,,,
2165,Wall,06BB5047-D365-8E40-AA3B-439BA60EFA56,0.60,0.02,2.64,MUR - 021,0,10.1,13.0,0.04,10.7,13.08,2.68,,,,,,,,,
2166,Wall,75BAEB0A-C98E-B244-9EDC-144727FD4A23,0.60,0.02,0.20,MUR - 021,0,11.3,13.0,0.84,11.9,13.08,1.04,,,,,,,,,
2167,Wall,9F9E87EE-93FE-A24F-8798-C8864807A8C0,0.60,0.02,2.60,MUR - 020,1,8.92,14.87,0.04,8.99,15.47,2.64,,,,,,,,,
2168,Wall,4D68CB65-1D47-F248-85F5-2A8CAA41840F,0.60,0.02,0.20,MUR - 021,0,11.3,13.0,0.64,11.9,13.08,0.84,,,,,,,,,
2169,Wall,1468098E-D996-C24C-892F-2E99016A2E37,0.60,0.02,0.20,MUR - 021,0,11.3,13.0,0.44,11.9,13.08,0.64,,,,,,,,,
2170,Wall,5266DAFB-7D83-E24F-878C-0F3894C8B914,0.65,0.02,2.64,MUR - 021,1,8.85,13.0,0.04,9.5,13.08,2.68,,,,,,,,,
2171,Wall,6D7FE687-035D-974A-A3B5-CB2DD198D949,0.30,0.02,2.58,MUR - 019,1,11.9,13.09,0.06,11.92,13.38,2.64,,,,,,,,,
2172,Wall,130483D1-ABC2-1B4A-B360-B15AA298C644,0.58,0.02,2.56,MUR - 019,1,12.5,13.38,0.08,12.52,13.97,2.64,,,,,,,,,
2173,Wall,D67EE266-DA2D-EC46-89E3-C3DE9F0873E0,0.02,0.02,2.64,MUR - 016,0,13.08,13.08,0.04,13.1,13.1,2.68,,,,,,,,,
2174,Wall,412BF248-EF54-A24F-9289-0BBD7ED1A471,1.18,0.02,2.60,MUR - 018,1,8.15,14.89,0.04,8.17,16.07,2.64,,,,,,,,,
2175,Wall,26751E67-1AC9-6446-A37E-0A01239A6CE9,0.90,0.15,0.99,MUR - 017,0,4.88,11.79,-1.36,5.78,11.94,-0.37,,,,,,,,,
2176,Wall,EE35FE47-34F3-5346-8739-08CF74A4EFCB,1.20,0.15,0.99,MUR - 018,0,4.73,11.94,-1.36,4.88,13.14,-0.37,,,,,,,,,
2177,Wall,28B395D8-7068-A646-8FCB-26F3CD23916C,0.90,0.15,0.99,MUR - 019,0,4.88,13.14,-1.36,5.78,13.29,-0.37,,,,,,,,,
2178,Wall,2BE6F431-61FE-F949-816B-AF86136072F9,0.90,0.15,0.99,MUR - 017,0,10.33,17.09,-1.36,10.48,17.99,-0.37,,,,,,,,,
2179,Wall,AABCF557-1641-C941-A680-43D7E60E2D13,1.20,0.15,0.99,MUR - 018,0,10.48,17.99,-1.36,11.68,18.14,-0.37,,,,,,,,,
2180,Wall,6F563F2D-4719-0C43-81DF-2B5F4AFBA13C,0.90,0.15,0.99,MUR - 019,0,11.68,17.09,-1.36,11.83,17.99,-0.37,,,,,,,,,
2181,Wall,2BD97925-A045-6B4E-AC4E-189B70AE917F,6.93,0.25,2.49,MIC - IN05,1,7.16,7.49,-3.05,14.08,7.74,-0.56,06552025-3094-0F44-8313-AE4528335765,,,,,,,,
2182,Wall,DA74A2BA-0C9B-5046-B44A-184E5CF3E792,2.32,0.10,2.50,MIC - IN03,1,8.28,7.61,-3.05,8.38,9.94,-0.55,,,,,,,,,
2183,Wall,DAB8F9EB-95F0-BA41-9874-C26B9666FAC9,2.32,0.10,2.50,MIC - IN02,1,7.18,7.61,-3.05,7.28,9.94,-0.55,188A377F-6046-F040-A3B8-31B714DCF73B,,,,,,,,
2184,Wall,D3470538-55A0-854A-B879-7AA618BF2D76,4.04,0.15,2.50,MIM - IN02,1,7.58,2.09,-3.05,7.73,6.12,-0.55,,,,,,,,,
2185,Wall,38D0FAC7-F6AC-B844-9FF8-1A30DE80F2EA,0.38,0.15,2.50,MIM - IN01,1,7.28,6.05,-3.05,7.66,6.2,-0.55,,,,,,,,,
2186,Wall,1A882893-8541-6042-9227-14DC1663FAED,8.30,0.10,2.50,MIC - IN01,1,5.78,9.89,-3.05,14.08,9.99,-0.55,CE4F4CFE-B6EA-FA4C-967C-99C5B0525675,,,,,,,,
2187,Wall,097BE0A8-983D-5E48-93D3-95E6B6788ED4,0.98,0.10,2.50,MIC - IN04,1,11.23,7.61,-3.05,11.33,8.59,-0.55,,,,,,,,,
2188,Wall,7258B788-5CF1-BD4B-8838-837896BA3B4F,1.30,0.01,2.48,MUR - 019,1,11.32,8.59,-3.04,11.33,9.89,-0.56,8FD701C3-7B1B-8C45-B5DA-2A27012745A5,,,,,,,,
2189,Wall,39806DAA-208F-F84D-B3CA-14AF5DE468B1,0.42,0.04,2.49,MUR - 019,1,6.7,11.93,-3.05,7.12,11.97,-0.56,,,,,,,,,
2190,Wall,6851B4D9-E3AA-3E48-950A-8E66FE381438,1.18,0.01,2.49,MUR - 019,1,7.94,11.95,-3.05,9.12,11.96,-0.56,,,,,,,,,
2191,Wall,EF20FE42-39BE-6946-8809-62EE5998FD8F,0.38,0.02,2.66,MUR - 002,1,7.42,7.73,0.03,7.59,8.07,2.69,,,,,,,,,
2192,Wall,CA26BF78-1772-6D45-B3D6-E9596AC98DF8,0.63,0.08,2.42,MUR - 007,1,7.78,10.39,3.19,8.29,10.8,5.62,,,,,,,,,
2193,Wall,E04E5B20-1359-A548-A9D1-4DB3EC98580F,1.35,0.08,2.43,MUR - 001,1,7.15,11.94,3.19,8.5,12.02,5.62,,,,,,,,,
2194,Wall,9294EBF6-9502-634C-AE93-EBCB3F35A176,0.53,0.02,2.66,MUR - 005,1,8.01,6.82,0.03,8.53,6.9,2.69,,,,,,,,,
2195,Wall,0CA05EEC-EB77-5845-9831-1BD24C2D67F7,0.90,0.02,2.64,MUR - 019,1,8.9,13.04,0.0,8.92,13.94,2.64,,,,,,,,,
2196,Wall,13981121-DE9E-E846-B496-3CFEA8CD9204,0.45,0.02,2.68,MUR - 016,0,13.08,13.37,0.0,13.1,13.83,2.68,,,,,,,,,
2197,Wall,7FEC0FF9-DCF9-A94D-B279-3430C712F77B,1.80,0.02,2.64,MUR - 019,1,9.5,13.38,0.0,11.3,13.4,2.64,,,,,,,,,
2198,Wall,6375155C-3B8C-D349-A447-6252BD5F8831,0.96,0.01,2.64,MUR - 018,1,8.88,13.7,0.01,8.89,14.66,2.64,,,,,,,,,
2199,Wall,4F4A7143-A74F-C345-AD25-2A3FD75535CD,0.24,0.02,2.43,MURO - 011,1,11.2,10.38,3.19,11.22,10.62,5.62,,,,,,,,,
2200,Wall,1954BBDE-735F-E346-BC18-A585271936C9,0.50,0.02,2.56,MUR - 019,1,9.48,13.4,0.08,9.5,13.91,2.64,,,,,,,,,
2201,Wall,6740EC16-836B-5D49-9706-9429C7FF2699,0.77,0.02,2.60,MUR - 018,1,8.15,14.87,0.04,8.93,14.89,2.64,,,,,,,,,
