node_id,element_type,guid,length,width,height,embedded_door_guid,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,embedded_in_wall_guid
230,Wall,A7DC1D5B-1D0B-7241-9698-BD84B31FADDA,5.46,0.20,4.65,30473EC4-6EC6-6144-A05A-7744B225CAC4,SW - 044,0,19.03,10.55,0.0,19.23,16.01,4.65,,,,,,,
231,Wall,930CD0E6-2C96-CD4B-BF03-0E23D1506B58,5.10,0.15,5.00,,SW - 044,0,13.03,14.96,0.0,18.13,15.11,5.0,,,,,,,
232,Wall,7C34E5AE-2A0E-964D-9D7D-CFD562F9E5F1,1.05,0.15,2.95,CC67AD75-5217-5B49-B867-A3674359E3C2,SW - 042,0,12.88,15.11,78.85,13.03,16.16,81.8,,,,,,,
233,Wall,10EE15A5-F98B-E440-BFB4-889BD37E55F6,9.70,0.15,2.80,,SW - 043,0,10.63,13.91,79.0,20.33,14.06,81.8,,,,,,,
234,Wall,C473BA0E-B3D5-5C4A-8F44-0D49CDFE38F1,1.05,0.15,2.80,,SW - 044,0,18.03,15.11,79.0,18.18,16.16,81.8,,,,,,,
235,Wall,8F4A6E9F-9A98-A443-976A-D1836D4C1339,5.00,0.15,2.80,,SW - 042,0,13.03,16.01,79.0,18.03,16.16,81.8,,,,,,,
236,Wall,CB381FCB-1F4C-EA4A-8D69-EC07E69A1814,1.20,0.10,5.00,,SW - 042,0,19.23,12.13,0.0,20.43,12.23,5.0,,,,,,,
237,Wall,8DFD7302-7A94-F84A-8B45-D27C6B4113A9,2.53,0.10,5.00,5B9776F2-D2D6-7D4E-B2F2-ADE84D58830A,SW - 043,0,20.33,12.13,0.0,20.43,14.66,5.0,,,,,,,
238,Wall,E19C176B-6519-7E4B-BF89-63C9DBA0C7D5,1.55,0.15,4.25,474A8DBC-FE3F-AB42-A4EF-CB208C03D453,SW - 044,0,17.68,12.13,0.0,19.23,12.28,4.25,,,,,,,
239,Wall,CDEEA9D2-092B-CF4C-B9A7-3CA970BF3BD1,1.55,0.15,4.25,A7EE6546-FF17-F942-A8D5-ABA8EBEA1330,SW - 044,0,11.83,12.13,0.0,13.38,12.28,4.25,,,,,,,
240,Wall,F0805340-91BE-DD46-8609-F133B3BA76DE,1.20,0.10,4.03,,SW - 043,0,19.23,14.56,0.0,20.43,14.66,4.03,,,,,,,
241,Wall,77A6326C-7C9A-2944-B2E0-F61CB90F674E,1.55,0.15,4.25,,SW - 044,0,11.83,13.91,0.0,13.38,14.06,4.25,,,,,,,
242,Wall,E628A9A8-1CFE-E240-9D9D-ADA65D7EDB08,1.78,0.02,4.25,,SW - 042,0,13.01,12.28,0.0,13.03,14.06,4.25,,,,,,,
243,Wall,63E69AB5-A05C-DC4F-BDE3-0984C6C64B4F,1.78,0.02,4.25,,SW - 043,0,18.01,12.28,0.0,18.03,14.06,4.25,,,,,,,
244,Wall,98695AFE-7DDC-0C44-A6C3-2DF988C2CA9C,1.20,0.10,4.00,,SW - 043,0,19.23,13.93,0.0,20.43,14.03,4.0,,,,,,,
245,Wall,5BE770AD-5B4A-6E4D-BB67-5AFDBBD9860E,8.60,0.15,5.00,"3D71DDEE-29E2-3C45-87FA-1C77BD366DF6, 25BF4D3C-F599-5242-AF2C-013174E6BBCB",SW - 044,0,11.83,16.01,0.0,20.43,16.16,5.0,,,,,,,
246,Wall,E82A4AAD-EE39-274F-8D7F-37B4F8EAA727,5.74,0.20,5.00,90BCE324-C654-F646-9AF7-A7C782E6E6CC,SW - 043,0,11.83,10.26,0.0,12.03,16.01,5.0,,,,,,,
247,Wall,E8C07AEA-CF54-C240-B1FD-68922CA6F154,5.56,0.85,2.28,,SW - 043,0,5.96,10.75,0.0,6.81,16.31,2.28,,,,,,,
248,Wall,99A63DCA-F1CE-0845-A129-584E1EA0484B,3.27,0.16,1.03,,SW - 048,0,32.85,12.88,33.57,33.0,16.16,34.61,,,,,,,
249,Wall,72F91E3A-8DD1-B044-A29A-D1284BAA3469,3.27,0.16,1.03,,SW - 048,0,32.85,12.88,37.27,33.0,16.16,38.31,,,,,,,
250,Wall,D76F3035-79D7-9F46-B8FD-59F11DF84A65,3.27,0.16,1.03,,SW - 048,0,32.85,12.88,40.97,33.0,16.16,42.01,,,,,,,
251,Wall,D4583A0A-50C5-1445-ACCD-8B89EACFB22F,3.27,0.16,1.03,,SW - 048,0,32.85,12.88,44.67,33.0,16.16,45.71,,,,,,,
252,Wall,C35CD469-5FC1-7844-AF31-7928B1F5FC54,3.27,0.16,1.03,,SW - 048,0,32.85,12.88,48.37,33.0,16.16,49.41,,,,,,,
253,Wall,200F37F8-49BE-A44A-887C-76349F69F7AA,3.27,0.16,1.02,,SW - 048,0,32.85,12.88,52.07,33.0,16.16,53.1,,,,,,,
254,Wall,F3B94BAB-039D-6045-9CB1-D4990E631734,4.82,0.16,1.03,,SW - 048,0,23.33,11.34,55.78,23.51,16.16,56.81,,,,,,,
255,Wall,7EE431B1-95D5-9A42-BF02-1E85A5FA2BC8,4.08,0.16,1.03,,SW - 048,0,27.85,12.07,59.47,28.0,16.16,60.51,,,,,,,
256,Wall,59287BB2-9972-874B-B999-9B701F345836,4.08,0.16,1.03,,SW - 048,0,27.85,12.07,63.17,28.0,16.16,64.21,,,,,,,
257,Wall,6EF52ECA-9CA5-9249-9993-E53A6DA87245,4.08,0.16,1.03,,SW - 048,0,27.85,12.07,66.87,28.0,16.16,67.91,,,,,,,
258,Wall,71F68952-D896-7544-BF15-D5238469C330,4.08,0.16,1.03,,SW - 048,0,27.85,12.07,70.57,28.0,16.16,71.61,,,,,,,
259,Wall,A1D2BB58-A4DA-BF4F-A067-11C78B81DE38,4.08,0.16,1.03,,SW - 048,0,27.85,12.07,74.27,28.0,16.16,75.31,,,,,,,
260,Wall,330392CC-17EA-F142-A215-57056C220C3F,4.08,0.15,1.00,,SW - 048,0,27.85,12.07,77.97,28.0,16.16,78.97,,,,,,,
261,Wall,91E168CD-0980-0246-81AE-482E7530F922,5.25,0.05,0.98,,SW - 048,0,6.81,10.91,78.0,6.86,16.16,78.98,,,,,,,
262,Wall,61C38BFC-9333-5F4C-8638-7EEDCB9BA136,11.14,0.10,0.45,,SW - 035,0,27.71,16.06,23.35,38.85,16.16,23.8,,,,,,,
263,Wall,99B8BD23-CFDF-7145-8945-C5A685D91589,2.30,0.10,0.45,,SW - 036,0,38.75,13.86,23.35,38.85,16.16,23.8,,,,,,,
264,Wall,3DD235CA-03F2-E24E-9E40-549F24815F89,11.25,0.10,0.45,,SW - 037,0,27.73,12.06,23.35,38.85,13.96,23.8,,,,,,,
265,Wall,0A43FD6E-16BE-3A4E-98C1-B158CCCD3FA5,11.25,0.22,1.35,,SW - 035,0,27.71,12.04,23.8,38.86,14.06,25.15,,,,,,,
266,Wall,A6D94D4D-603D-E843-B886-7849E86D2535,2.30,0.22,1.35,,SW - 036,0,38.65,13.86,23.8,38.87,16.16,25.15,,,,,,,
267,Wall,557ECAD3-8CB6-DE4A-9C12-0C0EC89F62F7,11.14,0.22,1.35,,SW - 037,0,27.71,15.95,23.8,38.85,16.17,25.15,,,,,,,
268,Wall,08711AC1-A366-8F43-93DF-67FE880DBDBC,3.59,0.45,0.50,,SW - 035,0,27.26,12.07,23.45,27.71,15.66,23.95,,,,,,,
269,Wall,8FABDF46-CBB0-8F4D-B5FF-2C30EEFAF154,1.50,0.02,1.25,,SW - 035,0,29.97,12.43,53.4,31.46,12.69,54.65,,,,,,,
270,Wall,E29C8689-AE60-A24A-A33A-6C79E922DDDF,5.24,0.22,1.35,,SW - 037,0,27.76,15.95,53.4,33.0,16.17,54.75,,,,,,,
271,Wall,67B18544-234D-A74C-B79E-0BF36FAC6E79,1.05,0.02,1.25,,SW - 034,0,32.97,15.02,53.4,32.99,16.07,54.65,,,,,,,
272,Wall,45D6DF9B-A99C-5B44-9C72-4B1BE934C3E9,4.49,0.45,0.50,,SW - 035,0,24.91,11.67,53.05,25.36,16.16,53.55,,,,,,,
273,Wall,82A8E245-A1E5-4442-BC0D-F0F42B9F6FCF,1.50,0.02,1.25,,SW - 034,0,29.96,16.12,53.4,31.46,16.14,54.65,,,,,,,
274,Wall,6D602170-CEFA-154E-842A-01142EEB0E5C,1.50,0.02,1.25,,SW - 034,0,31.49,16.12,53.4,32.99,16.14,54.65,,,,,,,
275,Wall,8A0304FD-9852-CB4D-8E71-5C3DE6ADF3B1,3.25,0.22,1.35,,SW - 036,0,32.8,12.91,53.4,33.02,16.16,54.75,,,,,,,
276,Wall,0FAA78C2-8973-224B-8BDA-505D0A5E896D,5.29,0.22,1.35,,SW - 035,0,27.75,12.05,53.4,33.01,13.12,54.75,,,,,,,
277,Wall,21930B3C-0733-414C-9E67-EA8FA3BFDE4F,1.00,0.02,1.25,,SW - 034,0,32.97,13.99,53.4,32.99,14.99,54.65,,,,,,,
278,Wall,B4009725-290E-174A-864E-F6E989D1E79E,7.64,0.10,0.45,,SW - 035,0,25.36,16.06,52.95,33.0,16.16,53.4,,,,,,,
279,Wall,CC91539F-D5D9-0048-A78E-AC8D5A819C3C,9.67,0.45,0.30,,SW - 035,0,18.18,15.71,79.0,27.85,16.16,79.3,,,,,,,
280,Wall,7EAA5A68-A02B-7C4B-8A95-7A1757FBDD88,5.40,0.10,0.45,,SW - 036,0,6.86,10.76,78.85,6.96,16.16,79.3,,,,,,,
281,Wall,EDD412DF-E36D-5E4A-AD53-BBA37E0DDD92,8.60,0.10,0.30,,SW - 037,0,6.86,9.9,79.0,15.42,10.86,79.3,,,,,,,
282,Wall,3E28DE00-2067-D940-86A9-18BD2C907EF1,12.60,0.10,0.30,,SW - 038,0,15.4,9.9,79.0,27.85,12.02,79.3,,,,,,,
283,Wall,BDFBF835-D038-2847-A2C9-D207311046B5,1.88,0.10,0.30,,SW - 039,0,27.75,11.92,79.0,27.85,13.8,79.3,,,,,,,
284,Wall,D52CD4EF-BEBA-4D40-BEC9-1C10D5AC1729,6.17,0.10,0.30,,SW - 035,0,6.86,16.06,79.0,13.03,16.16,79.3,,,,,,,
285,Wall,E02A145B-87C1-5243-987C-085E34D606C9,1.65,0.02,1.25,,SW - 035,0,15.43,9.92,79.3,17.06,10.21,80.55,,,,,,,
286,Wall,089FD740-C28C-6A4D-806D-B18729B7D826,1.50,0.02,1.25,,SW - 035,0,17.1,10.2,79.3,18.59,10.46,80.55,,,,,,,
287,Wall,29125E4D-8E20-2645-9B7B-BAA3880575D8,1.50,0.02,1.25,,SW - 035,0,18.63,10.44,79.3,20.12,10.7,80.55,,,,,,,
288,Wall,6102CEE7-168F-074C-ABC4-152D6B70800F,1.50,0.02,1.25,,SW - 035,0,20.16,10.69,79.3,21.65,10.95,80.55,,,,,,,
289,Wall,024FC196-562A-ED44-BA41-9E351FA8DFAA,1.50,0.02,1.25,,SW - 035,0,21.69,10.94,79.3,23.18,11.2,80.55,,,,,,,
290,Wall,197E21B8-43DF-0E43-B0D9-F845B7721E75,1.50,0.02,1.25,,SW - 035,0,23.22,11.19,79.3,24.71,11.45,80.55,,,,,,,
291,Wall,C925DF3B-DDDA-9342-B7C4-4A38BA14C738,1.50,0.02,1.25,,SW - 035,0,24.75,11.44,79.3,26.24,11.7,80.55,,,,,,,
292,Wall,FF02AC66-A5EF-FB44-B68D-91DA9C283AEE,1.50,0.02,1.25,,SW - 035,0,26.28,11.68,79.3,27.77,11.94,80.55,,,,,,,
293,Wall,6A00D91D-D915-9841-93FC-ADD1CB4F3129,1.05,0.02,1.25,,SW - 035,0,27.82,12.01,79.3,27.84,13.06,80.55,,,,,,,
294,Wall,AEFF6862-0C52-2D40-AD8F-098934F999E0,1.00,0.02,1.25,,SW - 035,0,27.82,13.11,79.3,27.84,14.11,80.55,,,,,,,
295,Wall,EAE64196-4244-6243-A1E8-D6658D5CD738,1.00,0.02,1.25,,SW - 035,0,27.82,14.16,79.3,27.84,15.16,80.55,,,,,,,
296,Wall,C109D379-155E-1244-B569-3FEF57C9953C,0.90,0.02,1.25,,SW - 035,0,27.82,15.21,79.3,27.84,16.11,80.55,,,,,,,
297,Wall,1FC00172-F9FD-8146-984B-7FA16F5B90B7,1.50,0.02,1.25,,SW - 035,0,26.29,16.12,79.3,27.79,16.14,80.55,,,,,,,
298,Wall,46ACE7AD-38B5-494D-8572-FA37FEA07F56,1.50,0.02,1.25,,SW - 035,0,24.74,16.12,79.3,26.24,16.14,80.55,,,,,,,
299,Wall,A8D73968-D39E-164F-B121-FC5C267B515D,1.50,0.02,1.25,,SW - 035,0,23.19,16.12,79.3,24.69,16.14,80.55,,,,,,,
300,Wall,7FD9E0B7-CC37-2240-ACCA-A24F62BB3F04,1.50,0.02,1.25,,SW - 035,0,21.64,16.12,79.3,23.14,16.14,80.55,,,,,,,
301,Wall,C3A7F6CB-8ADC-994B-B839-5C9E0334603D,1.50,0.02,1.25,,SW - 035,0,20.09,16.12,79.3,21.59,16.14,80.55,,,,,,,
302,Wall,146BA92F-5CAD-864A-94E4-739AB0FF18E3,1.84,0.02,1.25,,SW - 035,0,18.2,16.12,79.3,20.04,16.14,80.55,,,,,,,
303,Wall,3380267B-DAE5-F944-BBB8-76183546B88C,1.50,0.02,1.25,,SW - 035,0,6.96,16.09,79.3,8.46,16.11,80.55,,,,,,,
304,Wall,5B801678-4129-8D48-81C2-44D554555931,1.50,0.02,1.25,,SW - 035,0,8.51,16.09,79.3,10.01,16.11,80.55,,,,,,,
305,Wall,1AC0E6EB-A611-C942-AE02-DFFE2C2469B2,1.50,0.02,1.25,,SW - 035,0,10.06,16.09,79.3,11.56,16.11,80.55,,,,,,,
306,Wall,B8EF6EBC-B258-974C-9271-FB47FECA109D,1.15,0.02,1.25,,SW - 035,0,11.61,16.09,79.3,12.76,16.11,80.55,,,,,,,
307,Wall,1FBAB3F9-8EDE-634C-9DBC-C717635C5AB9,1.05,0.02,1.25,,SW - 035,0,6.88,15.01,79.3,6.9,16.06,80.55,,,,,,,
308,Wall,0E3B54AB-A5E1-C641-8A3B-76337AF0D408,1.00,0.02,1.25,,SW - 035,0,6.88,13.96,79.3,6.9,14.96,80.55,,,,,,,
309,Wall,F652C014-AD4F-2949-A825-5A9CE8265967,1.00,0.02,1.25,,SW - 035,0,6.88,12.91,79.3,6.9,13.91,80.55,,,,,,,
310,Wall,048FE06D-73C8-0046-A250-38E3B3D5AC48,1.00,0.02,1.25,,SW - 035,0,6.88,11.86,79.3,6.9,12.86,80.55,,,,,,,
311,Wall,494BDC0D-6264-A94B-8DFB-807C090CE245,1.00,0.02,1.25,,SW - 035,0,6.88,10.81,79.3,6.9,11.81,80.55,,,,,,,
312,Wall,893858EE-0173-464C-B1AD-117F089748EB,1.50,0.02,1.25,,SW - 035,0,13.92,9.92,79.3,15.41,10.09,80.55,,,,,,,
313,Wall,31CFEC71-DB34-C342-9BF8-F414EFA740D0,1.50,0.02,1.25,,SW - 035,0,12.38,10.08,79.3,13.87,10.24,80.55,,,,,,,
314,Wall,915BFA81-4AFF-D847-BA6C-65FEFC1E4623,1.50,0.02,1.25,,SW - 035,0,10.83,10.23,79.3,12.33,10.4,80.55,,,,,,,
315,Wall,A1798C00-848B-8748-85A4-AEDAC62B999E,1.50,0.02,1.25,,SW - 035,0,9.29,10.39,79.3,10.79,10.55,80.55,,,,,,,
316,Wall,BCFECA06-8DE1-7549-9AAF-68E8FC441BBE,12.60,0.22,1.35,,SW - 035,0,15.38,9.89,79.3,27.86,12.13,80.65,,,,,,,
317,Wall,783E1225-122C-764E-84DF-31DD53C1ADDD,4.24,0.22,1.35,,SW - 036,0,27.65,11.92,79.3,27.87,16.16,80.65,,,,,,,
318,Wall,B94DC802-C5B0-7F45-B452-81F9465AA663,9.65,0.22,1.35,,SW - 037,0,18.2,15.95,79.3,27.85,16.17,80.65,,,,,,,
319,Wall,8FC919E9-756B-C24D-BAE9-78D221B38CD6,5.96,0.22,1.35,,SW - 037,0,6.86,15.95,79.3,12.82,16.17,80.65,,,,,,,
320,Wall,6D6B45DC-CD7A-894C-B3E9-6090F5F37D15,5.40,0.22,1.35,,SW - 038,0,6.84,10.76,79.3,7.07,16.16,80.65,,,,,,,
321,Wall,17AD85E7-7AEC-564F-807D-1711DC060785,8.60,0.22,1.35,,SW - 039,0,6.86,9.89,79.3,15.43,10.97,80.65,,,,,,,
322,Wall,508D6068-2D01-874C-B4BC-23535B7918B2,0.90,0.02,1.25,,SW - 035,0,5.95,16.12,38.2,6.85,16.14,39.45,,,,,,,
323,Wall,99D3CD3C-E81A-0F43-B204-854A50D4C82F,1.00,0.02,1.25,,SW - 035,0,5.91,15.08,38.2,5.93,16.08,39.45,,,,,,,
324,Wall,91337498-7C20-954F-B3AA-B6F4F7CD8C3D,0.80,0.02,1.25,,SW - 035,0,5.91,11.09,38.2,5.93,11.89,39.45,,,,,,,
325,Wall,03617176-ACA7-0043-9F03-F83320DA1AC0,0.90,0.02,1.25,,SW - 035,0,5.92,10.93,38.2,6.82,11.04,39.45,,,,,,,
326,Wall,A3EDFECF-C802-7345-A3D3-50EFC41CDF07,0.95,0.22,1.35,,SW - 035,0,5.89,10.9,38.15,6.86,11.21,39.5,,,,,,,
327,Wall,0021A1E2-4E45-AB46-8679-72BD7F1F6337,5.15,0.22,1.35,,SW - 036,0,5.88,11.0,38.15,6.1,16.16,39.5,,,,,,,
328,Wall,E768EC64-794F-FB47-845C-F011DDE04E03,0.97,0.22,1.35,,SW - 037,0,5.89,15.95,38.15,6.86,16.17,39.5,,,,,,,
329,Wall,B5CA621C-2AF6-8844-812E-E2429C91D688,1.00,0.02,1.25,,SW - 035,0,5.91,14.03,38.2,5.93,15.03,39.45,,,,,,,
330,Wall,97BF719C-FEF5-CE42-95A0-06B55121788C,1.00,0.02,1.25,,SW - 035,0,5.91,12.98,38.2,5.93,13.98,39.45,,,,,,,
331,Wall,875D43EB-D37C-6044-8C13-180BD136D7FE,1.00,0.02,1.25,,SW - 035,0,5.91,11.93,38.2,5.93,12.93,39.45,,,,,,,
332,Wall,F57FE58F-9614-C74C-83CD-0D47F77311C6,1.00,0.02,1.25,,SW - 035,0,5.81,16.12,64.1,6.81,16.14,65.35,,,,,,,
333,Wall,3BBEF871-357E-1F40-905B-5FC90E26F0FB,0.90,0.02,1.25,,SW - 035,0,4.8,15.22,64.1,4.82,16.12,65.35,,,,,,,
334,Wall,1AFAA862-BAFE-F942-B882-790BA17541A3,5.04,0.22,1.35,,SW - 036,0,4.77,11.12,64.05,5.0,16.16,65.4,,,,,,,
335,Wall,4D2DEA13-ECF5-DA49-9E59-69BF39CDFD1A,1.00,0.02,1.25,,SW - 035,0,5.82,10.93,64.1,6.82,11.05,65.35,,,,,,,
336,Wall,96AA33A5-3156-124F-BCD4-E9225C94BE7A,2.06,0.22,1.35,,SW - 035,0,4.79,10.9,64.05,6.86,11.32,65.4,,,,,,,
337,Wall,FA8B56DF-0BAE-9C43-AA94-F328B4B42D64,1.00,0.02,1.25,,SW - 035,0,4.8,14.17,64.1,4.82,15.17,65.35,,,,,,,
338,Wall,36FD284C-D0DA-A844-82F5-64AE85286174,1.00,0.02,1.25,,SW - 035,0,4.8,13.12,64.1,4.82,14.12,65.35,,,,,,,
339,Wall,4914BE8C-2761-E04D-A812-228A9D6F2008,1.00,0.02,1.25,,SW - 035,0,4.8,12.07,64.1,4.82,13.07,65.35,,,,,,,
340,Wall,BC9E4774-5564-294A-83BB-34D86F55AF36,0.90,0.02,1.25,,SW - 035,0,4.86,16.12,64.1,5.76,16.14,65.35,,,,,,,
341,Wall,6BB908C2-4024-A14D-B8FB-99825AC6B091,0.94,0.02,1.25,,SW - 035,0,4.84,11.03,64.1,5.77,11.15,65.35,,,,,,,
342,Wall,332D5AB1-0E14-5042-8C96-71883DE9E3F2,0.85,0.02,1.25,,SW - 035,0,4.8,11.17,64.1,4.82,12.02,65.35,,,,,,,
343,Wall,B04DDA23-6808-2E48-A220-11AE573D4058,2.26,0.22,1.35,,SW - 046,0,38.65,13.88,4.85,38.87,16.14,6.2,,,,,,,
344,Wall,941C59AE-172B-814C-AC3E-B0EC4C0E6FDA,2.30,0.22,1.35,,SW - 046,0,38.65,13.86,15.95,38.87,16.16,17.3,,,,,,,
345,Wall,77508B9F-309E-4346-A9D8-30E2780FCAE3,2.30,0.22,1.35,,SW - 046,0,38.65,13.86,19.65,38.87,16.16,21.0,,,,,,,
346,Wall,94E35C98-B3D5-5044-8649-321985B6D4EF,3.13,0.22,1.35,,SW - 046,0,27.54,12.53,27.05,27.76,15.66,28.4,,,,,,,
347,Wall,F7B319D4-C722-4641-8FD1-DE3ACC2B33CA,3.27,0.22,1.35,,SW - 046,0,32.65,12.88,30.75,32.87,16.16,32.1,,,,,,,
348,Wall,3A14CBE5-1637-9E43-8ACF-B2D4EE56B2DE,0.75,0.02,1.20,,SW - 034,0,32.82,15.28,30.8,32.84,16.03,32.0,,,,,,,
349,Wall,A7D66B0B-10F5-5646-AE6C-5518ECCD627D,0.75,0.02,1.20,,SW - 034,0,32.82,13.68,30.8,32.84,14.43,32.0,,,,,,,
350,Wall,472BCF6E-F316-1444-B417-CC50B1C21789,0.75,0.02,1.20,,SW - 034,0,32.82,12.88,30.8,32.84,13.63,32.0,,,,,,,
351,Wall,8051262B-8039-0D4A-9636-8B1AC19E02FF,0.75,0.02,1.20,,SW - 034,0,32.82,14.48,30.8,32.84,15.23,32.0,,,,,,,
352,Wall,CB5181FD-F35C-0F4A-84F6-805F34AF2C57,3.27,0.22,1.35,,SW - 046,0,32.65,12.88,38.15,32.87,16.16,39.5,,,,,,,
353,Wall,C459193E-F0D5-004D-B3F2-FE721392A18A,0.75,0.02,1.20,,SW - 034,0,32.82,15.28,38.2,32.84,16.03,39.4,,,,,,,
354,Wall,D3C8E102-F9CB-0242-B412-C1F0B7698548,0.75,0.02,1.20,,SW - 034,0,32.82,13.68,38.2,32.84,14.43,39.4,,,,,,,
355,Wall,B4BE9DD8-6C55-A647-B7D3-F2A6C9110E73,0.75,0.02,1.20,,SW - 034,0,32.82,12.88,38.2,32.84,13.63,39.4,,,,,,,
356,Wall,607BFC04-B15A-9049-AB45-92F025239EFD,3.27,0.22,1.35,,SW - 046,0,32.65,12.88,41.85,32.87,16.16,43.2,,,,,,,
357,Wall,096A3A3D-7D1F-344E-ABA1-C41EA032E23E,0.75,0.02,1.20,,SW - 034,0,32.82,15.28,41.9,32.84,16.03,43.1,,,,,,,
358,Wall,8295CB21-D1DA-B24E-8C7F-FF90D6FEAE89,0.75,0.02,1.20,,SW - 034,0,32.82,14.48,38.2,32.84,15.23,39.4,,,,,,,
359,Wall,3B411654-7E6B-DD49-91CC-D6D4240D0B12,0.75,0.02,1.20,,SW - 034,0,32.82,13.68,41.9,32.84,14.43,43.1,,,,,,,
360,Wall,116201F5-5B57-704F-A06E-BADAEAAAF3EB,0.75,0.02,1.20,,SW - 034,0,32.82,12.88,41.9,32.84,13.63,43.1,,,,,,,
361,Wall,C85B70EB-D333-174C-90C0-A97559F0D302,3.27,0.22,1.35,,SW - 046,0,32.65,12.88,45.55,32.87,16.16,46.9,,,,,,,
362,Wall,629A3657-1928-DE41-8FA7-2D980D0E0F8E,0.75,0.02,1.20,,SW - 034,0,32.82,15.28,45.6,32.84,16.03,46.8,,,,,,,
363,Wall,88AA3137-15D2-5348-B4B2-68DD97A8EB2E,0.75,0.02,1.20,,SW - 034,0,32.82,14.48,41.9,32.84,15.23,43.1,,,,,,,
364,Wall,0F03918A-D9F2-7E4E-9A58-08ABFC1E4CDE,0.75,0.02,1.20,,SW - 034,0,32.82,13.68,45.6,32.84,14.43,46.8,,,,,,,
365,Wall,D5E2346D-68C3-7A4B-A7DC-9BC199853D89,0.75,0.02,1.20,,SW - 034,0,32.82,12.88,45.6,32.84,13.63,46.8,,,,,,,
366,Wall,85927E88-7ADD-D546-9922-20041F8B72A9,3.27,0.22,1.35,,SW - 046,0,32.65,12.88,49.25,32.87,16.16,50.6,,,,,,,
367,Wall,F19E891F-22E0-3348-964A-C041AD413295,0.75,0.02,1.20,,SW - 034,0,32.82,15.28,49.3,32.84,16.03,50.5,,,,,,,
368,Wall,1ED6B215-CB01-CB4C-8B77-EBF4E71B7F96,0.75,0.02,1.20,,SW - 034,0,32.82,14.48,45.6,32.84,15.23,46.8,,,,,,,
369,Wall,C9C11683-94EF-CE47-BECC-D6B99243CA7E,0.75,0.02,1.20,,SW - 034,0,32.82,13.68,49.3,32.84,14.43,50.5,,,,,,,
370,Wall,8877C688-F573-F045-81C2-3AAF830BB90F,0.75,0.02,1.20,,SW - 034,0,32.82,12.88,49.3,32.84,13.63,50.5,,,,,,,
371,Wall,CE95495C-58AA-B94B-A57B-D4407010B29F,0.75,0.02,1.15,,SW - 034,0,23.31,13.81,56.8,23.33,14.56,57.95,,,,,,,
372,Wall,40828C2D-7D9F-2040-B45E-D76676C20062,0.75,0.02,1.15,,SW - 034,0,23.31,14.61,56.8,23.33,15.36,57.95,,,,,,,
373,Wall,339B4C36-327E-1048-90B4-B1D3476B3A9B,4.81,0.22,1.35,,SW - 046,0,23.15,11.34,56.65,23.37,16.16,58.0,,,,,,,
374,Wall,06FDCCF6-3E58-5B4F-8BF0-2D07558E4B51,0.75,0.02,1.15,,SW - 034,0,23.31,15.41,56.8,23.33,16.16,57.95,,,,,,,
375,Wall,1D40AE5A-F0EC-7049-BD3C-EFE1CFE0F994,0.75,0.02,1.15,,SW - 034,0,23.31,13.01,56.8,23.33,13.76,57.95,,,,,,,
376,Wall,891D970A-7009-884D-A686-6E79CA2594F1,0.75,0.02,1.15,,SW - 034,0,23.31,12.21,56.8,23.33,12.96,57.95,,,,,,,
377,Wall,5B4E501C-0BE0-564F-91D7-FC1A081EACE6,0.75,0.02,1.15,,SW - 034,0,23.31,11.41,56.8,23.33,12.16,57.95,,,,,,,
378,Wall,10A47E62-31EF-324F-A2C4-F2C722031CE2,0.90,0.02,1.15,,SW - 034,0,27.83,13.66,60.5,27.85,14.56,61.65,,,,,,,
379,Wall,C85B6CB9-A4C2-D344-BE32-318EEE9CDAEF,0.75,0.02,1.30,,SW - 034,0,27.83,14.61,60.35,27.85,15.36,61.65,,,,,,,
380,Wall,0468DCFF-1FF5-2944-98EE-868B2B67C818,4.08,0.22,1.35,,SW - 046,0,27.65,12.07,60.35,27.87,16.16,61.7,,,,,,,
381,Wall,C21E5C20-DB1B-C14B-8BF0-896645002695,0.75,0.02,1.15,,SW - 034,0,27.83,15.41,60.5,27.85,16.16,61.65,,,,,,,
382,Wall,D58B4A69-BF1A-4543-85DD-A2D5CE3FDFAF,0.75,0.02,1.15,,SW - 034,0,27.83,12.87,60.5,27.85,13.62,61.65,,,,,,,
383,Wall,7073BC61-8151-0647-9F32-096D0C4E3125,0.75,0.02,1.15,,SW - 034,0,27.83,12.07,60.5,27.85,12.82,61.65,,,,,,,
384,Wall,D427E83B-21B5-7646-83AB-D864D94E592D,0.90,0.02,1.30,,SW - 034,0,27.83,13.66,64.05,27.85,14.56,65.35,,,,,,,
385,Wall,E83DC77B-F549-5C4D-9981-EF9A04BA6BE0,0.75,0.02,1.30,,SW - 034,0,27.83,14.61,64.05,27.85,15.36,65.35,,,,,,,
386,Wall,424AEBCA-E8C5-984D-B8B0-13EB52413E35,4.08,0.22,1.35,,SW - 046,0,27.65,12.07,64.05,27.87,16.16,65.4,,,,,,,
387,Wall,DF1CD2C3-B128-064A-ADCA-AFEF01C54F90,0.75,0.02,1.15,,SW - 034,0,27.83,15.41,64.2,27.85,16.16,65.35,,,,,,,
388,Wall,75739090-F8ED-9143-AB66-A7B5F8264ED3,0.75,0.02,1.15,,SW - 034,0,27.83,12.87,64.2,27.85,13.62,65.35,,,,,,,
