node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,marker_guid,embedded_in_wall_guid
330,Slab,48CBD765-EBB3-4180-8A7E-2F00E4F93622,,,,"0"" SIPS FLOOR",0,-1.17,-3.09,4.51,5.17,2.64,4.53,,,
331,Slab,25ACC675-004A-46C4-A260-B884F2BB77FD,,,,"8"" SIPS FLOOR",0,0.62,-3.13,-0.62,5.43,-1.02,-0.61,,,
332,Slab,3382782F-52E4-43B9-A798-95FA7C2B9A6D,,,,"8"" SIPS FLOOR",0,-0.98,-3.33,-0.62,1.0,-1.73,-0.61,,,
333,Slab,3659173A-36B1-4BD2-B62B-0A1A609E36A1,,,,"4"" SIPS FLOOR",0,1.67,0.77,0.32,2.89,2.69,0.37,,,
334,Slab,25E6D291-BB80-4C26-BEA2-CE0788D2B2C3,,,,5/4 PT DECK,0,-5.51,-5.82,-1.44,-5.3,-5.67,-1.41,,,
335,Slab,25D59B0C-1694-4CCF-ADA9-1B14BEB6CF32,,,,5/4 PT DECK,0,-5.39,-5.9,-1.44,-5.08,-5.59,-1.41,,,
336,Slab,5C561283-5B77-415C-A006-3C8C34675793,,,,5/4 PT DECK,0,-5.27,-5.98,-1.44,-4.86,-5.52,-1.41,,,
337,Slab,C72ADE44-137F-4995-B65C-BE4130FFF25B,,,,5/4 PT DECK,0,-5.15,-6.05,-1.44,-4.64,-5.44,-1.41,,,
338,Slab,D78AC484-87C9-4AE1-90B5-68F1C3771832,,,,5/4 PT DECK,0,-5.03,-6.13,-1.44,-4.42,-5.37,-1.41,,,
339,Slab,24E48CAD-BE79-4299-925A-7625C4F7D896,,,,5/4 PT DECK,0,-4.91,-6.21,-1.44,-4.2,-5.29,-1.41,,,
340,Slab,98EC2C44-410C-4486-BFFB-BFB9D4D02FBC,,,,5/4 PT DECK,0,-4.79,-6.29,-1.44,-3.98,-5.21,-1.41,,,
341,Slab,53E3CE36-BEBC-400C-BFF5-B1073031D481,,,,5/4 PT DECK,0,-4.66,-6.37,-1.44,-3.76,-5.14,-1.41,,,
342,Slab,7AC14ADE-DD27-4B9B-AEA3-3CF3CE1D475A,,,,5/4 PT DECK,0,-4.54,-6.44,-1.44,-3.54,-5.06,-1.41,,,
343,Slab,EA447B2D-3613-47CD-9997-A06E07C7DF77,,,,5/4 PT DECK,0,-4.42,-6.52,-1.44,-3.32,-4.99,-1.41,,,
344,Slab,BF763D3F-6612-4792-AF9B-97F81A956BB2,,,,5/4 PT DECK,0,-4.3,-6.6,-1.44,-3.1,-4.91,-1.41,,,
345,Slab,68C7EEC2-FA92-4F76-9954-AF3D95DA95B9,,,,5/4 PT DECK,0,-4.18,-6.68,-1.44,-2.88,-4.83,-1.41,,,
346,Slab,1DCB455D-4E05-44FE-B28E-43494CECE9E9,,,,5/4 PT DECK,0,-4.06,-6.75,-1.44,-2.66,-4.76,-1.41,,,
347,Slab,9C0E3A96-0BAD-4ED2-BFDF-CC90E4689DE1,,,,5/4 PT DECK,0,-3.94,-6.83,-1.44,-2.44,-4.68,-1.41,,,
348,Slab,28B14AA2-ED2F-42BB-BD52-06ED0F2648B0,,,,5/4 PT DECK,0,-3.82,-6.91,-1.44,-2.22,-4.6,-1.41,,,
349,Slab,5AC3BAE2-28F1-4B4C-B10F-6948A2600ADE,,,,5/4 PT DECK,0,-3.69,-6.99,-1.44,-2.0,-4.53,-1.41,,,
350,Slab,0B4FCEAA-AEBF-4792-94A5-B6DCFE93925A,,,,5/4 PT DECK,0,-3.57,-7.07,-1.44,-1.79,-4.45,-1.41,,,
351,Slab,8124FD76-45D7-45F5-8C3F-201B5CDFAA25,,,,5/4 PT DECK,0,-3.45,-7.14,-1.44,-1.57,-4.38,-1.41,,,
352,Slab,27A8A49A-C952-474F-978C-F8E8D8170477,,,,5/4 PT DECK,0,-3.33,-7.22,-1.44,-1.35,-4.3,-1.41,,,
353,Slab,1C5D0A4C-74C4-4019-A501-2E61505FAEE7,,,,5/4 PT DECK,0,-3.21,-7.3,-1.44,-1.13,-4.22,-1.41,,,
354,Slab,AE1E134F-3C58-4538-9438-CC63E4102786,,,,5/4 PT DECK,0,-3.09,-7.38,-1.44,-1.09,-4.22,-1.41,,,
355,Slab,A67BC3FE-F110-429A-A385-E30F2FE9CFF3,,,,5/4 PT DECK,0,-2.97,-7.46,-1.44,-1.07,-4.44,-1.41,,,
356,Slab,C18D0E08-3707-4685-808A-FE6350C13C39,,,,5/4 PT DECK,0,-2.85,-7.53,-1.44,-1.05,-4.67,-1.41,,,
357,Slab,03E2287B-CC5F-44C9-9F75-9D17A14B1B6A,,,,5/4 PT DECK,0,-2.73,-7.61,-1.44,-1.02,-4.91,-1.41,,,
358,Slab,5BA01684-1DD7-4B99-8467-6648F8F6C63F,,,,5/4 PT DECK,0,-2.6,-7.69,-1.44,-1.0,-5.14,-1.41,,,
359,Slab,F7AD8B57-8EA3-4D8A-8746-270665B0DCFA,,,,5/4 PT DECK,0,-2.48,-7.77,-1.44,-0.98,-5.37,-1.41,,,
360,Slab,786DBBB4-B942-4CD2-9DA7-DFDB74664860,,,,5/4 PT DECK,0,-2.36,-7.84,-1.44,-0.96,-5.6,-1.41,,,
361,Slab,71B7D95B-345A-4215-BB30-C2D07B560A54,,,,5/4 PT DECK,0,-2.24,-7.92,-1.44,-0.93,-5.84,-1.41,,,
362,Slab,FAB0BADC-EF5C-4353-A71C-4BD7E6E5EF5D,,,,5/4 PT DECK,0,-2.12,-8.0,-1.44,-0.91,-6.07,-1.41,,,
363,Slab,5506319F-058B-4843-A705-9B5FE0D0B570,,,,5/4 PT DECK,0,-2.0,-8.08,-1.44,-0.89,-6.3,-1.41,,,
364,Slab,AD207E15-4B26-441B-9EA9-D87CE30E86A0,,,,5/4 PT DECK,0,-1.88,-8.16,-1.44,-0.87,-6.54,-1.41,,,
365,Slab,48262C3C-684E-41D0-A7C8-316AB2A4AE87,,,,5/4 PT DECK,0,-1.76,-8.23,-1.44,-0.85,-6.77,-1.41,,,
366,Slab,17F6C9A3-1FA6-41A2-BF9A-046B1FEA507B,,,,5/4 PT DECK,0,-1.63,-8.31,-1.44,-0.82,-7.0,-1.41,,,
367,Slab,3BD55223-6C18-4868-A805-85232899CB31,,,,5/4 PT DECK,0,-1.51,-8.39,-1.44,-0.8,-7.23,-1.41,,,
368,Slab,B3FBD6B4-3402-4C60-8719-6B2FF9588EAD,,,,5/4 PT DECK,0,-1.39,-8.47,-1.44,-0.78,-7.47,-1.41,,,
369,Slab,7E9DB8C1-8ACD-49DB-99FB-43AD7451612C,,,,5/4 PT DECK,0,-1.27,-8.55,-1.44,-0.76,-7.7,-1.41,,,
370,Slab,273C2C46-BFF6-4288-B473-4E626E97A4A8,,,,5/4 PT DECK,0,-1.15,-8.62,-1.44,-0.73,-7.93,-1.41,,,
371,Slab,E5E77E02-CB8B-4B62-B244-9C147BBB28A0,,,,5/4 PT DECK,0,-1.03,-8.7,-1.44,-0.71,-8.17,-1.41,,,
372,Slab,2CA96943-A5CA-4C08-89F9-5A8FB2281B21,,,,5/4 PT DECK,0,-0.91,-8.78,-1.44,-0.69,-8.4,-1.41,,,
373,Slab,E1212FF9-6D34-4AF3-9120-42EFD74DCD63,,,,5/4 PT DECK,0,-0.79,-8.86,-1.44,-0.67,-8.63,-1.41,,,
374,Slab,B3CD1858-B43C-4B41-9601-8E2FF9D017D4,,,,5/4 PT DECK,0,-0.73,-8.91,-1.44,-0.5,-8.22,-1.41,,,
375,Slab,DCC55028-15B8-400E-9403-3C96A91C0383,,,,5/4 PT DECK,0,-0.79,-8.88,-1.44,-0.36,-7.62,-1.41,,,
376,Slab,128AA04C-E417-4BEC-822B-2E7A80DF8F3D,,,,5/4 PT DECK,0,-0.84,-8.83,-1.44,-0.23,-7.01,-1.41,,,
377,Slab,42C99D09-74BB-4A9C-ACE1-FF5E054156C4,,,,5/4 PT DECK,0,-0.9,-8.78,-1.44,-0.09,-6.4,-1.41,,,
378,Slab,D8C6ECA5-4698-4D05-8593-0F0802FF816F,,,,5/4 PT DECK,0,-0.96,-8.74,-1.44,0.04,-5.8,-1.41,,,
379,Slab,8F069197-5546-474C-A602-44EE5E947D55,,,,5/4 PT DECK,0,-1.02,-8.69,-1.44,0.18,-5.19,-1.41,,,
380,Slab,8D2E97AE-4F8B-4C24-B64C-6C77B7641DE2,,,,5/4 PT DECK,0,-1.08,-8.64,-1.44,0.32,-4.59,-1.41,,,
381,Slab,8DA806E7-98BC-4A3D-BF14-7C4D5A16DC56,,,,5/4 PT DECK,0,-1.11,-8.59,-1.44,0.45,-4.2,-1.41,,,
382,Slab,95B00443-6DA7-4F58-94BF-91DD060BF9AD,,,,5/4 PT DECK,0,-1.05,-8.55,-1.44,0.59,-4.15,-1.41,,,
383,Slab,B03C9AF5-27CD-4BF3-ACF2-FB2F2A8EEF5B,,,,5/4 PT DECK,0,-0.92,-8.5,-1.44,0.72,-4.1,-1.41,,,
384,Slab,1C88201F-135D-4582-93C1-B6F41C9B8DC2,,,,5/4 PT DECK,2,-0.78,-8.45,-1.44,0.86,-4.06,-1.41,,,
385,Slab,6791E108-AE81-41DE-A144-66C22892A91A,,,,5/4 PT DECK,0,-0.64,-8.41,-1.44,1.0,-4.01,-1.41,,,
386,Slab,1E2D0103-7138-44BA-953F-2FEB7F8E1E42,,,,5/4 PT DECK,0,-0.51,-8.36,-1.44,1.13,-3.96,-1.41,,,
387,Slab,A9E6121E-6415-4264-AF57-E643A08CD36D,,,,5/4 PT DECK,0,-0.37,-8.31,-1.44,1.27,-3.92,-1.41,,,
388,Slab,8691823F-794C-4402-B2C0-C11268CE8229,,,,5/4 PT DECK,0,-0.24,-8.26,-1.44,1.4,-3.87,-1.41,,,
389,Slab,AC7031E9-38BB-4CDD-B03D-968877B67D27,,,,5/4 PT DECK,0,-0.1,-8.22,-1.44,1.54,-3.82,-1.41,,,
390,Slab,217E0FD5-73A8-4E57-9E6C-7669318FB6D8,,,,5/4 PT DECK,0,0.04,-8.17,-1.44,1.68,-3.77,-1.41,,,
391,Slab,8D2055CF-B3BA-47F3-97F3-E3D60C825736,,,,5/4 PT DECK,0,0.17,-8.12,-1.44,1.81,-3.73,-1.41,,,
392,Slab,86A77866-8B28-47EE-98FF-918460B79C85,,,,5/4 PT DECK,0,0.31,-8.07,-1.44,1.95,-3.68,-1.41,,,
393,Slab,3118BB18-4ADD-48E9-86E1-421D7143E90B,,,,5/4 PT DECK,0,0.44,-8.03,-1.44,2.09,-3.63,-1.41,,,
394,Slab,EA99301B-376B-4C46-990D-0D03D87268C4,,,,5/4 PT DECK,0,-5.5,-5.81,-0.73,-5.17,-5.72,-0.7,,,
395,Slab,65FEE8B5-6D07-4DB7-BD35-45BBE701391C,,,,5/4 PT DECK,0,-5.57,-5.75,-0.73,-4.59,-5.52,-0.7,,,
396,Slab,3C76B6B7-3882-4F11-91B1-128AC6CCAAE2,,,,5/4 PT DECK,0,-5.58,-5.61,-0.73,-4.02,-5.32,-0.7,,,
397,Slab,0475E52D-258F-44C2-B832-5E17E7E33447,,,,5/4 PT DECK,0,-5.6,-5.47,-0.73,-3.44,-5.12,-0.7,,,
398,Slab,77CDFF21-AD30-47D8-8225-79D4B05BC27E,,,,5/4 PT DECK,0,-5.61,-5.32,-0.73,-2.87,-4.92,-0.7,,,
399,Slab,6FAA2902-74DC-4267-B808-093EB68DD421,,,,5/4 PT DECK,0,-5.62,-5.18,-0.73,-2.29,-4.72,-0.7,,,
400,Slab,3193C5C6-C990-454D-A456-FB5120795F7C,,,,5/4 PT DECK,0,-5.64,-5.03,-0.73,-1.72,-4.52,-0.7,,,
401,Slab,6D398AB5-1A0C-4552-A118-8AE97DF49AC2,,,,5/4 PT DECK,0,-5.65,-4.89,-0.73,-1.14,-4.32,-0.7,,,
402,Slab,6EF4B583-440E-4279-BE49-8E204ED1B147,,,,5/4 PT DECK,0,-5.67,-4.75,-0.73,-0.57,-4.12,-0.7,,,
403,Slab,CAE973E5-3D67-4FDF-93B3-54702F62BAB3,,,,5/4 PT DECK,0,-5.68,-4.6,-0.73,0.01,-3.92,-0.7,,,
404,Slab,FC2B0E0F-000D-4EF7-8A8E-3FDC1165C146,,,,5/4 PT DECK,0,-5.69,-4.46,-0.73,0.58,-3.72,-0.7,,,
405,Slab,80E97E66-E7F4-43C8-B181-D1554A97A2C5,,,,5/4 PT DECK,0,-5.71,-4.32,-0.73,0.75,-3.57,-0.7,,,
406,Slab,A34E487A-6109-46A1-9DEB-B15F10B7F3CE,,,,5/4 PT DECK,0,-5.72,-4.17,-0.73,0.85,-3.42,-0.7,,,
407,Slab,B7DB9EFB-57A7-49AB-B4A2-516CD0A76B87,,,,5/4 PT DECK,0,-5.73,-4.03,-0.73,0.66,-3.29,-0.7,,,
408,Slab,430EE8B3-71F9-4302-923A-E3554B9EEBD7,,,,5/4 PT DECK,0,-5.75,-3.89,-0.73,0.61,-3.16,-0.7,,,
409,Slab,7D3D0430-EC5C-4D31-BF60-12ACB3B32F71,,,,5/4 PT DECK,0,-5.76,-3.74,-0.73,0.42,-3.03,-0.7,,,
410,Slab,D8D3D5F1-7138-4CB5-A2E6-51C523869259,,,,5/4 PT DECK,0,-5.78,-3.6,-0.73,0.22,-2.91,-0.7,,,
411,Slab,5EACF5F1-6A54-47EA-BB65-90032E9EAF81,,,,5/4 PT DECK,0,-5.79,-3.46,-0.73,0.03,-2.78,-0.7,,,
412,Slab,2537A326-9A8F-41F7-9156-2FD23E03FC4D,,,,5/4 PT DECK,0,-5.8,-3.31,-0.73,-0.17,-2.66,-0.7,,,
413,Slab,6B514D48-BB60-4BB1-8FE5-58B9400CA14D,,,,5/4 PT DECK,0,-5.82,-3.17,-0.73,-0.36,-2.53,-0.7,,,
414,Slab,D938D28A-2110-4C4A-80C4-F99E4F5FA319,,,,5/4 PT DECK,0,-5.83,-3.03,-0.73,-0.56,-2.4,-0.7,,,
415,Slab,A60A75F8-8578-4589-93A3-B49FBE2D33F7,,,,5/4 PT DECK,0,-5.84,-2.88,-0.73,-0.76,-2.28,-0.7,,,
416,Slab,2FD6586A-B617-4858-9048-EE5541557DCA,,,,5/4 PT DECK,0,0.58,-7.98,-1.44,2.22,-3.59,-1.41,,,
417,Slab,1BBCE341-73AE-4CFE-9348-65825ACE56D2,,,,"8"" SIPS FLOOR",0,0.61,-8.1,-1.44,7.11,-1.6,-1.22,,,
418,Slab,2D534DFD-65CF-4A9D-B073-3B87A528C5AD,,,,Slab-027,0,-1.6,1.17,-0.0,-1.42,1.89,0.02,,,
419,Slab,D7245A60-4AEA-4F3E-9A2F-511F372BDA4A,,,,Slab-027,0,-3.21,0.93,-0.0,-1.53,2.6,0.02,,,
420,Slab,141CB24F-E332-4CBB-ACDB-257EA3DE834C,,,,Slab-053,0,3.51,-0.12,1.54,4.76,3.75,1.57,,,
421,Slab,75ECCF97-39E2-45B7-9FC3-452218F63AF2,,,,"8"" SIPS FLOOR",0,-1.42,-1.88,-0.62,0.21,2.88,-0.61,,,
422,Slab,68187DDC-3BC6-44B3-97FC-5EE0D79861BD,,,,"8"" SIPS FLOOR",0,-0.81,-2.03,-0.83,5.27,3.97,-0.61,,,
423,Slab,58BECD11-2BEE-4ED9-ACB4-3D1B7D14BAAE,,,,"8"" SIPS FLOOR",0,-6.49,-2.78,-0.22,-0.95,2.79,-0.0,,,
424,Slab,87A64555-FC1B-40ED-AC9D-80F00918DE61,,,,5/4 PT DECK,0,-0.83,10.53,-0.84,0.7,10.67,-0.81,,,
425,Slab,79C2C4AA-EA60-47C3-8C47-373E07A82785,,,,5/4 PT DECK,0,-0.83,10.38,-0.84,0.7,10.52,-0.81,,,
426,Slab,6309B3FE-2E40-4F5A-B334-7690B03B31A3,,,,5/4 PT DECK,0,-0.83,10.24,-0.84,0.7,10.38,-0.81,,,
427,Slab,42679795-9733-40F1-8231-5CFF3750CC71,,,,5/4 PT DECK,0,-0.83,10.1,-0.84,0.7,10.24,-0.81,,,
428,Slab,AC0B9969-5B0C-4892-99E9-B34BA1EE4E64,,,,5/4 PT DECK,0,-0.83,9.95,-0.84,0.7,10.09,-0.81,,,
429,Slab,42FA076E-71EE-4379-8417-C61C6EBF5AB1,,,,5/4 PT DECK,0,-0.83,9.81,-0.84,0.7,9.95,-0.81,,,
430,Slab,10BA11B2-089F-438A-932F-707EDE10A88C,,,,5/4 PT DECK,0,-0.83,9.66,-0.84,0.7,9.8,-0.81,,,
431,Slab,00783B09-8EA3-41BB-8400-74043BD2CE1B,,,,5/4 PT DECK,0,-0.83,9.52,-0.84,0.7,9.66,-0.81,,,
432,Slab,26985CC4-4806-4868-804B-EAA97A3A15BD,,,,5/4 PT DECK,0,-0.83,9.38,-0.84,0.7,9.52,-0.81,,,
433,Slab,CDE8A474-817B-4805-9994-AD9716D24FFF,,,,5/4 PT DECK,0,-0.83,9.23,-0.84,0.7,9.37,-0.81,,,
434,Slab,2FD864CC-A677-4743-8F36-EBA2AB83780C,,,,5/4 PT DECK,0,-0.83,9.09,-0.84,0.7,9.23,-0.81,,,
435,Slab,3F7C066E-FCC4-43C6-BFFF-3798E607A325,,,,5/4 PT DECK,0,-0.83,8.94,-0.84,0.7,9.08,-0.81,,,
436,Slab,03A2916E-9572-4784-A9F1-F0BCE3FC2C30,,,,5/4 PT DECK,0,-0.83,8.8,-0.84,0.7,8.94,-0.81,,,
437,Slab,95A4827A-BDDE-42CA-B1B6-98C53DC012A8,,,,5/4 PT DECK,0,-0.83,8.66,-0.84,0.7,8.8,-0.81,,,
438,Slab,425FF32D-45C4-4313-ABC1-B932086692ED,,,,5/4 PT DECK,0,-0.83,8.51,-0.84,0.7,8.65,-0.81,,,
439,Slab,15D38D47-39D5-4FD7-9931-ACEEB470711C,,,,5/4 PT DECK,0,-0.83,8.37,-0.84,0.7,8.51,-0.81,,,
440,Slab,5E6E7152-A878-4F05-96A4-9FE1FCAF4E50,,,,5/4 PT DECK,0,-0.83,8.22,-0.84,0.7,8.36,-0.81,,,
441,Slab,C90766D5-10CA-4BD4-AD94-D76CF8FB7813,,,,5/4 PT DECK,0,-0.83,8.08,-0.84,0.7,8.22,-0.81,,,
442,Slab,98EC1ABF-EA66-44AC-916D-DBF1DF267E09,,,,5/4 PT DECK,0,-0.83,7.94,-0.84,0.7,8.07,-0.81,,,
443,Slab,B1B5A5B9-54B5-4A7B-9A5C-3532FD230A4B,,,,5/4 PT DECK,0,-0.83,7.79,-0.84,0.7,7.93,-0.81,,,
444,Slab,ED89D921-77A0-4D65-996A-EE776F66261A,,,,5/4 PT DECK,0,-0.83,7.65,-0.84,0.7,7.79,-0.81,,,
445,Slab,E0611074-31C9-407F-B2D4-4F0DA673757A,,,,5/4 PT DECK,0,-0.83,7.5,-0.84,0.7,7.64,-0.81,,,
446,Slab,1E5797BD-2A6D-4ADD-BDBE-4D9940B9DCDD,,,,5/4 PT DECK,0,-0.83,7.36,-0.84,0.7,7.5,-0.81,,,
447,Slab,94ADFD83-AD3E-4425-94A9-D4541DF8EEA1,,,,5/4 PT DECK,0,-0.83,7.21,-0.84,0.7,7.35,-0.81,,,
448,Slab,C74CA9D1-A118-46B9-8F17-71B854CC70BF,,,,5/4 PT DECK,0,-0.83,7.07,-0.84,0.7,7.21,-0.81,,,
449,Slab,BC0B562F-53D8-4376-9E88-657EFB3963A6,,,,5/4 PT DECK,0,-0.83,6.93,-0.84,0.7,7.07,-0.81,,,
450,Slab,25728696-7F14-4AD9-AE2B-D987867328FC,,,,5/4 PT DECK,0,-0.83,6.78,-0.84,0.7,6.92,-0.81,,,
451,Slab,0CD16DFD-C840-474A-A524-37D206A22A7D,,,,5/4 PT DECK,0,-0.83,6.64,-0.84,0.7,6.78,-0.81,,,
452,Slab,EED69286-5C49-4A85-901A-881BD2E647EB,,,,5/4 PT DECK,0,-0.83,6.49,-0.84,0.7,6.63,-0.81,,,
453,Slab,61B6CCB2-2E80-47B0-B870-BAEDC26556E8,,,,5/4 PT DECK,0,-0.83,6.35,-0.84,0.7,6.49,-0.81,,,
454,Slab,8E25E492-B9CB-41AE-A34F-CF7321217400,,,,5/4 PT DECK,0,-0.83,6.21,-0.84,0.7,6.35,-0.81,,,
455,Slab,D094664A-64BC-4568-A4C7-38E996046B52,,,,5/4 PT DECK,0,-0.83,6.06,-0.84,0.7,6.2,-0.81,,,
456,Slab,EE3B9553-6A36-46C4-B29F-52C39FBD5E0D,,,,5/4 PT DECK,0,-0.83,5.92,-0.84,0.7,6.06,-0.81,,,
457,Slab,D1121EE9-9CF6-48C0-A1F2-A2605C03DB04,,,,5/4 PT DECK,0,-0.83,5.77,-0.84,0.7,5.91,-0.81,,,
458,Slab,68A57541-C791-4142-807F-5C7606327027,,,,5/4 PT DECK,2,-0.83,5.63,-0.84,0.7,5.77,-0.81,,,
459,Slab,03D0BA81-9F06-4184-B76B-144D9DCEB0C1,,,,5/4 PT DECK,0,-0.83,5.49,-0.84,0.7,5.63,-0.81,,,
460,Slab,5F8EC129-3E81-4C6B-8F09-7AC35DA4BCED,,,,5/4 PT DECK,0,-0.83,5.34,-0.84,0.7,5.48,-0.81,,,
461,Slab,8A58C104-A23F-4103-B607-F125499EFBD0,,,,5/4 PT DECK,0,-0.83,5.2,-0.84,0.7,5.34,-0.81,,,
462,Slab,C3BE01E9-3032-4379-B47C-B176F26EE173,,,,5/4 PT DECK,0,-0.83,5.05,-0.84,0.7,5.19,-0.81,,,
463,Slab,CC1D00BD-91CE-4DCC-B74F-353026E2A77E,,,,5/4 PT DECK,0,-0.83,4.91,-0.84,0.7,5.05,-0.81,,,
464,Slab,64A7050E-8256-43F8-BEB9-A67EEE6779FC,,,,5/4 PT DECK,0,-0.83,4.77,-0.84,0.7,4.91,-0.81,,,
465,Slab,331C62B8-DF34-4F0D-B79E-9258EB94E0ED,,,,5/4 PT DECK,0,-0.83,4.62,-0.84,0.7,4.76,-0.81,,,
466,Slab,82E751E1-ED71-44CB-9687-CA880CADF1D4,,,,5/4 PT DECK,0,-0.83,4.48,-0.84,0.7,4.62,-0.81,,,
467,Slab,BCD72737-4626-4D48-A607-67A5A4962F9A,,,,5/4 PT DECK,0,-0.83,4.33,-0.84,0.7,4.47,-0.81,,,
468,Slab,C4DB1D5D-E270-42A7-965D-88C6CCD1E14A,,,,5/4 PT DECK,0,-0.83,4.19,-0.84,0.7,4.33,-0.81,,,
469,Slab,99A17E99-7FEC-410A-B995-BFBEAC26453D,,,,5/4 PT DECK,0,-0.83,4.05,-0.84,0.7,4.19,-0.81,,,
470,Slab,E4EDC307-370F-478C-86FB-2A94BC44E532,,,,5/4 PT DECK,0,-0.83,3.9,-0.84,0.7,4.04,-0.81,,,
471,Slab,76BA0E80-DB86-48AB-89B1-B3F28135C396,,,,5/4 PT DECK,0,-0.83,3.76,-0.84,0.7,3.9,-0.81,,,
472,Slab,AFE800F2-109D-46A4-90D7-929563ACD111,,,,5/4 PT DECK,0,-0.69,2.92,-0.84,0.83,3.38,-0.81,,,
473,Slab,769AB829-86BB-4E7A-A410-9F6AF9511994,,,,5/4 PT DECK,0,-0.72,3.06,-0.84,0.8,3.52,-0.81,,,
474,Slab,C8235E14-CC08-479E-8606-50DF031EEB46,,,,5/4 PT DECK,0,-0.75,3.2,-0.84,0.77,3.66,-0.81,,,
475,Slab,F4AB4A4D-7518-4B1D-B5A5-478F1C334C43,,,,5/4 PT DECK,0,-0.78,3.34,-0.84,0.74,3.8,-0.81,,,
476,Slab,AF15B257-92A9-49FA-900D-9D0EDC5351A0,,,,5/4 PT DECK,0,-0.81,3.48,-0.84,0.71,3.84,-0.81,,,
477,Slab,F5355B52-B98A-4DC9-A876-9DB1253FB1E8,,,,5/4 PT DECK,0,-0.83,3.62,-0.84,0.01,3.8,-0.81,,,
478,Slab,C43E6DC0-6824-464F-91C9-CC731002575E,,,,"8"" SIPS FLOOR",0,0.61,-8.1,-1.22,7.11,-1.6,-1.2,,,
479,Slab,1AAAE348-EFA8-4CC7-84BA-49BACA22C38A,,,,"8"" SIPS FLOOR",0,-6.49,-2.78,-0.0,-0.94,2.79,0.02,,,
480,Slab,BFD860E4-3AF6-420E-8C6D-4A7205AF32AE,,,,"8"" SIPS FLOOR",0,-6.49,-2.78,-0.0,-0.94,2.79,0.02,,,
481,Slab,4E331247-162C-4467-8D02-CA9D26CD2DF9,,,,"8"" SIPS FLOOR",0,-0.81,-2.03,-0.61,5.27,3.97,-0.59,,,
482,Slab,3D8BA7C6-2643-4270-83CA-56F3282C9491,,,,"3/4"" HARDWOOD FLOORING",0,0.61,-8.1,-1.22,7.11,-1.6,-1.2,,,
483,Slab,A5452E8B-5FFF-4C4E-B9AE-682299DDE21C,,,,"8"" SIPS FLOOR",0,0.62,-3.14,-0.61,5.43,-1.02,-0.59,,,
484,Slab,285E346A-98B0-4A11-B01D-0825E55EBBA8,,,,"8"" SIPS FLOOR",0,-0.98,-3.33,-0.61,1.01,-1.73,-0.59,,,
485,Slab,82C069E7-27B2-405D-B29B-6EFF60DC6BBF,,,,"8"" SIPS FLOOR",0,-1.41,-1.88,-0.61,0.21,2.88,-0.59,,,
486,Slab,C79A645D-10AA-44DB-ABD3-9FB4D0BAD276,,,,"8"" SIPS FLOOR",0,0.62,-3.13,-0.83,5.43,-1.02,-0.81,,,
487,Slab,1B824657-47F0-4BFE-961A-6439C1A661CA,,,,"8"" SIPS FLOOR",0,-0.98,-3.33,-0.83,1.0,-1.73,-0.81,,,
488,Slab,520DE92C-22E9-42D9-B28A-C06589AF9107,,,,"8"" SIPS FLOOR",0,-1.42,-1.88,-0.83,0.21,2.88,-0.81,,,
489,Door,C97DF2E9-8C0B-3E44-AFB6-83DCA478725E,,0.71 ,2.03 ,D02A,0,-27.46,5.7,0.0,-26.84,6.54,2.03,,595B178D-D417-D148-9F50-713541D7F66C,07D5C99B-1B98-EE46-91A5-33FABE798A3A
490,Door,3F961426-5E9D-804C-AB38-F19F96814A30,,0.71 ,2.03 ,D03,0,-27.28,6.08,0.0,-26.45,6.69,2.03,,,92FD39D6-0E0A-E64C-9BE7-22BA6E301096
491,Door,90F635DE-0144-CB42-8D96-18D99C0563D5,,0.71 ,2.03 ,D02A,0,-26.61,-4.68,0.0,-25.77,-4.06,2.03,,F734FD4C-753A-734E-8018-E7A608300389,7513D687-86AE-2B4C-B255-4885ECCCA91C
492,Door,B8D61A71-DD61-464F-AC2D-2B4721BE4FE9,,0.91 ,2.34 ,D01,0,-26.32,-3.02,0.0,-24.81,-1.94,2.34,,0CC1FB90-17D7-F840-AF5B-87620CD24B19,E1B30C70-5F0F-F545-9852-FA405D01BB3C
493,Door,4D7C42AF-61BA-9748-B7AB-F1593E51A775,,0.86 ,2.03 ,D02B,0,-25.63,-4.68,0.0,-24.64,-3.95,2.03,,6033CF2D-FEC2-1142-9739-2588F911FCF4,7513D687-86AE-2B4C-B255-4885ECCCA91C
494,Door,11116BE9-1667-F145-A034-4FBA46FE90F4,,0.91 ,1.83 ,CO,0,-22.93,-4.67,0.0,-22.02,-4.57,1.83,,0EF54DC7-1779-E34E-9B4A-DFF5F3457948,7513D687-86AE-2B4C-B255-4885ECCCA91C
495,Door,1E129B0C-77F1-1547-B368-2ECC57A3BC47,,0.91 ,2.03 ,D02C,0,-24.36,-4.68,0.0,-23.32,-3.92,2.03,,B49D818D-9430-D040-8050-C990FAA189FB,7513D687-86AE-2B4C-B255-4885ECCCA91C
496,Door,D6782422-DD65-104A-8CE4-3FCCFD07B36A,,0.71 ,2.03 ,D02A,0,-27.46,5.7,0.0,-26.84,6.54,2.03,,3AF59231-DCE5-044B-A9FA-28261F914477,0F52A8A4-723D-904C-AB36-EE73BF630DBF
