node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,zone_stamp_guid,room_name,room_number,room_height,embedded_in_wall_guid,marker_guid
154,Wall,4DA7E70F-2F53-5A4B-4585-BC30D2EFEE5E,,,4.42,,,Parede-010,380.65,-367.21,-0.07,384.72,-365.12,18.54,0.20,18.62,0.0,,,,,,,
155,Wall,45A6492D-CC63-DBBF-5B3C-0E0E65FADE6D,,,0.05,,,Parede-010,380.89,-365.76,17.47,381.33,-364.15,18.07,1.65,0.60,0.0,,,,,,,
156,Wall,DD5491FC-60B8-3714-750E-3F09A8188177,,,0.05,,,Parede-010,372.18,-335.72,17.43,372.63,-334.11,18.03,1.65,0.60,0.0,,,,,,,
157,Wall,C464A9A7-8918-F11F-EF2C-6A196F2E9EB6,,,0.05,,,Parede-010,371.79,-337.33,17.43,372.23,-335.71,18.03,1.65,0.60,0.0,,,,,,,
158,Wall,2FE5EFFA-3258-994D-6711-F3D4460C3FD5,,,0.05,,,Parede-010,371.39,-338.93,17.43,371.83,-337.31,18.03,1.65,0.60,0.0,,,,,,,
159,Wall,633D7C53-215D-2258-6E8F-1670C74EAABA,,,0.05,,,Parede-010,370.99,-340.53,17.43,371.44,-338.91,18.03,1.65,0.60,0.0,,,,,,,
160,Wall,64B57B83-75A6-12ED-4E64-F33BEEC0189D,,,0.05,,,Parede-010,370.59,-342.13,17.43,371.04,-340.52,18.03,1.65,0.60,0.0,,,,,,,
161,Wall,B49C3CF2-6600-A6A1-F17B-F33F0D7BD305,,,0.05,,,Parede-010,370.19,-343.73,17.43,370.64,-342.12,18.03,1.65,0.60,0.0,,,,,,,
162,Wall,5035057A-74A4-CFBF-963D-380C54F32063,,,0.05,,,Parede-010,369.79,-345.33,17.43,370.24,-343.72,18.03,1.65,0.60,0.0,,,,,,,
163,Wall,AFD1E054-312C-A596-F814-EE4EAB8F22DF,,,0.05,,,Parede-010,369.39,-346.93,17.43,369.84,-345.32,18.03,1.65,0.60,0.0,,,,,,,
164,Wall,A6A3802F-0E19-450B-2114-63D381A7CCA8,,,0.05,,,Parede-010,369.0,-348.53,17.43,369.44,-346.92,18.03,1.65,0.60,0.0,,,,,,,
165,Wall,3CA583F9-C46D-5449-D37E-FDA3780D25BD,,,0.05,,,Parede-010,368.6,-350.13,17.43,369.04,-348.52,18.03,1.65,0.60,0.0,,,,,,,
166,Wall,2EF6302E-A5A7-998A-F6AD-CDCF68DEEC28,,,0.05,,,Parede-010,368.2,-351.74,17.43,368.65,-350.12,18.03,1.65,0.60,0.0,,,,,,,
167,Wall,82512158-DC6E-AE10-873C-4AC35240D73D,,,0.05,,,Parede-010,367.8,-353.34,17.43,368.25,-351.72,18.03,1.65,0.60,0.0,,,,,,,
168,Wall,BD4CB324-139C-69FB-70E7-B626D82CEE4E,,,0.05,,,Parede-010,367.4,-354.94,17.43,367.85,-353.32,18.03,1.65,0.60,0.0,,,,,,,
169,Wall,A7EE605E-43F9-104A-5114-B71527D54D9C,,,0.05,,,Parede-010,367.0,-356.54,17.43,367.45,-354.93,18.03,1.65,0.60,0.0,,,,,,,
170,Wall,837BAC70-573F-8DC6-BFB3-31AE23168183,,,0.05,,,Parede-010,366.6,-358.14,17.43,367.05,-356.53,18.03,1.65,0.60,0.0,,,,,,,
171,Wall,98DECAAD-AEC2-85DE-9AF6-E93068F69306,,,0.05,,,Parede-010,366.21,-359.74,17.43,366.65,-358.13,18.03,1.65,0.60,0.0,,,,,,,
172,Wall,1416EE45-763E-FDAD-EF90-166013389253,,,0.05,,,Parede-010,365.81,-361.34,17.43,366.25,-359.73,18.03,1.65,0.60,0.0,,,,,,,
173,Wall,F42E51DB-576F-0FF1-8ACF-887F8DFFA31E,,,0.05,,,Parede-010,365.41,-362.94,17.43,365.86,-361.33,18.03,1.65,0.60,0.0,,,,,,,
174,Wall,2EFD2605-DEAE-DDAC-B781-213644B5A622,,,0.05,,,Parede-010,365.01,-364.54,17.43,365.46,-362.93,18.03,1.65,0.60,0.0,,,,,,,
175,Wall,7AD5D012-C881-9F43-B5FB-5E88A158519C,,,0.05,,,Parede-010,364.61,-366.15,17.43,365.06,-364.53,18.03,1.65,0.60,0.0,,,,,,,
176,Wall,E1CDE58C-24F1-1C7B-AE59-C98FB5E61ACA,,,0.05,,,Parede-010,364.21,-367.75,17.43,364.66,-366.13,18.03,1.65,0.60,0.0,,,,,,,
177,Wall,A1694F95-1656-D454-3C20-4AE571B3C1DA,,,0.05,,,Parede-010,363.81,-369.35,17.43,364.26,-367.73,18.03,1.65,0.60,0.0,,,,,,,
178,Wall,68440701-CCA1-ABDF-C820-288588B4B8BC,,,0.05,,,Parede-010,363.42,-370.95,17.43,363.86,-369.34,18.03,1.65,0.60,0.0,,,,,,,
179,Wall,3F56BA6B-446E-ABE6-4B61-F12A47608382,,,0.05,,,Parede-010,363.02,-372.55,17.43,363.46,-370.94,18.03,1.65,0.60,0.0,,,,,,,
180,Wall,D6B3251B-79FB-4982-78E8-EDA8665D78DD,,,0.05,,,Parede-010,405.38,-267.39,17.43,405.82,-265.77,18.03,1.65,0.60,0.0,,,,,,,
181,Wall,0BC8BA93-CA93-50A2-5C22-9D4CA346C219,,,0.05,,,Parede-010,405.78,-265.78,17.43,406.22,-264.17,18.03,1.65,0.60,0.0,,,,,,,
182,Wall,4A09628C-ABF0-AD81-CF69-DBC9F1817760,,,0.05,,,Parede-010,406.17,-264.18,17.43,406.62,-262.57,18.03,1.65,0.60,0.0,,,,,,,
183,Wall,75CEF542-40F0-F95B-2D65-98E0E430423D,,,0.05,,,Parede-010,406.57,-262.58,17.43,407.02,-260.97,18.03,1.65,0.60,0.0,,,,,,,
184,Wall,D13C5F39-5910-8AEE-5924-5813B01C866A,,,0.05,,,Parede-010,406.97,-260.98,17.43,407.42,-259.37,18.03,1.65,0.60,0.0,,,,,,,
185,Wall,49F1AE1C-7F01-EBBD-7030-E2988A279A20,,,0.05,,,Parede-010,407.37,-259.38,17.43,407.82,-257.77,18.03,1.65,0.60,0.0,,,,,,,
186,Wall,436356BB-973F-15FB-0DCB-100C67590589,,,0.05,,,Parede-010,407.77,-257.78,17.43,408.22,-256.17,18.03,1.65,0.60,0.0,,,,,,,
187,Wall,4F3257C5-6BE5-9799-A9A3-5318D7F27DF7,,,0.05,,,Parede-010,408.17,-256.18,17.43,408.61,-254.56,18.03,1.65,0.60,0.0,,,,,,,
188,Wall,FC8446E6-646A-A311-0F45-71BBE2A862DC,,,0.05,,,Parede-010,408.57,-254.58,17.43,409.01,-252.96,18.03,1.65,0.60,0.0,,,,,,,
189,Wall,D4161846-70AD-9858-57C1-879E870E594D,,,0.05,,,Parede-010,408.97,-252.98,17.43,409.41,-251.36,18.03,1.65,0.60,0.0,,,,,,,
190,Wall,023AD6CE-0685-294A-E203-848DA4D49BE6,,,0.05,,,Parede-010,409.36,-251.37,17.43,409.81,-249.76,18.03,1.65,0.60,0.0,,,,,,,
191,Wall,38BD4EE6-B8D3-EF7D-C6BC-BB23C5FD5166,,,17.91,,,Parede-010,357.01,-339.24,0.84,373.22,-331.28,17.15,0.20,16.30,0.0,,,,,,,
192,Wall,908596DE-2A95-AA8D-98D9-CEE8520C5044,,,7.56,,,Parede-008,358.09,-341.49,4.55,364.99,-338.03,19.55,0.20,15.00,0.0,,,,,,,
193,Wall,8B205B6A-C3A2-DAC2-7EE9-BD4D0E38CD22,,,2.50,,,Parede-009,355.84,-342.58,4.55,358.18,-341.31,15.65,0.20,11.10,0.0,,,,,,,
194,Wall,EE11C1A1-6DAF-D47E-EC5C-DF10892EACF9,,,5.20,,,Parede-010,353.67,-342.58,4.55,356.11,-337.81,15.65,0.20,11.10,0.0,,,,,,,
195,Wall,A5F2021A-2F19-EC18-A884-B2ED5E098C29,,,2.50,,,Parede-011,353.67,-338.08,4.56,356.01,-336.81,15.65,0.20,11.09,0.0,,,,,,,
196,Wall,8D3F113A-24FC-E024-A2EA-98135A9E1FA1,,,7.68,,,Parede-012,355.92,-336.99,4.55,362.92,-333.47,19.55,0.20,15.00,0.0,,,,,,,
197,Wall,7353B19E-55F6-B2D9-49F6-372CDE7CF368,,,2.50,,,Parede-013,362.84,-333.65,2.34,365.18,-332.38,14.69,0.20,12.35,0.0,,,,,,,
198,Wall,568F0FF1-DD97-4F3E-42C6-F618B4F570B9,,,2.53,,,Parede-014,365.09,-332.56,4.55,367.46,-331.28,21.42,0.20,16.88,0.0,,,,,,,
199,Wall,0287EBB1-7181-1B63-40DB-360DD5211A29,,,2.50,,,Parede-015,367.37,-331.46,2.34,369.71,-330.2,16.21,0.20,13.87,0.0,,,,,,,
200,Wall,09C7EC4B-A3E6-5BBC-5F65-0EC0B377033D,,,4.73,,,Parede-016,369.62,-330.38,2.34,373.96,-328.13,16.97,0.20,14.63,0.0,,,,,,,
201,Wall,9857DD1C-F48F-962B-FBAF-D056F0304C0F,,,1.58,,,Parede-008,367.38,-338.48,4.55,368.25,-336.97,19.55,0.20,15.00,0.0,,,,,,,
202,Wall,AF26109C-475C-A899-A9A7-67141FDCDC34,,,2.65,,,Parede-008,364.9,-338.21,4.55,367.38,-336.88,19.55,0.20,15.00,0.0,,,,,,,
203,Wall,AAA9C607-C516-A926-E632-3CC76C05665C,,,0.20,,,Parede-009,366.39,-337.49,4.55,366.66,-337.22,19.55,0.20,15.00,0.0,,,,,,,
204,Wall,4D68E75E-7FC8-FEB3-CD99-0E6017740749,,,2.70,,,Parede-010,368.85,-335.75,2.24,370.26,-333.26,18.54,0.20,16.30,0.0,,,,,,,
205,Wall,1D8A4F57-D483-B2C0-469B-4610EFD9C595,,,5.89,,,Parede-010,369.99,-335.75,-0.07,375.39,-333.01,18.54,0.20,18.62,0.0,,,,,,,
206,Wall,A9DCBBC3-38E9-F95A-23F3-8A3168364FD8,,,4.75,,,Parede-010,368.94,-333.71,-0.07,373.31,-331.46,18.54,0.20,18.62,0.0,,,,,,,
207,Wall,6F9B213B-B624-ED27-A7D8-AB58AF4FBFB2,,,0.05,,,Parede-010,381.28,-364.16,17.47,381.73,-362.54,18.07,1.65,0.60,0.0,,,,,,,
208,Wall,20031F27-0EF1-B77A-FD4F-D02C77D518B2,,,0.05,,,Parede-010,381.68,-362.56,17.47,382.13,-360.94,18.07,1.65,0.60,0.0,,,,,,,
209,Wall,F371C039-A1AC-FC1C-5544-B86D0CF0143E,,,0.05,,,Parede-010,382.08,-360.96,17.47,382.53,-359.34,18.07,1.65,0.60,0.0,,,,,,,
210,Wall,22E545D0-FA36-19A7-302F-0D8B0386E0B5,,,0.05,,,Parede-010,382.48,-359.35,17.47,382.93,-357.74,18.07,1.65,0.60,0.0,,,,,,,
211,Wall,EEC401C1-5A38-B9DB-842F-D66851F4DA06,,,0.05,,,Parede-010,382.88,-357.75,17.47,383.32,-356.14,18.07,1.65,0.60,0.0,,,,,,,
212,Wall,9572C354-43F9-E433-BBE0-EB49A201E64C,,,0.05,,,Parede-010,383.28,-356.15,17.47,383.72,-354.54,18.07,1.65,0.60,0.0,,,,,,,
213,Wall,E2149844-3F87-5D28-4CD6-9E81C1BF9317,,,0.05,,,Parede-010,383.67,-354.55,17.47,384.12,-352.94,18.07,1.65,0.60,0.0,,,,,,,
214,Wall,39530656-BF96-50F3-7755-2500367BA5D2,,,0.05,,,Parede-010,384.07,-352.95,17.47,384.52,-351.34,18.07,1.65,0.60,0.0,,,,,,,
215,Wall,D62916D6-8CEC-D869-5992-606E5C4CC229,,,0.05,,,Parede-010,384.47,-351.35,17.47,384.92,-349.74,18.07,1.65,0.60,0.0,,,,,,,
216,Wall,D1BDD6CB-781B-33E6-A46B-58BF26D3A572,,,0.05,,,Parede-010,384.87,-349.75,17.47,385.32,-348.13,18.07,1.65,0.60,0.0,,,,,,,
217,Wall,9CF03538-5FF2-59B5-0A06-48CAF5414735,,,0.05,,,Parede-010,385.27,-348.15,17.47,385.72,-346.53,18.07,1.65,0.60,0.0,,,,,,,
218,Wall,E518754E-A650-A6A7-C768-012C764D8E92,,,0.05,,,Parede-010,385.67,-346.55,17.47,386.12,-344.93,18.07,1.65,0.60,0.0,,,,,,,
219,Wall,37F16BA8-1279-E959-436A-ED5875977F66,,,0.05,,,Parede-010,386.07,-344.94,17.47,386.51,-343.33,18.07,1.65,0.60,0.0,,,,,,,
220,Wall,8FE6563D-75B7-7802-624B-922948AC5484,,,0.05,,,Parede-010,386.47,-343.34,17.47,386.91,-341.73,18.07,1.65,0.60,0.0,,,,,,,
221,Wall,53598C19-1CE1-4E30-E75A-8C464E60EF6C,,,0.05,,,Parede-010,386.86,-341.74,17.47,387.31,-340.13,18.07,1.65,0.60,0.0,,,,,,,
222,Wall,2019514D-85DA-50D6-E207-24CB5387B049,,,0.05,,,Parede-010,387.26,-340.14,17.47,387.71,-338.53,18.07,1.65,0.60,0.0,,,,,,,
223,Wall,82D2FAE6-8045-0083-3022-2B40860B8A06,,,0.05,,,Parede-010,387.66,-338.54,17.47,388.11,-336.93,18.07,1.65,0.60,0.0,,,,,,,
224,Wall,9452BA6D-EA46-5BE6-7E14-D224F9A825AD,,,0.05,,,Parede-010,388.06,-336.94,17.47,388.51,-335.33,18.07,1.65,0.60,0.0,,,,,,,
225,Wall,E7DA7740-C728-113A-5903-31577017D4D9,,,0.05,,,Parede-010,388.46,-335.34,17.47,388.91,-333.72,18.07,1.65,0.60,0.0,,,,,,,
226,Wall,537B9DD3-E81C-BDC7-92B2-FA3DF60104A2,,,0.05,,,Parede-010,388.86,-333.74,17.47,389.31,-332.12,18.07,1.65,0.60,0.0,,,,,,,
227,Wall,67678CBE-96D4-D725-A037-59F616311C8E,,,0.05,,,Parede-010,389.26,-332.14,17.47,389.7,-330.52,18.07,1.65,0.60,0.0,,,,,,,
228,Wall,17ED8560-06F7-EF6A-CA7B-3141A181CA64,,,0.05,,,Parede-010,389.66,-330.53,17.47,390.1,-328.92,18.07,1.65,0.60,0.0,,,,,,,
229,Wall,A7068509-F89D-78D1-B598-6B5D6605C0EE,,,0.05,,,Parede-010,390.05,-328.93,17.47,390.5,-327.32,18.07,1.65,0.60,0.0,,,,,,,
230,Wall,0E9D3DB8-4241-814E-2084-1924E13CB09E,,,0.05,,,Parede-010,390.45,-327.33,17.47,390.9,-325.72,18.07,1.65,0.60,0.0,,,,,,,
231,Wall,744BD185-5B3E-1775-30C5-56715D017243,,,3.31,,,Parede-010,393.71,-322.91,0.04,394.77,-319.67,18.65,0.20,18.62,0.0,,,,,,,
232,Wall,0397C398-1A58-1B40-BF06-E67B7D6630FF,,,5.70,,,Parede-010,388.72,-325.47,0.04,393.9,-322.73,18.65,0.20,18.62,0.0,,,,,,,
233,Wall,95E83357-0B63-FC41-1FC9-CCEA82D7EDD8,,,14.93,,,Parede-010,375.39,-333.37,4.93,388.71,-326.27,13.82,0.20,8.89,0.0,,,,,,,
234,Wall,71B739FB-8EA2-CB90-152D-289A6BDAA77D,,,0.83,,,Parede-010,388.61,-326.32,4.93,389.01,-325.47,13.82,0.20,8.89,0.0,,,,,,,
235,Wall,6200ED82-1530-A0B4-238D-1B193C873E0A,,,0.39,,,Parede-010,375.3,-333.37,4.93,375.65,-332.92,13.82,0.20,8.89,0.0,,,,,,,
236,Wall,C3460374-5B9D-9A56-D8FB-BA2AA80F37C9,,,2.76,,,Parede-010,392.22,-320.96,0.04,394.77,-319.54,18.65,0.20,18.62,0.0,,,,,,,
237,Wall,7F369415-3767-E006-40E2-4DC73D4DEC84,,,0.05,,,Parede-010,389.5,-266.17,17.43,389.95,-264.56,18.03,1.65,0.60,0.0,,,,,,,
238,Wall,EE244C97-95D5-A202-2C70-DDE4C5232A62,,,0.05,,,Parede-010,389.9,-264.57,17.43,390.35,-262.96,18.03,1.65,0.60,0.0,,,,,,,
239,Wall,440F325F-369E-D2DD-501C-3C40000F653F,,,0.05,,,Parede-010,390.3,-262.97,17.43,390.75,-261.36,18.03,1.65,0.60,0.0,,,,,,,
240,Wall,B8C477DC-D335-D9FD-1026-5D9DE84009C7,,,0.05,,,Parede-010,390.7,-261.37,17.43,391.14,-259.75,18.03,1.65,0.60,0.0,,,,,,,
241,Wall,DCBE8F91-029A-A10A-10D2-FFD673D75BA5,,,0.05,,,Parede-010,391.1,-259.77,17.43,391.54,-258.15,18.03,1.65,0.60,0.0,,,,,,,
242,Wall,63DB45B9-87CC-2BF7-9A53-965E77C1E8F0,,,0.05,,,Parede-010,391.49,-258.16,17.43,391.94,-256.55,18.03,1.65,0.60,0.0,,,,,,,
243,Wall,E3525A75-069B-3E63-B9EB-1F7EA246B06E,,,0.05,,,Parede-010,391.89,-256.56,17.43,392.34,-254.95,18.03,1.65,0.60,0.0,,,,,,,
244,Wall,E1D5F78F-C0AD-701E-63BE-E1E0C30AC6DD,,,0.05,,,Parede-010,392.29,-254.96,17.43,392.74,-253.35,18.03,1.65,0.60,0.0,,,,,,,
245,Wall,BA3B0675-F5A5-6BD6-475F-AFC8555AF7E4,,,0.05,,,Parede-010,392.69,-253.36,17.43,393.14,-251.75,18.03,1.65,0.60,0.0,,,,,,,
246,Wall,926718D4-BEB4-4780-123A-AE5118A87C14,,,0.05,,,Parede-010,393.09,-251.76,17.43,393.54,-250.15,18.03,1.65,0.60,0.0,,,,,,,
247,Wall,0121695D-CA6E-B85A-E5FF-D25E91929046,,,0.05,,,Parede-010,393.49,-250.16,17.43,393.93,-248.55,18.03,1.65,0.60,0.0,,,,,,,
248,Wall,CFE5FA19-D2B5-3A07-CC23-E3DA27006B91,,,5.72,,,Parede-012,378.34,-365.38,4.93,383.63,-362.83,13.93,0.20,9.00,0.0,,,,,,,
249,Wall,D9BB44D9-CDDD-08E9-735C-E1BDC55B07B0,,,12.65,,,Parede-013,366.26,-369.02,4.93,378.43,-365.19,13.93,0.20,9.00,0.0,,,,,,,
250,Wall,B5763905-A8D1-9932-61DA-CBF9FA9500D0,,,0.41,,,Parede-014,366.02,-369.42,4.93,366.31,-368.97,13.93,0.20,9.00,0.0,,,,,,,
251,Wall,FD26D71A-B41C-B04F-BA48-50AD8A45C56D,,,3.08,,,Parede-015,363.18,-370.15,4.93,366.21,-369.22,13.93,0.20,9.00,0.0,,,,,,,
252,Wall,B3EA6198-1E26-081E-1DB7-069B8DF07593,,,4.94,,,Parede-016,361.97,-374.98,4.93,363.22,-370.11,13.93,0.20,9.00,0.0,,,,,,,
253,Wall,F986EC72-A348-F2B6-8BE3-A3655088A202,,,21.69,,,Parede-013,429.4,-283.98,2.86,434.75,-262.87,13.01,0.20,10.14,0.0,,,,,,,
254,Wall,248CCF87-8378-6A54-1369-AC9C11A28F1A,,,21.66,,,Parede-013,437.31,-282.02,2.86,442.65,-260.93,13.01,0.20,10.14,0.0,,,,,,,
255,Wall,58000B38-A113-7D07-15E0-3A3CD926B641,,,3.35,,,Parede-011,450.85,-283.22,2.93,451.87,-279.93,22.21,0.20,19.29,0.0,,,,,,,
256,Wall,C7032B74-A3CB-22CE-64B1-562F759A30B7,,,3.24,,,Parede-010,447.62,-280.76,2.93,450.81,-279.79,15.69,0.20,12.76,0.0,,,,,,,
257,Wall,EE1F1225-AD9D-8138-E693-5EA0F80CEBF8,,,19.91,,,Parede-010,442.8,-280.79,3.73,447.76,-261.4,20.89,0.20,17.16,0.0,,,,,,,
258,Wall,DE6821D2-E698-A9E6-5682-62E159667CC4,,,2.89,,,Parede-011,451.63,-283.22,2.93,454.48,-282.34,22.21,0.20,19.29,0.0,,,,,,,
259,Wall,6BC2B9D3-B6D6-5205-3F0E-954222464967,,,15.72,,,Parede-008,439.93,-276.84,2.98,443.86,-261.53,10.64,0.20,7.66,0.0,,,,,,,
260,Wall,8B15FE38-AF27-2926-36FE-9CD21AD258D5,,,2.48,,,Parede-009,439.34,-261.58,4.73,440.12,-259.12,15.83,0.20,11.10,0.0,,,,,,,
261,Wall,4D22D6B9-BD93-7148-C6A6-45368D0E7F6E,,,6.15,,,Parede-010,439.34,-259.36,6.73,445.36,-257.7,15.83,0.20,9.10,0.0,,,,,,,
262,Wall,C7A6ADF7-453B-0DB8-27CD-6241FADB00FF,,,3.04,,,Parede-011,445.12,-260.7,4.74,446.04,-257.7,15.65,0.20,10.91,0.0,,,,,,,
263,Wall,E68888F7-1753-B4CD-0E13-3EF7BB880CE2,,,7.13,,,Parede-012,445.84,-267.63,4.73,447.74,-260.65,19.73,0.20,15.00,0.0,,,,,,,
264,Wall,7A7F7531-1770-A856-C7DF-8C22CD8A728D,,,2.50,,,Parede-013,447.55,-270.06,4.73,448.34,-267.58,19.87,0.20,15.14,0.0,,,,,,,
265,Wall,491F1545-5CA2-F40E-7BEA-678621C89A5F,,,2.53,,,Parede-014,448.15,-272.52,2.93,448.95,-270.01,15.89,0.20,12.96,0.0,,,,,,,
266,Wall,62E420E6-9FF3-8992-B83D-F6FBA0359273,,,7.75,,,Parede-016,448.76,-280.04,2.93,450.81,-272.47,15.89,0.20,12.96,0.0,,,,,,,
267,Wall,9EF7CCA1-99EB-D0FC-5B4E-AB916B5303CD,,,1.36,,,Parede-008,444.74,-282.78,2.93,445.16,-281.44,3.68,0.10,0.75,0.0,,,,,,,
268,Wall,F2E1AB59-B35C-78F1-4E2C-9CF5EF49555A,,,4.13,,,Parede-014,461.98,-320.65,2.93,463.03,-316.57,9.9,0.20,6.97,0.0,,,,,,,
269,Wall,D61A61FD-C461-04BF-0E79-6611B81E37E8,,,8.05,,,Parede-008,441.74,-276.82,1.91,443.76,-268.98,6.96,0.10,5.05,0.0,,,,,,,
270,Wall,3D638F95-7DFE-7DF5-B792-BD674F852B10,,,6.10,,,Parede-008,443.66,-282.77,2.93,445.31,-276.8,10.59,0.20,7.66,0.0,,,,,,,
271,Wall,264509B7-A3DB-B2C2-496F-B62DFC230545,,,19.91,,,Parede-010,479.99,-258.05,3.68,484.43,-238.56,20.84,0.20,17.16,0.0,,,,,,,
272,Wall,F8FF8675-3A68-8417-923F-43015B3B3CD6,,,21.82,,,Parede-008,482.63,-258.76,4.68,487.49,-237.4,15.59,0.20,10.91,0.0,,,,,,,
273,Wall,D16048C2-4E93-4C73-087B-4B44EC4E065C,,,2.48,,,Parede-009,482.1,-237.44,4.68,482.83,-234.98,15.78,0.20,11.10,0.0,,,,,,,
274,Wall,F0D6484E-44B5-0BF7-5FDC-B90F940FBE29,,,6.15,,,Parede-010,476.29,-236.48,6.68,482.34,-234.98,15.78,0.20,9.10,0.0,,,,,,,
275,Wall,4D03535B-15B2-CA60-1A5F-BB906F335707,,,3.04,,,Parede-011,476.29,-239.26,4.69,477.13,-236.25,15.6,0.20,10.91,0.0,,,,,,,
276,Wall,AE332808-3B70-6A2E-8157-FED3C5585692,,,7.13,,,Parede-012,476.94,-246.24,4.68,478.65,-239.22,19.68,0.20,15.00,0.0,,,,,,,
277,Wall,76BA58C4-0681-6B1B-F7C6-AB1012D634A1,,,2.50,,,Parede-013,478.46,-248.68,4.68,479.19,-246.19,19.82,0.20,15.14,0.0,,,,,,,
278,Wall,C3EDEA5E-E976-D079-30FF-B1A918467801,,,2.53,,,Parede-014,478.98,-251.15,2.93,479.73,-248.64,15.84,0.20,12.91,0.0,,,,,,,
279,Wall,3C3E2F75-C3C1-2A26-B096-0B6B96073BE5,,,7.75,,,Parede-016,479.53,-258.72,4.68,481.37,-251.11,15.84,0.20,11.16,0.0,,,,,,,
280,Wall,C5FAE411-60C3-CEF2-F814-588A827F92EB,,,3.32,,,Parede-010,481.05,-258.74,3.68,484.34,-257.84,15.84,0.20,12.16,0.0,,,,,,,
281,Wall,D3607469-B73A-70E0-F1EA-E4E6DE829687,,,3.35,,,Parede-011,480.9,-262.05,2.88,481.82,-258.74,22.16,0.20,19.29,0.0,,,,,,,
282,Wall,F8E679E1-F9E2-5104-4893-EE20BB0FCE8F,,,3.34,,,Parede-011,478.52,-262.73,2.93,481.82,-261.81,22.16,0.20,19.24,0.0,,,,,,,
283,Wall,8D9D4B5A-7453-03A5-2DA9-8C15E0622CB1,,,19.91,,,Parede-010,456.95,-344.83,1.99,461.39,-325.33,19.15,0.20,17.16,0.0,,,,,,,
284,Wall,7E530105-AD20-ABD4-A536-FB01FFC78EA8,,,21.82,,,Parede-008,453.87,-345.98,2.99,458.76,-324.63,13.9,0.20,10.91,0.0,,,,,,,
285,Wall,FE8AF910-FAD2-2542-8F47-FDFAFA3A9288,,,2.48,,,Parede-009,458.56,-348.41,2.99,459.29,-345.94,14.09,0.20,11.10,0.0,,,,,,,
286,Wall,2016070D-4555-F92A-4082-9110DEE49C2C,,,6.15,,,Parede-010,459.05,-348.41,4.99,465.1,-346.9,14.09,0.20,9.10,0.0,,,,,,,
287,Wall,7C9A2601-E899-8092-282F-F1D944BE78E2,,,3.04,,,Parede-011,464.25,-347.14,3.0,465.1,-344.12,13.91,0.20,10.91,0.0,,,,,,,
288,Wall,5E24B419-9B3D-378F-594F-17F7836FBF8E,,,7.13,,,Parede-012,462.73,-344.16,2.99,464.45,-337.15,17.99,0.20,15.00,0.0,,,,,,,
289,Wall,6B48F328-C93A-833E-4741-DA800F2F910F,,,2.50,,,Parede-013,462.2,-337.19,2.99,462.93,-334.71,18.13,0.20,15.14,0.0,,,,,,,
290,Wall,EC66A699-FB6B-EF84-C473-491B7E4804C7,,,2.53,,,Parede-014,461.66,-334.75,3.06,462.4,-332.23,14.15,0.20,11.09,0.0,,,,,,,
291,Wall,1285C90D-78A2-9D9D-9F25-C06B1DC9BEAA,,,7.75,,,Parede-016,460.01,-332.27,3.06,461.86,-324.66,14.15,0.20,11.09,0.0,,,,,,,
292,Wall,2A7A6967-B143-993B-29B8-2FECAD2AFA14,,,3.32,,,Parede-010,457.04,-325.55,3.06,460.33,-324.64,13.95,0.20,10.89,0.0,,,,,,,
293,Wall,DA0F3373-E5A0-A6F9-C5D8-9033966B1ED8,,,3.35,,,Parede-011,459.56,-324.64,2.88,460.48,-321.33,15.47,0.20,12.59,0.0,,,,,,,
294,Wall,2BF80EF0-54D6-F1F8-B8C8-F65C92CC8CDD,,,3.35,,,Parede-011,459.56,-321.57,1.39,462.87,-320.65,20.47,0.20,19.09,0.0,,,,,,,
295,Wall,0F5EC330-0573-0C03-1A95-1FBC5DA77489,,,23.07,,,Parede-010,492.91,-256.39,2.93,497.95,-233.83,20.84,0.10,17.91,0.0,,,,,,,
296,Wall,6B7A5D3C-7B72-9955-87E4-DB253718A778,,,22.00,,,Parede-010,498.02,-253.18,2.93,506.72,-232.82,7.93,0.20,5.00,0.0,,,,,,,
297,Wall,76FBDF6A-B6A5-602C-D5E5-2B2D54D54695,,,22.92,,,Parede-010,494.85,-255.82,2.93,499.86,-233.41,20.84,0.10,17.91,0.0,,,,,,,
298,Wall,C8CA68E6-8E48-192D-6D9A-A92193FB5F27,,,2.08,,,Parede-010,492.91,-233.95,2.93,494.97,-233.41,6.93,0.10,4.00,0.0,,,,,,,
299,Wall,7ACBD648-B14B-FE37-DF55-BC2627BD242A,,,19.91,,,Parede-010,495.68,-328.9,1.99,500.2,-309.42,19.15,0.20,17.16,0.0,,,,,,,
300,Wall,2ED052A0-4052-7A40-9275-0B22F8AE0CB1,,,21.82,,,Parede-008,498.18,-328.84,2.99,503.08,-307.49,8.9,0.20,5.91,0.0,,,,,,,
301,Wall,1A114BCD-572B-2ED4-6848-7C11B32C2DD6,,,2.48,,,Parede-009,502.89,-331.26,2.99,503.62,-328.8,9.09,0.20,6.10,0.0,,,,,,,
302,Wall,ED1B0D58-219C-2610-3389-1EEE5BCCA551,,,6.15,,,Parede-010,497.57,-332.56,-0.01,503.62,-331.02,9.09,0.20,9.10,0.0,,,,,,,
