node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
786,Wall,93C5A4E9-1FB3-4B28-8F52-263AB710FAD9,0.25,0.02,3.10,FW-07,0,73.77,40.84,12.9,74.02,40.86,16.0,,,,,,,,,
787,Wall,2DBE93E1-46F8-4B58-9D74-802A3102534D,0.36,0.14,3.10,FW-01,0,74.02,40.59,12.9,74.39,40.72,16.0,,,,,,,,,
788,Wall,BE6BAE2D-00C0-4401-8219-A67714A4797D,0.25,0.02,3.10,FW-07,0,74.02,40.59,12.9,74.04,40.84,16.0,,,,,,,,,
789,Wall,2078966B-5586-3549-BCDC-59C30294B013,5.05,0.15,3.25,FW-02,1,67.73,40.59,0.0,72.77,40.73,3.25,,,,,,,,,
790,Wall,5BE41ECF-0818-5340-B7C5-7E8EF107F35D,3.20,0.16,2.73,FW-03,1,69.57,42.63,0.0,72.77,42.79,2.73,,,,,,,,,
791,Wall,2B6BA6AC-5D11-6D4C-AD02-0CFAE2A220E9,0.87,0.14,3.22,FW-01,0,72.77,44.7,0.0,73.64,44.84,3.22,,,,,,,,,
792,Wall,D3E8CC40-EEF2-405E-A0E8-8DCBBBF61702,0.36,0.14,3.10,FW-01,1,74.02,44.7,12.9,74.39,44.84,16.0,,,,,,,,,
793,Wall,A55354F3-D1C2-3041-AC7F-11F64F60CAD1,1.45,0.16,2.73,FW-03,1,71.32,43.66,0.0,72.77,43.82,2.73,,,,,,,,,
794,Wall,4AC4CA40-1774-4CE0-987B-A5EFEE39CB50,0.25,0.02,3.07,FW-07,0,65.77,44.57,12.9,66.02,44.59,15.97,,,,,,,,,
795,Wall,63002348-2099-49F4-8508-2306C11410BD,0.25,0.02,3.07,FW-07,0,66.02,44.59,12.9,66.04,44.84,15.97,,,,,,,,,
796,Wall,B8860C28-041E-0147-3CAC-FF81959B8497,4.00,0.25,4.30,SW-01,1,53.77,40.71,4.3,54.02,44.71,8.6,,,,,,,,,
797,Wall,F9A32C51-2F03-FD6B-54E8-2A879DF50E83,4.00,0.25,4.15,SW-01,1,53.77,40.71,12.9,54.02,44.71,17.05,,,,,,,,,
798,Wall,517A0E8D-4278-C14F-A864-A153446BC162,0.86,0.14,3.25,FW-01,1,72.77,40.59,0.0,73.64,40.72,3.25,,,,,,,,,
799,Wall,9F50AB86-F162-3341-BC55-2B19AB64EE62,3.75,0.14,3.25,FW-01,1,50.02,40.59,0.0,53.77,40.72,3.25,,,,,,,,,
800,Wall,A6DA0765-3C0F-0343-AE72-CD063388CC96,3.75,0.14,3.25,FW-01,1,49.83,40.84,0.0,49.97,44.59,3.25,,,,,,,,,
801,Wall,9DFBAA0B-32DA-46B6-8542-2DD61158503E,0.75,0.14,3.09,FW-01,1,53.02,44.7,12.9,53.77,44.84,15.99,,,,,,,,,
802,Wall,BBE3B206-8C8F-2044-878F-94B06EB7799F,4.14,0.30,2.73,FW-05,1,72.77,40.7,0.0,73.07,44.84,2.73,,,,,,,,,
803,Wall,49FB8E3B-E91C-CE4D-9617-0019ACE66AC9,3.75,0.15,3.25,FW-02,1,62.02,40.59,0.0,65.77,40.73,3.25,6150429B-6DC0-334E-8DBA-100A8E0DEBBD,,,,,,,,
804,Wall,632EBB86-C8C7-4142-BE3A-E96967668CCA,3.75,0.15,3.25,FW-02,1,62.02,44.69,0.0,65.77,44.84,3.25,,,,,,,,,
805,Wall,5D00BE5F-3C7A-1B42-A5A8-EC7B32BB8287,4.25,0.16,2.73,FW-03,1,63.81,40.59,0.0,63.97,44.84,2.73,,,,,,,,,
806,Wall,87F11C93-0798-0544-AD17-D2623421DBB4,3.75,0.15,3.22,FW-02,1,65.88,40.84,0.0,66.02,44.59,3.22,6CA19476-E717-0241-933F-03FC43B14258,,,,,,,,
807,Wall,B442F734-83F1-AE4E-A52B-7EF58FB85E17,2.05,0.16,2.73,FW-03,1,63.97,43.03,0.0,66.02,43.19,2.73,,,,,,,,,
808,Wall,BADA03CC-665D-4FF5-A62B-1BFFC9E8535A,52.00,0.25,1.20,SFB-01,1,34.15,49.96,-1.2,86.15,50.21,0.0,,,,,,,,,
809,Wall,251FB052-C531-8F4D-8B4B-254A0808DCA2,4.25,0.15,3.25,FW-02,1,73.64,40.59,0.0,73.78,44.84,3.25,,,,,,,,,
810,Wall,35DEAFB1-28B3-5C46-B368-E770E8C98D71,1.45,0.16,2.73,FW-03,1,71.32,41.61,0.0,72.77,41.77,2.73,,,,,,,,,
811,Wall,20DACA9B-8E40-4ACC-9584-EC4FEFE7E0E0,1.10,0.16,2.73,FW-03,0,71.32,43.74,12.9,71.48,44.84,15.63,68B0E029-B558-4AB2-9EC9-79F16C80239F,,,,,,,,
812,Wall,93A3B03B-D971-437C-8A96-C9BE9F99F816,14.50,0.25,1.20,SFB-01,1,86.15,35.46,-1.2,86.4,49.96,0.0,,,,,,,,,
813,Wall,6A07B943-9C38-436D-9F3B-0B4E589CD11A,1.84,0.30,2.73,FW-04,1,67.73,42.56,8.6,69.57,42.86,11.33,,,,,,,,,
814,Wall,C7BCD313-103A-407F-A15C-D5F7F374D3F0,4.25,0.15,3.25,FW-02,1,67.73,40.59,8.6,67.87,44.84,11.85,"6C2DAAA2-FD07-4F6A-B88C-70C5C41EECB0, 5FD7BF04-887A-4960-B80F-BDA11100C2EB",,,,,,,,
815,Wall,9956323D-6302-434E-8870-CC1D04815705,0.25,0.02,3.25,FW-07,0,66.02,40.59,8.6,66.04,40.84,11.85,,,,,,,,,
816,Wall,78DCD810-1F53-4DFC-B2DB-A1B2A41CD1E0,4.25,0.11,3.10,FW-06,1,53.66,40.59,12.9,53.77,44.84,16.0,,,,,,,,,
817,Wall,3A685ED5-A866-49F8-8D57-B2F3DBAB6740,39.69,0.03,0.67,FC-02,0,42.05,48.56,7.54,81.74,48.59,8.2,,,,,,,,,
818,Wall,64CDC022-AFF9-4E3C-98CE-A05512567F79,0.25,0.02,3.07,FW-07,0,65.77,44.84,12.9,66.02,44.86,15.97,,,,,,,,,
819,Wall,459E9AD2-F83F-4967-89C7-7EEB7A3DD208,3.87,0.14,3.10,FW-01,0,57.83,44.71,12.9,57.97,48.59,16.0,2930D8A3-18B8-4FA8-9A53-D3F5CED701C2,,,,,,,,
820,Wall,5EE9D26B-8F4C-4F42-8665-13E578F20879,0.25,0.02,3.10,FW-07,0,65.75,44.59,12.9,65.77,44.84,16.0,,,,,,,,,
821,Wall,77E66029-468B-4465-B5AD-8DB60A6D12A0,11.69,0.03,0.81,FC-02,0,42.02,36.87,16.0,42.05,48.56,16.81,,,,,,,,,
822,Wall,F230E025-74B9-4C2C-AAB7-B2B02E7CBEAF,0.25,0.02,3.10,FW-07,0,73.77,44.57,12.9,74.02,44.59,16.0,,,,,,,,,
823,Wall,79035BB6-CA50-416A-BBB0-71A461FCA0CC,0.26,0.02,3.10,FW-07,0,73.76,44.84,12.9,74.02,44.86,16.0,,,,,,,,,
824,Wall,81A1971B-B3C3-4E64-8AD0-F097CAB4A2DD,3.75,0.15,3.10,FW-02,1,65.88,40.84,12.9,66.02,44.59,16.0,"B86660CD-1262-4E68-90B2-6192DEB1D1D3, 016C42F9-83DB-4B3B-B95E-BFDC46AAD498",,,,,,,,
825,Wall,C84C6DC2-730E-4A75-BB01-119A968040DF,3.20,0.16,2.73,FW-03,1,69.57,42.63,12.9,72.77,42.79,15.63,,,,,,,,,
826,Wall,6B257075-EA63-4963-AD5F-09C376CDFCBD,11.69,0.03,0.65,FC-02,0,42.02,36.87,7.55,42.05,48.56,8.2,,,,,,,,,
827,Wall,9D9C7251-6ABF-49CA-93D7-BF49A1D28CED,4.25,0.16,2.73,FW-03,1,63.81,40.59,12.9,63.97,44.84,15.63,,,,,,,,,
828,Wall,2C98AFAC-804B-435A-AD52-BE07A56078B5,3.75,0.14,3.10,FW-01,0,73.83,36.84,12.9,73.97,40.59,16.0,F78FEDB9-FDDA-4747-BD2A-77BC03EDB7A4,,,,,,,,
829,Wall,6FFD68C6-9220-C741-B1B6-4D2C25649695,4.00,0.25,3.60,SW-01,1,61.77,40.71,-3.6,62.02,44.71,0.0,,,,,,,,,
830,Wall,DD45CC54-2B4D-8948-8E4D-CE48C447F4CB,1.95,0.25,3.60,SW-01,0,59.95,40.59,-3.6,61.9,40.84,0.0,95D63DA3-04A7-4DE9-A7C7-5ED4AED5ACE8,,,,,,,,
831,Wall,6E14E67F-D95E-1342-81C4-58C762E3AE5C,4.00,0.25,3.60,SW-01,1,59.82,40.71,-3.6,60.07,44.71,0.0,,,,,,,,,
832,Wall,FA373F46-959C-B348-98FB-9E95EE76C38A,1.95,0.25,3.60,SW-01,1,59.95,42.59,-3.6,61.9,42.84,0.0,,,,,,,,,
833,Wall,B863B398-4AA4-2843-9AEC-57FDC0F451A4,1.70,0.51,1.61,SW-02,1,60.07,40.33,-5.51,61.77,40.84,-3.9,,,,,,,,,
834,Wall,E7BD4401-D38B-A646-8EAB-0C4FD27A34B7,1.75,0.51,1.61,SW-02,1,61.77,40.84,-5.51,62.28,42.59,-3.9,,,,,,,,,
835,Wall,6D5FCFFD-8047-724C-A82E-98DEC199DA00,1.75,0.51,1.61,SW-02,1,59.57,40.84,-5.51,60.07,42.59,-3.9,,,,,,,,,
836,Wall,64A71A94-F6A2-466E-AA81-19A49BC21A3B,2.08,0.25,4.30,SW-01,0,59.82,40.59,0.0,61.9,40.84,4.3,FA765537-1278-4BF0-8E0A-BF7F48448374,,,,,,,,
837,Wall,4F846C51-73AB-EC44-A194-9746AB05A3A5,1.95,0.25,4.30,SW-01,1,59.95,42.59,0.0,61.9,42.84,4.3,,,,,,,,,
838,Wall,74C09AE6-CEE6-8B4D-B20A-F6A3B8C8F546,4.00,0.25,4.30,SW-01,1,59.82,40.71,0.0,60.07,44.71,4.3,,,,,,,,,
839,Wall,4DAE30EF-A21D-D942-841F-AFC12102CC02,4.00,0.25,4.30,SW-01,1,61.77,40.71,0.0,62.02,44.71,4.3,,,,,,,,,
840,Wall,D3EC0486-800F-B549-9F0F-C66D62B67004,2.08,0.25,4.30,SW-01,0,59.82,44.59,0.0,61.9,44.84,4.3,,,,,,,,,
841,Wall,79BFF274-4155-814A-A396-99F63A53DFF0,4.00,0.25,4.30,SW-01,1,53.77,40.71,0.0,54.02,44.71,4.3,,,,,,,,,
842,Wall,F447CE69-3BEB-7D69-3DEF-136B0302DC9A,1.95,0.25,4.15,SW-01,0,59.95,44.59,12.9,61.9,44.84,17.05,,,,,,,,,
843,Wall,5DD18CD1-B4D5-4BB0-9394-F87D589B6597,0.26,0.02,3.25,FW-07,0,73.76,40.57,8.6,74.02,40.59,11.85,,,,,,,,,
844,Wall,55F11684-72A8-4A3B-9FCA-20C980C65059,4.25,0.15,3.10,FW-02,1,67.73,40.59,12.9,67.87,44.84,16.0,C741E91E-41B3-4A05-88C0-DB083970CE5C,,,,,,,,
845,Wall,6DA78D56-8A73-4160-A412-2D5DA636F2F2,11.69,0.03,0.65,FC-02,0,81.74,36.87,7.55,81.77,48.56,8.2,,,,,,,,,
846,Wall,B46DF4A9-51A1-4EE7-A9C5-01C47A1CAFB5,0.25,0.02,3.10,FW-07,0,66.02,40.59,12.9,66.04,40.84,16.0,,,,,,,,,
847,Wall,CED6D9BD-D2C9-4094-BF22-8BA234BF7593,3.75,0.15,3.10,FW-02,1,62.02,40.59,12.9,65.77,40.73,16.0,00980123-5D47-41CA-AE02-560CF7735BE5,,,,,,,,
848,Wall,55D1ED72-BE0A-450B-9B0F-F886B423355D,1.84,0.30,2.73,FW-04,0,67.73,42.56,12.9,69.57,42.86,15.63,,,,,,,,,
849,Wall,097FF031-01AC-4D27-A738-095E8E711B0E,11.69,0.03,0.81,FC-02,0,81.74,36.87,16.0,81.77,48.56,16.81,,,,,,,,,
850,Wall,BDED210C-EDF0-4D2B-B99C-653073814DA5,0.25,0.02,3.10,FW-07,0,65.75,40.59,12.9,65.77,40.84,16.0,,,,,,,,,
851,Wall,47777022-FE48-A39A-D2AE-A46A4263F3C3,4.00,0.25,4.15,SW-01,1,61.77,40.71,12.9,62.02,44.71,17.05,,,,,,,,,
852,Wall,A53CABB9-B4D5-BF41-37A4-6A991E7B1D38,4.00,0.25,4.15,SW-01,1,59.82,40.71,12.9,60.07,44.71,17.05,,,,,,,,,
853,Wall,4B6BD0D1-EF3D-4FAF-9B4D-6FB6C15B207B,0.25,0.02,3.10,FW-07,0,65.77,40.84,12.9,66.02,40.86,16.0,,,,,,,,,
854,Wall,160DF5B2-A40B-355C-B194-6E76A2921459,1.95,0.25,4.15,SW-01,1,59.95,42.59,12.9,61.9,42.84,17.05,,,,,,,,,
855,Wall,650F5B25-4D8F-42BE-BB56-AF81B1784A7E,6.75,0.15,3.25,FW-02,1,66.02,44.69,8.6,72.77,44.84,11.85,,,,,,,,,
856,Wall,A69A1786-9C2D-4C11-B04B-79AF3D2D17AD,39.69,0.03,0.81,FC-02,0,42.05,36.84,16.0,81.74,36.87,16.81,,,,,,,,,
857,Wall,FFADBC35-FE27-4900-8DF1-A46D69BDA482,0.87,0.14,3.10,FW-01,0,72.77,44.7,12.9,73.64,44.84,16.0,,,,,,,,,
858,Wall,777C0FC2-7099-4C3C-87DD-BFB6DE932F06,11.69,0.03,0.65,FC-02,0,42.02,36.87,11.85,42.05,48.56,12.5,,,,,,,,,
859,Wall,A4461468-0225-46E7-8501-1D628F7302D8,0.75,0.14,3.25,FW-01,1,53.02,44.7,8.6,53.77,44.84,11.85,,,,,,,,,
860,Wall,D039180A-BAB2-499A-8EDE-26C9B517E9B6,14.50,0.25,1.20,SFB-01,1,33.9,35.46,-1.2,34.15,49.96,0.0,,,,,,,,,
861,Wall,7A394F60-FCE4-4E4A-A479-64711A52E28C,0.25,0.02,3.25,FW-07,0,73.77,40.84,8.6,74.02,40.86,11.85,,,,,,,,,
862,Wall,CC7C4844-CAEC-4F5D-9368-40BB296C6ADB,0.03,5.28,9.20,EC-06,0,36.3,50.18,8.0,41.58,50.21,17.2,,,,,,,,,
863,Wall,29ACDF3F-F263-214C-5869-6CEF71CC82FE,3.75,0.15,3.25,FW-02,1,62.02,44.69,4.3,65.77,44.84,7.55,,,,,,,,,
864,Wall,134BEC0D-3607-EF56-86F7-23EC3BD3A4B6,5.04,0.15,3.25,FW-02,1,67.73,40.59,4.3,72.77,40.73,7.55,,,,,,,,,
865,Wall,73F69BC3-175C-458B-8E67-5C77A03AA757,1.95,0.25,4.30,SW-01,0,59.95,40.59,4.3,61.9,40.84,8.6,03A5AACE-DC13-40DD-B65C-355C1FD64A52,,,,,,,,
866,Wall,8DE4D324-78CF-40B7-8178-135550A92190,6.05,0.25,4.15,SW-01,1,53.9,44.59,12.9,59.95,44.84,17.05,,,,,,,,,
867,Wall,487CA0FE-0471-63B3-CEE4-D0B66EE43098,1.95,0.25,4.30,SW-01,1,59.95,42.59,4.3,61.9,42.84,8.6,,,,,,,,,
868,Wall,004B0F3E-1E02-A580-D0CE-2B4C533900E6,1.45,0.16,2.73,FW-03,1,71.32,41.61,4.3,72.77,41.77,7.03,,,,,,,,,
869,Wall,DA30163E-8299-3F75-4753-D0340AD119F0,4.00,0.25,4.30,SW-01,1,59.82,40.71,4.3,60.07,44.71,8.6,,,,,,,,,
870,Wall,B9CC7942-C475-E0D0-F333-4F192648DF8E,4.00,0.25,4.30,SW-01,1,61.77,40.71,4.3,62.02,44.71,8.6,,,,,,,,,
871,Wall,D5B1EADD-1AB9-EC22-F267-CABFB348AC2C,0.86,0.14,3.25,FW-01,1,72.77,40.59,4.3,73.64,40.72,7.55,,,,,,,,,
872,Wall,641E1D9B-73A2-4402-9571-94B257717F90,39.69,0.03,0.67,FC-02,0,42.05,36.84,7.54,81.74,36.87,8.2,,,,,,,,,
873,Wall,E6F93FA1-8944-4043-8BAB-D75DF223064E,14.94,5.28,9.20,EC-03,0,82.21,35.24,-0.6,87.5,50.18,8.6,,,,,,,,,
874,Wall,DFFC119E-15C3-C666-84EC-6FBB592913E3,1.95,0.25,4.30,SW-01,0,59.95,44.59,4.3,61.9,44.84,8.6,,,,,,,,,
875,Wall,BFDA1916-8C76-4F4D-A158-A143CE4B3F46,0.25,0.02,3.25,FW-07,0,65.77,44.84,8.6,66.02,44.86,11.85,,,,,,,,,
876,Wall,73A121AD-4B3E-426B-8666-4C4CD3C33FF8,0.75,0.14,3.10,FW-01,1,53.02,40.59,12.9,53.77,40.72,16.0,,,,,,,,,
877,Wall,1C123B63-DB88-45B2-82A8-515D93F22784,0.25,0.02,3.25,FW-07,0,66.02,44.59,8.6,66.04,44.84,11.85,,,,,,,,,
878,Wall,33BC7956-AFE7-43D9-982C-A7C705820E9B,0.36,0.14,3.25,FW-01,1,74.02,40.59,8.6,74.39,40.72,11.85,,,,,,,,,
879,Wall,2346FAD6-890D-7701-5F2A-C1AAB6AAF447,6.05,0.25,4.15,SW-01,1,53.9,40.59,12.9,59.95,40.84,17.05,893D2E92-FF63-4DC9-B97A-BF2FA8FA3B20,,,,,,,,
880,Wall,034340C1-99D9-443A-A719-4AB77C229E73,0.03,5.28,9.20,EC-05,0,82.21,50.18,-0.6,87.5,50.21,8.6,,,,,,,,,
881,Wall,D47A1C80-C454-39DD-103C-BB0803D468EA,4.25,0.30,2.73,FW-05,1,72.77,40.59,4.3,73.07,44.84,7.03,,,,,,,,,
882,Wall,DF538CB2-C24E-765D-DACD-49CFD5C9EA30,1.10,0.16,2.73,FW-03,1,71.32,43.74,4.3,71.48,44.84,7.03,6E5E4031-71B9-0185-0148-3D93441E1096,,,,,,,,
883,Wall,4C720E76-185B-4A86-AC8E-7FB6226B4EC7,0.25,0.02,3.25,FW-07,0,65.77,44.57,8.6,66.02,44.59,11.85,,,,,,,,,
884,Wall,7D49C12B-3216-39BC-548B-FB386EE0A289,0.87,0.14,3.25,FW-01,0,72.77,44.7,4.3,73.64,44.84,7.55,,,,,,,,,
885,Wall,888EF40F-EED8-4BA7-BEC8-92CAC94026BE,0.25,0.02,3.10,FW-07,0,65.77,40.57,12.9,66.02,40.59,16.0,,,,,,,,,
886,Wall,94878D40-6D30-E513-E392-F6E7719C533E,3.87,0.14,3.25,FW-01,1,57.83,36.84,4.3,57.97,40.71,7.55,09008978-106C-CA12-41C7-98A359F0D915,,,,,,,,
887,Wall,115E26CD-5E3D-462E-8F48-3B219C1148A7,1.95,0.25,4.30,SW-01,0,59.95,40.59,8.6,61.9,40.84,12.9,61D8CE1E-2CB8-49D0-A990-E4E9AC17B9D8,,,,,,,,
888,Wall,E1F65938-AD77-4C7D-B87E-BB7112453AC6,2.05,0.16,2.73,FW-03,1,63.97,43.03,12.9,66.02,43.19,15.63,,,,,,,,,
889,Wall,D91D65A1-0A82-4122-B70A-D42D20FC7F55,39.69,0.03,0.67,FC-02,0,42.05,36.84,11.84,81.74,36.87,12.5,,,,,,,,,
890,Wall,2DAE880D-8691-EEC8-7563-9FB1BC9B283D,3.75,0.14,3.25,FW-01,1,65.83,44.84,4.3,65.97,48.59,7.55,,,,,,,,,
891,Wall,4E51A226-FC23-1287-F9C0-9E020DB298DA,4.25,0.16,2.73,FW-03,1,69.57,40.59,4.3,69.73,44.84,7.03,"C789022F-EB31-0F0D-67CE-60AB90B51D40, 2097A755-6C9F-C440-CD14-E59D6F86E636",,,,,,,,
892,Wall,E93C6C6C-1336-4015-A794-A30F38F7489A,3.75,0.15,3.25,FW-02,1,62.02,40.59,8.6,65.77,40.73,11.85,48E37F97-86CB-40BF-B160-93C5A92E5A24,,,,,,,,
893,Wall,4D8355C1-8314-09F3-308E-28BCF1392EEF,3.75,0.14,3.25,FW-01,0,73.83,44.84,4.3,73.97,48.59,7.55,22BDB195-0F05-8297-1F09-6CCD6011C00E,,,,,,,,
894,Wall,6D15F6DD-D825-0777-9843-17B441291DF7,0.75,0.14,3.25,FW-01,1,53.02,40.59,4.3,53.77,40.72,7.55,,,,,,,,,
895,Wall,E53AD52D-64B1-C31D-BB15-B4003B745A88,4.25,0.11,3.25,FW-06,1,53.66,40.59,4.3,53.77,44.84,7.55,,,,,,,,,
896,Wall,5627CF16-07B4-464D-8480-DE7DBACF1B58,3.87,0.14,3.10,FW-01,1,57.83,36.84,12.9,57.97,40.71,16.0,70242541-7E18-46FD-98E4-4A99A865495B,,,,,,,,
897,Wall,2D8B5DB6-F537-C31D-973D-490183F937E0,3.87,0.14,3.22,FW-01,0,57.83,44.71,4.3,57.97,48.59,7.52,CE75BCE7-E568-5C50-19DE-E149A6BF7C82,,,,,,,,
898,Wall,D760ACF4-0955-E55A-63D7-5D6B98F7C040,4.25,0.16,2.73,FW-03,1,63.81,40.59,4.3,63.97,44.84,7.03,,,,,,,,,
899,Wall,95E42E1A-41A9-590C-0619-CD35F4A3A306,3.75,0.15,3.25,FW-02,1,65.88,40.84,4.3,66.02,44.59,7.55,3180943D-5A0F-8739-E02C-732573210E8E,,,,,,,,
900,Wall,46B4ED71-3E79-D88D-D38B-8A7949FBF822,4.25,0.15,3.25,FW-02,1,73.64,40.59,4.3,73.78,44.84,7.55,,,,,,,,,
901,Wall,0CBBE5E6-D9C7-4218-8CD4-23C938EB0379,3.75,0.14,3.10,FW-01,1,65.83,44.84,12.9,65.97,48.59,16.0,,,,,,,,,
902,Wall,367317D0-2114-5930-5DB1-5527DCDC44B9,2.05,0.16,2.73,FW-03,1,63.97,43.03,4.3,66.02,43.19,7.03,,,,,,,,,
903,Wall,B54BB234-822D-DA23-E87B-B1E425850A33,3.75,0.14,3.25,FW-01,1,73.83,36.84,4.3,73.97,40.59,7.55,06A50675-FFC2-3908-2288-37609BE196A8,,,,,,,,
904,Wall,11BE7F46-F4D5-EB8F-9F61-94C4935FCA77,3.20,0.16,2.73,FW-03,1,69.57,42.63,4.3,72.77,42.79,7.03,,,,,,,,,
905,Wall,C663F2E6-8684-4D68-A09A-3A5C47ECCF15,6.05,0.25,4.30,SW-01,1,53.9,44.59,8.6,59.95,44.84,12.9,,,,,,,,,
906,Wall,5D35CEF4-1811-4A11-A00B-3334D6D04702,3.75,0.15,3.25,FW-02,1,62.02,44.69,8.6,65.77,44.84,11.85,,,,,,,,,
907,Wall,7DA02408-F9EE-B9A5-96FE-AE9361D0236A,1.45,0.16,2.73,FW-03,1,71.32,43.66,4.3,72.77,43.82,7.03,,,,,,,,,
908,Wall,5AFBB4C2-8632-D8FB-8041-9A769366313E,2.13,0.16,2.73,FW-03,0,71.32,40.59,4.3,71.48,42.71,7.03,EAB6CE66-6B57-014F-E37B-17AD79C98138,,,,,,,,
