node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,zone_stamp_guid,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
0,DimNode 0,9F5AF870-D768-7B46-BCEF-04960038BEEE,00000000-0000-0000-0000-000000000000,0,0.00,2.58,5.64,Dim Node 0,2.58,5.64,0.0,2.59,5.65,0.0,,,,,,,,,,
1,DimNode 1,9F5AF870-D768-7B46-BCEF-04960038BEEE,00000000-0000-0000-0000-000000000000,157,1.57,1.02,5.64,Dim Node 1,1.01,5.64,0.0,1.02,5.65,0.0,,,,,,,,,,
2,Dimension,9F5AF870-D768-7B46-BCEF-04960038BEEE,,,1.57,,,Dim 1,0.96,5.57,0.0,2.64,5.71,0.0,,,,,,,,,,
3,DimNode 2,B2BA6612-734B-8646-92F7-DA35D4998ECA,50C5E86F-5F23-F847-B0CA-A856FF6A8757,0,0.00,8.5,7.48,Dim Node 2,8.5,7.48,0.0,8.51,7.49,0.0,,,,,,,,,,
4,DimNode 3,B2BA6612-734B-8646-92F7-DA35D4998ECA,7C478C51-7E78-EC49-BB54-700615E8BF91,205,2.05,8.5,9.54,Dim Node 3,8.5,9.53,0.0,8.51,9.54,0.0,,,,,,,,,,
5,DimNode 4,B2BA6612-734B-8646-92F7-DA35D4998ECA,7C478C51-7E78-EC49-BB54-700615E8BF91,85,0.85,8.5,10.39,Dim Node 4,8.5,10.38,0.0,8.51,10.39,0.0,,,,,,,,,,
6,DimNode 5,B2BA6612-734B-8646-92F7-DA35D4998ECA,50C5E86F-5F23-F847-B0CA-A856FF6A8757,28,0.28,8.5,10.66,Dim Node 5,8.5,10.66,0.0,8.51,10.67,0.0,,,,,,,,,,
7,Dimension,B2BA6612-734B-8646-92F7-DA35D4998ECA,,,3.18,,,Dim 2,8.46,7.45,0.0,8.54,10.69,0.0,,,,,,,,,,
8,DimNode 6,E9870CBD-5D73-E94B-B29C-18EC3F6CC7D6,1DD8A67E-3E3E-9349-AC80-6447CAD5C918,0,0.00,7.3,11.16,Dim Node 6,7.29,11.16,0.0,7.3,11.17,0.0,,,,,,,,,,
9,DimNode 7,E9870CBD-5D73-E94B-B29C-18EC3F6CC7D6,507C8162-C570-C04B-8C80-9D09380BBDCF,20,0.20,7.3,11.36,Dim Node 7,7.29,11.35,0.0,7.3,11.36,0.0,,,,,,,,,,
10,DimNode 8,E9870CBD-5D73-E94B-B29C-18EC3F6CC7D6,507C8162-C570-C04B-8C80-9D09380BBDCF,93,0.93,7.3,12.29,Dim Node 8,7.29,12.28,0.0,7.3,12.29,0.0,,,,,,,,,,
11,DimNode 9,E9870CBD-5D73-E94B-B29C-18EC3F6CC7D6,1DD8A67E-3E3E-9349-AC80-6447CAD5C918,182,1.82,7.3,14.1,Dim Node 9,7.29,14.1,0.0,7.3,14.11,0.0,,,,,,,,,,
12,Dimension,E9870CBD-5D73-E94B-B29C-18EC3F6CC7D6,,,2.94,,,Dim 3,7.26,11.13,0.0,7.34,14.13,0.0,,,,,,,,,,
13,DimNode 10,44386B51-3969-EC43-8AF7-064B4D6DB4D5,E641E179-679C-4645-81FE-2082B62AD43E,0,0.00,8.6,12.5,Dim Node 10,8.59,12.5,0.0,8.6,12.51,0.0,,,,,,,,,,
14,DimNode 11,44386B51-3969-EC43-8AF7-064B4D6DB4D5,80116300-8495-4044-A5E3-6C3302CB8EDF,160,1.60,8.6,14.1,Dim Node 11,8.59,14.1,0.0,8.6,14.11,0.0,,,,,,,,,,
15,Dimension,44386B51-3969-EC43-8AF7-064B4D6DB4D5,,,1.60,,,Dim 4,8.56,12.47,0.0,8.63,14.13,0.0,,,,,,,,,,
16,DimNode 12,4516EFCD-5333-8044-BBBA-D68680B49939,E641E179-679C-4645-81FE-2082B62AD43E,0,0.00,8.82,12.24,Dim Node 12,8.81,12.23,0.0,8.82,12.24,0.0,,,,,,,,,,
17,DimNode 13,4516EFCD-5333-8044-BBBA-D68680B49939,E641E179-679C-4645-81FE-2082B62AD43E,88,0.88,9.7,12.24,Dim Node 13,9.69,12.23,0.0,9.7,12.24,0.0,,,,,,,,,,
18,DimNode 14,4516EFCD-5333-8044-BBBA-D68680B49939,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,140,1.40,11.1,12.24,Dim Node 14,11.09,12.23,0.0,11.1,12.24,0.0,,,,,,,,,,
19,DimNode 15,4516EFCD-5333-8044-BBBA-D68680B49939,92C4F244-B2B4-DC49-A2EF-2BB30AA38AC4,53,0.53,11.63,12.24,Dim Node 15,11.62,12.23,0.0,11.63,12.24,0.0,,,,,,,,,,
20,DimNode 16,4516EFCD-5333-8044-BBBA-D68680B49939,92C4F244-B2B4-DC49-A2EF-2BB30AA38AC4,10,0.10,11.73,12.24,Dim Node 16,11.72,12.23,0.0,11.73,12.24,0.0,,,,,,,,,,
21,DimNode 17,4516EFCD-5333-8044-BBBA-D68680B49939,A09576A0-1F79-8040-AF1C-7CF634655695,16,0.16,11.89,12.24,Dim Node 17,11.89,12.23,0.0,11.9,12.24,0.0,,,,,,,,,,
22,DimNode 18,4516EFCD-5333-8044-BBBA-D68680B49939,A09576A0-1F79-8040-AF1C-7CF634655695,77,0.77,12.66,12.24,Dim Node 18,12.65,12.23,0.0,12.66,12.24,0.0,,,,,,,,,,
23,DimNode 19,4516EFCD-5333-8044-BBBA-D68680B49939,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,13,0.13,12.79,12.24,Dim Node 19,12.78,12.23,0.0,12.79,12.24,0.0,,,,,,,,,,
24,Dimension,4516EFCD-5333-8044-BBBA-D68680B49939,,,3.97,,,Dim 5,8.79,12.2,0.0,12.82,12.28,0.0,,,,,,,,,,
25,DimNode 20,86C1FD23-77AD-8E47-B8D7-D7BD9505C582,E641E179-679C-4645-81FE-2082B62AD43E,0,0.00,8.82,12.03,Dim Node 20,8.81,12.02,0.0,8.82,12.03,0.0,,,,,,,,,,
26,DimNode 21,86C1FD23-77AD-8E47-B8D7-D7BD9505C582,92C4F244-B2B4-DC49-A2EF-2BB30AA38AC4,281,2.81,11.63,12.03,Dim Node 21,11.62,12.02,0.0,11.63,12.03,0.0,,,,,,,,,,
27,Dimension,86C1FD23-77AD-8E47-B8D7-D7BD9505C582,,,2.81,,,Dim 6,8.79,11.99,0.0,11.66,12.06,0.0,,,,,,,,,,
28,DimNode 22,0ACB822B-2100-5B46-B7D9-17B3E5622808,92C4F244-B2B4-DC49-A2EF-2BB30AA38AC4,0,0.00,11.87,11.16,Dim Node 22,11.86,11.16,0.0,11.87,11.17,0.0,,,,,,,,,,
29,DimNode 23,0ACB822B-2100-5B46-B7D9-17B3E5622808,1CB9F2E5-793C-FA45-9386-3BC1C6795664,23,0.23,11.87,11.39,Dim Node 23,11.86,11.39,0.0,11.87,11.4,0.0,,,,,,,,,,
30,DimNode 24,0ACB822B-2100-5B46-B7D9-17B3E5622808,1CB9F2E5-793C-FA45-9386-3BC1C6795664,93,0.93,11.87,12.32,Dim Node 24,11.86,12.32,0.0,11.87,12.33,0.0,,,,,,,,,,
31,DimNode 25,0ACB822B-2100-5B46-B7D9-17B3E5622808,92C4F244-B2B4-DC49-A2EF-2BB30AA38AC4,18,0.18,11.87,12.5,Dim Node 25,11.86,12.5,0.0,11.87,12.51,0.0,,,,,,,,,,
32,Dimension,0ACB822B-2100-5B46-B7D9-17B3E5622808,,,1.34,,,Dim 7,11.83,11.13,0.0,11.91,12.53,0.0,,,,,,,,,,
33,DimNode 26,624F5FA0-922B-8441-BBF9-1DCB1D7087EF,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,0,0.00,11.37,12.6,Dim Node 26,11.36,12.6,0.0,11.37,12.61,0.0,,,,,,,,,,
34,DimNode 27,624F5FA0-922B-8441-BBF9-1DCB1D7087EF,98D2D580-EB71-924D-8A04-3D4585A6FDF6,150,1.50,11.37,14.1,Dim Node 27,11.36,14.1,0.0,11.37,14.11,0.0,,,,,,,,,,
35,Dimension,624F5FA0-922B-8441-BBF9-1DCB1D7087EF,,,1.50,,,Dim 8,11.33,12.57,0.0,11.41,14.13,0.0,,,,,,,,,,
36,DimNode 28,E2115521-B4E2-6448-8442-BE686387A031,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,0,0.00,11.1,12.78,Dim Node 28,11.09,12.78,0.0,11.1,12.79,0.0,,,,,,,,,,
37,DimNode 29,E2115521-B4E2-6448-8442-BE686387A031,A09576A0-1F79-8040-AF1C-7CF634655695,79,0.79,11.89,12.78,Dim Node 29,11.89,12.78,0.0,11.9,12.79,0.0,,,,,,,,,,
38,DimNode 30,E2115521-B4E2-6448-8442-BE686387A031,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,90,0.90,12.79,12.78,Dim Node 30,12.78,12.78,0.0,12.79,12.79,0.0,,,,,,,,,,
39,Dimension,E2115521-B4E2-6448-8442-BE686387A031,,,1.69,,,Dim 9,11.07,12.74,0.0,12.82,12.82,0.0,,,,,,,,,,
40,DimNode 31,604EB129-C59F-1945-BE05-2AE6ED1413AB,E641E179-679C-4645-81FE-2082B62AD43E,0,0.00,9.09,12.6,Dim Node 31,9.08,12.6,0.0,9.09,12.61,0.0,,,,,,,,,,
41,DimNode 32,604EB129-C59F-1945-BE05-2AE6ED1413AB,80116300-8495-4044-A5E3-6C3302CB8EDF,150,1.50,9.09,14.1,Dim Node 32,9.08,14.1,0.0,9.09,14.11,0.0,,,,,,,,,,
42,Dimension,604EB129-C59F-1945-BE05-2AE6ED1413AB,,,1.50,,,Dim 10,9.05,12.57,0.0,9.13,14.13,0.0,,,,,,,,,,
43,DimNode 33,17ADA97E-D85B-7045-A9B1-630D3BC1AFA8,E641E179-679C-4645-81FE-2082B62AD43E,0,0.00,8.82,12.82,Dim Node 33,8.81,12.81,0.0,8.82,12.82,0.0,,,,,,,,,,
44,DimNode 34,17ADA97E-D85B-7045-A9B1-630D3BC1AFA8,E641E179-679C-4645-81FE-2082B62AD43E,88,0.88,9.7,12.82,Dim Node 34,9.69,12.81,0.0,9.7,12.82,0.0,,,,,,,,,,
45,DimNode 35,17ADA97E-D85B-7045-A9B1-630D3BC1AFA8,5CA3ED7B-6BEC-E646-B7CE-9AA1783D80EF,140,1.40,11.1,12.82,Dim Node 35,11.09,12.81,0.0,11.1,12.82,0.0,,,,,,,,,,
46,Dimension,17ADA97E-D85B-7045-A9B1-630D3BC1AFA8,,,2.28,,,Dim 11,8.79,12.78,0.0,11.13,12.85,0.0,,,,,,,,,,
47,DimNode 36,46737906-5DDC-6E4C-A567-CD9FBDC379CC,89AAFE8F-ECF7-0242-82C8-4AD3292391FD,0,0.00,0.45,15.51,Dim Node 36,0.45,15.51,0.0,0.46,15.52,0.0,,,,,,,,,,
48,DimNode 37,46737906-5DDC-6E4C-A567-CD9FBDC379CC,89AAFE8F-ECF7-0242-82C8-4AD3292391FD,538,5.38,0.45,20.89,Dim Node 37,0.45,20.89,0.0,0.46,20.9,0.0,,,,,,,,,,
49,Dimension,46737906-5DDC-6E4C-A567-CD9FBDC379CC,,,5.38,,,Dim 12,0.41,15.48,0.0,0.49,20.92,0.0,,,,,,,,,,
50,DimNode 38,46C59DAF-98F6-8948-B249-339F58F8145C,89AAFE8F-ECF7-0242-82C8-4AD3292391FD,0,0.00,0.87,21.68,Dim Node 38,0.86,21.68,0.0,0.87,21.69,0.0,,,,,,,,,,
51,DimNode 39,46C59DAF-98F6-8948-B249-339F58F8145C,A559336E-2353-4E41-8FA4-2A7BA0A7CF55,435,4.35,5.22,21.68,Dim Node 39,5.21,21.68,0.0,5.22,21.69,0.0,,,,,,,,,,
52,DimNode 40,46C59DAF-98F6-8948-B249-339F58F8145C,89AAFE8F-ECF7-0242-82C8-4AD3292391FD,807,8.07,13.29,21.68,Dim Node 40,13.28,21.68,0.0,13.29,21.69,0.0,,,,,,,,,,
53,Dimension,46C59DAF-98F6-8948-B249-339F58F8145C,,,12.42,,,Dim 13,0.84,21.65,0.0,13.32,21.72,0.0,,,,,,,,,,
54,DimNode 41,E8F215A7-5982-0842-800D-876952A32486,6821F535-8FBC-B842-A093-BDBC7A1EF27C,0,0.00,9.86,12.97,Dim Node 41,9.86,12.96,0.0,9.87,12.97,0.0,,,,,,,,,,
55,DimNode 42,E8F215A7-5982-0842-800D-876952A32486,5F1898AE-5063-F045-B405-0DB4FA57703D,99,0.99,10.85,12.97,Dim Node 42,10.85,12.96,0.0,10.86,12.97,0.0,,,,,,,,,,
56,DimNode 43,E8F215A7-5982-0842-800D-876952A32486,4723DD57-BEAD-F040-810E-A82A98648E9B,97,0.97,11.82,12.97,Dim Node 43,11.82,12.96,0.0,11.83,12.97,0.0,,,,,,,,,,
57,Dimension,E8F215A7-5982-0842-800D-876952A32486,,,1.96,,,Dim 14,9.83,12.93,3.19,11.85,13.01,3.19,,,,,,,,,,
58,DimNode 44,7CDDE235-78DD-794F-945B-81B46D3C8B57,0F265E92-FFE8-844C-97C8-BFB6E38CD4D5,0,0.00,8.12,11.94,Dim Node 44,8.11,11.93,0.0,8.12,11.94,0.0,,,,,,,,,,
59,DimNode 45,7CDDE235-78DD-794F-945B-81B46D3C8B57,6E25173C-5221-2946-9A10-00592883FF93,7,0.07,8.12,12.01,Dim Node 45,8.11,12.0,0.0,8.12,12.01,0.0,,,,,,,,,,
60,DimNode 46,7CDDE235-78DD-794F-945B-81B46D3C8B57,50EE27EA-E931-BD46-9A34-0BC13BE17969,2,0.01,8.12,12.02,Dim Node 46,8.11,12.02,0.0,8.12,12.03,0.0,,,,,,,,,,
61,DimNode 47,7CDDE235-78DD-794F-945B-81B46D3C8B57,32ACF32B-18DC-8E4C-A546-C3CE89DC518C,5,0.05,8.12,12.07,Dim Node 47,8.11,12.07,0.0,8.12,12.08,0.0,,,,,,,,,,
62,Dimension,7CDDE235-78DD-794F-945B-81B46D3C8B57,,,0.14,,,Dim 15,8.08,11.91,0.0,8.16,12.1,0.0,,,,,,,,,,
63,DimNode 48,9FD1DFC4-19E3-D74A-9C3B-DC198075EDA4,FDEED9A7-3BCC-BF4B-863A-E4B271132DBA,0,0.00,6.41,7.23,Dim Node 48,6.41,7.22,0.0,6.42,7.23,0.0,,,,,,,,,,
64,DimNode 49,9FD1DFC4-19E3-D74A-9C3B-DC198075EDA4,FDEED9A7-3BCC-BF4B-863A-E4B271132DBA,69,0.69,6.41,7.92,Dim Node 49,6.41,7.92,0.0,6.42,7.93,0.0,,,,,,,,,,
65,Dimension,9FD1DFC4-19E3-D74A-9C3B-DC198075EDA4,,,0.69,,,Dim 16,6.38,7.2,3.19,6.45,7.95,3.19,,,,,,,,,,
66,DimNode 50,774E155A-AAE5-0E4D-98BB-46CA6BD54B76,0AEB6D18-521C-704E-8508-9993F5650DB0,0,0.00,8.1,11.16,Dim Node 50,8.09,11.15,0.0,8.1,11.16,0.0,,,,,,,,,,
67,DimNode 51,774E155A-AAE5-0E4D-98BB-46CA6BD54B76,0AEB6D18-521C-704E-8508-9993F5650DB0,79,0.79,8.1,11.95,Dim Node 51,8.09,11.94,0.0,8.1,11.95,0.0,,,,,,,,,,
68,Dimension,774E155A-AAE5-0E4D-98BB-46CA6BD54B76,,,0.79,,,Dim 17,8.06,11.13,3.19,8.14,11.98,3.19,,,,,,,,,,
69,DimNode 52,F5FE41A5-472A-2541-AE45-AC6338F3F0EB,2194658D-4BC9-5F46-A2DB-0CB8E7133372,0,0.00,6.08,6.25,Dim Node 52,6.08,6.24,0.0,6.09,6.25,0.0,,,,,,,,,,
70,DimNode 53,F5FE41A5-472A-2541-AE45-AC6338F3F0EB,6F78473B-A237-344D-A82C-6113D860556B,40,0.40,6.48,6.25,Dim Node 53,6.48,6.24,0.0,6.49,6.25,0.0,,,,,,,,,,
71,DimNode 54,F5FE41A5-472A-2541-AE45-AC6338F3F0EB,6F78473B-A237-344D-A82C-6113D860556B,100,1.00,7.48,6.25,Dim Node 54,7.48,6.24,0.0,7.49,6.25,0.0,,,,,,,,,,
72,DimNode 55,F5FE41A5-472A-2541-AE45-AC6338F3F0EB,621A59A5-2091-5F48-80ED-6B410228F658,210,2.10,9.58,6.25,Dim Node 55,9.58,6.24,0.0,9.59,6.25,0.0,,,,,,,,,,
73,Dimension,F5FE41A5-472A-2541-AE45-AC6338F3F0EB,,,3.50,,,Dim 18,6.05,6.21,0.0,9.61,6.29,0.0,,,,,,,,,,
74,DimNode 56,435E5A04-5B53-2C4B-AD21-60B07717C6EE,863CA3D6-A3D1-B346-BC21-850446F1A556,0,0.00,5.68,13.56,Dim Node 56,5.68,13.56,0.0,5.69,13.57,0.0,,,,,,,,,,
75,DimNode 57,435E5A04-5B53-2C4B-AD21-60B07717C6EE,863CA3D6-A3D1-B346-BC21-850446F1A556,42,0.41,6.1,13.56,Dim Node 57,6.09,13.56,0.0,6.1,13.57,0.0,,,,,,,,,,
76,DimNode 58,435E5A04-5B53-2C4B-AD21-60B07717C6EE,78F0A96C-82E4-FD46-95BD-B93E2060A1D9,5,0.05,6.15,13.56,Dim Node 58,6.14,13.56,0.0,6.15,13.57,0.0,,,,,,,,,,
77,DimNode 59,435E5A04-5B53-2C4B-AD21-60B07717C6EE,8DB007E3-D413-3643-90D4-D266696460DD,100,1.00,7.15,13.56,Dim Node 59,7.14,13.56,0.0,7.15,13.57,0.0,,,,,,,,,,
78,DimNode 60,435E5A04-5B53-2C4B-AD21-60B07717C6EE,E83732DE-C3F4-F246-968E-91FB64DB1AA5,30,0.30,7.45,13.56,Dim Node 60,7.44,13.56,0.0,7.45,13.57,0.0,,,,,,,,,,
79,DimNode 61,435E5A04-5B53-2C4B-AD21-60B07717C6EE,190AB847-E754-2145-9033-EEC2931BCC57,30,0.30,7.75,13.56,Dim Node 61,7.74,13.56,0.0,7.75,13.57,0.0,,,,,,,,,,
80,DimNode 62,435E5A04-5B53-2C4B-AD21-60B07717C6EE,59DA5A0C-573A-8645-A947-BB1F1FF5A7CE,30,0.30,8.05,13.56,Dim Node 62,8.04,13.56,0.0,8.05,13.57,0.0,,,,,,,,,,
81,Dimension,435E5A04-5B53-2C4B-AD21-60B07717C6EE,,,2.37,,,Dim 19,5.63,13.49,3.19,8.1,13.63,3.19,,,,,,,,,,
82,DimNode 63,9D6BBC38-A502-7E48-8DDD-A26941547932,C8746647-C2B2-CF45-9872-0CD2804132A3,0,0.00,6.49,7.19,Dim Node 63,6.49,7.18,0.0,6.5,7.19,0.0,,,,,,,,,,
83,DimNode 64,9D6BBC38-A502-7E48-8DDD-A26941547932,F59D39B7-C674-AE4C-80C6-F6865710B6B1,40,0.40,6.49,7.59,Dim Node 64,6.49,7.58,0.0,6.5,7.59,0.0,,,,,,,,,,
84,DimNode 65,9D6BBC38-A502-7E48-8DDD-A26941547932,02FFE4E9-294F-454F-92BE-59D531679986,32,0.32,6.49,7.91,Dim Node 65,6.49,7.9,0.0,6.5,7.91,0.0,,,,,,,,,,
85,DimNode 66,9D6BBC38-A502-7E48-8DDD-A26941547932,02FFE4E9-294F-454F-92BE-59D531679986,60,0.60,6.49,8.51,Dim Node 66,6.49,8.5,0.0,6.5,8.51,0.0,,,,,,,,,,
86,DimNode 67,9D6BBC38-A502-7E48-8DDD-A26941547932,62C1E283-3B73-DB46-B245-606933200AE1,89,0.89,6.49,9.39,Dim Node 67,6.49,9.39,0.0,6.5,9.4,0.0,,,,,,,,,,
87,DimNode 68,9D6BBC38-A502-7E48-8DDD-A26941547932,6CDE322F-207C-6448-B01F-443123317958,149,1.49,6.49,10.88,Dim Node 68,6.49,10.88,0.0,6.5,10.89,0.0,,,,,,,,,,
88,DimNode 69,9D6BBC38-A502-7E48-8DDD-A26941547932,6CDE322F-207C-6448-B01F-443123317958,60,0.60,6.49,11.48,Dim Node 69,6.49,11.48,0.0,6.5,11.49,0.0,,,,,,,,,,
89,Dimension,9D6BBC38-A502-7E48-8DDD-A26941547932,,,4.30,,,Dim 20,6.46,7.16,3.19,6.53,11.51,3.19,,,,,,,,,,
90,DimNode 70,06B86BD3-846B-244C-ACAC-A185A9A10A07,7B145C3A-40AF-484E-B39C-1C33831BFB37,0,0.00,8.68,16.23,Dim Node 70,8.68,16.23,0.0,8.69,16.24,0.0,,,,,,,,,,
91,DimNode 71,06B86BD3-846B-244C-ACAC-A185A9A10A07,ACDC4A00-9B8D-1D41-9394-DA0BFB48C897,29,0.29,8.97,16.23,Dim Node 71,8.97,16.23,0.0,8.98,16.24,0.0,,,,,,,,,,
92,DimNode 72,06B86BD3-846B-244C-ACAC-A185A9A10A07,ACDC4A00-9B8D-1D41-9394-DA0BFB48C897,90,0.90,9.87,16.23,Dim Node 72,9.87,16.23,0.0,9.88,16.24,0.0,,,,,,,,,,
93,DimNode 73,06B86BD3-846B-244C-ACAC-A185A9A10A07,E0C0FD57-BAB9-D042-9029-7E7C07CE2750,183,1.83,11.7,16.23,Dim Node 73,11.69,16.23,0.0,11.7,16.24,0.0,,,,,,,,,,
94,DimNode 74,06B86BD3-846B-244C-ACAC-A185A9A10A07,8F7C697E-F2EC-3D44-B0BA-37D9A5A310DC,57,0.57,12.27,16.23,Dim Node 74,12.27,16.23,0.0,12.28,16.24,0.0,,,,,,,,,,
95,DimNode 75,06B86BD3-846B-244C-ACAC-A185A9A10A07,291925BE-0AA1-4F44-B84D-207F97181251,151,1.51,13.78,16.23,Dim Node 75,13.78,16.23,0.0,13.79,16.24,0.0,,,,,,,,,,
96,Dimension,06B86BD3-846B-244C-ACAC-A185A9A10A07,,,5.10,,,Dim 21,8.65,16.19,0.0,13.81,16.27,0.0,,,,,,,,,,
97,DimNode 76,407E7F4A-C262-E840-A5B8-465423CC1604,2194658D-4BC9-5F46-A2DB-0CB8E7133372,0,0.00,6.49,7.59,Dim Node 76,6.48,7.58,0.0,6.49,7.59,0.0,,,,,,,,,,
98,DimNode 77,407E7F4A-C262-E840-A5B8-465423CC1604,1161E32C-7EF9-E945-88F2-94946FD47296,30,0.30,6.49,7.89,Dim Node 77,6.48,7.89,0.0,6.49,7.9,0.0,,,,,,,,,,
99,DimNode 78,407E7F4A-C262-E840-A5B8-465423CC1604,1161E32C-7EF9-E945-88F2-94946FD47296,60,0.60,6.49,8.49,Dim Node 78,6.48,8.49,0.0,6.49,8.5,0.0,,,,,,,,,,
100,DimNode 79,407E7F4A-C262-E840-A5B8-465423CC1604,8A2B959A-44D6-6D49-92A0-5DD8A741BD51,179,1.79,6.49,10.28,Dim Node 79,6.48,10.28,0.0,6.49,10.29,0.0,,,,,,,,,,
101,DimNode 80,407E7F4A-C262-E840-A5B8-465423CC1604,8A2B959A-44D6-6D49-92A0-5DD8A741BD51,60,0.60,6.49,10.88,Dim Node 80,6.48,10.88,0.0,6.49,10.89,0.0,,,,,,,,,,
102,DimNode 81,407E7F4A-C262-E840-A5B8-465423CC1604,48079FB1-CB93-6842-BC5A-66FB6A1CEDDE,65,0.65,6.49,11.54,Dim Node 81,6.48,11.53,0.0,6.49,11.54,0.0,,,,,,,,,,
103,Dimension,407E7F4A-C262-E840-A5B8-465423CC1604,,,3.95,,,Dim 22,6.45,7.56,0.0,6.52,11.57,0.0,,,,,,,,,,
104,DimNode 82,24044945-8866-8049-973D-B53CAE815CFD,2194658D-4BC9-5F46-A2DB-0CB8E7133372,0,0.00,6.47,7.19,Dim Node 82,6.46,7.18,0.0,6.47,7.19,0.0,,,,,,,,,,
105,DimNode 83,24044945-8866-8049-973D-B53CAE815CFD,2194658D-4BC9-5F46-A2DB-0CB8E7133372,40,0.40,6.47,7.59,Dim Node 83,6.46,7.58,0.0,6.47,7.59,0.0,,,,,,,,,,
106,DimNode 84,24044945-8866-8049-973D-B53CAE815CFD,1161E32C-7EF9-E945-88F2-94946FD47296,30,0.30,6.47,7.89,Dim Node 84,6.46,7.89,0.0,6.47,7.9,0.0,,,,,,,,,,
107,DimNode 85,24044945-8866-8049-973D-B53CAE815CFD,1161E32C-7EF9-E945-88F2-94946FD47296,60,0.60,6.47,8.49,Dim Node 85,6.46,8.49,0.0,6.47,8.5,0.0,,,,,,,,,,
108,DimNode 86,24044945-8866-8049-973D-B53CAE815CFD,8A2B959A-44D6-6D49-92A0-5DD8A741BD51,179,1.79,6.47,10.28,Dim Node 86,6.46,10.28,0.0,6.47,10.29,0.0,,,,,,,,,,
109,DimNode 87,24044945-8866-8049-973D-B53CAE815CFD,8A2B959A-44D6-6D49-92A0-5DD8A741BD51,60,0.60,6.47,10.88,Dim Node 87,6.46,10.88,0.0,6.47,10.89,0.0,,,,,,,,,,
110,DimNode 88,24044945-8866-8049-973D-B53CAE815CFD,48079FB1-CB93-6842-BC5A-66FB6A1CEDDE,65,0.65,6.47,11.54,Dim Node 88,6.46,11.53,0.0,6.47,11.54,0.0,,,,,,,,,,
111,Dimension,24044945-8866-8049-973D-B53CAE815CFD,,,4.35,,,Dim 23,6.43,7.16,0.0,6.5,11.57,0.0,,,,,,,,,,
112,DimNode 89,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,2194658D-4BC9-5F46-A2DB-0CB8E7133372,0,0.00,6.08,6.21,Dim Node 89,6.08,6.21,0.0,6.09,6.22,0.0,,,,,,,,,,
113,DimNode 90,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,6F78473B-A237-344D-A82C-6113D860556B,40,0.40,6.48,6.21,Dim Node 90,6.48,6.21,0.0,6.49,6.22,0.0,,,,,,,,,,
114,DimNode 91,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,FE5B7997-AA83-AB4E-958A-257CC3E543DD,180,1.80,8.28,6.21,Dim Node 91,8.28,6.21,0.0,8.29,6.22,0.0,,,,,,,,,,
115,DimNode 92,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,FE5B7997-AA83-AB4E-958A-257CC3E543DD,40,0.40,8.68,6.21,Dim Node 92,8.68,6.21,0.0,8.69,6.22,0.0,,,,,,,,,,
116,DimNode 93,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,621A59A5-2091-5F48-80ED-6B410228F658,90,0.90,9.58,6.21,Dim Node 93,9.58,6.21,0.0,9.59,6.22,0.0,,,,,,,,,,
117,Dimension,7E5B3FAA-B33F-8E4D-AA91-65C8064639ED,,,3.50,,,Dim 24,6.05,6.17,0.0,9.61,6.25,0.0,,,,,,,,,,
118,DimNode 94,BB718CA3-1E02-6442-A141-1AD163239458,7B145C3A-40AF-484E-B39C-1C33831BFB37,0,0.00,8.28,16.57,Dim Node 94,8.28,16.57,0.0,8.29,16.58,0.0,,,,,,,,,,
119,DimNode 95,BB718CA3-1E02-6442-A141-1AD163239458,7B145C3A-40AF-484E-B39C-1C33831BFB37,40,0.40,8.68,16.57,Dim Node 95,8.68,16.57,0.0,8.69,16.58,0.0,,,,,,,,,,
120,DimNode 96,BB718CA3-1E02-6442-A141-1AD163239458,ACDC4A00-9B8D-1D41-9394-DA0BFB48C897,29,0.29,8.97,16.57,Dim Node 96,8.97,16.57,0.0,8.98,16.58,0.0,,,,,,,,,,
121,DimNode 97,BB718CA3-1E02-6442-A141-1AD163239458,ACDC4A00-9B8D-1D41-9394-DA0BFB48C897,90,0.90,9.87,16.57,Dim Node 97,9.87,16.57,0.0,9.88,16.58,0.0,,,,,,,,,,
122,DimNode 98,BB718CA3-1E02-6442-A141-1AD163239458,E0C0FD57-BAB9-D042-9029-7E7C07CE2750,183,1.83,11.7,16.57,Dim Node 98,11.69,16.57,0.0,11.7,16.58,0.0,,,,,,,,,,
123,DimNode 99,BB718CA3-1E02-6442-A141-1AD163239458,8F7C697E-F2EC-3D44-B0BA-37D9A5A310DC,57,0.57,12.27,16.57,Dim Node 99,12.27,16.57,0.0,12.28,16.58,0.0,,,,,,,,,,
