node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax
128,DimNode 103,F446962B-1C5F-A94D-9858-4D8730146739,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 103,37.43,18.24,0.0,37.44,18.25,0.0
129,Dimension,F446962B-1C5F-A94D-9858-4D8730146739,,,30.12,,,Dim 26,7.25,18.15,42.0,37.5,18.34,42.0
130,DimNode 104,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 104,7.3,18.24,0.0,7.31,18.25,0.0
131,DimNode 105,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 105,11.93,18.24,0.0,11.94,18.25,0.0
132,DimNode 106,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 106,19.13,18.24,0.0,19.14,18.25,0.0
133,DimNode 107,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 107,27.25,18.24,0.0,27.26,18.25,0.0
134,DimNode 108,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 108,33.25,18.24,0.0,33.26,18.25,0.0
135,DimNode 109,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 109,37.43,18.24,0.0,37.44,18.25,0.0
136,Dimension,AE1B10D5-CBAA-3142-94CF-664085E7FE0E,,,30.12,,,Dim 27,7.25,18.15,49.4,37.5,18.34,49.4
137,DimNode 110,F2A13A63-1F48-F44B-A806-239062F9A8DA,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 110,7.3,19.01,0.0,7.31,19.02,0.0
138,DimNode 111,F2A13A63-1F48-F44B-A806-239062F9A8DA,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 111,37.43,19.01,0.0,37.44,19.02,0.0
139,Dimension,F2A13A63-1F48-F44B-A806-239062F9A8DA,,,30.12,,,Dim 28,7.25,18.92,49.4,37.5,19.1,49.4
140,DimNode 112,62395522-1F7E-0A42-89E3-9785F03AD064,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 112,7.3,18.24,0.0,7.31,18.25,0.0
141,DimNode 113,62395522-1F7E-0A42-89E3-9785F03AD064,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 113,11.93,18.24,0.0,11.94,18.25,0.0
142,DimNode 114,62395522-1F7E-0A42-89E3-9785F03AD064,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 114,19.13,18.24,0.0,19.14,18.25,0.0
143,DimNode 115,62395522-1F7E-0A42-89E3-9785F03AD064,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 115,27.25,18.24,0.0,27.26,18.25,0.0
144,DimNode 116,62395522-1F7E-0A42-89E3-9785F03AD064,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 116,33.25,18.24,0.0,33.26,18.25,0.0
145,DimNode 117,62395522-1F7E-0A42-89E3-9785F03AD064,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 117,37.43,18.24,0.0,37.44,18.25,0.0
146,Dimension,62395522-1F7E-0A42-89E3-9785F03AD064,,,30.12,,,Dim 29,7.25,18.15,19.8,37.5,18.34,19.8
147,DimNode 118,8F5B5B94-D4BF-4143-9E1A-5127D75AE54F,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 118,7.3,19.01,0.0,7.31,19.02,0.0
148,DimNode 119,8F5B5B94-D4BF-4143-9E1A-5127D75AE54F,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 119,37.43,19.01,0.0,37.44,19.02,0.0
149,Dimension,8F5B5B94-D4BF-4143-9E1A-5127D75AE54F,,,30.12,,,Dim 30,7.25,18.92,19.8,37.5,19.1,19.8
150,DimNode 120,27916F35-0312-AC47-B636-A1DF4739CF8F,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 120,7.3,19.01,0.0,7.31,19.02,0.0
151,DimNode 121,27916F35-0312-AC47-B636-A1DF4739CF8F,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 121,37.43,19.01,0.0,37.44,19.02,0.0
152,Dimension,27916F35-0312-AC47-B636-A1DF4739CF8F,,,30.12,,,Dim 31,7.25,18.92,5.0,37.5,19.1,5.0
153,DimNode 122,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 122,7.3,18.24,0.0,7.31,18.25,0.0
154,DimNode 123,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.62,11.93,18.25,Dim Node 123,11.93,18.24,0.0,11.94,18.25,0.0
155,DimNode 124,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 124,19.13,18.24,0.0,19.14,18.25,0.0
156,DimNode 125,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 125,27.25,18.24,0.0,27.26,18.25,0.0
157,DimNode 126,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 126,33.25,18.24,0.0,33.26,18.25,0.0
158,DimNode 127,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 127,37.43,18.24,0.0,37.44,18.25,0.0
159,Dimension,AAC6F7B1-318B-3C49-8812-9D92DA04DE73,,,30.12,,,Dim 32,7.25,18.15,5.0,37.5,18.34,5.0
160,DimNode 128,C852890E-7B9B-5447-AFE2-DC1E351FE54E,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 128,7.3,19.01,0.0,7.31,19.02,0.0
161,DimNode 129,C852890E-7B9B-5447-AFE2-DC1E351FE54E,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 129,37.43,19.01,0.0,37.44,19.02,0.0
162,Dimension,C852890E-7B9B-5447-AFE2-DC1E351FE54E,,,30.12,,,Dim 33,7.25,18.92,56.8,37.5,19.1,56.8
163,DimNode 130,5D049817-BB88-7346-898C-E4CA909EFB0F,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 130,7.3,18.24,0.0,7.31,18.25,0.0
164,DimNode 131,5D049817-BB88-7346-898C-E4CA909EFB0F,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.62,11.93,18.25,Dim Node 131,11.93,18.24,0.0,11.94,18.25,0.0
165,DimNode 132,5D049817-BB88-7346-898C-E4CA909EFB0F,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 132,19.13,18.24,0.0,19.14,18.25,0.0
166,DimNode 133,5D049817-BB88-7346-898C-E4CA909EFB0F,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 133,27.25,18.24,0.0,27.26,18.25,0.0
167,DimNode 134,5D049817-BB88-7346-898C-E4CA909EFB0F,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 134,33.25,18.24,0.0,33.26,18.25,0.0
168,DimNode 135,5D049817-BB88-7346-898C-E4CA909EFB0F,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 135,37.43,18.24,0.0,37.44,18.25,0.0
169,Dimension,5D049817-BB88-7346-898C-E4CA909EFB0F,,,30.12,,,Dim 34,7.25,18.15,56.8,37.5,18.34,56.8
170,DimNode 136,8B0B533E-E1B6-A145-AD67-A41CA365988D,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 136,7.3,19.01,0.0,7.31,19.02,0.0
171,DimNode 137,8B0B533E-E1B6-A145-AD67-A41CA365988D,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 137,37.43,19.01,0.0,37.44,19.02,0.0
172,Dimension,8B0B533E-E1B6-A145-AD67-A41CA365988D,,,30.12,,,Dim 35,7.25,18.92,60.5,37.5,19.1,60.5
173,DimNode 138,8A401709-16DD-0442-99A0-D2B6017A442C,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 138,7.3,18.24,0.0,7.31,18.25,0.0
174,DimNode 139,8A401709-16DD-0442-99A0-D2B6017A442C,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 139,11.93,18.24,0.0,11.94,18.25,0.0
175,DimNode 140,8A401709-16DD-0442-99A0-D2B6017A442C,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 140,19.13,18.24,0.0,19.14,18.25,0.0
176,DimNode 141,8A401709-16DD-0442-99A0-D2B6017A442C,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 141,27.25,18.24,0.0,27.26,18.25,0.0
177,DimNode 142,8A401709-16DD-0442-99A0-D2B6017A442C,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 142,33.25,18.24,0.0,33.26,18.25,0.0
178,DimNode 143,8A401709-16DD-0442-99A0-D2B6017A442C,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 143,37.43,18.24,0.0,37.44,18.25,0.0
179,Dimension,8A401709-16DD-0442-99A0-D2B6017A442C,,,30.12,,,Dim 36,7.25,18.15,60.5,37.5,18.34,60.5
180,DimNode 144,7BC01734-D1B5-1349-8085-39063CE14353,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 144,7.3,19.01,0.0,7.31,19.02,0.0
181,DimNode 145,7BC01734-D1B5-1349-8085-39063CE14353,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 145,37.43,19.01,0.0,37.44,19.02,0.0
182,Dimension,7BC01734-D1B5-1349-8085-39063CE14353,,,30.12,,,Dim 37,7.25,18.92,64.2,37.5,19.1,64.2
183,DimNode 146,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 146,7.3,18.24,0.0,7.31,18.25,0.0
184,DimNode 147,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 147,11.93,18.24,0.0,11.94,18.25,0.0
185,DimNode 148,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 148,19.13,18.24,0.0,19.14,18.25,0.0
186,DimNode 149,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 149,27.25,18.24,0.0,27.26,18.25,0.0
187,DimNode 150,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 150,33.25,18.24,0.0,33.26,18.25,0.0
188,DimNode 151,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 151,37.43,18.24,0.0,37.44,18.25,0.0
189,Dimension,FE9227D4-D33E-EF48-A647-FD4EF0CA367E,,,30.12,,,Dim 38,7.25,18.15,64.2,37.5,18.34,64.2
190,DimNode 152,DE95FCDA-D20E-4640-9D12-23AB8D849A32,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 152,7.3,19.01,0.0,7.31,19.02,0.0
191,DimNode 153,DE95FCDA-D20E-4640-9D12-23AB8D849A32,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 153,37.43,19.01,0.0,37.44,19.02,0.0
192,Dimension,DE95FCDA-D20E-4640-9D12-23AB8D849A32,,,30.12,,,Dim 39,7.25,18.92,67.9,37.5,19.1,67.9
193,DimNode 154,60973E04-6448-0643-8CCE-D64863328C24,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 154,7.3,18.24,0.0,7.31,18.25,0.0
194,DimNode 155,60973E04-6448-0643-8CCE-D64863328C24,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 155,11.93,18.24,0.0,11.94,18.25,0.0
195,DimNode 156,60973E04-6448-0643-8CCE-D64863328C24,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 156,19.13,18.24,0.0,19.14,18.25,0.0
196,DimNode 157,60973E04-6448-0643-8CCE-D64863328C24,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 157,27.25,18.24,0.0,27.26,18.25,0.0
197,DimNode 158,60973E04-6448-0643-8CCE-D64863328C24,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 158,33.25,18.24,0.0,33.26,18.25,0.0
198,DimNode 159,60973E04-6448-0643-8CCE-D64863328C24,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 159,37.43,18.24,0.0,37.44,18.25,0.0
199,Dimension,60973E04-6448-0643-8CCE-D64863328C24,,,30.12,,,Dim 40,7.25,18.15,67.9,37.5,18.34,67.9
200,DimNode 160,5285A803-8C04-6E40-8EA3-0ACE40D04432,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 160,7.3,19.01,0.0,7.31,19.02,0.0
201,DimNode 161,5285A803-8C04-6E40-8EA3-0ACE40D04432,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 161,37.43,19.01,0.0,37.44,19.02,0.0
202,Dimension,5285A803-8C04-6E40-8EA3-0ACE40D04432,,,30.12,,,Dim 41,7.25,18.92,71.6,37.5,19.1,71.6
203,DimNode 162,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 162,7.3,18.24,0.0,7.31,18.25,0.0
204,DimNode 163,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 163,11.93,18.24,0.0,11.94,18.25,0.0
205,DimNode 164,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 164,19.13,18.24,0.0,19.14,18.25,0.0
206,DimNode 165,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 165,27.25,18.24,0.0,27.26,18.25,0.0
207,DimNode 166,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 166,33.25,18.24,0.0,33.26,18.25,0.0
208,DimNode 167,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 167,37.43,18.24,0.0,37.44,18.25,0.0
209,Dimension,7D83D30B-F27A-E94A-8B89-614D3D2EF7DC,,,30.12,,,Dim 42,7.25,18.15,71.6,37.5,18.34,71.6
210,DimNode 168,08B8ED45-A32D-2447-8FB9-236F4A16F47E,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 168,7.3,19.01,0.0,7.31,19.02,0.0
211,DimNode 169,08B8ED45-A32D-2447-8FB9-236F4A16F47E,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 169,37.43,19.01,0.0,37.44,19.02,0.0
212,Dimension,08B8ED45-A32D-2447-8FB9-236F4A16F47E,,,30.12,,,Dim 43,7.25,18.92,79.0,37.5,19.1,79.0
213,DimNode 170,161CC551-0654-0A4F-BFEA-C9AD36406659,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,19.01,Dim Node 170,7.3,19.01,0.0,7.31,19.02,0.0
214,DimNode 171,161CC551-0654-0A4F-BFEA-C9AD36406659,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"30,125",30.12,37.43,19.01,Dim Node 171,37.43,19.01,0.0,37.44,19.02,0.0
215,Dimension,161CC551-0654-0A4F-BFEA-C9AD36406659,,,30.12,,,Dim 44,7.25,18.92,82.7,37.5,19.1,82.7
216,DimNode 172,063DD04C-5482-DB44-9374-B5CCE8D204AA,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 172,7.3,18.24,0.0,7.31,18.25,0.0
217,DimNode 173,063DD04C-5482-DB44-9374-B5CCE8D204AA,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.62,11.93,18.25,Dim Node 173,11.93,18.24,0.0,11.94,18.25,0.0
218,DimNode 174,063DD04C-5482-DB44-9374-B5CCE8D204AA,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 174,19.13,18.24,0.0,19.14,18.25,0.0
219,DimNode 175,063DD04C-5482-DB44-9374-B5CCE8D204AA,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 175,27.25,18.24,0.0,27.26,18.25,0.0
220,DimNode 176,063DD04C-5482-DB44-9374-B5CCE8D204AA,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 176,33.25,18.24,0.0,33.26,18.25,0.0
221,DimNode 177,063DD04C-5482-DB44-9374-B5CCE8D204AA,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 177,37.43,18.24,0.0,37.44,18.25,0.0
222,Dimension,063DD04C-5482-DB44-9374-B5CCE8D204AA,,,30.12,,,Dim 45,7.25,18.15,79.0,37.5,18.34,79.0
223,DimNode 178,8761DABB-940B-3945-83F6-61897FC7C119,5573CB58-4F27-3544-AEAB-341B7082BBF9,"0,000",0.00,7.31,18.25,Dim Node 178,7.3,18.24,0.0,7.31,18.25,0.0
224,DimNode 179,8761DABB-940B-3945-83F6-61897FC7C119,7068DC9B-2AF6-DE44-873E-4577F2DB20D4,"4,625",4.63,11.93,18.25,Dim Node 179,11.93,18.24,0.0,11.94,18.25,0.0
225,DimNode 180,8761DABB-940B-3945-83F6-61897FC7C119,49CE2419-FF4A-9147-AAB4-A71BEA4F62B0,"7,200",7.20,19.13,18.25,Dim Node 180,19.13,18.24,0.0,19.14,18.25,0.0
226,DimNode 181,8761DABB-940B-3945-83F6-61897FC7C119,E0135B71-870D-CB4F-B07D-B4D6291B6F68,"8,125",8.13,27.26,18.25,Dim Node 181,27.25,18.24,0.0,27.26,18.25,0.0
227,DimNode 182,8761DABB-940B-3945-83F6-61897FC7C119,66E94027-BF8C-7D42-8F0D-795A6A6410B0,"6,000",6.00,33.26,18.25,Dim Node 182,33.25,18.24,0.0,33.26,18.25,0.0
228,DimNode 183,8761DABB-940B-3945-83F6-61897FC7C119,C7BEA488-82BF-4A4E-AA1B-40AB94B91957,"4,175",4.18,37.43,18.25,Dim Node 183,37.43,18.24,0.0,37.44,18.25,0.0
229,Dimension,8761DABB-940B-3945-83F6-61897FC7C119,,,30.12,,,Dim 46,7.25,18.15,82.7,37.5,18.34,82.7
1883,Zone Stamp,DBA70BB4-62D6-F444-BA93-70693C0F1369,,,,,,Zone Stamp,22.47,12.37,0.0,25.03,15.32,0.0
1884,Zone Stamp,27D6FC90-6379-4846-B2A8-714E2B035EF3,,,,,,Zone Stamp,21.93,13.53,23.5,23.71,14.16,23.5
1885,Zone Stamp,452B5589-328A-114D-BD35-6CF83589D2E6,,,,,,Zone Stamp,21.93,13.53,45.7,23.71,14.16,45.7
1886,Zone Stamp,02E2F9E5-E33C-3446-BC84-A42CDC1B2D75,,,,,,Zone Stamp,21.93,13.53,75.3,23.71,14.16,75.3
1887,Zone Stamp,0AFC787C-98BB-5C49-B8B2-B6F679796BEB,,,,,,Zone Stamp,22.34,13.51,5.0,24.55,14.37,5.0
1888,Zone Stamp,BBDF8CB1-DB3D-4741-8764-4BC1CA0618E3,,,,,,Zone Stamp,20.73,12.32,5.0,22.82,13.19,5.0
1889,Zone Stamp,57C0177A-EF0B-0D4B-A7DF-0576AB6083E6,,,,,,Zone Stamp,20.44,14.99,5.0,22.88,15.86,5.0
1890,Zone Stamp,2EB9D60F-2DCC-7A47-AFDA-1DE873BB2FB5,,,,,,Zone Stamp,6.45,13.74,5.0,8.64,14.6,5.0
1891,Zone Stamp,2F0D8AD7-3465-C247-AA55-D30598E93787,,,,,,Zone Stamp,7.57,14.98,5.0,9.98,15.84,5.0
1892,Zone Stamp,4B13DFA8-1D9E-CE49-8062-99134720AEE6,,,,,,Zone Stamp,8.2,12.91,5.0,10.27,13.78,5.0
1893,Zone Stamp,0F7DF648-F813-1E45-83D8-68D28F886B85,,,,,,Zone Stamp,14.52,10.89,5.0,16.15,11.75,5.0
1894,Zone Stamp,F309C2CF-584B-D542-BB42-DABA0B914651,,,,,,Zone Stamp,11.77,14.79,5.0,13.24,15.65,5.0
1895,Zone Stamp,B145184C-E529-764C-BEDD-3F93ED2CCC91,,,,,,Zone Stamp,11.76,13.08,5.0,13.23,13.94,5.0
1896,Zone Stamp,DD3C95EB-1BAC-D941-A05F-8372A46716B1,,,,,,Zone Stamp,17.67,12.96,5.0,19.14,13.82,5.0
1897,Zone Stamp,8CE19811-3ACA-7241-AA9F-63EABA564223,,,,,,Zone Stamp,17.63,14.81,5.0,19.1,15.67,5.0
1898,Zone Stamp,F7D50989-8392-A841-9A4D-07CFC901E378,,,,,,Zone Stamp,36.96,14.71,5.0,39.38,15.57,5.0
1899,Zone Stamp,CE0D14E7-60C5-0F43-8757-A6C27B126CEB,,,,,,Zone Stamp,20.73,12.32,8.7,22.82,13.19,8.7
1900,Zone Stamp,63C108A5-AE8A-D34A-9C18-CBC1CBA70C4B,,,,,,Zone Stamp,22.34,13.51,8.7,24.55,14.37,8.7
1901,Zone Stamp,8771EE03-6D96-624E-AE1A-003AF629C3B3,,,,,,Zone Stamp,20.44,14.99,8.7,22.88,15.86,8.7
1902,Zone Stamp,54B86550-075D-9245-88F6-B769F474E89C,,,,,,Zone Stamp,6.45,13.74,8.7,8.64,14.6,8.7
1903,Zone Stamp,1580ECF6-2EE2-3348-BC95-56F669D6184C,,,,,,Zone Stamp,7.57,14.98,8.7,9.98,15.84,8.7
1904,Zone Stamp,E015F99E-0349-B142-A071-F2EF5F1D7608,,,,,,Zone Stamp,8.2,12.91,8.7,10.27,13.78,8.7
1905,Zone Stamp,F139B998-2483-6840-A9E5-6E7CAC0E68F8,,,,,,Zone Stamp,14.52,10.89,8.7,16.15,11.75,8.7
1906,Zone Stamp,8AC2907C-14B6-674E-91D0-2B1CFC7EAE10,,,,,,Zone Stamp,11.77,14.79,8.7,13.24,15.65,8.7
1907,Zone Stamp,FB22C3AA-EC4C-334E-B5BB-702DE79172E9,,,,,,Zone Stamp,11.76,13.08,8.7,13.23,13.94,8.7
1908,Zone Stamp,684721E3-4C67-CC46-80F6-A52199CB80EA,,,,,,Zone Stamp,17.67,12.96,8.7,19.14,13.82,8.7
1909,Zone Stamp,53C86778-E6E6-314C-A2AA-66A9EE878010,,,,,,Zone Stamp,17.63,14.81,8.7,19.1,15.67,8.7
1910,Zone Stamp,7CC7C341-A135-284B-8EB8-B68B2E5B684E,,,,,,Zone Stamp,36.96,14.71,8.7,39.38,15.57,8.7
1911,Zone Stamp,1E68597C-2D86-C140-95DF-D9401FAC30AC,,,,,,Zone Stamp,20.73,12.32,12.4,22.82,13.19,12.4
1912,Zone Stamp,4DF738EC-2862-324C-88CB-ABC6983B9D83,,,,,,Zone Stamp,22.34,13.51,12.4,24.55,14.37,12.4
1913,Zone Stamp,48AEC5B1-851D-D84B-97BB-5C4E3AE28901,,,,,,Zone Stamp,20.44,14.99,12.4,22.88,15.86,12.4
1914,Zone Stamp,8691AC02-0EB9-7B43-8710-1E4694248766,,,,,,Zone Stamp,6.45,13.74,12.4,8.64,14.6,12.4
1915,Zone Stamp,13A0B65C-8BF7-0D4A-8AFC-AC6A2EA95354,,,,,,Zone Stamp,7.57,14.98,12.4,9.98,15.84,12.4
1916,Zone Stamp,573D248F-F322-C248-9BD1-15895F5D3C2A,,,,,,Zone Stamp,8.2,12.91,12.4,10.27,13.78,12.4
1917,Zone Stamp,E96C93A9-80CA-0444-8F4A-705C8F97D931,,,,,,Zone Stamp,14.52,10.89,12.4,16.15,11.75,12.4
1918,Zone Stamp,34584360-64BF-2046-9F8F-5E93F69231E9,,,,,,Zone Stamp,11.77,14.79,12.4,13.24,15.65,12.4
1919,Zone Stamp,714E2D5E-8385-F54C-978D-A6A07D102D2A,,,,,,Zone Stamp,11.76,13.08,12.4,13.23,13.94,12.4
1920,Zone Stamp,B033730A-A08C-3245-9573-12983B28AB18,,,,,,Zone Stamp,17.67,12.96,12.4,19.14,13.82,12.4
1921,Zone Stamp,02B1AB70-F759-264A-B40C-03CAF49048D1,,,,,,Zone Stamp,17.63,14.81,12.4,19.1,15.67,12.4
1922,Zone Stamp,C56F477D-1C06-6143-BC30-59C61FF4678C,,,,,,Zone Stamp,36.96,14.71,12.4,39.38,15.57,12.4
1923,Zone Stamp,C6D8DF76-8CE5-FE4C-A671-BB45E6FA9346,,,,,,Zone Stamp,20.73,12.32,16.1,22.82,13.19,16.1
1924,Zone Stamp,CEF27262-E1BF-8649-8753-660A5E371F79,,,,,,Zone Stamp,22.34,13.51,16.1,24.55,14.37,16.1
1925,Zone Stamp,81C4583A-54E4-3343-876B-149A634320FE,,,,,,Zone Stamp,20.44,14.99,16.1,22.88,15.86,16.1
