node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,embedded_door_guid,label_type,zone_stamp_guid,room_name,room_number,room_height,embedded_in_wall_guid
1371,Slab,39EF09E5-FC2F-A84F-9EBF-730969506627,,,,,,SLA - 027,19.23,14.66,77.97,20.33,16.01,78.02,,,,0.0,,,,,
1372,Slab,8C1A8E20-BE70-6048-AB9C-F6A73EE0124D,,,,,,SLA - 045,31.6,12.68,30.55,32.78,16.16,30.9,,,,0.0,,,,,
1373,Slab,F00313F3-2FE2-B044-A82A-F453D97A0428,,,,,,SLA - 045,31.3,12.64,30.55,31.61,16.16,30.85,,,,0.0,,,,,
1374,Slab,B976D384-ECF5-464D-994B-60AC4ED510A1,,,,,,SLA - 045,5.89,10.06,34.25,31.31,16.16,34.6,,,,0.0,,,,,
1375,Slab,643846FD-CA8A-4D47-AD0F-E080C45F8680,,,,,,SLA - 045,31.6,12.68,34.25,32.78,16.16,34.6,,,,0.0,,,,,
1376,Slab,97B72CA3-D28B-FD49-8014-B305D4CBDE9A,,,,,,SLA - 045,31.3,12.64,34.25,31.61,16.16,34.55,,,,0.0,,,,,
1377,Slab,C212AAB5-D6D3-4A47-BEB0-CB9DCEBECE10,,,,,,SLA - 045,31.6,12.68,37.95,32.78,16.16,38.3,,,,0.0,,,,,
1378,Slab,CFF63D19-16C1-4841-9DAD-63E1A0A728E8,,,,,,SLA - 045,31.3,12.64,37.95,31.61,16.16,38.25,,,,0.0,,,,,
1379,Slab,0D0D35B5-C9FA-3F42-BF0C-AD349AB2DDDE,,,,,,SLA - 045,31.6,12.68,41.65,32.78,16.16,42.0,,,,0.0,,,,,
1380,Slab,D679D2AB-5059-554F-B2BB-D5945F1416E8,,,,,,SLA - 045,31.3,12.64,41.65,31.61,16.16,41.95,,,,0.0,,,,,
1381,Slab,3870AC51-CB45-DC4F-B6B7-8793E1610FB7,,,,,,SLA - 045,31.6,12.68,45.35,32.78,16.16,45.7,,,,0.0,,,,,
1382,Slab,5B493C74-4FA3-4843-AA3C-80EA49700EC8,,,,,,SLA - 045,31.3,12.64,45.35,31.61,16.16,45.65,,,,0.0,,,,,
1383,Slab,45FFB7AE-A287-D742-9ED6-1BA98E1472CE,,,,,,SLA - 045,31.6,12.68,49.05,32.78,16.16,49.4,,,,0.0,,,,,
1384,Slab,87501B1C-7015-2842-8970-EEFB332DF404,,,,,,SLA - 045,31.3,12.64,49.05,31.61,16.16,49.35,,,,0.0,,,,,
1385,Slab,8FF2E145-CC27-0241-8D49-56195D2ECB96,,,,,,SLA - 045,19.23,10.68,56.45,23.35,16.16,56.8,,,,0.0,,,,,
1386,Slab,37E0344F-6E68-8F46-B949-897CBA9496FC,,,,,,SLA - 045,26.6,11.87,60.15,27.79,16.16,60.5,,,,0.0,,,,,
1387,Slab,FBD7664B-8B84-AC48-BEEB-07B574E841DC,,,,,,SLA - 045,26.31,11.82,60.15,26.6,16.16,60.45,,,,0.0,,,,,
1388,Slab,D45D7FE3-96E3-064C-95A5-334E26A92D66,,,,,,SLA - 045,26.6,11.87,63.85,27.79,16.16,64.2,,,,0.0,,,,,
1389,Slab,F7C8AE11-F6BB-1149-B758-9432515EBA0A,,,,,,SLA - 045,26.31,11.82,63.85,26.6,16.16,64.15,,,,0.0,,,,,
1390,Slab,157EE65D-4DF8-064E-BD45-8CFD983D78F3,,,,,,SLA - 045,26.6,11.87,67.55,27.79,16.16,67.9,,,,0.0,,,,,
1391,Slab,64FCEC8E-3BC2-7648-B027-84463B9E24BA,,,,,,SLA - 045,26.31,11.82,67.55,26.6,16.16,67.85,,,,0.0,,,,,
1392,Slab,AC63EDB0-35DC-A940-99A6-51608AB88E2E,,,,,,SLA - 045,26.6,11.87,71.25,27.79,16.16,71.6,,,,0.0,,,,,
1393,Slab,FF5C641D-3E39-794F-B227-9DDAA101B0A6,,,,,,SLA - 045,26.31,11.82,71.25,26.6,16.16,71.55,,,,0.0,,,,,
1394,Slab,FD09D9AE-3D23-5942-88BD-2A36DA51316F,,,,,,SLA - 045,26.6,11.87,74.95,27.79,16.16,75.3,,,,0.0,,,,,
1395,Slab,0BDB7F4F-B53E-EC44-B5FB-3F33870F5C4D,,,,,,SLA - 045,26.31,11.82,74.95,26.6,16.16,75.25,,,,0.0,,,,,
1396,Slab,909E0020-E49E-B148-9120-9139A4B4727D,,,,,,SLA - 046,37.31,13.62,19.45,37.56,16.16,19.75,,,,0.0,,,,,
1397,Slab,D8353B52-7217-F74D-B28D-130A4964F4DC,,,,,,SLA - 046,37.31,13.62,15.75,37.56,16.16,16.05,,,,0.0,,,,,
1398,Slab,8045D4FC-BC3D-184F-8BB1-B9F8416E633F,,,,,,SLA - 046,37.31,13.62,12.05,37.56,16.16,12.35,,,,0.0,,,,,
1399,Slab,EF7F56D0-F979-9D47-A4DB-F4AD5D532A4E,,,,,,SLA - 046,37.31,13.62,8.35,37.56,16.16,8.65,,,,0.0,,,,,
1400,Slab,48C09F24-183E-C249-87F8-63D046F110D8,,,,,,SLA - 046,37.31,13.62,4.65,37.56,16.16,4.95,,,,0.0,,,,,
1401,Slab,787116C0-AF68-8742-AD83-494C60E1E18E,,,,,,SLA - 045,27.71,12.05,23.15,38.85,16.16,23.35,,,,0.0,,,,,
1402,Slab,38FF650B-6560-CD48-AFB9-83512F0B4ADD,,,,,,SLA - 045,25.36,11.67,52.75,32.85,16.16,52.95,,,,0.0,,,,,
1403,Slab,AD1B663C-0D14-8D4F-BF8C-F10DCEAA8D55,,,,,,SLA - 045,6.96,13.91,78.65,9.86,16.06,78.85,,,,0.0,,,,,
1404,Slab,3F1E2F02-E763-6545-9111-D1036717AE7D,,,,,,SLA - 045,6.96,10.01,78.65,27.75,13.8,78.85,,,,0.0,,,,,
1405,Slab,BABB845F-0740-1745-886E-B6731C7044A9,,,,,,SLA - 027,6.86,10.41,66.88,11.83,16.16,66.93,,,,0.0,,,,,
1406,Zone,ABD2978A-66EE-2F4A-99E4-B79A4006A8EF,,,,23.75,13.85,ZON - 010,6.64,9.9,0.0,37.5,16.31,2.7,,,,3.0,DBA70BB4-62D6-F444-BA93-70693C0F1369,GFA,001,2.70,
1407,Zone,E0283794-B4BB-054B-B42A-1CAD45F9E9AF,,,,22.82,13.85,ZON - 010,5.64,9.9,23.5,38.85,16.31,26.2,,,,3.0,27D6FC90-6379-4846-B2A8-714E2B035EF3,GFA,001,2.70,
1408,Zone,C322A72A-395F-5846-BDD4-79363649B158,,,,22.82,13.85,ZON - 010,4.64,9.9,45.7,33.0,16.31,48.4,,,,3.0,452B5589-328A-114D-BD35-6CF83589D2E6,GFA,001,2.70,
1409,Zone,A887F7DD-A2C1-C24F-9A1E-B35F6483E9C3,,,,22.82,13.85,ZON - 010,6.64,9.9,75.3,28.0,16.31,78.0,,,,3.0,02E2F9E5-E33C-3446-BC84-A42CDC1B2D75,GFA,001,2.70,
1410,Zone,1F268AE1-108A-FC41-843B-0E5EFFA95FE5,,,,23.45,13.94,ZON - 013,19.23,10.68,5.0,37.51,16.16,7.7,,,,3.0,0AFC787C-98BB-5C49-B8B2-B6F679796BEB,Unit B  Living,004,2.70,
1411,Zone,47B6C798-9FAB-3F4F-9AFA-94E00BDECFD4,,,,21.77,12.76,ZON - 014,19.23,12.23,5.0,20.33,13.93,7.7,,,,3.0,BBDF8CB1-DB3D-4741-8764-4BC1CA0618E3,Unit B  Toilet,005,2.70,
1412,Zone,0EF0CFAB-D302-2743-9623-B236821CDF24,,,,21.66,15.42,ZON - 013,19.23,14.66,5.0,20.33,16.01,7.7,,,,3.0,57C0177A-EF0B-0D4B-A7DF-0576AB6083E6,Unit B  Shower,004,2.70,
1413,Zone,0ABA5957-4211-2E4D-B75C-1AA662C17D09,,,,7.54,14.17,ZON - 013,5.94,10.41,5.0,11.83,16.16,7.7,,,,3.0,2EB9D60F-2DCC-7A47-AFDA-1DE873BB2FB5,Unit A  Living,004,2.70,
1414,Zone,FE1EE82C-0967-2E4B-9AEA-34014E046842,,,,8.78,15.41,ZON - 013,10.73,14.66,5.0,11.83,16.01,7.7,,,,3.0,2F0D8AD7-3465-C247-AA55-D30598E93787,Unit A  Shower,004,2.70,
1415,Zone,9E1ED6C6-34CF-484D-957E-ACA1AD7B0F58,,,,9.23,13.35,ZON - 013,10.73,12.23,5.0,11.83,13.93,7.7,,,,3.0,4B13DFA8-1D9E-CE49-8062-99134720AEE6,Unit A  Toilet,004,2.70,
1416,Zone,8FE18374-81F2-844C-B7EE-886B40E9D1DD,,,,15.34,11.32,ZON - 013,12.03,10.06,5.0,19.03,12.14,7.7,,,,3.0,0F7DF648-F813-1E45-83D8-68D28F886B85,Lobby,004,2.70,
1417,Zone,D08F66C0-E360-FB46-8BA5-7128DC0A1098,,,,12.51,15.22,ZON - 013,12.03,14.06,5.0,13.03,16.01,7.7,,,,3.0,F309C2CF-584B-D542-BB42-DABA0B914651,Lobby,004,2.70,
1418,Zone,5C14C8EA-8D98-7247-B001-ED88761D21BD,,,,12.5,13.51,ZON - 013,12.03,12.28,5.0,13.01,13.91,7.7,,,,3.0,B145184C-E529-764C-BEDD-3F93ED2CCC91,Lobby,004,2.70,
1419,Zone,E759543C-BBE5-7F48-9843-1E7E9AE15DFC,,,,18.41,13.39,ZON - 013,18.03,12.28,5.0,19.03,13.91,7.7,,,,3.0,DD3C95EB-1BAC-D941-A05F-8372A46716B1,Lobby,004,2.70,
1420,Zone,A9AB6400-1AD4-084D-AD2F-60C6F521C16B,,,,18.37,15.24,ZON - 014,18.03,14.06,5.0,19.03,16.01,7.7,,,,3.0,8CE19811-3ACA-7241-AA9F-63EABA564223,Lobby,005,2.70,
1421,Zone,FC911C6C-4982-A541-A30A-55D10101C741,,,,38.17,15.14,ZON - 013,37.51,13.65,5.0,38.85,16.16,7.7,,,,3.0,F7D50989-8392-A841-9A4D-07CFC901E378,Unit B  Terrace,004,2.70,
1422,Zone,998C9B68-FFD0-7F40-A076-D470559C171C,,,,21.77,12.76,ZON - 014,19.23,12.23,8.7,20.33,13.93,11.4,,,,3.0,CE0D14E7-60C5-0F43-8757-A6C27B126CEB,Unit B  Toilet,005,2.70,
1423,Zone,44F60EC3-4838-174F-8F51-964F6BB5AC98,,,,23.45,13.94,ZON - 013,19.23,10.68,8.7,37.51,16.16,11.4,,,,3.0,63C108A5-AE8A-D34A-9C18-CBC1CBA70C4B,Unit B  Living,004,2.70,
1424,Zone,DA9DD23F-702E-894D-8474-3A479A323FFD,,,,21.66,15.42,ZON - 013,19.23,14.66,8.7,20.33,16.01,11.4,,,,3.0,8771EE03-6D96-624E-AE1A-003AF629C3B3,Unit B  Shower,004,2.70,
1425,Zone,564005E5-A807-F44A-90E9-4A9E5E20FFB8,,,,7.54,14.17,ZON - 013,5.94,10.41,8.7,11.83,16.16,11.4,,,,3.0,54B86550-075D-9245-88F6-B769F474E89C,Unit A  Living,004,2.70,
1426,Zone,B128018C-30A5-0649-ABEE-8F620CA5C63C,,,,8.78,15.41,ZON - 013,10.73,14.66,8.7,11.83,16.01,11.4,,,,3.0,1580ECF6-2EE2-3348-BC95-56F669D6184C,Unit A  Shower,004,2.70,
1427,Zone,CF42E11C-4DCD-E243-866D-099A55963FB7,,,,9.23,13.35,ZON - 013,10.73,12.23,8.7,11.83,13.93,11.4,,,,3.0,E015F99E-0349-B142-A071-F2EF5F1D7608,Unit A  Toilet,004,2.70,
1428,Zone,F5E877FF-ADFF-E745-A53C-73686252D553,,,,15.34,11.32,ZON - 013,12.03,10.06,8.7,19.03,12.14,11.4,,,,3.0,F139B998-2483-6840-A9E5-6E7CAC0E68F8,Lobby,004,2.70,
1429,Zone,E768BC7B-944B-6346-8FAA-F83A18F9BF44,,,,12.51,15.22,ZON - 013,12.03,14.06,8.7,13.03,16.01,11.4,,,,3.0,8AC2907C-14B6-674E-91D0-2B1CFC7EAE10,Lobby,004,2.70,
1430,Zone,5D2D9273-725D-7E40-9E86-253EF14C63FE,,,,12.5,13.51,ZON - 013,12.03,12.28,8.7,13.01,13.91,11.4,,,,3.0,FB22C3AA-EC4C-334E-B5BB-702DE79172E9,Lobby,004,2.70,
1431,Zone,ACF0980E-44E3-4349-B92D-1F5C41BEB2E1,,,,18.41,13.39,ZON - 013,18.03,12.28,8.7,19.03,13.91,11.4,,,,3.0,684721E3-4C67-CC46-80F6-A52199CB80EA,Lobby,004,2.70,
1432,Zone,86241133-DFAF-6D48-837E-12FE66C88975,,,,18.37,15.24,ZON - 014,18.03,14.06,8.7,19.03,16.01,11.4,,,,3.0,53C86778-E6E6-314C-A2AA-66A9EE878010,Lobby,005,2.70,
1433,Zone,9C8F1F8E-9285-5A41-AE8C-884904519559,,,,38.17,15.14,ZON - 013,37.51,13.66,8.7,38.85,16.16,11.4,,,,3.0,7CC7C341-A135-284B-8EB8-B68B2E5B684E,Unit B  Terrace,004,2.70,
1434,Zone,690EE710-0358-F946-8BB3-41558C47DF87,,,,21.77,12.76,ZON - 014,19.23,12.23,12.4,20.33,13.93,15.1,,,,3.0,1E68597C-2D86-C140-95DF-D9401FAC30AC,Unit B  Toilet,005,2.70,
1435,Zone,69A725AF-BBF8-BB40-ADBB-CCACA8576CEA,,,,23.45,13.94,ZON - 013,19.23,10.68,12.4,37.51,16.16,15.1,,,,3.0,4DF738EC-2862-324C-88CB-ABC6983B9D83,Unit B  Living,004,2.70,
1436,Zone,C730B685-33FF-7E45-AE80-DF2371AAABD7,,,,21.66,15.42,ZON - 013,19.23,14.66,12.4,20.33,16.01,15.1,,,,3.0,48AEC5B1-851D-D84B-97BB-5C4E3AE28901,Unit B  Shower,004,2.70,
1437,Zone,2720CA1C-326A-B045-B361-C7691757148A,,,,7.54,14.17,ZON - 013,5.94,10.41,12.4,11.83,16.16,15.1,,,,3.0,8691AC02-0EB9-7B43-8710-1E4694248766,Unit A  Living,004,2.70,
1438,Zone,B6EE676E-2E9F-1540-AAF1-DAA5F733A165,,,,8.78,15.41,ZON - 013,10.73,14.66,12.4,11.83,16.01,15.1,,,,3.0,13A0B65C-8BF7-0D4A-8AFC-AC6A2EA95354,Unit A  Shower,004,2.70,
1439,Zone,84CD0E2A-69B6-F447-AC38-0E5349734CEA,,,,9.23,13.35,ZON - 013,10.73,12.23,12.4,11.83,13.93,15.1,,,,3.0,573D248F-F322-C248-9BD1-15895F5D3C2A,Unit A  Toilet,004,2.70,
1440,Zone,8001FCA6-8CFF-FF45-A2BB-DD46EEB369D5,,,,15.34,11.32,ZON - 013,12.03,10.06,12.4,19.03,12.14,15.1,,,,3.0,E96C93A9-80CA-0444-8F4A-705C8F97D931,Lobby,004,2.70,
1441,Zone,24C02794-6214-4E4B-9532-BC04A5EBB5FF,,,,12.51,15.22,ZON - 013,12.03,14.06,12.4,13.03,16.01,15.1,,,,3.0,34584360-64BF-2046-9F8F-5E93F69231E9,Lobby,004,2.70,
1442,Zone,EEE51CEC-A613-A24A-844B-9A989D78E383,,,,12.5,13.51,ZON - 013,12.03,12.28,12.4,13.01,13.91,15.1,,,,3.0,714E2D5E-8385-F54C-978D-A6A07D102D2A,Lobby,004,2.70,
1443,Zone,D19DEF52-C70B-7B42-8AB2-109FD63A2788,,,,18.41,13.39,ZON - 013,18.03,12.28,12.4,19.03,13.91,15.1,,,,3.0,B033730A-A08C-3245-9573-12983B28AB18,Lobby,004,2.70,
1444,Zone,49557F35-39AD-D44B-8695-4E20A7702BA9,,,,18.37,15.24,ZON - 014,18.03,14.06,12.4,19.03,16.01,15.1,,,,3.0,02B1AB70-F759-264A-B40C-03CAF49048D1,Lobby,005,2.70,
1445,Zone,F9A807DA-3744-5F4E-AA9E-6ECDE88621BB,,,,38.17,15.14,ZON - 013,37.51,13.66,12.4,38.85,16.16,15.1,,,,3.0,C56F477D-1C06-6143-BC30-59C61FF4678C,Unit B  Terrace,004,2.70,
1446,Zone,1B66B177-270F-7244-A606-114B99937735,,,,21.77,12.76,ZON - 014,19.23,12.23,16.1,20.33,13.93,18.8,,,,3.0,C6D8DF76-8CE5-FE4C-A671-BB45E6FA9346,Unit B  Toilet,005,2.70,
1447,Zone,5CF9B129-F429-D548-A787-E5392B530209,,,,23.45,13.94,ZON - 013,19.23,10.68,16.1,37.51,16.16,18.8,,,,3.0,CEF27262-E1BF-8649-8753-660A5E371F79,Unit B  Living,004,2.70,
1448,Zone,AF232043-3B13-2A4D-9344-FCDBB6B85545,,,,21.66,15.42,ZON - 013,19.23,14.66,16.1,20.33,16.01,18.8,,,,3.0,81C4583A-54E4-3343-876B-149A634320FE,Unit B  Shower,004,2.70,
1449,Zone,E942C4C8-A585-6D49-982B-EAD5C42D934D,,,,7.54,14.17,ZON - 013,5.94,10.41,16.1,11.83,16.16,18.8,,,,3.0,446AB502-4377-654A-81AD-ACCD13FCD195,Unit A  Living,004,2.70,
1450,Zone,0081D9FD-FF72-D444-A771-950F76437F1A,,,,8.78,15.41,ZON - 013,10.73,14.66,16.1,11.83,16.01,18.8,,,,3.0,FF58EB54-1070-8541-B658-7B6831935773,Unit A  Shower,004,2.70,
1451,Zone,984E3809-CC2B-3548-A83A-A020CE58528A,,,,9.23,13.35,ZON - 013,10.73,12.23,16.1,11.83,13.93,18.8,,,,3.0,301C3B7A-73A6-3642-BEC2-129F71804335,Unit A  Toilet,004,2.70,
1452,Zone,F3A7FAF8-D951-5A4F-8CEF-B2B8DA83C686,,,,15.34,11.32,ZON - 013,12.03,10.06,16.1,19.03,12.14,18.8,,,,3.0,48EC079C-BB7D-2F47-AFE4-DE951D475149,Lobby,004,2.70,
1453,Zone,9C141838-5A79-814D-87B5-3411209A1C32,,,,12.51,15.22,ZON - 013,12.03,14.06,16.1,13.03,16.01,18.8,,,,3.0,5CEFB913-B449-744E-A68C-B5507169A536,Lobby,004,2.70,
1454,Zone,6B517A00-5AE1-ED48-94EE-A38BEA275DE6,,,,12.5,13.51,ZON - 013,12.03,12.28,16.1,13.01,13.91,18.8,,,,3.0,0E5F67E1-5F3A-D14F-9D1B-113A0147F6D9,Lobby,004,2.70,
1455,Zone,9E2277C4-E8CC-FA41-B3B6-B2BF604F26D5,,,,18.41,13.39,ZON - 013,18.03,12.28,16.1,19.03,13.91,18.8,,,,3.0,B703FF48-C748-624E-8C65-B26E69C565F7,Lobby,004,2.70,
1456,Zone,B2B8C577-8E79-AB4D-87DE-E28A20AA3351,,,,18.37,15.24,ZON - 014,18.03,14.06,16.1,19.03,16.01,18.8,,,,3.0,D1569F55-D741-024A-B875-4E4FAC30BB13,Lobby,005,2.70,
1457,Zone,C576D77A-1F4C-A14B-A0CB-3A52420AF670,,,,38.17,15.14,ZON - 013,37.51,13.66,16.1,38.85,16.16,18.8,,,,3.0,E195B94A-E5A3-104E-948E-6E2CA82D8AF5,Unit B  Terrace,004,2.70,
1458,Zone,5530AC6F-F892-AA41-B587-97EB32123B90,,,,21.77,12.76,ZON - 014,19.23,12.23,19.8,20.33,13.93,22.5,,,,3.0,FFE82CA2-7648-3A4A-A4C1-C94A813BB2EB,Unit B  Toilet,005,2.70,
1459,Zone,95C0287F-54C1-8F49-AF24-89E20D3ABAD3,,,,23.45,13.94,ZON - 013,19.23,10.68,19.8,37.51,16.16,22.5,,,,3.0,EF8CEE46-1DAD-8449-8EFC-000AA497726A,Unit B  Living,004,2.70,
1460,Zone,E6F85903-7560-624C-8E3F-CB4CDF6D501D,,,,21.66,15.42,ZON - 013,19.23,14.66,19.8,20.33,16.01,22.5,,,,3.0,A8149E09-9ECB-CA47-938D-E26B26A0D564,Unit B  Shower,004,2.70,
1461,Zone,088F691B-A628-0647-BB56-AF9FDC384099,,,,7.54,14.17,ZON - 013,5.94,10.41,19.8,11.83,16.16,22.5,,,,3.0,FEB0A94B-A26C-8045-9004-625B88642090,Unit A  Living,004,2.70,
1462,Zone,2E9E9B7B-B6CA-7840-A90B-261DB9F95471,,,,8.78,15.41,ZON - 013,10.73,14.66,19.8,11.83,16.01,22.5,,,,3.0,A6172A3A-DDED-AC45-BBF1-7167D814D968,Unit A  Shower,004,2.70,
1463,Zone,4FC56BC2-B076-D648-9C78-A76CDA769C82,,,,9.23,13.35,ZON - 013,10.73,12.23,19.8,11.83,13.93,22.5,,,,3.0,71EB6005-8B1C-5C48-A91C-217BDACF3960,Unit A  Toilet,004,2.70,
1464,Zone,8EA95C8F-6CD0-0144-8E20-D1FECC8A941C,,,,15.34,11.32,ZON - 013,12.03,10.06,19.8,19.03,12.14,22.5,,,,3.0,B1D1898F-B6DC-2445-BE5E-2563B3A171A7,Lobby,004,2.70,
1465,Zone,A1C1E5ED-0CBD-5442-8CCC-43340BB4BCC5,,,,12.51,15.22,ZON - 013,12.03,14.06,19.8,13.03,16.01,22.5,,,,3.0,A51AAE7F-8337-634E-BB4B-0382DE853A09,Lobby,004,2.70,
1466,Zone,F835B315-4E09-DA4D-B5DF-B3484E9BDE21,,,,12.5,13.51,ZON - 013,12.03,12.28,19.8,13.01,13.91,22.5,,,,3.0,763680C9-DF19-9940-AC31-1E94C685A1C4,Lobby,004,2.70,
1467,Zone,5BC8BD1A-7893-174D-8798-4FD5C246806B,,,,18.41,13.39,ZON - 013,18.03,12.28,19.8,19.03,13.91,22.5,,,,3.0,5CD4266D-FD9A-6C4C-BF06-91143D25FF03,Lobby,004,2.70,
1468,Zone,4E85A395-E6E5-E946-918A-A90DED86CA14,,,,18.37,15.24,ZON - 014,18.03,14.06,19.8,19.03,16.01,22.5,,,,3.0,E8008D30-49EC-B343-9AAC-870E340C985F,Lobby,005,2.70,
1469,Zone,ECC36D42-714E-314C-9389-2AF1ECEC772F,,,,38.17,15.14,ZON - 013,37.51,13.66,19.8,38.85,16.16,22.5,,,,3.0,BC6CD396-70BA-F14F-957C-EB31E538A307,Unit B  Terrace,004,2.70,
1470,Zone,33A2E548-F320-3A44-973F-F7A9B8E170AC,,,,21.66,15.42,ZON - 013,19.23,14.66,23.5,20.33,16.01,26.2,,,,3.0,3E89DFAA-C318-B84A-B6D6-FEB22D5E0FAB,Terrace Storage,004,2.70,
1471,Zone,BD18CDBD-1B6C-FA44-9284-565D58B2E8AD,,,,8.78,15.41,ZON - 013,10.73,14.66,23.5,11.83,16.01,26.2,,,,3.0,E6FA16D8-C303-5942-BD75-CC327438DC31,Unit A  Shower,004,2.70,
1472,Zone,975E13FB-91D4-6D42-8618-399BDEE7555F,,,,9.23,13.35,ZON - 013,10.73,12.23,23.5,11.83,13.93,26.2,,,,3.0,CA0E2A7E-522F-2144-ADD8-C0EE2E3E9724,Unit A  Toilet,004,2.70,
1473,Zone,3DCDBCEB-A9C5-A649-89EF-BCC7B00F9842,,,,15.34,11.32,ZON - 013,12.03,10.06,23.5,19.03,12.14,26.2,,,,3.0,BA86F7DE-038D-E24F-B777-7DCCBA694C6A,Lobby,004,2.70,
1474,Zone,9DAB4F0C-398A-1344-94C1-C069DEA47EA5,,,,12.51,15.22,ZON - 013,12.03,14.06,23.5,13.03,16.01,26.2,,,,3.0,38FD3EC0-9075-B34D-B9FD-82FD4ABC8856,Lobby,004,2.70,
1475,Zone,F3BA1771-75E5-3444-AF67-3A77A56E8C43,,,,12.5,13.51,ZON - 013,12.03,12.28,23.5,13.01,13.91,26.2,,,,3.0,6ABF8B97-D7CE-6E4D-A8E5-890B662EE2F3,Lobby,004,2.70,
1476,Zone,1E616CD3-918C-434D-973E-9559C7D5F5FB,,,,18.41,13.39,ZON - 013,18.03,12.28,23.5,19.03,13.91,26.2,,,,3.0,C3495F0B-43B3-3842-AC0D-357AB3BFB707,Lobby,004,2.70,
1477,Zone,8EA948F2-7AF1-5E4D-9EDA-94455D486CA6,,,,18.37,15.24,ZON - 014,18.03,14.06,23.5,19.03,16.01,26.2,,,,3.0,AF7528D2-19BB-1D44-9ADB-78AFBF70D98B,Lobby,005,2.70,
1478,Zone,70E5874E-28CD-D845-8709-5EAAD7ACFFA8,,,,23.85,13.59,ZON - 013,19.23,10.83,23.5,38.75,16.06,26.2,,,,3.0,7D27D607-12E6-AF44-ACF0-A5375FCC6C76,Terrace,004,2.70,
1479,Zone,C32273C2-117C-0A46-8006-4D14053326FD,,,,21.77,12.76,ZON - 014,19.23,12.23,23.5,20.33,13.93,26.2,,,,3.0,FF85B7EC-1CB8-BF44-A1E5-327C86C2650C,Terrace Storage,005,2.70,
1480,Zone,99261F5E-AAD3-7143-83D7-44C576440FF6,,,,18.41,13.39,ZON - 013,18.03,12.28,27.2,19.03,13.91,29.9,,,,3.0,DB51B261-76F3-0B49-8EDE-01F9C4292010,Lobby,004,2.70,
1481,Zone,1CE89939-F0E0-2242-966D-B3EC62859E67,,,,18.37,15.24,ZON - 014,18.03,14.06,27.2,19.03,16.01,29.9,,,,3.0,97AEF975-16CA-7540-B578-F86DE781E87B,Lobby,005,2.70,
1482,Zone,6912D21D-9A15-1445-8F41-386757BF562C,,,,21.66,15.42,ZON - 013,19.23,14.66,27.2,20.33,16.01,29.9,,,,3.0,B2C5C610-ADFE-824A-A4F2-1DF977C22A05,Terrace Storage,004,2.70,
1483,Zone,D4C89EE3-5AD6-0543-B8DD-10A8FB9467AB,,,,7.54,14.17,ZON - 013,5.94,10.41,27.2,11.83,16.16,29.9,,,,3.0,5EC30BB8-E5B4-1843-8194-EEE385BEAB60,Unit A  Living,004,2.70,
1484,Zone,00A4749A-5DD5-3A47-B3B4-9C9E05422C20,,,,8.78,15.41,ZON - 013,10.73,14.66,27.2,11.83,16.01,29.9,,,,3.0,014419FB-6E52-6341-94DB-E81F586559CD,Unit A  Shower,004,2.70,
1485,Zone,38837D06-21F7-C146-B31D-966D1D189097,,,,9.23,13.35,ZON - 013,10.73,12.23,27.2,11.83,13.93,29.9,,,,3.0,B010D09A-D3B1-8149-B0DF-4AF5C62FC2A1,Unit A  Toilet,004,2.70,
1486,Zone,599AFDB2-9BBA-194A-947F-5E845BC9654F,,,,15.34,11.32,ZON - 013,12.03,10.06,27.2,19.03,12.14,29.9,,,,3.0,919B9140-291D-B846-961E-5F01B3D9943D,Lobby,004,2.70,
1487,Zone,DFC3EC70-B4B7-9E4B-9DE6-25ECF742751B,,,,12.51,15.22,ZON - 013,12.03,14.06,27.2,13.03,16.01,29.9,,,,3.0,1F185F5E-98E5-0446-80A6-657D3BDDDDA2,Lobby,004,2.70,
1488,Zone,D40E8A01-6D55-244E-9921-03E3D26D2844,,,,12.5,13.51,ZON - 013,12.03,12.28,27.2,13.01,13.91,29.9,,,,3.0,87C537E8-D30A-B548-B309-49C7F77CE4D0,Lobby,004,2.70,
1489,Zone,CB98F24A-F736-294C-868B-9B8C362C930C,,,,21.77,12.76,ZON - 014,19.23,12.23,27.2,20.33,13.93,29.9,,,,3.0,B4868A8D-F52A-CC49-AE9F-C60ED1291014,Terrace Storage,005,2.70,
1490,Zone,7E975E87-13D8-4342-9E9A-0E679CB363FB,,,,23.41,13.68,ZON - 013,19.23,10.68,27.2,27.74,16.16,29.9,,,,3.0,E45D682E-0C11-D44B-95DA-C791CC709317,Terrace,004,2.70,
1491,Zone,46755A64-E7B8-C544-AFC7-7B08455C5538,,,,9.08,13.78,ZON - 013,5.94,10.41,23.5,11.83,16.16,26.2,,,,3.0,847DA774-0DED-2A4F-AF84-E2AF74990136,Unit A  Living,004,2.70,
1492,Zone,3C339488-9321-F643-A59B-B3C72582A672,,,,21.77,12.76,ZON - 014,19.23,12.23,30.9,20.33,13.93,33.6,,,,3.0,470F622E-CE6C-5041-AF1C-99F2FDE16392,Unit B  Toilet,005,2.70,
