edge_id,node1_id,node2_id,distance,type
1,276,277,0.0,spatial
2,240,275,0.0,spatial
3,234,293,0.0,spatial
4,419,423,0.0,spatial
5,413,414,0.0,spatial
6,295,331,0.0,spatial
7,378,384,0.0,spatial
8,422,470,0.0,spatial
9,364,368,0.0,spatial
10,356,363,0.0,spatial
11,422,473,0.0,spatial
12,273,279,0.0,spatial
13,374,378,0.0,spatial
14,345,346,0.0,spatial
15,243,244,0.0,spatial
16,257,297,0.0,spatial
17,267,268,0.0,spatial
18,237,279,0.0,spatial
19,483,484,0.0,spatial
20,237,272,0.0,spatial
21,384,385,0.0,spatial
22,351,362,0.0,spatial
23,363,377,0.0,spatial
24,346,348,0.0,spatial
25,371,382,0.0,spatial
26,381,385,0.0,spatial
27,207,274,0.0,spatial
28,355,362,0.0,spatial
29,228,250,0.0,spatial
30,366,383,0.0,spatial
31,338,341,0.0,spatial
32,303,379,0.0,spatial
33,275,482,0.0,spatial
34,193,201,0.0,spatial
35,196,495,0.0,spatial
36,354,363,0.0,spatial
37,235,246,0.0,spatial
38,277,405,0.0,spatial
39,247,298,0.0,spatial
40,303,348,0.0,spatial
41,303,334,0.0,spatial
42,357,380,0.0,spatial
43,296,331,0.0,spatial
44,240,276,0.0,spatial
45,277,303,0.0,spatial
46,348,354,0.0,spatial
47,369,383,0.0,spatial
48,341,347,0.0,spatial
49,457,458,0.0,spatial
50,218,271,0.0,spatial
51,361,382,0.0,spatial
52,271,485,0.0,spatial
53,352,355,0.0,spatial
54,253,479,0.0,spatial
55,410,413,0.0,spatial
56,255,486,0.0,spatial
57,374,379,0.0,spatial
58,349,360,0.0,spatial
59,397,399,0.0,spatial
60,271,480,0.0,spatial
61,252,298,0.0,spatial
62,221,224,0.0,spatial
63,235,332,0.0,spatial
64,384,386,0.0,spatial
65,351,363,0.0,spatial
66,367,369,0.0,spatial
67,381,386,0.0,spatial
68,355,363,0.0,spatial
69,378,387,0.0,spatial
70,190,191,0.0,spatial
71,388,389,0.0,spatial
72,215,285,0.0,spatial
73,428,429,0.0,spatial
74,383,389,0.0,spatial
75,260,478,0.0,spatial
76,344,346,0.0,spatial
77,359,364,0.0,spatial
78,397,398,0.0,spatial
79,393,416,0.0,spatial
80,302,423,0.0,spatial
81,345,349,0.0,spatial
82,264,278,0.0,spatial
83,356,366,0.0,spatial
84,264,481,0.0,spatial
85,411,414,0.0,spatial
86,387,393,0.0,spatial
87,378,382,0.0,spatial
88,348,351,0.0,spatial
89,363,366,0.0,spatial
90,347,358,0.0,spatial
91,369,384,0.0,spatial
92,387,388,0.0,spatial
93,259,406,0.0,spatial
94,303,343,0.0,spatial
95,244,333,0.0,spatial
96,293,421,0.0,spatial
97,450,451,0.0,spatial
98,277,484,0.0,spatial
99,386,392,0.0,spatial
100,371,378,0.0,spatial
101,407,411,0.0,spatial
102,323,328,0.0,spatial
103,418,419,0.0,spatial
104,229,258,0.0,spatial
105,210,258,0.0,spatial
106,295,487,0.0,spatial
107,380,383,0.0,spatial
108,353,357,0.0,spatial
109,247,488,0.0,spatial
110,240,482,0.0,spatial
111,240,277,0.0,spatial
112,419,479,0.0,spatial
113,367,370,0.0,spatial
114,186,187,0.0,spatial
115,262,273,0.0,spatial
116,382,383,0.0,spatial
117,361,364,0.0,spatial
118,253,265,0.0,spatial
119,205,261,0.0,spatial
120,357,361,0.0,spatial
121,474,476,0.0,spatial
122,233,423,0.0,spatial
123,360,366,0.0,spatial
124,208,210,0.0,spatial
125,405,408,0.0,spatial
126,362,381,0.0,spatial
127,233,264,0.0,spatial
128,258,280,0.0,spatial
129,374,377,0.0,spatial
130,238,417,0.0,spatial
131,314,322,0.0,spatial
132,372,376,0.0,spatial
133,225,226,0.0,spatial
134,257,266,0.0,spatial
135,339,341,0.0,spatial
136,421,503,0.0,spatial
137,371,379,0.0,spatial
138,340,346,0.0,spatial
139,207,271,0.0,spatial
140,408,413,0.0,spatial
141,378,388,0.0,spatial
142,368,380,0.0,spatial
143,356,367,0.0,spatial
144,348,359,0.0,spatial
145,380,384,0.0,spatial
146,363,367,0.0,spatial
147,254,262,0.0,spatial
148,350,363,0.0,spatial
149,344,349,0.0,spatial
150,249,478,0.0,spatial
151,399,401,0.0,spatial
152,260,275,0.0,spatial
153,348,349,0.0,spatial
154,375,387,0.0,spatial
155,303,478,0.0,spatial
156,355,380,0.0,spatial
157,271,423,0.0,spatial
158,298,418,0.0,spatial
159,366,382,0.0,spatial
160,250,482,0.0,spatial
161,250,277,0.0,spatial
162,382,384,0.0,spatial
163,368,375,0.0,spatial
164,368,371,0.0,spatial
165,346,357,0.0,spatial
166,370,374,0.0,spatial
167,270,503,0.0,spatial
168,277,487,0.0,spatial
169,208,280,0.0,spatial
170,356,361,0.0,spatial
171,267,480,0.0,spatial
172,375,382,0.0,spatial
173,223,229,0.0,spatial
174,295,482,0.0,spatial
175,328,329,0.0,spatial
176,419,501,0.0,spatial
177,349,362,0.0,spatial
178,303,357,0.0,spatial
179,258,502,0.0,spatial
180,293,485,0.0,spatial
181,360,367,0.0,spatial
182,210,284,0.0,spatial
183,387,416,0.0,spatial
184,423,479,0.0,spatial
185,277,279,0.0,spatial
186,475,476,0.0,spatial
187,472,474,0.0,spatial
188,387,390,0.0,spatial
189,350,353,0.0,spatial
190,377,380,0.0,spatial
191,207,263,0.0,spatial
192,383,384,0.0,spatial
193,303,385,0.0,spatial
194,214,280,0.0,spatial
195,207,232,0.0,spatial
196,354,361,0.0,spatial
197,260,276,0.0,spatial
198,216,225,0.0,spatial
199,278,280,0.0,spatial
200,364,380,0.0,spatial
201,400,403,0.0,spatial
202,208,264,0.0,spatial
203,211,287,0.0,spatial
204,368,372,0.0,spatial
205,378,379,0.0,spatial
206,403,407,0.0,spatial
207,379,390,0.0,spatial
208,360,369,0.0,spatial
209,260,279,0.0,spatial
210,296,482,0.0,spatial
211,398,399,0.0,spatial
212,371,377,0.0,spatial
213,384,392,0.0,spatial
214,385,393,0.0,spatial
215,332,421,0.0,spatial
216,381,392,0.0,spatial
217,225,258,0.0,spatial
218,349,363,0.0,spatial
219,303,358,0.0,spatial
220,263,503,0.0,spatial
221,219,272,0.0,spatial
222,476,477,0.0,spatial
223,372,381,0.0,spatial
224,238,250,0.0,spatial
225,248,421,0.0,spatial
226,353,356,0.0,spatial
227,255,296,0.0,spatial
228,374,385,0.0,spatial
229,345,353,0.0,spatial
230,258,483,0.0,spatial
231,376,381,0.0,spatial
232,260,292,0.0,spatial
233,239,478,0.0,spatial
234,366,378,0.0,spatial
235,318,319,0.0,spatial
236,411,412,0.0,spatial
237,211,280,0.0,spatial
238,351,361,0.0,spatial
239,266,502,0.0,spatial
240,261,483,0.0,spatial
241,355,361,0.0,spatial
242,224,240,0.0,spatial
243,277,482,0.0,spatial
244,263,264,0.0,spatial
245,246,423,0.0,spatial
246,368,383,0.0,spatial
247,402,404,0.0,spatial
248,303,386,0.0,spatial
249,375,378,0.0,spatial
250,358,365,0.0,spatial
251,390,392,0.0,spatial
252,213,214,0.0,spatial
253,228,482,0.0,spatial
254,228,277,0.0,spatial
255,314,321,0.0,spatial
256,358,360,0.0,spatial
257,227,234,0.0,spatial
258,388,392,0.0,spatial
259,423,501,0.0,spatial
260,362,383,0.0,spatial
261,213,273,0.0,spatial
262,265,480,0.0,spatial
263,252,419,0.0,spatial
264,379,391,0.0,spatial
265,372,380,0.0,spatial
266,250,259,0.0,spatial
267,264,485,0.0,spatial
268,262,483,0.0,spatial
269,245,298,0.0,spatial
270,264,480,0.0,spatial
271,341,345,0.0,spatial
272,235,488,0.0,spatial
273,292,482,0.0,spatial
274,421,484,0.0,spatial
275,260,482,0.0,spatial
276,471,476,0.0,spatial
277,254,270,0.0,spatial
278,357,382,0.0,spatial
279,396,398,0.0,spatial
280,372,375,0.0,spatial
281,215,264,0.0,spatial
282,385,417,0.0,spatial
283,267,423,0.0,spatial
284,271,479,0.0,spatial
285,241,422,0.0,spatial
286,422,476,0.0,spatial
287,374,386,0.0,spatial
288,258,484,0.0,spatial
289,359,381,0.0,spatial
290,343,346,0.0,spatial
291,262,331,0.0,spatial
292,366,379,0.0,spatial
293,479,502,0.0,spatial
294,201,202,0.0,spatial
295,293,423,0.0,spatial
296,194,490,0.0,spatial
297,338,342,0.0,spatial
298,402,405,0.0,spatial
299,375,379,0.0,spatial
300,377,383,0.0,spatial
301,234,298,0.0,spatial
302,379,381,0.0,spatial
303,205,212,0.0,spatial
304,370,376,0.0,spatial
305,243,422,0.0,spatial
306,233,265,0.0,spatial
307,380,388,0.0,spatial
308,236,262,0.0,spatial
309,406,409,0.0,spatial
310,365,380,0.0,spatial
311,369,379,0.0,spatial
312,344,353,0.0,spatial
313,226,280,0.0,spatial
314,213,280,0.0,spatial
315,342,346,0.0,spatial
316,303,356,0.0,spatial
317,231,273,0.0,spatial
318,443,444,0.0,spatial
319,358,368,0.0,spatial
320,382,393,0.0,spatial
321,347,351,0.0,spatial
