node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,zone_stamp_guid,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
18,DimNode 17,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,EB4B083F-F6F9-47B9-8D41-311FE0D91FA9,0.00,0.00,35.64,-0.15,Dim Node 17,35.63,-0.15,0.0,35.64,-0.14,0.0,,,,,,,,,,
19,DimNode 18,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,EB4B083F-F6F9-47B9-8D41-311FE0D91FA9,10,0.10,35.74,-0.15,Dim Node 18,35.73,-0.15,0.0,35.74,-0.14,0.0,,,,,,,,,,
20,DimNode 19,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,EB4B083F-F6F9-47B9-8D41-311FE0D91FA9,0.00,0.00,35.74,-0.15,Dim Node 19,35.73,-0.15,0.0,35.74,-0.14,0.0,,,,,,,,,,
21,DimNode 20,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,0CBA2620-8152-465A-81D9-6EDBE1E0405A,2.10,2.10,37.84,-0.15,Dim Node 20,37.83,-0.15,0.0,37.84,-0.14,0.0,,,,,,,,,,
22,DimNode 21,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,0CBA2620-8152-465A-81D9-6EDBE1E0405A,0.00,0.00,37.84,-0.15,Dim Node 21,37.83,-0.15,0.0,37.84,-0.14,0.0,,,,,,,,,,
23,DimNode 22,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,0CBA2620-8152-465A-81D9-6EDBE1E0405A,10,0.10,37.94,-0.15,Dim Node 22,37.93,-0.15,0.0,37.94,-0.14,0.0,,,,,,,,,,
24,DimNode 23,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,0CBA2620-8152-465A-81D9-6EDBE1E0405A,0.00,0.00,37.94,-0.15,Dim Node 23,37.93,-0.15,0.0,37.94,-0.14,0.0,,,,,,,,,,
25,DimNode 24,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,713971A4-0BD6-4292-9A82-686BC64ADD9C,1.55,1.55,39.49,-0.15,Dim Node 24,39.48,-0.15,0.0,39.49,-0.14,0.0,,,,,,,,,,
26,DimNode 25,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,713971A4-0BD6-4292-9A82-686BC64ADD9C,0.00,0.00,39.49,-0.15,Dim Node 25,39.48,-0.15,0.0,39.49,-0.14,0.0,,,,,,,,,,
27,DimNode 26,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,713971A4-0BD6-4292-9A82-686BC64ADD9C,15,0.15,39.64,-0.15,Dim Node 26,39.63,-0.15,0.0,39.64,-0.14,0.0,,,,,,,,,,
28,DimNode 27,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,713971A4-0BD6-4292-9A82-686BC64ADD9C,0.00,0.00,39.64,-0.15,Dim Node 27,39.63,-0.15,0.0,39.64,-0.14,0.0,,,,,,,,,,
29,DimNode 28,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,458A5C7E-122C-4BC6-87F1-BEBA735FF647,8.12,8.12,47.76,-0.15,Dim Node 28,47.75,-0.15,0.0,47.76,-0.14,0.0,,,,,,,,,,
30,DimNode 29,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,458A5C7E-122C-4BC6-87F1-BEBA735FF647,0.00,0.00,47.76,-0.15,Dim Node 29,47.75,-0.15,0.0,47.76,-0.14,0.0,,,,,,,,,,
31,DimNode 30,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,25,0.25,48.01,-0.15,Dim Node 30,48.0,-0.15,0.0,48.01,-0.14,0.0,,,,,,,,,,
32,DimNode 31,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,458A5C7E-122C-4BC6-87F1-BEBA735FF647,0.00,0.00,48.01,-0.15,Dim Node 31,48.0,-0.15,0.0,48.01,-0.14,0.0,,,,,,,,,,
33,DimNode 32,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,458A5C7E-122C-4BC6-87F1-BEBA735FF647,16,0.16,48.17,-0.15,Dim Node 32,48.16,-0.15,0.0,48.17,-0.14,0.0,,,,,,,,,,
34,Dimension,3CE6F1DB-BAB5-4E5C-9A59-621B6D0FC3A1,,,21.99,,,Dim 2,26.14,-0.2,0.0,48.2,-0.1,0.0,,,,,,,,,,
35,DimNode 33,AD67D18E-1571-4EC1-BEDB-7FC33A558991,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,48.17,-1.65,Dim Node 33,48.16,-1.65,0.0,48.17,-1.64,0.0,,,,,,,,,,
36,DimNode 34,AD67D18E-1571-4EC1-BEDB-7FC33A558991,CE3B984F-345C-4B4F-9D17-A441037C58D7,21.99,21.99,26.17,-1.65,Dim Node 34,26.17,-1.65,0.0,26.18,-1.64,0.0,,,,,,,,,,
37,Dimension,AD67D18E-1571-4EC1-BEDB-7FC33A558991,,,21.99,,,Dim 3,26.14,-1.7,0.0,48.2,-1.6,0.0,,,,,,,,,,
38,DimNode 35,2DC70E59-35C5-48A9-B2BD-37838511E49E,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,48.17,-1.15,Dim Node 35,48.16,-1.15,0.0,48.17,-1.14,0.0,,,,,,,,,,
39,DimNode 36,2DC70E59-35C5-48A9-B2BD-37838511E49E,2E7E5D47-9613-46DA-A342-55D607440A2A,5.53,5.53,42.64,-1.15,Dim Node 36,42.63,-1.15,0.0,42.64,-1.14,0.0,,,,,,,,,,
40,DimNode 37,2DC70E59-35C5-48A9-B2BD-37838511E49E,2E7E5D47-9613-46DA-A342-55D607440A2A,2.98,2.98,39.66,-1.15,Dim Node 37,39.65,-1.15,0.0,39.66,-1.14,0.0,,,,,,,,,,
41,DimNode 38,2DC70E59-35C5-48A9-B2BD-37838511E49E,C0FFCC2E-D2A8-47BD-B5A8-183FB4B1FB89,2.11,2.11,37.55,-1.15,Dim Node 38,37.54,-1.15,0.0,37.55,-1.14,0.0,,,,,,,,,,
42,DimNode 39,2DC70E59-35C5-48A9-B2BD-37838511E49E,81F84515-FBB7-4FAD-A885-D71269459023,5.19,5.19,32.36,-1.15,Dim Node 39,32.35,-1.15,0.0,32.36,-1.14,0.0,,,,,,,,,,
43,DimNode 40,2DC70E59-35C5-48A9-B2BD-37838511E49E,81F84515-FBB7-4FAD-A885-D71269459023,60,0.60,31.76,-1.15,Dim Node 40,31.75,-1.15,0.0,31.76,-1.14,0.0,,,,,,,,,,
44,DimNode 41,2DC70E59-35C5-48A9-B2BD-37838511E49E,6A8B7F2C-BD49-4484-B6D6-6441A1397E0E,4.68,4.68,27.08,-1.15,Dim Node 41,27.08,-1.15,0.0,27.09,-1.14,0.0,,,,,,,,,,
45,DimNode 42,2DC70E59-35C5-48A9-B2BD-37838511E49E,CE3B984F-345C-4B4F-9D17-A441037C58D7,91,0.91,26.17,-1.15,Dim Node 42,26.17,-1.15,0.0,26.18,-1.14,0.0,,,,,,,,,,
46,Dimension,2DC70E59-35C5-48A9-B2BD-37838511E49E,,,21.99,,,Dim 4,26.14,-1.2,0.0,48.2,-1.1,0.0,,,,,,,,,,
47,DimNode 43,77C7D32E-FC75-4F07-8AF7-1D20386E707D,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,48.01,-0.65,Dim Node 43,48.0,-0.65,0.0,48.01,-0.64,0.0,,,,,,,,,,
48,DimNode 44,77C7D32E-FC75-4F07-8AF7-1D20386E707D,FF28A4AB-1076-4B07-9609-6B944E91272E,6.87,6.87,41.14,-0.65,Dim Node 44,41.13,-0.65,0.0,41.14,-0.64,0.0,,,,,,,,,,
49,DimNode 45,77C7D32E-FC75-4F07-8AF7-1D20386E707D,225CB577-DF8B-4998-82AF-1BEE32461CCC,2.50,2.50,38.64,-0.65,Dim Node 45,38.63,-0.65,0.0,38.64,-0.64,0.0,,,,,,,,,,
50,DimNode 46,77C7D32E-FC75-4F07-8AF7-1D20386E707D,105D8986-B8EA-4CBA-BB07-1CC4780EABBD,1.62,1.62,37.02,-0.65,Dim Node 46,37.01,-0.65,0.0,37.02,-0.64,0.0,,,,,,,,,,
51,DimNode 47,77C7D32E-FC75-4F07-8AF7-1D20386E707D,3DC2468A-3FA6-4671-8305-9E263DDA541D,2.66,2.66,34.36,-0.65,Dim Node 47,34.35,-0.65,0.0,34.36,-0.64,0.0,,,,,,,,,,
52,DimNode 48,77C7D32E-FC75-4F07-8AF7-1D20386E707D,0407528B-8080-49A9-A73A-8671BEEEF435,2.82,2.82,31.54,-0.65,Dim Node 48,31.53,-0.65,0.0,31.54,-0.64,0.0,,,,,,,,,,
53,DimNode 49,77C7D32E-FC75-4F07-8AF7-1D20386E707D,1F7CEE8D-8730-4E23-BD4F-2EB24182C6A2,3.08,3.08,28.46,-0.65,Dim Node 49,28.46,-0.65,0.0,28.47,-0.64,0.0,,,,,,,,,,
54,DimNode 50,77C7D32E-FC75-4F07-8AF7-1D20386E707D,CE3B984F-345C-4B4F-9D17-A441037C58D7,2.13,2.13,26.33,-0.65,Dim Node 50,26.33,-0.65,0.0,26.34,-0.64,0.0,,,,,,,,,,
55,Dimension,77C7D32E-FC75-4F07-8AF7-1D20386E707D,,,21.67,,,Dim 5,26.3,-0.7,0.0,48.04,-0.6,0.0,,,,,,,,,,
56,DimNode 51,B574CE06-B230-4819-A8CA-3C2ABF80BC92,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,51.11,2.41,Dim Node 51,51.11,2.4,0.0,51.12,2.41,0.0,,,,,,,,,,
57,DimNode 52,B574CE06-B230-4819-A8CA-3C2ABF80BC92,2D72B78D-372A-48A5-A65D-ED6F47869A8E,8.02,8.02,51.11,10.43,Dim Node 52,51.11,10.42,0.0,51.12,10.43,0.0,,,,,,,,,,
58,Dimension,B574CE06-B230-4819-A8CA-3C2ABF80BC92,,,8.02,,,Dim 6,51.06,2.38,0.0,51.16,10.46,0.0,,,,,,,,,,
59,DimNode 53,4B99776D-922F-4451-885D-F703BD16CC20,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,50.11,2.57,Dim Node 53,50.11,2.56,0.0,50.12,2.57,0.0,,,,,,,,,,
60,DimNode 54,4B99776D-922F-4451-885D-F703BD16CC20,9C27690A-FC0A-4CF0-8662-1F8D9649BB08,2.25,2.25,50.11,4.82,Dim Node 54,50.11,4.81,0.0,50.12,4.82,0.0,,,,,,,,,,
61,DimNode 55,4B99776D-922F-4451-885D-F703BD16CC20,B2ADCBA2-CD86-4E73-A81A-830C4D8A013A,4.01,4.01,50.11,8.83,Dim Node 55,50.11,8.82,0.0,50.12,8.83,0.0,,,,,,,,,,
62,DimNode 56,4B99776D-922F-4451-885D-F703BD16CC20,128AEB92-7789-4BD2-829B-CD65688081B2,1.44,1.44,50.11,10.27,Dim Node 56,50.11,10.26,0.0,50.12,10.27,0.0,,,,,,,,,,
63,Dimension,4B99776D-922F-4451-885D-F703BD16CC20,,,7.70,,,Dim 7,50.07,2.54,0.0,50.16,10.3,0.0,,,,,,,,,,
64,DimNode 57,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,49.61,2.41,Dim Node 57,49.61,2.4,0.0,49.62,2.41,0.0,,,,,,,,,,
65,DimNode 58,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,49.61,2.41,Dim Node 58,49.61,2.4,0.0,49.62,2.41,0.0,,,,,,,,,,
66,DimNode 59,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,16,0.16,49.61,2.57,Dim Node 59,49.61,2.56,0.0,49.62,2.57,0.0,,,,,,,,,,
67,DimNode 60,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,49.61,2.57,Dim Node 60,49.61,2.56,0.0,49.62,2.57,0.0,,,,,,,,,,
68,DimNode 61,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,25,0.25,49.61,2.82,Dim Node 61,49.61,2.81,0.0,49.62,2.82,0.0,,,,,,,,,,
69,DimNode 62,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,0.00,0.00,49.61,2.82,Dim Node 62,49.61,2.81,0.0,49.62,2.82,0.0,,,,,,,,,,
70,DimNode 63,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,DD1927D1-0F46-42BD-8ABE-4ACEF4BB01F7,4.02,4.02,49.61,6.84,Dim Node 63,49.61,6.83,0.0,49.62,6.84,0.0,,,,,,,,,,
71,DimNode 64,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,DD1927D1-0F46-42BD-8ABE-4ACEF4BB01F7,0.00,0.00,49.61,6.84,Dim Node 64,49.61,6.83,0.0,49.62,6.84,0.0,,,,,,,,,,
72,DimNode 65,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,81E97FFE-BBBF-4D8F-BC28-3960C5506309,25,0.25,49.61,7.09,Dim Node 65,49.61,7.08,0.0,49.62,7.09,0.0,,,,,,,,,,
73,DimNode 66,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,DD1927D1-0F46-42BD-8ABE-4ACEF4BB01F7,0.00,0.00,49.61,7.09,Dim Node 66,49.61,7.08,0.0,49.62,7.09,0.0,,,,,,,,,,
74,DimNode 67,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,DD1927D1-0F46-42BD-8ABE-4ACEF4BB01F7,16,0.16,49.61,7.25,Dim Node 67,49.61,7.24,0.0,49.62,7.25,0.0,,,,,,,,,,
75,DimNode 68,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,128AEB92-7789-4BD2-829B-CD65688081B2,2.77,2.77,49.61,10.02,Dim Node 68,49.61,10.01,0.0,49.62,10.02,0.0,,,,,,,,,,
76,DimNode 69,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,128AEB92-7789-4BD2-829B-CD65688081B2,0.00,0.00,49.61,10.02,Dim Node 69,49.61,10.01,0.0,49.62,10.02,0.0,,,,,,,,,,
77,DimNode 70,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,128AEB92-7789-4BD2-829B-CD65688081B2,25,0.25,49.61,10.27,Dim Node 70,49.61,10.26,0.0,49.62,10.27,0.0,,,,,,,,,,
78,DimNode 71,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,128AEB92-7789-4BD2-829B-CD65688081B2,0.00,0.00,49.61,10.27,Dim Node 71,49.61,10.26,0.0,49.62,10.27,0.0,,,,,,,,,,
79,DimNode 72,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,2D72B78D-372A-48A5-A65D-ED6F47869A8E,16,0.16,49.61,10.43,Dim Node 72,49.61,10.42,0.0,49.62,10.43,0.0,,,,,,,,,,
80,DimNode 73,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,128AEB92-7789-4BD2-829B-CD65688081B2,0.00,0.00,49.61,10.43,Dim Node 73,49.61,10.42,0.0,49.62,10.43,0.0,,,,,,,,,,
81,Dimension,C9C4E780-8B34-43BA-9450-D4A0A7CD3BDB,,,8.02,,,Dim 8,49.57,2.38,0.0,49.66,10.46,0.0,,,,,,,,,,
82,DimNode 74,2EA93E31-B88C-4C35-B8C4-984A653A8B85,250F91C1-D64E-4090-A3D0-3876C4109E88,0.00,0.00,26.17,12.84,Dim Node 74,26.17,12.84,0.0,26.18,12.85,0.0,,,,,,,,,,
83,DimNode 75,2EA93E31-B88C-4C35-B8C4-984A653A8B85,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,21.99,21.99,48.17,12.84,Dim Node 75,48.16,12.84,0.0,48.17,12.85,0.0,,,,,,,,,,
84,Dimension,2EA93E31-B88C-4C35-B8C4-984A653A8B85,,,21.99,,,Dim 9,26.14,12.8,0.0,48.2,12.89,0.0,,,,,,,,,,
85,DimNode 76,3E66D247-C5D2-4CF4-8F1F-2CED2D54FDFE,250F91C1-D64E-4090-A3D0-3876C4109E88,0.00,0.00,26.17,12.34,Dim Node 76,26.17,12.34,0.0,26.18,12.35,0.0,,,,,,,,,,
86,DimNode 77,3E66D247-C5D2-4CF4-8F1F-2CED2D54FDFE,43E55693-45A1-4736-BED0-124DA97FB0FB,5.78,5.78,31.95,12.34,Dim Node 77,31.94,12.34,0.0,31.95,12.35,0.0,,,,,,,,,,
87,DimNode 78,3E66D247-C5D2-4CF4-8F1F-2CED2D54FDFE,128AEB92-7789-4BD2-829B-CD65688081B2,12.62,12.62,44.57,12.34,Dim Node 78,44.56,12.34,0.0,44.57,12.35,0.0,,,,,,,,,,
88,DimNode 79,3E66D247-C5D2-4CF4-8F1F-2CED2D54FDFE,BC1E7D39-C7F9-4371-AEF8-6046B3144D27,3.60,3.60,48.17,12.34,Dim Node 79,48.16,12.34,0.0,48.17,12.35,0.0,,,,,,,,,,
89,Dimension,3E66D247-C5D2-4CF4-8F1F-2CED2D54FDFE,,,21.99,,,Dim 10,26.14,12.3,0.0,48.2,12.39,0.0,,,,,,,,,,
90,DimNode 80,A6E319F0-F102-42EF-9DAC-7B332D0477B8,CE3B984F-345C-4B4F-9D17-A441037C58D7,0.00,0.00,26.33,11.84,Dim Node 80,26.33,11.84,0.0,26.34,11.85,0.0,,,,,,,,,,
91,DimNode 81,A6E319F0-F102-42EF-9DAC-7B332D0477B8,43E55693-45A1-4736-BED0-124DA97FB0FB,5.78,5.78,32.11,11.84,Dim Node 81,32.1,11.84,0.0,32.11,11.85,0.0,,,,,,,,,,
92,DimNode 82,A6E319F0-F102-42EF-9DAC-7B332D0477B8,831C3AC2-D749-49DF-AF42-445C025AC17A,6.41,6.41,38.52,11.84,Dim Node 82,38.51,11.84,0.0,38.52,11.85,0.0,,,,,,,,,,
93,DimNode 83,A6E319F0-F102-42EF-9DAC-7B332D0477B8,128AEB92-7789-4BD2-829B-CD65688081B2,5.89,5.89,44.41,11.84,Dim Node 83,44.4,11.84,0.0,44.41,11.85,0.0,,,,,,,,,,
94,DimNode 84,A6E319F0-F102-42EF-9DAC-7B332D0477B8,FC910A8C-4972-4190-80FB-00EE72C39BDC,2.37,2.37,46.78,11.84,Dim Node 84,46.78,11.84,0.0,46.79,11.85,0.0,,,,,,,,,,
95,DimNode 85,A6E319F0-F102-42EF-9DAC-7B332D0477B8,9C27690A-FC0A-4CF0-8662-1F8D9649BB08,1.23,1.22,48.01,11.84,Dim Node 85,48.0,11.84,0.0,48.01,11.85,0.0,,,,,,,,,,
96,Dimension,A6E319F0-F102-42EF-9DAC-7B332D0477B8,,,21.67,,,Dim 11,26.3,11.8,0.0,48.04,11.89,0.0,,,,,,,,,,
97,DimNode 86,143ED80E-1435-4B34-8121-040B2196CEF5,250F91C1-D64E-4090-A3D0-3876C4109E88,0.00,0.00,26.17,11.34,Dim Node 86,26.17,11.34,0.0,26.18,11.35,0.0,,,,,,,,,,
98,DimNode 87,143ED80E-1435-4B34-8121-040B2196CEF5,CE3B984F-345C-4B4F-9D17-A441037C58D7,0.00,0.00,26.17,11.34,Dim Node 87,26.17,11.34,0.0,26.18,11.35,0.0,,,,,,,,,,
99,DimNode 88,143ED80E-1435-4B34-8121-040B2196CEF5,CE3B984F-345C-4B4F-9D17-A441037C58D7,16,0.16,26.33,11.34,Dim Node 88,26.33,11.34,0.0,26.34,11.35,0.0,,,,,,,,,,
100,DimNode 89,143ED80E-1435-4B34-8121-040B2196CEF5,CE3B984F-345C-4B4F-9D17-A441037C58D7,25,0.25,26.58,11.34,Dim Node 89,26.58,11.34,0.0,26.59,11.35,0.0,,,,,,,,,,
101,DimNode 90,143ED80E-1435-4B34-8121-040B2196CEF5,CE3B984F-345C-4B4F-9D17-A441037C58D7,0.00,0.00,26.58,11.34,Dim Node 90,26.58,11.34,0.0,26.59,11.35,0.0,,,,,,,,,,
102,DimNode 91,143ED80E-1435-4B34-8121-040B2196CEF5,34FDC9B4-3793-4C0D-AC6D-8A09095C1636,5.37,5.37,31.95,11.34,Dim Node 91,31.94,11.34,0.0,31.95,11.35,0.0,,,,,,,,,,
103,DimNode 92,143ED80E-1435-4B34-8121-040B2196CEF5,34FDC9B4-3793-4C0D-AC6D-8A09095C1636,16,0.16,32.11,11.34,Dim Node 92,32.1,11.34,0.0,32.11,11.35,0.0,,,,,,,,,,
104,DimNode 93,143ED80E-1435-4B34-8121-040B2196CEF5,34FDC9B4-3793-4C0D-AC6D-8A09095C1636,25,0.25,32.36,11.34,Dim Node 93,32.35,11.34,0.0,32.36,11.35,0.0,,,,,,,,,,
105,DimNode 94,143ED80E-1435-4B34-8121-040B2196CEF5,34FDC9B4-3793-4C0D-AC6D-8A09095C1636,0.00,0.00,32.36,11.34,Dim Node 94,32.35,11.34,0.0,32.36,11.35,0.0,,,,,,,,,,
106,DimNode 95,143ED80E-1435-4B34-8121-040B2196CEF5,81E97FFE-BBBF-4D8F-BC28-3960C5506309,11.80,11.80,44.16,11.34,Dim Node 95,44.15,11.34,0.0,44.16,11.35,0.0,,,,,,,,,,
107,DimNode 96,143ED80E-1435-4B34-8121-040B2196CEF5,81E97FFE-BBBF-4D8F-BC28-3960C5506309,0.00,0.00,44.16,11.34,Dim Node 96,44.15,11.34,0.0,44.16,11.35,0.0,,,,,,,,,,
108,DimNode 97,143ED80E-1435-4B34-8121-040B2196CEF5,81E97FFE-BBBF-4D8F-BC28-3960C5506309,25,0.25,44.41,11.34,Dim Node 97,44.4,11.34,0.0,44.41,11.35,0.0,,,,,,,,,,
109,DimNode 98,143ED80E-1435-4B34-8121-040B2196CEF5,81E97FFE-BBBF-4D8F-BC28-3960C5506309,16,0.16,44.57,11.34,Dim Node 98,44.56,11.34,0.0,44.57,11.35,0.0,,,,,,,,,,
110,DimNode 99,143ED80E-1435-4B34-8121-040B2196CEF5,458A5C7E-122C-4BC6-87F1-BEBA735FF647,3.19,3.19,47.76,11.34,Dim Node 99,47.75,11.34,0.0,47.76,11.35,0.0,,,,,,,,,,
111,DimNode 100,143ED80E-1435-4B34-8121-040B2196CEF5,458A5C7E-122C-4BC6-87F1-BEBA735FF647,0.00,0.00,47.76,11.34,Dim Node 100,47.75,11.34,0.0,47.76,11.35,0.0,,,,,,,,,,
112,DimNode 101,143ED80E-1435-4B34-8121-040B2196CEF5,458A5C7E-122C-4BC6-87F1-BEBA735FF647,25,0.25,48.01,11.34,Dim Node 101,48.0,11.34,0.0,48.01,11.35,0.0,,,,,,,,,,
