node_id,element_type,guid,length,width,height,embedded_door_guid,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
1866,Slab,1A27E591-D16E-BD4C-AF62-BC7B40DE7322,,,,,SOLAIO 015,0,-47.88,49.27,0.12,-47.83,49.35,0.26,,,,,,,,
1867,Slab,95CDA132-715F-4340-9CA1-69FA320A5206,,,,,SOLAIO 015,0,-47.88,49.85,0.71,-47.83,49.93,0.85,,,,,,,,
1868,Slab,E4BDD015-0A8B-3A45-8E9B-790268F9FA25,,,,,SOLAIO 015,0,-47.99,48.53,0.11,-47.94,48.6,0.21,,,,,,,,
1869,Slab,221A077D-DF3B-C341-A5CC-888B1FB67FA2,,,,,SOLAIO 015,0,-48.06,48.53,0.11,-48.01,48.61,0.24,,,,,,,,
1870,Slab,A51AEF70-ED3F-814D-9875-C3600939024B,,,,,SOLAIO 015,0,-49.81,48.53,0.31,-49.76,48.6,0.41,,,,,,,,
1871,Slab,DD0698EB-E837-AE45-B288-B1465D6C41B4,,,,,SOLAIO 015,0,-49.89,48.53,0.31,-49.84,48.61,0.44,,,,,,,,
1872,Slab,AFDDD1AF-04E5-2342-97E2-EF582E42B6E3,,,,,SOLAIO 015,0,-53.21,48.53,0.11,-53.16,48.6,0.21,,,,,,,,
1873,Slab,F6D2B57F-0321-DC4B-8DE7-ADD90FAE7400,,,,,SOLAIO 015,0,-54.5,48.53,0.31,-54.45,48.6,0.44,,,,,,,,
1874,Slab,E0A86D5D-9EAD-3344-BF18-3721C55475B3,,,,,SOLAIO 015,0,-52.61,54.07,0.81,-52.41,54.67,0.81,,,,,,,,
1875,Slab,C4CA1E2F-4EEB-1A41-B954-54E2BD85F79D,,,,,SOLAIO 015,0,-52.61,54.16,0.21,-52.41,54.57,0.21,,,,,,,,
1876,Slab,28CB2911-6268-914B-A350-0A2A12F2E284,,,,,SOLAIO 015,0,-52.61,54.07,0.61,-52.41,54.67,0.61,,,,,,,,
1877,Slab,EB477417-2759-4944-8A61-DFA0BE71B1CF,,,,,SOLAIO 007,0,-52.97,47.15,0.99,-52.38,47.41,1.04,,,,,,,,
1878,Slab,BD072722-6054-634A-823A-4C464CF046A6,,,,,SOL - 003,0,-49.7,58.25,0.69,-48.89,58.96,1.83,,,,,,,,
1879,Slab,B867DA7D-76EE-DA47-998F-F5A6F2F994BA,,,,,SOL - 003,0,-48.7,58.34,0.85,-45.91,59.04,0.9,,,,,,,,
1880,Slab,E53BF0C6-28F6-494A-AA67-76F2BB9B30A9,,,,,SOL - 003,0,-50.5,57.54,0.1,-50.02,58.01,0.11,,,,,,,,
1881,Slab,91AB1005-D41C-CA4B-9C92-FD003DF403B4,,,,,SOL - 003,0,-50.53,57.98,0.1,-50.5,58.01,1.77,,,,,,,,
1882,Slab,24496BD1-73C2-B248-AEF0-26E1EA37F821,,,,,SOL - 003,0,-50.53,57.54,0.1,-50.5,57.57,1.77,,,,,,,,
1883,Slab,2C6E8A35-3215-FE40-84F4-3FB6CC7139F2,,,,,SOL - 003,0,-50.5,57.54,0.27,-50.02,58.01,0.28,,,,,,,,
1884,Slab,45480B6F-CCFE-1D44-86B3-8A7A3CB5549E,,,,,SOL - 003,0,-50.5,57.54,0.43,-50.02,58.01,0.44,,,,,,,,
1885,Slab,B1FCD5B3-27B1-554F-8534-0ECCA56BAEAA,,,,,SOL - 003,0,-50.5,57.54,0.6,-50.02,58.01,0.61,,,,,,,,
1886,Slab,E83FCE2C-A385-3546-850B-AAFAD1E3C135,,,,,SOL - 003,0,-50.5,57.54,0.76,-50.02,58.01,0.77,,,,,,,,
1887,Slab,A3A15A1B-4567-034C-82DE-73465E39B0E3,,,,,SOL - 003,0,-50.5,57.54,0.93,-50.02,58.01,0.94,,,,,,,,
1888,Slab,6F1AB44F-8AA1-ED42-A14E-18A99E9DBA19,,,,,SOL - 003,0,-50.5,57.54,1.1,-50.02,58.01,1.11,,,,,,,,
1889,Slab,00D9F49B-3022-4C4A-87D5-CEC4412DC6CA,,,,,SOL - 003,0,-50.5,57.54,1.26,-50.02,58.01,1.27,,,,,,,,
1890,Slab,581E72CB-9EAC-EF4E-A581-AF2E00BD40F5,,,,,SOL - 003,0,-50.5,57.54,1.43,-50.02,58.01,1.44,,,,,,,,
1891,Slab,E73DD7FC-14AE-7C40-BC90-22FE8CF47ECB,,,,,SOL - 003,0,-50.5,57.54,1.59,-50.02,58.01,1.6,,,,,,,,
1892,Slab,A2015705-BA0E-4946-8405-18E2502140D9,,,,,SOL - 003,0,-50.5,57.54,1.76,-50.02,58.01,1.77,,,,,,,,
1893,Slab,720C32DB-6A8B-E449-AEE5-179DAB5099CF,,,,,SOL - 004,0,-48.09,58.41,1.03,-47.74,58.76,1.5,,,,,,,,
1894,Slab,3B9E1FCD-8DBA-1F4D-A2C9-6CA0929BC42E,,,,,SOL - 003,0,-48.11,58.85,1.0,-47.73,59.03,1.55,,,,,,,,
1895,Slab,178F70D3-FB59-0342-B1F0-63881D9DDBFD,,,,,SOL - 004,0,-48.09,58.41,1.5,-47.74,58.76,1.53,,,,,,,,
1896,Slab,ABF4B744-F851-084D-995C-C7B4DD713111,,,,,SOL - 004,0,-48.09,58.41,1.0,-47.74,58.76,1.03,,,,,,,,
1897,Slab,322D0349-E337-3F4B-86F4-C5C9298A4222,,,,,SOLAIO 012,0,-51.71,45.46,0.69,-51.36,46.16,0.7,,,,,,,,
1898,Slab,079323F8-47B1-D141-852A-DC17CC1896AB,,,,,SOL - 003,0,-49.7,57.96,2.33,-48.7,58.96,2.78,,,,,,,,
1899,Slab,3A0BA438-96B3-444B-A62E-BAD49F10D127,,,,,SOL - 003,0,-49.7,58.25,0.01,-48.89,58.96,0.69,,,,,,,,
1900,Slab,882FF9DD-2982-BB4E-90C2-F352FCF3400E,,,,,SOL - 003,0,-46.61,54.99,0.85,-45.92,57.45,0.9,,,,,,,,
1901,Slab,7BC34E9B-D5A4-0E4F-B68E-7989DB6544F4,,,,,SOLAIO 012,0,-46.01,47.37,0.85,-45.99,47.72,0.88,,,,,,,,
1902,Slab,5468A116-7408-4E43-9BE4-6A00DAE29962,,,,,SOLAIO 012,0,-46.47,47.47,0.77,-46.32,47.62,0.88,,,,,,,,
1903,Slab,21E2FF6A-3026-DA4F-B71B-3980A2D727D0,,,,,SOLAIO 012,0,-46.67,47.37,0.88,-45.99,47.72,0.9,,,,,,,,
1904,Slab,1EE61F43-DCC0-C74F-9517-89442F3796B9,,,,,SOLAIO 012,0,-46.67,48.65,0.88,-45.99,49.0,0.9,,,,,,,,
1905,Slab,9F9B9E3D-675D-0A4C-98BC-839123EB5922,,,,,SOLAIO 012,0,-46.01,50.67,0.85,-45.99,51.02,0.88,,,,,,,,
1906,Slab,FC973115-89E8-8642-BA0B-021785AE61E0,,,,,SOLAIO 012,0,-46.47,50.77,0.77,-46.32,50.92,0.88,,,,,,,,
1907,Slab,7AAB19BF-7B7F-8745-BF33-2C4495173CA6,,,,,SOLAIO 012,0,-46.67,50.67,0.88,-45.99,51.02,0.9,,,,,,,,
1908,Slab,5D030D59-DA33-9747-8FC8-5F2169148F8C,,,,,SOLAIO 013,0,-51.17,53.91,0.0,-50.4,55.81,0.51,,,,,,,,
1909,Slab,F422AF53-87F0-BE43-B3C8-4000D306DDA2,,,,,SOLAIO 013,0,-51.17,53.91,0.51,-50.4,55.81,1.83,,,,,,,,
1910,Slab,DD5136ED-1113-4041-AF0A-330249C7BF1D,,,,,SOLAIO 013,0,-51.17,53.9,1.83,-50.4,55.81,2.06,,,,,,,,
1911,Slab,605B28F3-7AE2-0A4F-BBAD-0B98E40AC201,,,,,SOL - 003,0,-50.5,58.1,0.1,-50.02,58.57,0.11,,,,,,,,
1912,Slab,E5EEED64-BDDB-6244-947F-8DBE67597B20,,,,,SOL - 003,0,-50.53,58.54,0.1,-50.5,58.57,1.77,,,,,,,,
1913,Slab,AB3E924A-3495-0D45-878C-89A2F0581E94,,,,,SOL - 003,0,-50.53,58.1,0.1,-50.5,58.13,1.77,,,,,,,,
1914,Slab,E9477913-C728-6E4A-BC10-7BE252A45003,,,,,SOL - 003,0,-50.5,58.1,0.27,-50.02,58.57,0.28,,,,,,,,
1915,Slab,F3945426-85FE-7A4D-800B-BAE94BB59FCA,,,,,SOL - 003,0,-50.5,58.1,0.43,-50.02,58.57,0.44,,,,,,,,
1916,Slab,FA0661B6-3751-5C4F-A733-57432FF17EE8,,,,,SOL - 003,0,-50.5,58.1,0.6,-50.02,58.57,0.61,,,,,,,,
1917,Slab,E6D33FC8-77BA-B040-AAFE-5477E8B30583,,,,,SOL - 003,0,-50.5,58.1,0.76,-50.02,58.57,0.77,,,,,,,,
1918,Slab,DBC0DE9F-04E9-B24C-BF30-6D3A023B4314,,,,,SOL - 003,0,-50.5,58.1,0.93,-50.02,58.57,0.94,,,,,,,,
1919,Slab,915EF9CC-630C-0543-98BD-C71CEF957543,,,,,SOL - 003,0,-50.5,58.1,1.1,-50.02,58.57,1.11,,,,,,,,
1920,Slab,34759419-E5FB-8F4D-A3FC-F105344E3251,,,,,SOL - 003,0,-50.5,58.1,1.26,-50.02,58.57,1.27,,,,,,,,
1921,Slab,BDCF2FB9-1027-2045-AB76-18D4283AEDD8,,,,,SOL - 003,0,-50.5,58.1,1.43,-50.02,58.57,1.44,,,,,,,,
1922,Slab,00F15AB6-B945-C442-9307-76F4772F7373,,,,,SOL - 003,0,-50.5,58.1,1.59,-50.02,58.57,1.6,,,,,,,,
1923,Slab,36BFC872-3884-0A48-8F7C-BBFA4A602911,,,,,SOL - 003,0,-50.5,58.1,1.76,-50.02,58.57,1.77,,,,,,,,
1924,Slab,68577651-3D1A-924E-90DB-AB06CE4FF6D7,,,,,SOLAIO 015,0,-49.24,50.64,0.51,-48.85,51.03,0.53,,,,,,,,
1925,Slab,C7B7D837-0F05-374B-BC2A-F2ED42D31C06,,,,,SOLAIO 015,0,-48.75,49.37,0.42,-47.95,51.24,0.44,,,,,,,,
1926,Slab,28CD506A-6B6A-7241-813B-D154E8169894,,,,,SOLAIO 012,0,-53.8,51.21,0.7,-53.02,51.41,0.72,,,,,,,,
1927,Slab,CC9B63CA-E702-A44A-9B38-A7E68840F58C,,,,,SOLAIO 012,0,-54.81,51.21,0.7,-54.42,51.41,0.72,,,,,,,,
1928,Slab,362EC8A1-CD2B-7D48-8E99-6C9CD950B0C9,,,,,SOLAIO 015,0,-54.56,49.64,0.07,-52.43,51.16,0.09,,,,,,,,
1929,Slab,27D44853-5D4F-4642-A4C2-B51C7304C42B,,,,,SOLAIO 015,0,-54.23,50.88,0.35,-52.43,51.16,0.37,,,,,,,,
1930,Slab,E4A73E88-4101-CA4B-98FB-78DB5093201F,,,,,SOLAIO 015,0,-54.56,49.64,0.35,-54.23,51.16,0.37,,,,,,,,
1931,Slab,715C777E-B4D4-3C4F-B4B4-55E6E41F784B,,,,,SOL - 003,0,-48.11,58.35,0.9,-47.73,59.03,1.0,,,,,,,,
1932,Slab,5E5D10B5-7740-2144-BB3D-3874C1C0034B,,,,,SOLAIO 015,0,-51.18,53.21,2.06,-50.36,55.81,2.1,,,,,,,,
1933,Slab,DB03EAE1-BF5C-E74D-908C-0EFE063511DC,,,,,SOLAIO 007,0,-69.82,46.81,3.1,-45.61,59.55,3.3,,,,,,,,
1934,Slab,F5B0C353-68BC-164A-A8D2-7E881163F76A,,,,,SOLAIO 007,0,-69.82,47.05,-0.3,-45.61,59.55,0.0,,,,,,,,
1935,Slab,AFE1D417-94DB-6045-9CBA-66FFDACD0E4B,,,,,SOLAIO 007,0,-53.47,59.03,-0.3,-48.97,60.75,0.0,,,,,,,,
1936,Slab,A951E402-2DC7-7444-851D-C5745C515AB5,,,,,SOLAIO 007,0,-66.37,59.2,-0.3,-61.87,60.75,0.0,,,,,,,,
1937,Slab,F913BC02-03EE-1949-96A1-6A87BA45BC88,,,,,SOLAIO 015,0,-50.31,49.35,0.8,-47.95,51.24,0.82,,,,,,,,
1938,Slab,E66872FB-49A7-3443-B416-B44E259C425E,,,,,SOLAIO 012,0,-49.07,45.46,0.34,-48.72,45.81,0.36,,,,,,,,
1939,Slab,B5D56B8D-BE36-5149-833F-87CCA6516A0A,,,,,SOLAIO 012,0,-47.64,45.23,0.35,-47.29,45.58,0.37,,,,,,,,
1940,Slab,9897DC00-B06B-E84E-A2CD-7C3E0DF0A787,,,,,SOLAIO 012,0,-50.34,45.46,0.7,-49.99,46.16,0.72,,,,,,,,
1941,Slab,506121AA-A382-3C44-9E58-78B4F4FACBF9,,,,,SOLAIO 007,0,-69.82,44.65,-0.3,-45.52,48.95,0.0,,,,,,,,
1942,Slab,F6AA1BC9-4CB6-364D-ADD6-6A5567380942,,,,,SOLAIO 016,0,-51.69,51.49,0.0,-50.46,51.5,1.91,,,,,,,,
1943,Zone,04F66CF4-4A3C-B841-A743-C1393ABBABF5,,,,,ZONA 002,3,-56.06,58.03,0.0,-52.93,59.05,3.1,F7DA1F2D-2B19-4242-A9A4-8E570576C8EC,-54.5,58.54,Seating,02,3.10,,
1944,Zone,C2D2C10F-5F49-4941-9A8A-D051DB8B9DD0,,,,,ZONA 002,3,-47.97,53.21,0.0,-45.91,54.91,3.1,02737AB4-CD6F-9D48-BC72-AFAE9714236B,-47.19,54.24,Toilet,01,3.10,,
1945,Zone,8A2657BC-3225-7347-A253-AD8A94BEE8A1,,,,,ZONA 002,3,-49.41,53.21,0.0,-47.89,54.31,3.1,62748EB8-B3A6-5847-A97E-15201138B055,-48.65,53.78,Dressing Room,,3.10,,
1946,Zone,F5BCB3CE-F124-504B-86BC-A5D45F874300,,,,,ZONA 002,3,-51.14,52.44,0.0,-48.07,55.81,3.1,52D22498-DE6F-454C-A0E7-B77E2ED86EA5,-49.23,54.96,Storage & Staff,,3.10,,
1947,Zone,E9E267F7-5C68-0341-97DE-A30CC7B2C188,,,,,ZONA 002,3,-50.65,55.01,0.0,-45.91,59.04,3.1,D6419BB7-C40A-524F-B792-69B296159118,-48.19,57.11,Workstation,01,3.10,,
1948,Zone,FDD106E1-A1A9-4947-BB7F-DC7B4AC80CF5,,,,,ZONA 002,3,-54.91,48.5,0.0,-47.76,51.52,3.1,B33EF985-BF7C-974C-877F-C6785ABF373E,-51.34,50.01,Service Counter,,3.10,,
1949,Zone,E5331C25-E5BB-0942-AB1D-1E447C38C811,,,,,ZONA 002,3,-56.35,47.15,0.0,-45.97,58.63,3.1,BE012462-DE71-1F4F-A4FF-AD4BF392B8F6,-53.63,54.3,Shop Exhibition,01,3.10,,
1950,Zone,10DFAD2A-DA39-8C43-9F8E-5872B23C531B,,,,,ZONA 004,3,-47.08,47.15,0.0,-45.97,51.58,3.1,34B6A494-9C1F-C040-8DB8-874F86F745ED,-46.56,49.36,Seating,04,3.10,,
1951,Door,179CBF37-573F-244F-8820-10D1ABCF167F,,3.16 ,2.65 ,,04,0,-49.13,46.81,0.0,-45.97,47.15,2.65,,,,,,,0380896E-E5CE-F945-A3A3-E1B96920D9D6,8BD1D4A5-14F4-8543-AAB8-D94854E2E876
1952,Door,B944185F-DE27-1941-9BC5-CABB77A5C92C,,3.16 ,2.65 ,,04,0,-56.13,46.81,0.0,-52.97,47.15,2.65,,,,,,,596AB0BF-8F26-534A-B9BA-4017E21D2E8C,8BD1D4A5-14F4-8543-AAB8-D94854E2E876
1953,Door,EE20FC0D-65D6-3046-A102-7FFB84325E2D,,1.50 ,2.65 ,,04,0,-51.01,46.81,0.0,-49.51,47.15,2.65,,,,,,,7502B2A4-4A87-2A4C-8996-51E5E263F3DE,8BD1D4A5-14F4-8543-AAB8-D94854E2E876
1954,Door,5EB720B9-12DD-2043-8D45-A53B80D62BD3,,1.45 ,2.65 ,,04,0,-52.59,46.81,0.0,-51.14,47.15,2.65,,,,,,,8FF29DA3-4710-3346-9ABC-09E47B2CD1BC,8BD1D4A5-14F4-8543-AAB8-D94854E2E876
1955,Door,E0122797-ADD0-C64C-A11A-B74AF2833976,,1.01 ,2.07 ,,02,0,-50.45,53.11,0.0,-49.43,53.21,2.07,,,,,,,3C9E0867-86A9-8147-B6B1-825B4819B9CF,F7A9D49D-4E1F-C84A-8176-B84D93173F0F
1956,Door,2BC22CD8-198B-7743-B53D-B8DDFFC293E1,,0.58 ,2.05 ,,03,0,-48.09,53.58,0.0,-47.37,54.3,2.05,,,,,,,3617AC0E-4029-774C-B73F-6EBBA513E2A4,F5E3E7BD-3A22-DC4D-BFC3-D72CED3C3DED
1957,Door,A421DF6F-0D0E-7443-B749-06FA369AD89E,,0.79 ,2.10 ,,03,0,-55.53,57.13,0.0,-54.7,57.96,2.1,,,,,,,3C114D0D-F7A5-1A41-B258-3018645CD24B,233B8537-DA87-8A40-AB9D-34D014D7BA92
1958,Door,E8E57785-9340-1045-9936-1ABBE3FA7DC4,,0.70 ,2.10 ,,03,0,-68.0,53.78,0.0,-67.19,54.52,2.1,,,,,,,8AE51C05-05C3-2645-BB14-08EF18831C32,68CEDE41-EAF6-194D-9310-B0C797311381
1959,Door,45986821-A988-B549-B022-71E34278EBD1,,0.70 ,2.10 ,,03,0,-66.33,57.78,0.0,-65.52,58.52,2.1,,,,,,,6E699DA4-7188-F646-B278-407F8DF9B445,5221C67C-E225-8849-8D6A-174576E8A2A6
1960,Door,B47322B2-A1D4-304E-A2AF-D5C3F7C6278B,,0.70 ,2.10 ,,03,0,-66.64,54.8,0.0,-65.9,55.61,2.1,,,,,,,4DA7322A-21B0-5741-AFB1-916A3B6A5528,F471FA5A-25DE-A643-9C49-4DAB5665C621
1961,Door,467CECD3-61CB-6345-AEC2-8993F73E5356,,0.70 ,2.10 ,,03,0,-60.09,54.8,0.0,-59.35,55.61,2.1,,,,,,,785C9FC1-B86E-A44C-B69B-D0370FF072A0,F471FA5A-25DE-A643-9C49-4DAB5665C621
1962,Door,0AA82AEB-932A-9146-AFD2-65A0540AD67E,,0.80 ,2.10 ,,03,0,-59.93,53.48,0.0,-59.02,54.32,2.1,,,,,,,F8FDD407-DCBF-274C-B750-179989919B38,FA21A86D-FE0D-AD4C-89B8-3C64131EF463
1963,Door,2F57C9DD-B375-C940-84AA-7C0C83EAD191,,0.80 ,2.10 ,,03,0,-56.45,53.39,0.0,-56.34,54.23,2.1,,,,,,,E8BD0ED4-EB07-0E43-A9A8-E54D09CD9018,E0526189-993C-964C-8716-49B44422CAA1
1964,Door,D65CE12F-A731-CF40-9C67-3E3CE3CEA263,,1.33 ,2.52 ,,02,0,-52.21,58.15,0.0,-50.88,59.03,2.52,,,,,,,BA01C3EF-9AFF-C042-B20D-D2B05CEEA915,62F050B2-A236-6946-BAFD-47C3447F4652
1965,Door,FA70C57F-1FF4-6946-8157-CFB5DB33FA7B,,0.65 ,2.40 ,,03,0,-49.92,55.17,0.0,-49.28,56.46,2.4,,,,,,,A6AB156D-3B17-D347-B7FA-53A35AE19DE4,0CDA1822-3E8B-CB4E-9D06-F382976C7327
1966,Door,ED6BD1AC-EAA6-0449-A41A-4535E4552BCD,,0.65 ,2.40 ,,03,0,-49.87,53.66,0.0,-48.58,54.3,2.4,,,,,,,966A9DAE-7B4C-7946-897B-187098A29177,8BA75FF7-BBF9-0946-BB4C-EBE95647C97A
1967,Door,E12E2AEE-AB65-4646-9CC9-695CB5DF66D7,,0.65 ,2.06 ,,03,0,-51.79,53.21,0.0,-50.5,53.86,2.06,,,,,,,BE518CEA-4CE2-6840-B721-E14BCABCFA4F,0C173767-9FF2-434B-BD89-73A43CE6E358
