edge_id,node1_id,node2_id,distance,type
1,170,1728,0.0,spatial
2,1247,1805,0.0,spatial
3,272,881,0.0,spatial
4,570,571,0.0,spatial
5,1050,1212,0.0,spatial
6,511,1204,0.0,spatial
7,355,356,0.0,spatial
8,922,1822,0.0,spatial
9,185,1821,0.0,spatial
10,2170,2171,0.0,spatial
11,767,1723,0.0,spatial
12,715,1618,0.0,spatial
13,310,894,0.0,spatial
14,1210,1996,0.0,spatial
15,159,1726,0.0,spatial
16,1722,1895,0.0,spatial
17,1801,1812,0.0,spatial
18,1209,1796,0.0,spatial
19,411,1255,0.0,spatial
20,1245,1965,0.0,spatial
21,1395,1790,0.0,spatial
22,372,968,0.0,spatial
23,218,951,0.0,spatial
24,171,179,0.0,spatial
25,976,1267,0.0,spatial
26,379,1751,0.0,spatial
27,965,1233,0.0,spatial
28,247,1241,0.0,spatial
29,1213,2287,0.0,spatial
30,605,1295,0.0,spatial
31,1720,1855,0.0,spatial
32,553,1814,0.0,spatial
33,1286,1787,0.0,spatial
34,1142,1178,0.0,spatial
35,176,366,0.0,spatial
36,726,1598,0.0,spatial
37,426,1255,0.0,spatial
38,156,1775,0.0,spatial
39,1220,1959,0.0,spatial
40,224,1828,0.0,spatial
41,1590,2351,0.0,spatial
42,164,165,0.0,spatial
43,820,826,0.0,spatial
44,1077,1204,0.0,spatial
45,203,208,0.0,spatial
46,1050,2357,0.0,spatial
47,148,852,0.0,spatial
48,1721,2239,0.0,spatial
49,871,1778,0.0,spatial
50,1237,2005,0.0,spatial
51,74,2157,0.0,spatial
52,175,2222,0.0,spatial
53,396,397,0.0,spatial
54,979,981,0.0,spatial
55,1208,2195,0.0,spatial
56,153,157,0.0,spatial
57,1204,1999,0.0,spatial
58,47,1207,0.0,spatial
59,227,229,0.0,spatial
60,162,1734,0.0,spatial
61,347,1793,0.0,spatial
62,1589,1795,0.0,spatial
63,1833,1966,0.0,spatial
64,112,798,0.0,spatial
65,1251,1839,0.0,spatial
66,725,1801,0.0,spatial
67,1463,1464,0.0,spatial
68,180,1800,0.0,spatial
69,428,1738,0.0,spatial
70,413,1526,0.0,spatial
71,1246,1572,0.0,spatial
72,463,1098,0.0,spatial
73,243,1756,0.0,spatial
74,655,1771,0.0,spatial
75,24,37,0.0,spatial
76,1232,1832,0.0,spatial
77,548,1248,0.0,spatial
78,687,1566,0.0,spatial
79,883,1594,0.0,spatial
80,992,1849,0.0,spatial
81,1673,2408,0.0,spatial
82,1137,1172,0.0,spatial
83,1615,2268,0.0,spatial
84,54,336,0.0,spatial
85,1820,1822,0.0,spatial
86,564,1256,0.0,spatial
87,986,2239,0.0,spatial
88,417,1204,0.0,spatial
89,1640,1837,0.0,spatial
90,1137,1183,0.0,spatial
91,520,1112,0.0,spatial
92,253,1769,0.0,spatial
93,676,1246,0.0,spatial
94,804,1246,0.0,spatial
95,567,1305,0.0,spatial
96,249,1777,0.0,spatial
97,966,1298,0.0,spatial
98,622,1253,0.0,spatial
99,1228,2289,0.0,spatial
100,564,1810,0.0,spatial
101,961,2047,0.0,spatial
102,1680,1860,0.0,spatial
103,431,1135,0.0,spatial
104,71,1803,0.0,spatial
105,1030,1793,0.0,spatial
106,909,1883,0.0,spatial
107,56,1642,0.0,spatial
108,1264,1722,0.0,spatial
109,1753,2326,0.0,spatial
110,1641,2164,0.0,spatial
111,895,1652,0.0,spatial
112,1295,2154,0.0,spatial
113,54,1782,0.0,spatial
114,54,1833,0.0,spatial
115,81,925,0.0,spatial
116,1595,1685,0.0,spatial
117,1604,2141,0.0,spatial
118,948,1254,0.0,spatial
119,995,1451,0.0,spatial
120,30,49,0.0,spatial
121,57,1015,0.0,spatial
122,758,778,0.0,spatial
123,663,1799,0.0,spatial
124,158,854,0.0,spatial
125,356,854,0.0,spatial
126,1211,2356,0.0,spatial
127,1129,1255,0.0,spatial
128,37,1206,0.0,spatial
129,571,1685,0.0,spatial
130,1249,1307,0.0,spatial
131,390,1260,0.0,spatial
132,68,1596,0.0,spatial
133,464,1710,0.0,spatial
134,687,2121,0.0,spatial
135,1132,1204,0.0,spatial
136,521,1711,0.0,spatial
137,64,695,0.0,spatial
138,879,1510,0.0,spatial
139,129,1724,0.0,spatial
140,113,1217,0.0,spatial
141,68,544,0.0,spatial
142,1583,1810,0.0,spatial
143,48,1643,0.0,spatial
144,726,1687,0.0,spatial
145,51,667,0.0,spatial
146,1245,1966,0.0,spatial
147,1204,1660,0.0,spatial
148,321,690,0.0,spatial
149,689,1243,0.0,spatial
150,661,877,0.0,spatial
151,1680,1763,0.0,spatial
152,1136,1749,0.0,spatial
153,661,1796,0.0,spatial
154,327,1242,0.0,spatial
155,847,1264,0.0,spatial
156,1128,1204,0.0,spatial
157,896,1295,0.0,spatial
158,32,397,0.0,spatial
159,522,1678,0.0,spatial
160,126,893,0.0,spatial
161,219,1829,0.0,spatial
162,38,1027,0.0,spatial
163,1255,1704,0.0,spatial
164,30,1242,0.0,spatial
165,1136,1717,0.0,spatial
166,1695,2315,0.0,spatial
167,1086,1664,0.0,spatial
168,1236,1673,0.0,spatial
169,763,798,0.0,spatial
170,1753,1759,0.0,spatial
171,1393,1795,0.0,spatial
172,1780,1782,0.0,spatial
173,1780,1833,0.0,spatial
174,898,1039,0.0,spatial
175,1560,1793,0.0,spatial
176,714,1610,0.0,spatial
177,547,2038,0.0,spatial
178,183,358,0.0,spatial
179,1497,1770,0.0,spatial
180,134,1241,0.0,spatial
181,47,288,0.0,spatial
182,85,2273,0.0,spatial
183,658,1833,0.0,spatial
184,197,1821,0.0,spatial
185,26,680,0.0,spatial
186,479,495,0.0,spatial
187,90,625,0.0,spatial
188,820,1257,0.0,spatial
189,42,691,0.0,spatial
190,1248,2034,0.0,spatial
191,1371,1772,0.0,spatial
192,63,1245,0.0,spatial
193,1093,2385,0.0,spatial
194,711,1248,0.0,spatial
195,187,197,0.0,spatial
196,1082,2376,0.0,spatial
197,582,1214,0.0,spatial
198,1478,1479,0.0,spatial
199,620,621,0.0,spatial
200,68,1686,0.0,spatial
201,62,1794,0.0,spatial
202,1832,2043,0.0,spatial
203,83,1046,0.0,spatial
204,668,1770,0.0,spatial
205,1009,1264,0.0,spatial
206,1660,1836,0.0,spatial
207,193,1212,0.0,spatial
208,24,1766,0.0,spatial
209,854,1726,0.0,spatial
210,391,1751,0.0,spatial
211,567,924,0.0,spatial
212,214,1732,0.0,spatial
213,33,1834,0.0,spatial
214,223,369,0.0,spatial
215,1138,1139,0.0,spatial
216,902,1299,0.0,spatial
217,66,68,0.0,spatial
218,901,1039,0.0,spatial
219,120,1264,0.0,spatial
220,882,1572,0.0,spatial
221,1088,1673,0.0,spatial
222,475,490,0.0,spatial
223,1752,2343,0.0,spatial
224,518,1711,0.0,spatial
225,907,1818,0.0,spatial
226,616,1296,0.0,spatial
227,157,353,0.0,spatial
228,62,1833,0.0,spatial
229,1207,1865,0.0,spatial
230,1687,1803,0.0,spatial
231,1778,1863,0.0,spatial
232,555,604,0.0,spatial
233,608,2055,0.0,spatial
234,756,1733,0.0,spatial
235,358,899,0.0,spatial
236,257,1243,0.0,spatial
237,1365,1765,0.0,spatial
238,489,1204,0.0,spatial
239,799,2179,0.0,spatial
240,130,1722,0.0,spatial
241,1090,1710,0.0,spatial
242,615,1787,0.0,spatial
243,26,325,0.0,spatial
244,378,983,0.0,spatial
245,543,1057,0.0,spatial
246,345,1789,0.0,spatial
247,149,150,0.0,spatial
248,485,1136,0.0,spatial
249,1844,1860,0.0,spatial
250,202,1825,0.0,spatial
251,760,1720,0.0,spatial
252,552,1832,0.0,spatial
253,845,1257,0.0,spatial
254,1673,1709,0.0,spatial
255,737,1264,0.0,spatial
256,119,850,0.0,spatial
257,1514,1891,0.0,spatial
258,931,1329,0.0,spatial
259,43,2121,0.0,spatial
260,454,1237,0.0,spatial
261,1415,1849,0.0,spatial
262,1832,2148,0.0,spatial
263,312,1680,0.0,spatial
264,681,2115,0.0,spatial
265,33,1767,0.0,spatial
266,859,2085,0.0,spatial
267,740,1681,0.0,spatial
268,48,681,0.0,spatial
269,173,181,0.0,spatial
270,457,1341,0.0,spatial
271,1205,1988,0.0,spatial
272,536,1821,0.0,spatial
273,1207,1244,0.0,spatial
274,994,1431,0.0,spatial
275,1577,1802,0.0,spatial
276,367,1736,0.0,spatial
277,1774,2295,0.0,spatial
278,1400,1799,0.0,spatial
279,1112,1343,0.0,spatial
280,916,920,0.0,spatial
281,1257,1531,0.0,spatial
282,1798,2259,0.0,spatial
283,1015,1207,0.0,spatial
284,810,1672,0.0,spatial
285,54,60,0.0,spatial
286,1053,1625,0.0,spatial
287,1488,1754,0.0,spatial
288,1256,1655,0.0,spatial
289,568,1317,0.0,spatial
290,157,1208,0.0,spatial
291,322,1242,0.0,spatial
292,1732,1915,0.0,spatial
293,1761,1834,0.0,spatial
294,598,1827,0.0,spatial
295,1420,1835,0.0,spatial
296,395,1260,0.0,spatial
297,813,2386,0.0,spatial
298,1052,1818,0.0,spatial
299,608,1728,0.0,spatial
300,49,2346,0.0,spatial
301,751,774,0.0,spatial
302,57,1779,0.0,spatial
303,349,722,0.0,spatial
304,32,311,0.0,spatial
305,1786,2155,0.0,spatial
306,34,649,0.0,spatial
307,245,1010,0.0,spatial
308,226,370,0.0,spatial
309,717,1819,0.0,spatial
310,814,1073,0.0,spatial
311,1515,1892,0.0,spatial
312,312,1763,0.0,spatial
313,1001,1002,0.0,spatial
314,169,351,0.0,spatial
315,746,764,0.0,spatial
316,81,360,0.0,spatial
317,1775,1833,0.0,spatial
318,166,351,0.0,spatial
319,69,1596,0.0,spatial
320,993,1474,0.0,spatial
321,979,1255,0.0,spatial
322,995,1337,0.0,spatial
323,50,669,0.0,spatial
324,179,1735,0.0,spatial
325,1778,2235,0.0,spatial
326,670,1772,0.0,spatial
327,1799,1832,0.0,spatial
328,74,1039,0.0,spatial
329,865,1245,0.0,spatial
330,362,1735,0.0,spatial
331,1025,1208,0.0,spatial
332,805,1753,0.0,spatial
333,663,1793,0.0,spatial
334,1232,2036,0.0,spatial
335,157,354,0.0,spatial
336,1852,2319,0.0,spatial
337,486,2008,0.0,spatial
338,840,1264,0.0,spatial
339,93,715,0.0,spatial
340,147,1243,0.0,spatial
341,1639,1775,0.0,spatial
342,706,2137,0.0,spatial
343,1221,1243,0.0,spatial
344,1572,1799,0.0,spatial
345,549,2039,0.0,spatial
346,601,603,0.0,spatial
347,1392,1782,0.0,spatial
348,608,2353,0.0,spatial
349,603,2054,0.0,spatial
