node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,embedded_in_wall_guid
734,Wall,DAA7CDF3-87E3-41B8-8881-A00ABEB653B9,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.1,-42.16,-6.56,117.21,-42.03,-6.34,0.11,0.22,0.0,,
735,Wall,46EB10C4-7657-47AD-93CC-287D37268495,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.09,-42.13,-6.78,117.2,-42.0,-6.56,0.11,0.22,0.0,,
736,Wall,9CCDE9AA-2CDD-495E-B84E-9FAD78EAA3D2,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.17,-42.1,-6.56,117.28,-41.97,-6.34,0.11,0.22,0.0,,
737,Wall,5FB03145-3828-4F84-8BB0-CB660954A1DE,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.18,-42.14,-6.78,117.29,-42.01,-6.56,0.11,0.22,0.0,,
738,Wall,CEF4FDC6-5743-4118-A779-52F9DE43E305,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.26,-42.11,-6.56,117.38,-41.98,-6.34,0.11,0.22,0.0,,
739,Wall,25582ECE-29BB-40B7-915D-248ED55FCF91,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.25,-42.07,-6.78,117.36,-41.94,-6.56,0.11,0.22,0.0,,
740,Wall,87CAAD62-A356-4F98-93D7-64C9EF77CDD0,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.33,-42.05,-6.56,117.44,-41.92,-6.34,0.11,0.22,0.0,,
741,Wall,52E3721E-3FD1-4F56-8DCB-CFF02B3AA6BB,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.34,-42.09,-6.78,117.46,-41.96,-6.56,0.11,0.22,0.0,,
742,Wall,474DA7CE-FF0E-41A9-81B4-9FEC25DBA0E5,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.42,-42.06,-6.56,117.54,-41.93,-6.34,0.11,0.22,0.0,,
743,Wall,55788B62-399F-46E8-BFB5-3266A0F8D4A6,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.41,-42.02,-6.78,117.52,-41.89,-6.56,0.11,0.22,0.0,,
744,Wall,F6F695C9-D845-46A6-9665-FD5A0215059D,,,0.08,,,Basic Wall:Generic - 230mm:329538,117.49,-42.0,-6.56,117.61,-41.87,-6.34,0.11,0.22,0.0,,
745,Wall,EDAAD185-215E-490C-A2D8-897A8E555246,,,0.08,,,Basic Wall:Generic - 230mm:329538,117.5,-42.03,-6.78,117.62,-41.9,-6.56,0.11,0.22,0.0,,
746,Wall,B2F6EE04-4891-4A16-A8DA-A372FFA64F97,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.58,-42.01,-6.56,117.7,-41.88,-6.34,0.11,0.22,0.0,,
747,Wall,88C80771-D29A-4C2F-AA9B-0A31D336339C,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.57,-41.97,-6.78,117.69,-41.84,-6.56,0.11,0.22,0.0,,
748,Wall,297C52BA-8121-4288-A28F-7C4D1C75E47B,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.65,-41.94,-6.56,117.77,-41.81,-6.34,0.11,0.22,0.0,,
749,Wall,EAAFB9BF-0CF8-417D-9D12-A516BCDFFD41,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.67,-41.98,-6.78,117.78,-41.85,-6.56,0.11,0.22,0.0,,
750,Wall,92CEE309-A427-4301-A9A9-1AEE46E96D67,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.75,-41.96,-6.56,117.86,-41.83,-6.34,0.11,0.22,0.0,,
751,Wall,38273D86-A71C-4FFB-989B-B42BB8BC14AA,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.73,-41.92,-6.78,117.85,-41.79,-6.56,0.11,0.22,0.0,,
752,Wall,7FA53F19-3E29-4361-AC6B-255A4EA47B07,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.81,-41.89,-6.56,117.93,-41.76,-6.34,0.11,0.22,0.0,,
753,Wall,64C10F61-F27B-42D8-A28C-737BA976895F,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.83,-41.93,-6.78,117.94,-41.8,-6.56,0.11,0.22,0.0,,
754,Wall,94F16E8F-A962-46E0-BCB2-B6DF97343B3D,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.91,-41.9,-6.56,118.02,-41.77,-6.34,0.11,0.22,0.0,,
755,Wall,0127DFAF-6148-45C6-AB69-EE5E962086B5,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.9,-41.87,-6.78,118.01,-41.74,-6.56,0.11,0.22,0.0,,
756,Wall,6A603BB0-1C44-490F-BF60-C56C810E7D5A,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.98,-41.84,-6.56,118.09,-41.71,-6.34,0.11,0.22,0.0,,
757,Wall,9533D078-23D4-4AE1-A186-6F6F2331A036,,,0.09,,,Basic Wall:Generic - 230mm:329538,117.99,-41.88,-6.78,118.1,-41.75,-6.56,0.11,0.22,0.0,,
758,Wall,A3E8B6E6-471D-4456-9C01-F80E87BAC755,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.07,-41.85,-6.56,118.18,-41.72,-6.34,0.11,0.22,0.0,,
759,Wall,602B8208-DF46-41CC-8242-7BF1CA93B62C,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.06,-41.81,-6.78,118.17,-41.68,-6.56,0.11,0.22,0.0,,
760,Wall,383CC7CA-BA8F-4923-A9CB-5C11D4067EF9,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.14,-41.79,-6.56,118.25,-41.66,-6.34,0.11,0.22,0.0,,
761,Wall,B26156D9-3F78-49EF-8741-FC5476323361,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.15,-41.83,-6.78,118.27,-41.7,-6.56,0.11,0.22,0.0,,
762,Wall,9161BFC9-20B0-4414-921D-F2F6A36D92F3,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.23,-41.8,-6.56,118.35,-41.67,-6.34,0.11,0.22,0.0,,
763,Wall,C22E4304-167B-43C5-8A60-65A274BA9CC3,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.22,-41.76,-6.78,118.33,-41.63,-6.56,0.11,0.22,0.0,,
764,Wall,9B75AEF1-AABD-49B1-8A6A-371325AD2CEC,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.3,-41.74,-6.56,118.42,-41.61,-6.34,0.11,0.22,0.0,,
765,Wall,5F1B4798-D1FA-4ADF-B5B9-E50F013B0639,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.31,-41.78,-6.78,118.43,-41.64,-6.56,0.11,0.22,0.0,,
766,Wall,50E10FF3-C3E1-4CBC-A262-986ECBF56808,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.39,-41.75,-6.56,118.51,-41.62,-6.34,0.11,0.22,0.0,,
767,Wall,8B4661C5-1054-43E8-94B0-7A4328074DD2,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.38,-41.71,-6.78,118.5,-41.58,-6.56,0.11,0.22,0.0,,
768,Wall,44DB9D5B-EB30-47A5-8E85-46957B726051,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.46,-41.69,-6.56,118.58,-41.55,-6.34,0.11,0.22,0.0,,
769,Wall,8BAEDF14-B4AC-485A-B531-493F784DD61D,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.47,-41.72,-6.78,118.59,-41.59,-6.56,0.11,0.22,0.0,,
770,Wall,DAD3B159-50FA-4BF7-9279-C1C556CB7052,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.56,-41.7,-6.56,118.67,-41.57,-6.34,0.11,0.22,0.0,,
771,Wall,C75B84FF-EE30-4A0D-97A6-115AADC93231,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.54,-41.66,-6.78,118.66,-41.53,-6.56,0.11,0.22,0.0,,
772,Wall,542CFC5F-DDF2-48A7-B83B-951F3C6B31D7,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.62,-41.63,-6.56,118.74,-41.5,-6.34,0.11,0.22,0.0,,
773,Wall,88A51B7D-6528-4CEE-9563-835D01906ADE,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.64,-41.67,-6.78,118.75,-41.54,-6.56,0.11,0.22,0.0,,
774,Wall,C2B12D7D-CDE7-43C1-94D9-4D873ACB80E1,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.72,-41.65,-6.56,118.83,-41.51,-6.34,0.11,0.22,0.0,,
775,Wall,990E8286-B0E3-4F6B-B1C6-97FA4C911DB0,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.71,-41.61,-6.78,118.82,-41.48,-6.56,0.11,0.22,0.0,,
776,Wall,16B3B10E-E3E2-42B4-928C-A49FDDF70A03,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.79,-41.58,-6.56,118.9,-41.45,-6.34,0.11,0.22,0.0,,
777,Wall,AB36A149-CC07-4805-954C-A7568FA7EA01,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.8,-41.62,-6.78,118.91,-41.49,-6.56,0.11,0.22,0.0,,
778,Wall,1DB50532-A4A5-403C-B232-5937AABDA974,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.88,-41.59,-6.56,118.99,-41.46,-6.34,0.11,0.22,0.0,,
779,Wall,B723CA37-9629-4609-9D40-CEBE7AC48A4B,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.87,-41.56,-6.78,118.98,-41.42,-6.56,0.11,0.22,0.0,,
780,Wall,1BF75599-0E34-4FF4-928C-4A6F123621DA,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.95,-41.53,-6.56,119.06,-41.4,-6.34,0.11,0.22,0.0,,
781,Wall,92FAB0F0-045E-4728-B06B-440B4DC98DC8,,,0.09,,,Basic Wall:Generic - 230mm:329538,118.96,-41.57,-6.78,119.07,-41.44,-6.56,0.11,0.22,0.0,,
782,Wall,E9F93672-52FB-45F2-939E-1BB5E0D90BB3,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.04,-41.54,-6.56,119.16,-41.41,-6.34,0.11,0.22,0.0,,
783,Wall,828DC1D3-A24D-4644-9FA5-BFDC107578C5,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.03,-41.5,-6.78,119.14,-41.37,-6.56,0.11,0.22,0.0,,
784,Wall,9BBDD28F-EA01-4067-A131-A7C360F56BA4,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.11,-41.48,-6.56,119.22,-41.35,-6.34,0.11,0.22,0.0,,
785,Wall,832C39CA-C64C-4637-9C86-2282F309F33D,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.12,-41.52,-6.78,119.24,-41.38,-6.56,0.11,0.22,0.0,,
786,Wall,7A95B923-44B1-4E50-A48D-2DDABB416A00,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.2,-41.49,-6.56,119.32,-41.36,-6.34,0.11,0.22,0.0,,
787,Wall,623FA7F1-54CF-41D2-8690-07B09976BC5C,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.19,-41.45,-6.78,119.31,-41.32,-6.56,0.11,0.22,0.0,,
788,Wall,57C911F5-51D9-44AF-B9D4-05444D4C2CD9,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.27,-41.43,-6.56,119.39,-41.29,-6.34,0.11,0.22,0.0,,
789,Wall,C8D48BEA-4B21-46BC-9AAB-85A69BA76126,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.28,-41.46,-6.78,119.4,-41.33,-6.56,0.11,0.22,0.0,,
790,Wall,A2E32BFA-1333-4772-A144-784FEA030033,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.36,-41.44,-6.56,119.48,-41.31,-6.34,0.11,0.22,0.0,,
791,Wall,29962205-DB24-4ACC-AF4F-FC56D4712BAA,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.35,-41.4,-6.78,119.47,-41.27,-6.56,0.11,0.22,0.0,,
792,Wall,93A68650-107A-4B67-82AB-09A75F915929,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.43,-41.37,-6.56,119.55,-41.24,-6.34,0.11,0.22,0.0,,
793,Wall,3820D33C-A3A2-4931-B7A5-F531A3BFA88D,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.45,-41.41,-6.78,119.56,-41.28,-6.56,0.11,0.22,0.0,,
794,Wall,B70997D3-3E2A-49B0-9910-437C2B435A5E,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.53,-41.39,-6.56,119.64,-41.25,-6.34,0.11,0.22,0.0,,
795,Wall,96DA1B78-67C0-414F-A1BD-983A4B08352F,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.51,-41.35,-6.78,119.63,-41.22,-6.56,0.11,0.22,0.0,,
796,Wall,2E8DF336-B8A8-43BB-9251-77A2219493E6,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.6,-41.32,-6.56,119.71,-41.19,-6.34,0.11,0.22,0.0,,
797,Wall,34B4F5B8-4096-4F73-91BA-950118ADDCF5,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.61,-41.36,-6.78,119.72,-41.23,-6.56,0.11,0.22,0.0,,
798,Wall,430489F1-2B8B-464D-A581-1617F8286B6F,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.69,-41.33,-6.56,119.8,-41.2,-6.34,0.11,0.22,0.0,,
799,Wall,9E9D4522-303E-43EC-ABE4-D03422B1465C,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.68,-41.3,-6.78,119.79,-41.16,-6.56,0.11,0.22,0.0,,
800,Wall,A94C7D4F-ADE7-4F25-B8DD-9A4DE260C218,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.76,-41.27,-6.56,119.87,-41.14,-6.34,0.11,0.22,0.0,,
801,Wall,43321C83-DB6A-4EC5-94AE-5BFFE95FE828,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.77,-41.31,-6.78,119.88,-41.18,-6.56,0.11,0.22,0.0,,
802,Wall,E907C1C6-D0CF-40DB-9631-FCDEB221E799,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.85,-41.28,-6.56,119.97,-41.15,-6.34,0.11,0.22,0.0,,
803,Wall,6595E83D-23CE-4E93-8581-C6C3F3837423,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.84,-41.24,-6.78,119.95,-41.11,-6.56,0.11,0.22,0.0,,
804,Wall,9C6C852C-7754-4800-912C-C20C6EE10080,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.92,-41.22,-6.56,120.03,-41.09,-6.34,0.11,0.22,0.0,,
805,Wall,1F6BAC40-B570-4E8E-824A-1404E1D46760,,,0.09,,,Basic Wall:Generic - 230mm:329538,119.93,-41.26,-6.78,120.05,-41.13,-6.56,0.11,0.22,0.0,,
806,Wall,F0E66CB9-ECAF-42C9-AFEA-F39FDC067D15,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.01,-41.23,-6.56,120.13,-41.1,-6.34,0.11,0.22,0.0,,
807,Wall,7720EF36-C9E2-4921-9AF0-0C6E0E7030F1,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.0,-41.19,-6.78,120.11,-41.06,-6.56,0.11,0.22,0.0,,
808,Wall,BDD32F10-9A5B-410E-BED1-0CE61E496AB4,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.08,-41.17,-6.56,120.2,-41.04,-6.34,0.11,0.22,0.0,,
809,Wall,B509E97C-85BA-4E39-90BE-DF81148F3017,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.09,-41.2,-6.78,120.21,-41.07,-6.56,0.11,0.22,0.0,,
810,Wall,5DB3FED0-94CE-4D4E-927E-EAF9070DA70B,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.17,-41.18,-6.56,120.29,-41.05,-6.34,0.11,0.22,0.0,,
811,Wall,FFA4185F-F0E6-4685-B294-3CB4193DACAB,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.16,-41.14,-6.78,120.28,-41.01,-6.56,0.11,0.22,0.0,,
812,Wall,3FBEEE95-D469-4CD9-B104-59C4FE64811E,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.24,-41.11,-6.56,120.36,-40.98,-6.34,0.11,0.22,0.0,,
813,Wall,3A508AC8-7709-495F-81D3-11651724AC2B,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.26,-41.15,-6.78,120.37,-41.02,-6.56,0.11,0.22,0.0,,
814,Wall,23352594-0782-4043-8F9E-174FBBC9BABE,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.34,-41.13,-6.56,120.45,-41.0,-6.34,0.11,0.22,0.0,,
815,Wall,37D8EC21-6567-4651-8EE5-7244A124C9ED,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.32,-41.09,-6.78,120.44,-40.96,-6.56,0.11,0.22,0.0,,
816,Wall,FA48BDC0-1BB8-447D-AF28-36B394B0FE56,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.4,-41.06,-6.56,120.52,-40.93,-6.34,0.11,0.22,0.0,,
817,Wall,BA496F84-E7A4-4D9E-AD20-3C1E4A5336E1,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.42,-41.1,-6.78,120.53,-40.97,-6.56,0.11,0.22,0.0,,
818,Wall,5F888E6A-532A-4D87-8F45-09F15B68A46A,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.5,-41.07,-6.56,120.61,-40.94,-6.34,0.11,0.22,0.0,,
819,Wall,2764E0E7-B9FB-4B01-A8F0-D62B3A5BDDFD,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.49,-41.04,-6.78,120.6,-40.91,-6.56,0.11,0.22,0.0,,
820,Wall,D5529888-CAEC-49D9-9B1E-1CDDA069DCA2,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.57,-41.01,-6.56,120.68,-40.88,-6.34,0.11,0.22,0.0,,
821,Wall,FBFB8871-E3EA-43FD-9CEE-2750B507FCC5,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.58,-41.05,-6.78,120.69,-40.92,-6.56,0.11,0.22,0.0,,
822,Wall,6D77BCA3-35B3-45A9-A748-DD3BE9CE3CE5,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.66,-41.02,-6.56,120.77,-40.89,-6.34,0.11,0.22,0.0,,
823,Wall,3BEA7A40-C31A-4486-AFC9-9B97BBFD0E89,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.65,-40.98,-6.78,120.76,-40.85,-6.56,0.11,0.22,0.0,,
824,Wall,5524698C-0C84-4064-9359-6F997012AA27,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.73,-40.96,-6.56,120.84,-40.83,-6.34,0.11,0.22,0.0,,
825,Wall,BDD14387-4B17-4AC7-8648-C51FEE0A7A6F,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.74,-41.0,-6.78,120.86,-40.87,-6.56,0.11,0.22,0.0,,
826,Wall,C8A3A10B-03DB-4625-BED6-591E21508F74,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.82,-40.97,-6.56,120.94,-40.84,-6.34,0.11,0.22,0.0,,
827,Wall,D81CEA0B-F469-4A99-A198-0243F7997198,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.81,-40.93,-6.78,120.92,-40.8,-6.56,0.11,0.22,0.0,,
828,Wall,865EC799-EB68-4319-AE88-B5D2C2A6B7DA,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.89,-40.91,-6.56,121.01,-40.78,-6.34,0.11,0.22,0.0,,
829,Wall,C0393FF5-2099-4454-A188-BB3B42B756E3,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.9,-40.94,-6.78,121.02,-40.81,-6.56,0.11,0.22,0.0,,
830,Wall,94EBEB3A-3D15-4899-BCEE-2895C83CB93E,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.98,-40.92,-6.56,121.1,-40.79,-6.34,0.11,0.22,0.0,,
831,Wall,0A1BA309-5260-4AEA-96C3-262387F087E7,,,0.09,,,Basic Wall:Generic - 230mm:329538,120.97,-40.88,-6.78,121.09,-40.75,-6.56,0.11,0.22,0.0,,
832,Wall,3DBEA6BC-58D5-4501-936B-D1DB64543053,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.05,-40.85,-6.56,121.17,-40.72,-6.34,0.11,0.22,0.0,,
833,Wall,2DE22642-F116-4706-B7AF-EBCD672C0D37,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.06,-40.89,-6.78,121.18,-40.76,-6.56,0.11,0.22,0.0,,
834,Wall,1E9828AF-B7E6-4214-BFDB-307FCA389120,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.15,-40.87,-6.56,121.26,-40.74,-6.34,0.11,0.22,0.0,,
835,Wall,DC4E0EEA-FD74-480E-B608-B54DDF27315F,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.13,-40.83,-6.78,121.25,-40.7,-6.56,0.11,0.22,0.0,,
836,Wall,5BA5A5B8-905C-4174-AD8D-5B1CF6ED2346,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.21,-40.8,-6.56,121.33,-40.67,-6.34,0.11,0.22,0.0,,
837,Wall,D66FE2B0-8B8A-4C0C-AABC-04009D2AEC90,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.23,-40.84,-6.78,121.34,-40.71,-6.56,0.11,0.22,0.0,,
838,Wall,40164B4C-77CB-496B-A6AB-54458E67F6ED,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.31,-40.81,-6.56,121.42,-40.68,-6.34,0.11,0.22,0.0,,
839,Wall,4AA9A247-7955-43C9-8DDC-B4EA7EFEC4A1,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.3,-40.78,-6.78,121.41,-40.65,-6.56,0.11,0.22,0.0,,
840,Wall,745ED51C-CF12-4145-8E68-5F887AF31BCA,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.38,-40.75,-6.56,121.49,-40.62,-6.34,0.11,0.22,0.0,,
841,Wall,A1A63BCD-52CD-4B28-9CC5-12BE42F3798A,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.39,-40.79,-6.78,121.5,-40.66,-6.56,0.11,0.22,0.0,,
842,Wall,FF8D4963-E2DD-455C-AC77-734D337A78D1,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.47,-40.76,-6.56,121.58,-40.63,-6.34,0.11,0.22,0.0,,
843,Wall,795460E7-6E35-44F7-9C71-D26C74261B91,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.46,-40.72,-6.78,121.57,-40.59,-6.56,0.11,0.22,0.0,,
844,Wall,6E910AF4-2ECD-4D10-8357-EE04BA450E85,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.54,-40.7,-6.56,121.65,-40.57,-6.34,0.11,0.22,0.0,,
845,Wall,C4406B1E-B1F4-4A99-8032-767AA8F2CEB6,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.55,-40.74,-6.78,121.66,-40.61,-6.56,0.11,0.22,0.0,,
846,Wall,6CF34F9E-FDF5-40D5-A386-2CC640C16A75,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.63,-40.71,-6.56,121.75,-40.58,-6.34,0.11,0.22,0.0,,
847,Wall,94810644-63FE-4FF6-8FAA-84C8565B9352,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.62,-40.67,-6.78,121.73,-40.54,-6.56,0.11,0.22,0.0,,
848,Wall,7627BAED-0402-4936-9020-9C6BFD71E276,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.7,-40.65,-6.56,121.81,-40.52,-6.34,0.11,0.22,0.0,,
849,Wall,F058A160-04BC-4FD9-935C-9EBAAB0B7D9D,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.71,-40.68,-6.78,121.83,-40.55,-6.56,0.11,0.22,0.0,,
850,Wall,0F6B0FED-B94C-4031-9609-961023B241ED,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.79,-40.66,-6.56,121.91,-40.53,-6.34,0.11,0.22,0.0,,
851,Wall,B1790A49-A0B6-4E81-9CF8-1FF3FC618DD2,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.78,-40.62,-6.78,121.9,-40.49,-6.56,0.11,0.22,0.0,,
852,Wall,1105B8A3-D7AB-4EA5-835C-DEBB7B272BC5,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.86,-40.59,-6.56,121.98,-40.46,-6.34,0.11,0.22,0.0,,
853,Wall,A001926E-EF9D-454C-8934-6FD8E339E472,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.87,-40.63,-6.78,121.99,-40.5,-6.56,0.11,0.22,0.0,,
854,Wall,E40EC238-BB54-4A15-955D-37C5E922E0E5,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.95,-40.61,-6.56,122.07,-40.48,-6.34,0.11,0.22,0.0,,
855,Wall,D6A8B530-9D94-4A47-A372-15D229E2C311,,,0.09,,,Basic Wall:Generic - 230mm:329538,121.94,-40.57,-6.78,122.06,-40.44,-6.56,0.11,0.22,0.0,,
856,Wall,AB7B7166-101D-45D9-9F30-8362DB3F09C8,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.02,-40.54,-6.56,122.14,-40.41,-6.34,0.11,0.22,0.0,,
857,Wall,3F6E0F40-265D-4667-A381-5CE410985BFD,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.04,-40.58,-6.78,122.15,-40.45,-6.56,0.11,0.22,0.0,,
858,Wall,9DA0328A-B7CA-4766-A5C3-514ED5DB73E4,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.12,-40.55,-6.56,122.23,-40.42,-6.34,0.11,0.22,0.0,,
859,Wall,171A040E-FD3F-4408-B5F7-8B0E67F8F30C,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.1,-40.52,-6.78,122.22,-40.39,-6.56,0.11,0.22,0.0,,
860,Wall,7C091B8B-962B-46F6-BD99-CE4F0ED60232,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.19,-40.49,-6.56,122.3,-40.36,-6.34,0.11,0.22,0.0,,
861,Wall,DFD2A7A1-110A-4DE2-B989-2CBE57FE266F,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.2,-40.53,-6.78,122.31,-40.4,-6.56,0.11,0.22,0.0,,
862,Wall,D63CCED4-989B-4B33-ACC6-B1304E71A321,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.28,-40.5,-6.56,122.39,-40.37,-6.34,0.11,0.22,0.0,,
863,Wall,A9949C3F-9BEF-4695-9AA3-72810630C70D,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.27,-40.46,-6.78,122.38,-40.33,-6.56,0.11,0.22,0.0,,
864,Wall,D967D1E3-4F3E-4AE1-9575-1CFD4A20ED4E,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.35,-40.44,-6.56,122.46,-40.31,-6.34,0.11,0.22,0.0,,
865,Wall,F4E1660A-E5D3-4F23-84A8-948C24A4C53F,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.36,-40.48,-6.78,122.47,-40.35,-6.56,0.11,0.22,0.0,,
866,Wall,4D80E926-454E-4F63-9402-99963474988C,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.44,-40.45,-6.56,122.56,-40.32,-6.34,0.11,0.22,0.0,,
867,Wall,762A2800-606F-4856-9AE5-E87282E6AB24,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.43,-40.41,-6.78,122.54,-40.28,-6.56,0.11,0.22,0.0,,
868,Wall,FCA0B0D5-5646-4952-8A73-FD8633BBE19A,,,0.09,,,Basic Wall:Generic - 230mm:329538,122.51,-40.39,-6.56,122.62,-40.26,-6.34,0.11,0.22,0.0,,
