node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,embedded_in_wall_guid
0,DimNode 0,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,0.000,0.00,102.21,10.62,Dim Node 0,102.21,10.61,0.0,102.22,10.62,0.0,,,,,
1,DimNode 1,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,105.51,10.62,Dim Node 1,105.51,10.61,0.0,105.52,10.62,0.0,,,,,
2,DimNode 2,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,108.81,10.62,Dim Node 2,108.81,10.61,0.0,108.82,10.62,0.0,,,,,
3,DimNode 3,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,112.11,10.62,Dim Node 3,112.11,10.61,0.0,112.12,10.62,0.0,,,,,
4,DimNode 4,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,115.41,10.62,Dim Node 4,115.41,10.61,0.0,115.42,10.62,0.0,,,,,
5,DimNode 5,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,118.71,10.62,Dim Node 5,118.71,10.61,0.0,118.72,10.62,0.0,,,,,
6,DimNode 6,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,122.01,10.62,Dim Node 6,122.01,10.61,0.0,122.02,10.62,0.0,,,,,
7,DimNode 7,6B384789-FF24-464E-8578-5838C1C2E80F,00000000-0000-0000-0000-000000000000,3.300,3.30,125.31,10.62,Dim Node 7,125.31,10.61,0.0,125.32,10.62,0.0,,,,,
8,Dimension,6B384789-FF24-464E-8578-5838C1C2E80F,,,23.10,,,Dim 1,102.15,10.52,0.0,125.37,10.71,0.0,,,,,
9,Wall,0CDD01AF-98ED-43E0-B6E3-7E6DE430D56E,,,12.30,,,Basic Wall:Generic - 350mm:314221,92.09,-4.88,-1.87,92.44,7.42,0.34,0.35,2.21,0.0,,
10,Wall,1CD29418-0FBB-4045-A168-407891FC1566,,,20.89,,,Basic Wall:Generic - 350mm:314222,78.85,-5.06,-1.87,99.74,-4.71,0.34,0.35,2.21,0.0,,
11,Wall,FC4641B3-E420-402F-82AD-C0F8DC03AA9A,,,3.91,,,Basic Wall:Generic - 350mm:314223,101.6,-5.06,-1.87,105.5,-4.71,0.34,0.35,2.21,0.0,,
12,Wall,FC25B4AB-257E-4A37-8310-68A5B9A6BE2C,,,3.69,,,Basic Wall:Generic - 350mm:314224,102.02,-4.71,-1.87,102.37,-1.02,0.34,0.35,2.21,0.0,,
13,Wall,35125D60-5B8D-4ECC-9ADF-DB2E4C386856,,,12.30,,,Basic Wall:Generic - 350mm:314225,105.33,-4.88,-1.87,105.68,7.42,0.34,0.35,2.21,0.0,12236AE9-37ED-43D8-BA26-DD12C5FBC9FD,
14,Wall,7F2FD826-6332-4AB4-B0B7-F2025C2478B9,,,7.52,,,Basic Wall:Generic - 350mm:314226,102.02,-0.1,-1.87,102.37,7.42,0.34,0.35,2.21,0.0,,
15,Wall,E968CBE0-19B3-4E3C-B8A8-56F3CC16B246,,,12.30,,,Basic Wall:Generic - 350mm:314227,98.71,-4.88,-1.87,99.06,7.42,0.34,0.35,2.21,0.0,,
16,Wall,42401B95-8A0F-4142-8B0F-7DDC197C674F,,,12.30,,,Basic Wall:Generic - 350mm:314228,95.4,-4.88,-1.87,95.75,7.42,0.34,0.35,2.21,0.0,,
17,Wall,B8CB20A7-F6A9-4B18-9AB1-4B2F0D4286DF,,,13.24,,,Basic Wall:Generic - 350mm:314229,92.26,5.17,-1.87,105.5,5.52,0.34,0.35,2.21,0.0,"6F0BD77B-51A2-41E0-81F7-36EF842A0D08, 050FF105-F296-49E8-9DF8-5E3805F2F1E2, 5601CE6E-D56B-4C9C-A83E-764BC413EC95",
18,Wall,DBC36769-07B2-4AAA-92E8-2931C01DC30D,,,3.31,,,Basic Wall:Generic - 350mm:314230,98.88,0.67,-1.87,102.19,1.02,0.34,0.35,2.21,0.0,,
19,Wall,0F42A1D4-8FF7-4511-8CD2-65F828E5812C,,,3.31,,,Basic Wall:Generic - 350mm:314231,95.57,-1.45,-1.87,98.88,-1.09,0.34,0.35,2.21,0.0,,
20,Wall,D1C356A8-8BA2-49C3-9146-ACA3E057F59F,,,3.31,,,Basic Wall:Generic -230mm:314232,98.88,-3.65,-1.87,102.19,-3.42,0.34,0.23,2.21,0.0,,
21,Wall,96C942C4-2386-491A-87E4-6519313A84E0,,,2.02,,,Basic Wall:Generic -110mm:314233,103.49,0.45,-1.87,105.5,0.56,0.34,0.11,2.21,0.0,,
22,Wall,09BABCB8-4436-4C1D-9E42-8456D507429E,,,5.85,,,Basic Wall:230mm:425109,76.15,-44.2,-4.07,80.15,-39.62,-0.87,0.23,3.20,0.0,,
23,Wall,99C21D1C-B0AD-4D90-A701-DE4E6C8451D0,,,5.11,,,Basic Wall:230mm:425113,79.98,-48.08,-4.87,83.48,-44.05,-1.97,0.23,2.90,0.0,,
24,Wall,0B46A249-8F7E-4588-B6FF-7DAC584BD870,,,10.14,,,Basic Wall:230mm:425117,83.31,-55.79,-6.87,90.08,-47.93,-2.77,0.23,4.10,0.0,,
25,Wall,02DED196-3923-42E9-8928-FD2E07C4BC54,,,0.55,,,Basic Wall:230mm:425129,90.02,-56.34,-6.87,90.58,-55.79,-2.77,0.23,4.10,0.0,,
26,Wall,06E9275C-4C90-4C15-8E6E-BF061A1402F0,,,0.47,,,Basic Wall:230mm:425133,89.69,-56.33,-6.87,90.18,-55.83,-2.77,0.23,4.10,0.0,,
27,Wall,023E69C6-8ACD-4AF4-9423-ED0D15248C95,,,0.55,,,Basic Wall:230mm:425137,89.7,-55.99,-6.87,90.26,-55.45,-2.77,0.23,4.10,0.0,,
28,Wall,F73FA29F-666F-4898-9538-E4AA9A9E2DFF,,,0.47,,,Basic Wall:230mm:425141,90.09,-55.95,-6.87,90.58,-55.45,-2.77,0.23,4.10,0.0,,
29,Wall,34E2AD07-371E-47D8-8F67-6512F6103DB3,,,8.21,,,Basic Wall:230mm:425396,96.27,-49.85,-11.87,102.63,-44.31,-4.37,0.23,7.50,0.0,,
30,Wall,6FC2A26E-7A7C-4DBE-9B65-7C61FA7C08AF,,,5.23,,,Basic Wall:230mm:425400,102.53,-44.51,-11.87,107.68,-43.11,-4.37,0.23,7.50,0.0,,
31,Wall,2D6788AE-AF92-4EA5-9B35-71E0756A822F,,,2.32,,,Basic Wall:230mm:425404,107.0,-43.24,-11.87,107.77,-40.94,-4.37,0.23,7.50,0.0,,
32,Wall,D5D79431-AECC-4F23-9E2E-AD5BB026E44B,,,3.55,,,Basic Wall:230mm:425408,103.6,-42.36,-11.87,107.1,-41.24,-4.37,0.23,7.50,0.0,,
33,Wall,BC30E725-5F66-4041-A1BD-AE2BC1896D41,,,1.02,,,Basic Wall:230mm:425412,103.34,-42.27,-11.87,103.74,-41.22,-4.37,0.23,7.50,0.0,,
34,Wall,FF299D49-B7F2-4BD4-A436-0AA6C05A8482,,,3.55,,,Basic Wall:230mm:425416,103.42,-41.36,-11.87,106.93,-40.33,-4.37,0.23,7.50,0.0,,
35,Wall,CC1CF206-1EDB-44F2-AEE9-BD804849F9D1,,,3.30,,,Basic Wall:230mm:425420,110.4,-42.02,-6.87,113.3,-40.05,-4.37,0.23,2.50,0.0,,
36,Wall,DF324805-743B-450B-B8FC-6C9F551AC5BC,,,6.78,,,Basic Wall:230mm:425424,113.21,-42.04,-6.87,119.87,-40.29,-4.37,0.23,2.50,0.0,,
37,Wall,E3F2DBB9-FC7A-4033-9DCB-98F438BDFC3C,,,11.10,,,Basic Wall:230mm:425428,119.82,-40.52,-6.87,130.66,-37.67,-4.37,0.23,2.50,0.0,,
38,Wall,D143D85F-C687-407C-AE5F-75F07BCD57D2,,,9.64,,,Basic Wall:230mm:425432,130.52,-37.78,-6.87,130.89,-28.15,-3.75,0.23,3.12,0.0,,
39,Wall,D3CD56D6-7D3E-4D7C-A42B-5571B520CB94,,,9.98,,,Basic Wall:230mm:425436,130.66,-28.15,-5.85,131.04,-18.17,-2.67,0.23,3.18,0.0,,
40,Wall,5F0B601D-2840-45FD-BC18-52D42F4A121D,,,6.97,,,Basic Wall:230mm:425440,130.81,-18.17,-4.77,131.08,-11.2,-1.47,0.23,3.30,0.0,,
41,Wall,AA615336-488C-4531-8363-56ECB814ABBD,,,6.26,,,Basic Wall:230mm:425444,130.84,-11.2,-3.57,131.08,-4.94,-0.17,0.23,3.40,0.0,,
42,Wall,5D83A657-C49B-49E1-A9D4-4399CCEBBDB2,,,12.30,,,Basic Wall:230mm:425453,130.93,0.63,-1.57,131.37,12.93,2.21,0.23,3.78,0.0,,
43,Wall,7BE227D9-39F4-445A-87BD-FA290370783F,,,5.41,,,Basic Wall:230mm:425457,131.2,17.14,1.0,131.53,22.56,4.4,0.23,3.40,0.0,,
44,Wall,1A58B9BF-6032-4A4B-BB34-A44EDA7F70AA,,,4.22,,,Basic Wall:230mm:425461,131.14,12.92,0.0,131.43,17.15,3.1,0.23,3.10,0.0,,
45,Wall,B14CB0A5-D8C1-42B1-A9E1-54963573B967,,,0.45,,,Basic Wall:230mm:425465,131.31,22.66,1.0,131.76,22.9,4.4,0.23,3.40,0.0,,
46,Wall,81B460CE-4BF3-454C-9CF3-EFDD73977460,,,0.34,,,Basic Wall:230mm:425469,131.42,22.43,1.0,131.76,22.67,4.4,0.23,3.40,0.0,,
47,Wall,B99FF556-9950-45A4-AC31-1B1AFB0CC454,,,2.73,,,Basic Wall:Generic - 350mm:314177,125.14,6.53,0.0,125.49,9.26,2.21,0.35,2.21,0.0,,
48,Wall,66D5C344-641C-4AE2-B301-CC6B1A3C8B0B,,,5.27,,,Basic Wall:Generic - 350mm:314178,125.14,0.36,0.0,125.49,5.63,2.21,0.35,2.21,0.0,,
49,Wall,BAB84885-24E1-45EE-93AA-50F744103F10,,,0.58,,,Basic Wall:Generic -230mm:314179,121.96,6.59,0.0,122.19,7.17,2.21,0.23,2.21,0.0,3BED7E65-B5EA-4708-84C8-25322DE00B44,
50,Wall,F6726267-B8C6-415B-97FB-EB05CC149BC6,,,3.30,,,Basic Wall:Generic -230mm:314180,122.01,4.54,0.0,125.31,4.77,2.21,0.23,2.21,0.0,,
51,Wall,D3E1B120-F296-4D6C-8AC8-2A0C64F313BA,,,2.08,,,Basic Wall:Generic - 350mm:314181,121.84,7.17,0.0,122.19,9.26,2.21,0.35,2.21,0.0,,
52,Wall,2557274B-2CEB-4704-AEEC-06ACDF24295E,,,1.74,,,Basic Wall:Generic - 350mm:314182,121.84,2.91,0.0,122.19,4.65,2.21,0.35,2.21,0.0,,
53,Wall,89A2A3F9-E1CA-4351-8740-474C310DF5A7,,,0.81,,,Basic Wall:Generic -230mm:314183,121.96,1.13,0.0,122.19,1.94,2.21,0.23,2.21,0.0,,
54,Wall,F2D2DFD8-79AC-4730-8BC0-D442E5B5D807,,,3.24,,,Basic Wall:Generic -230mm:314184,122.07,1.82,0.0,125.31,2.05,2.21,0.23,2.21,0.0,,
55,Wall,14D49810-4092-4411-8145-F64625424970,,,0.77,,,Basic Wall:Generic - 350mm:314185,121.84,0.36,0.0,122.19,1.13,2.21,0.35,2.21,0.0,,
56,Wall,B64D5AD4-4DC9-4010-A704-EFE76902771E,,,0.77,,,Basic Wall:Generic - 350mm:314186,118.53,0.36,0.0,118.88,1.13,2.21,0.35,2.21,0.0,,
57,Wall,8BEBAB1F-F3A3-44DE-9C33-BE593D8B790F,,,1.84,,,Basic Wall:Generic - 350mm:314187,118.53,2.93,0.0,118.88,4.77,2.21,0.35,2.21,0.0,,
58,Wall,93FB1D4D-F16A-46FD-B396-71CF4CD21696,,,2.08,,,Basic Wall:Generic - 350mm:314188,118.53,7.17,0.0,118.88,9.26,2.21,0.35,2.21,0.0,,
59,Wall,BFDA94B0-EE8F-4CE1-B982-6E334FD998A1,,,2.08,,,Basic Wall:Generic - 350mm:314189,115.22,7.17,0.0,115.57,9.26,2.21,0.35,2.21,0.0,,
60,Wall,E69C57C2-475F-4A6F-A283-1835A44AE2D7,,,1.84,,,Basic Wall:Generic - 350mm:314190,115.22,2.93,0.0,115.57,4.77,2.21,0.35,2.21,0.0,,
61,Wall,52821DE7-66B6-4CAD-85AD-A8A3878CEBC0,,,3.74,,,Basic Wall:Generic - 350mm:314191,111.91,5.52,0.0,112.26,9.26,2.21,0.35,2.21,0.0,,
62,Wall,284D59B7-1FFC-4708-89B4-E19074F37D41,,,6.06,,,Basic Wall:Generic - 350mm:314192,108.6,3.2,0.0,108.95,9.26,2.21,0.35,2.21,0.0,,
63,Wall,E4874E41-E961-470E-AD3A-FA644460CD3E,,,0.67,,,Basic Wall:Generic - 350mm:314193,108.6,0.36,0.0,108.95,1.03,2.21,0.35,2.21,0.0,,
64,Wall,CFD1208F-CF4A-48E3-AAB9-3932FB11AE82,,,0.70,,,Basic Wall:Generic - 350mm:314194,111.91,0.36,0.0,112.26,1.06,2.21,0.35,2.21,0.0,,
65,Wall,BEED922C-20EC-4E9C-87F5-448B0C0D0C66,,,0.77,,,Basic Wall:Generic - 350mm:314195,115.22,0.36,0.0,115.57,1.13,2.21,0.35,2.21,0.0,,
66,Wall,C6AEFAC7-4570-42B6-94F9-25ED1F1603D4,,,1.94,,,Basic Wall:Generic -115mm:314196,115.39,3.2,0.0,117.34,3.32,2.21,0.12,2.21,0.0,,
67,Wall,23F3BBEC-FAB0-47BE-86D2-F5E6AA59BA22,,,2.40,,,Basic Wall:Generic -230mm:314197,115.22,4.77,0.0,115.45,7.17,2.21,0.23,2.21,0.0,,
68,Wall,CE382EB0-DE9C-4C4B-A57F-0DEAEAB174DE,,,2.98,,,Basic Wall:Generic -115mm:314198,112.89,2.44,0.0,113.01,5.42,2.21,0.12,2.21,0.0,4818A105-C684-4173-BE61-05AE0D3F7CAF,
69,Wall,F2A454A3-4965-49BA-9FE1-88A6F2A26712,,,0.14,,,Basic Wall:Generic -115mm:314199,112.85,5.42,0.0,113.01,5.58,2.21,0.12,2.21,0.0,,
70,Wall,0D09BA47-1875-4F81-BBB6-7CDD48711527,,,1.43,,,Basic Wall:Generic -115mm:314200,111.42,5.46,0.0,112.85,5.58,2.21,0.12,2.21,0.0,,
71,Wall,0D1650FE-58EA-40C2-82F3-0A0DCFE6AC30,,,0.15,,,Basic Wall:Generic -115mm:314201,111.26,5.42,0.0,111.42,5.58,2.21,0.11,2.21,0.0,,
72,Wall,2D9A3353-BFA3-4782-B68C-83CB0D6CCEA5,,,2.98,,,Basic Wall:Generic -115mm:314202,111.26,2.43,0.0,111.37,5.42,2.21,0.12,2.21,0.0,99494697-EACE-44B9-A793-CB09B463F053,
73,Wall,A63B5360-55F9-4AF9-925D-A789A1160EF7,,,0.14,,,Basic Wall:Generic -115mm:314203,111.26,2.28,0.0,111.42,2.43,2.21,0.12,2.21,0.0,,
74,Wall,D3B6430A-F19A-465D-B970-6657E9717581,,,1.43,,,Basic Wall:Generic -115mm:314204,111.42,2.28,0.0,112.85,2.39,2.21,0.12,2.21,0.0,,
75,Wall,DB738AF9-9C81-40AC-98E2-D73B13877220,,,0.15,,,Basic Wall:Generic -115mm:314205,112.85,2.28,0.0,113.01,2.44,2.21,0.12,2.21,0.0,,
76,Wall,174266D0-231D-414B-9C77-CC714A69E8C3,,,1.42,,,Basic Wall:Generic -230mm:314206,113.97,3.09,0.0,115.39,3.32,2.21,0.23,2.21,0.0,,
77,Wall,8E6FA338-56C4-40CE-99CA-24C67E1E3142,,,2.20,,,Basic Wall:Generic -90mm:314207,112.8,-3.53,0.0,115.0,-3.44,4.08,0.09,4.08,0.0,,
78,Wall,040624D9-947D-4AED-B674-66862A197A74,,,0.65,,,Basic Wall:Generic -90mm:314208,112.16,-3.51,0.0,112.8,-3.42,4.08,0.09,4.08,0.0,,
79,Wall,2329495F-4171-4443-8DA8-380C786F592D,,,0.63,,,Basic Wall:Generic -90mm:314209,113.45,-4.12,0.0,113.54,-3.49,4.08,0.09,4.08,0.0,,
80,Wall,0CA1956C-157E-49DB-8B62-8D8829F112BA,,,0.84,,,Basic Wall:Generic -90mm:314210,112.9,-4.77,0.0,113.53,-4.09,4.08,0.09,4.08,0.0,,
81,Wall,6501386B-81FF-4645-ABC3-AEC732F62EA7,,,0.21,,,Basic Wall:Generic -90mm:314211,112.8,-4.8,0.0,113.02,-4.71,4.08,0.09,4.08,0.0,,
82,Wall,8D813521-30FA-4A35-B9B6-F63DAAFA6819,,,3.13,,,Basic Wall:Generic -90mm:314212,112.76,-5.75,0.0,112.85,-2.62,4.08,0.09,4.08,0.0,,
83,Wall,ADE43EF0-892C-4914-8EBC-2F286BC45F21,,,1.05,,,Basic Wall:Generic -90mm:314213,112.28,-2.67,0.0,113.34,-2.57,4.08,0.09,4.08,0.0,,
84,Wall,5E6017CC-5C80-4A9D-A7A4-B63DB413E80B,,,1.23,,,Basic Wall:Generic -90mm:314214,113.31,-2.66,0.0,114.35,-1.86,4.08,0.09,4.08,0.0,,
85,Wall,E0248E9C-C10C-40FB-9DBB-C1AB2A50259D,,,1.25,,,Basic Wall:Generic -90mm:314215,111.14,-2.66,0.0,112.3,-2.04,4.08,0.09,4.08,0.0,,
86,Wall,5C0D3BC5-A505-4D33-9AB2-51C422FF4A7C,,,0.76,,,Basic Wall:Generic -230mm:314216,110.42,-5.86,-3.08,115.23,-1.08,4.08,0.23,7.16,0.0,,
87,Wall,420B9D77-A7AD-4B70-91D4-983CBEE016D4,,,0.69,,,Basic Wall:Generic -90mm:314217,112.12,-4.34,0.0,112.8,-4.25,4.08,0.09,4.08,0.0,,
88,Wall,32F0807C-15EF-4943-8F30-CB47B4793455,,,1.83,,,Basic Wall:Generic -90mm:314218,110.51,-4.34,0.0,112.14,-3.34,4.08,0.09,4.08,0.0,,
89,Wall,99D75020-19E6-4699-B390-E466928E2155,,,1.57,,,Basic Wall:Generic -170mm:314219,113.23,-1.12,-1.1,113.4,0.45,3.57,0.17,4.67,0.0,,
90,Wall,63939AFC-AB30-441C-8843-6F398B015389,,,1.87,,,Basic Wall:Generic -170mm:314220,112.26,-1.12,0.0,112.43,0.75,3.57,0.17,3.57,0.0,,
91,Wall,6F9F9719-C34A-49E9-96E1-D206F16FDDA0,,,0.24,,,Basic Wall:Generic - 115mm:451585,125.18,6.44,0.0,125.44,6.62,2.21,0.12,2.21,0.0,,
92,Wall,17212301-5D6D-4F4B-A1ED-65683DD7DE74,,,0.10,,,Basic Wall:Generic - 115mm:451649,125.37,6.56,0.0,125.49,6.66,2.21,0.12,2.21,0.0,,
93,Wall,E7177D3A-EE2C-4A03-B7DD-BE7A0C173F17,,,0.16,,,Basic Wall:Generic - 115mm:451700,125.14,6.5,0.0,125.25,6.66,2.21,0.12,2.21,0.0,,
94,Wall,9F5F8A33-B6A0-4A0E-987F-FAE3EDC47054,,,0.16,,,Basic Wall:Generic - 115mm:451892,125.37,5.5,0.0,125.49,5.66,2.21,0.12,2.21,0.0,,
95,Wall,AB1E6607-6CB2-4245-9738-FDFE5F25E1A9,,,0.24,,,Basic Wall:Generic - 115mm:451927,125.18,5.54,0.0,125.44,5.72,2.21,0.11,2.21,0.0,,
96,Wall,C304DCD6-9EDC-42EA-BF06-F3A47BAC30B6,,,0.10,,,Basic Wall:Generic - 115mm:452063,125.14,5.5,0.0,125.25,5.6,2.21,0.12,2.21,0.0,,
97,Wall,B11726CC-43D3-4C14-B1EC-2AA6D538112D,,,1.33,,,Basic Wall:BEAM - 140mm:453711,104.34,4.85,0.0,105.03,6.11,6.21,0.14,6.21,0.0,,
98,Wall,76297829-83BB-41B0-9053-F9405892AC31,,,2.20,,,Basic Wall:BEAM - 140mm:454687,104.9,5.51,0.0,107.16,6.8,6.21,0.14,6.21,0.0,,
99,Wall,6ECEF228-1869-4FBC-8A79-66BD5DBC8F15,,,2.07,,,Basic Wall:BEAM - 140mm:454814,105.66,3.96,0.0,107.16,5.53,6.21,0.14,6.21,0.0,,
100,Wall,DF2F89EA-1E52-4EC8-A1F2-EF2EEF1FE9EE,,,1.43,,,Basic Wall:Generic -230mm:459086,108.77,3.09,0.0,110.2,3.32,2.21,0.23,2.21,0.0,,
101,Wall,80572DB9-974B-414B-98A4-71C30906E822,,,12.93,,,Basic Wall:BEAM - 350mm:327260,95.4,-5.28,0.34,95.75,7.64,1.02,0.35,0.68,0.0,,
102,Wall,EE3C1DD6-869E-4B3F-A29F-4D389E93E30E,,,12.93,,,Basic Wall:BEAM - 350mm:327321,92.09,-5.28,0.34,92.44,7.64,1.96,0.35,1.61,0.0,,
103,Wall,920999A0-796C-4EBE-9622-360B15724B6A,,,12.93,,,Basic Wall:BEAM - 350mm:327328,88.45,-5.28,0.34,88.8,7.64,1.02,0.35,0.68,0.0,,
104,Wall,81FBA400-7223-4C78-ACA4-BEC2C7CD59C7,,,12.93,,,Basic Wall:BEAM - 350mm:327335,85.13,-5.28,0.34,85.48,7.64,1.02,0.35,0.68,0.0,,
105,Wall,621E059E-FDBF-4C97-9FB5-C1457E8260D1,,,12.93,,,Basic Wall:BEAM - 350mm:327342,81.83,-5.28,0.34,82.18,7.64,1.02,0.35,0.68,0.0,,
106,Wall,44CE1F9C-A2E3-4D69-8AD6-D2F342F2A54F,,,12.93,,,Basic Wall:BEAM - 350mm:327372,78.5,-5.28,0.34,78.85,7.64,2.21,0.35,1.87,0.0,,
107,Wall,76248EB0-AD75-461F-907F-594A0FC060F4,,,12.93,,,Basic Wall:BEAM - 350mm:327413,98.71,-5.28,0.34,99.06,7.64,1.02,0.35,0.68,0.0,,
108,Wall,075B89F2-3549-4EB0-AB76-E7BF54A1F95B,,,12.93,,,Basic Wall:BEAM - 350mm:327420,102.02,-5.28,0.34,102.37,7.64,1.02,0.35,0.68,0.0,,
109,Wall,0465E481-F53E-4434-961D-FFF1E8E2A41D,,,12.93,,,Basic Wall:BEAM - 350mm:327427,105.33,-5.28,0.34,105.68,7.64,1.96,0.35,1.61,0.0,0E1EC2B3-BFE3-4F23-941A-CF693B90EB11,
110,Wall,2255CF8F-D5D0-4EE2-942A-D53277D81351,,,26.83,,,Basic Wall:BEAM - 220mm:328114,78.67,-5.39,0.34,105.5,-5.17,2.21,0.22,1.87,0.0,,
111,Wall,B68A4E37-9127-46A1-8AB7-7EB0A329D945,,,26.83,,,Basic Wall:BEAM - 220mm:328339,78.67,7.53,0.34,105.5,7.75,2.21,0.22,1.87,0.0,,
112,Wall,EA3033FB-BCDA-4073-BECC-B62CDA3B45F6,,,0.78,,,Basic Wall:Generic - 350mm:309853,105.33,6.62,2.21,105.68,7.4,4.42,0.35,2.21,0.0,,
113,Wall,C9397291-134B-4282-8B95-22DFAE4CAF86,,,6.19,,,Basic Wall:Generic - 350mm:309952,105.33,-5.13,2.21,105.68,1.06,4.42,0.35,2.21,0.0,,
114,Wall,11C92A89-6471-4659-8177-3A5ABBDFB543,,,1.61,,,Basic Wall:Generic - 350mm:310035,102.02,-5.13,2.21,102.37,-3.52,4.42,0.35,2.21,0.0,,
115,Wall,0E781ABF-8F4B-4D01-8E42-B05505C8BA39,,,3.73,,,Basic Wall:Generic - 350mm:310100,102.02,3.45,2.21,102.37,7.19,4.42,0.35,2.21,0.0,,
116,Wall,3592D52E-B6D4-4105-AE34-9F4733245BBE,,,3.69,,,Basic Wall:Generic - 350mm:310178,98.71,2.97,2.21,99.06,6.66,4.42,0.35,2.21,0.0,,
117,Wall,4312CECE-A7EA-4AB5-B321-4BE72B953984,,,1.01,,,Basic Wall:Generic - 350mm:310228,95.4,5.37,2.21,95.75,6.39,4.42,0.35,2.21,0.0,,
118,Wall,BF79BC05-237F-4D70-983E-73E6BC908A09,,,5.40,,,Basic Wall:Generic - 350mm:310328,92.09,0.99,2.21,92.44,6.39,4.42,0.35,2.21,0.0,,
119,Wall,1C0DEAAF-6986-45B1-B9F9-5B1DB113C6B2,,,5.60,,,Basic Wall:Generic - 350mm:310430,92.09,-5.13,2.21,92.44,0.47,4.42,0.35,2.21,0.0,422B1A3E-3E29-4110-9076-FEBA09F5A61E,
120,Wall,3700F2D8-490D-480D-B074-12927A42EEB7,,,6.05,,,Basic Wall:Generic - 350mm:310548,98.71,-5.13,2.21,99.06,0.92,4.42,0.35,2.21,0.0,27E81154-5CE5-4BB7-9FD8-9A53E8784DB4,
121,Wall,05CC188D-3DF0-4DB2-8510-7A9191A27F8E,,,1.19,,,Basic Wall:Generic - 350mm:310598,95.4,-0.2,2.21,95.75,0.99,4.42,0.35,2.21,0.0,,
122,Wall,955C930B-5F02-4159-8931-C2983C52CCB1,,,9.57,,,Basic Wall:Generic - 230mm:310880,92.2,0.36,2.21,101.77,0.59,4.42,0.23,2.21,0.0,,
123,Wall,90D39EBB-19B4-4B32-B490-0D2401F08CE7,,,0.52,,,Basic Wall:Generic - 230mm:310920,92.09,0.47,2.21,92.32,0.99,4.42,0.23,2.21,0.0,,
124,Wall,15A88539-7BE6-4622-BAEE-913B75D91513,,,3.23,,,Basic Wall:Generic - 350mm:311054,88.83,3.29,2.12,92.06,3.64,4.17,0.35,2.04,0.0,9B18E246-9CB0-43EB-B55B-010F95670CBB,
125,Wall,79B974A4-385C-4CC6-ADDC-ED2B78FDEAFF,,,6.67,,,Basic Wall:Generic - 350mm:311176,88.45,0.44,2.21,88.8,7.12,4.42,0.35,2.21,0.0,4F03E9A9-527A-44B7-BED7-FCA53B5D0BC0,
126,Wall,AFC59C53-EA4D-4A82-B5FB-60296855987B,,,9.95,,,Basic Wall:Generic - 350mm:311282,78.67,6.94,2.21,88.63,7.29,5.11,0.35,2.90,0.0,,
127,Wall,E288A185-ACEE-4B9C-A5E6-041EED15276D,,,6.67,,,Basic Wall:Generic - 350mm:311347,78.5,0.45,2.21,78.85,7.12,4.42,0.35,2.21,0.0,,
128,Wall,6CEA5FF6-4846-456A-9015-2E4A8317E344,,,3.33,,,Basic Wall:Generic - 350mm:311424,78.67,2.67,2.21,82.0,3.02,5.1,0.35,2.89,0.0,,
129,Wall,2D9C0769-045D-4309-8CB9-DD4B52C0EFA4,,,6.67,,,Basic Wall:Generic - 350mm:311486,81.83,0.45,2.21,82.18,7.12,4.42,0.35,2.21,0.0,,
130,Wall,D753CDFE-CC7C-46C7-98CB-325BE0D89CF6,,,0.97,,,Basic Wall:Generic - 350mm:311575,85.13,6.15,2.21,85.48,7.12,4.42,0.35,2.21,0.0,,
131,Wall,ACD36782-8551-471F-9212-276543070585,,,0.96,,,Basic Wall:Generic - 350mm:311645,85.13,0.62,2.21,85.48,1.58,4.42,0.35,2.21,0.0,,
132,Wall,0C1CD2D2-C449-4D78-97ED-890D40295DA7,,,6.45,,,Basic Wall:Generic - 350mm:311698,82.18,0.49,2.21,88.63,0.84,5.09,0.35,2.88,0.0,,
133,Wall,417920F6-DA28-4ED1-BC3A-A89FCDCCFE09,,,9.29,,,Basic Wall:BEAM - 350mm:315344,121.84,0.22,2.21,122.19,9.51,2.89,0.35,0.68,0.0,,
134,Wall,4B5079BD-2433-4205-A4D4-0BBD9A56BEC5,,,9.29,,,Basic Wall:BEAM - 350mm:315345,118.53,0.22,2.21,118.88,9.51,2.89,0.35,0.68,0.0,,
135,Wall,3C4CCA9A-8DC9-436B-A849-BCEF08A13B40,,,9.29,,,Basic Wall:BEAM - 350mm:315346,115.22,0.22,2.21,115.57,9.51,2.89,0.35,0.68,0.0,,
