node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid,label_guid
536,Wall,D9E23A5A-1DA9-ED77-BE1E-5B3B0CE0C46A,1.99,0.10,3.20,DRYWALL,0,-3.3,-26.12,36.0,-2.76,-24.15,39.2,,,,,,,,,,
537,Wall,FEC7827E-DCCF-051B-2806-C78FD635B54C,0.31,0.10,3.00,DRYWALL,0,-2.26,-28.44,32.8,-1.93,-28.28,35.8,,,,,,,,,,
538,Wall,D2A33F35-1FAD-FC08-76BC-ACCC1F4C0485,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,32.8,-1.92,-26.03,35.8,,,,,,,,,,
539,Wall,7CF4D9A7-6029-5F14-EE6B-7ADA92FA485B,2.60,0.10,3.20,DRYWALL,0,-2.0,-30.92,36.0,-1.33,-28.37,39.2,BEC48FBB-67C8-0C42-9043-770D6D6515BE,,,,,,,,,
540,Wall,B852D80F-9CEA-C98C-511C-A981371D9169,4.28,0.10,3.20,DRYWALL,0,-6.13,-29.32,36.0,-1.93,-28.28,39.2,,,,,,,,,,
541,Wall,2BB95558-49FC-3CCC-B8F7-A54713CBBBD6,1.99,0.03,3.20,DRYWALL,0,-2.39,-28.28,36.0,-1.92,-26.33,39.2,,,,,,,,,,
542,Wall,0B9D9FDF-05E9-84AA-42F1-891E114126F6,2.00,0.10,3.20,DRYWALL,0,-5.14,-28.9,36.0,-4.61,-26.93,39.2,298B3EF0-54FA-8CD0-A288-E2B6BBBB1CFE,,,,,,,,,
543,Wall,E88B7464-485F-6C26-481D-F0EEE2777412,1.99,0.10,3.20,DRYWALL,0,-2.79,-28.37,36.0,-2.26,-26.4,39.2,,,,,,,,,,
544,Wall,047A6416-D0AA-BD04-F701-540103094949,0.45,0.10,3.00,DRYWALL,0,-5.57,-14.43,32.8,-5.11,-14.24,35.8,,,,,,,,,,
545,Wall,6D2DE01B-CB2C-98BF-E560-5E5A2C66439C,2.30,0.03,3.00,DRYWALL,0,-5.11,-16.57,32.8,-4.58,-14.33,35.8,,,,,,,,,,
546,Wall,9B63BA1D-BA03-DA1E-2799-47BEF09BCFAF,2.60,0.10,3.20,DRYWALL,0,-5.77,-14.25,36.0,-5.1,-11.7,39.2,C156F551-12DB-ACD6-FE6B-8F7D721B02D0,,,,,,,,,
547,Wall,7B3D7141-8018-61FD-5F45-543B83D0800F,4.28,0.10,3.20,DRYWALL,0,-9.31,-15.28,36.0,-5.11,-14.24,39.2,,,,,,,,,,
548,Wall,B281667F-A168-D861-DC6B-40C825230234,1.99,0.03,3.20,DRYWALL,0,-5.11,-16.28,36.0,-4.64,-14.33,39.2,,,,,,,,,,
549,Wall,04B37558-E6C6-05AE-F4B8-B709B911843A,2.00,0.10,3.20,DRYWALL,0,-7.86,-16.9,36.0,-7.32,-14.93,39.2,6F273B61-ED09-2524-428E-EAE063DA3228,,,,,,,,,
550,Wall,F159F8DD-2F6B-E2E7-D113-23451182061C,1.99,0.10,3.20,DRYWALL,0,-5.51,-16.37,36.0,-4.97,-14.4,39.2,,,,,,,,,,
551,Wall,B2CA5B0F-07B4-93DD-0731-B939EC146EF3,0.31,0.10,3.00,DRYWALL,0,-4.46,-18.69,32.8,-4.14,-18.53,35.8,,,,,,,,,,
552,Wall,318D5F4F-1EF0-92CD-14F8-56284C3E77B1,2.30,0.03,3.00,DRYWALL,0,-4.67,-18.53,32.8,-4.13,-16.28,35.8,,,,,,,,,,
553,Wall,3F0361DF-A63A-9293-F2B2-6D47040A295E,2.60,0.10,3.20,DRYWALL,0,-4.2,-21.17,36.0,-3.54,-18.61,39.2,85D8FDDD-9EFD-950F-FDD3-7495C4A132C1,,,,,,,,,
554,Wall,10AF5D5F-E730-2EEC-C9A8-AC8ACDE365BB,4.28,0.10,3.20,DRYWALL,0,-8.34,-19.57,36.0,-4.14,-18.53,39.2,,,,,,,,,,
555,Wall,CAC311B8-70BA-1D98-8989-AC62CD64AF36,1.99,0.03,3.20,DRYWALL,0,-4.6,-18.53,36.0,-4.13,-16.57,39.2,,,,,,,,,,
556,Wall,7C5B1073-5802-F84D-877C-B6D87996C8F0,2.00,0.10,3.20,DRYWALL,0,-7.35,-19.15,36.0,-6.81,-17.18,39.2,491BBBF7-494C-A014-93AB-A70D93542D82,,,,,,,,,
557,Wall,271DDED8-2108-3EE5-FF9F-9B945C0986E0,1.99,0.10,3.20,DRYWALL,0,-5.0,-18.62,36.0,-4.46,-16.65,39.2,,,,,,,,,,
558,Wall,945A64AE-CB28-0BE5-95E6-B882DAA064CC,0.45,0.10,3.00,DRYWALL,0,-6.81,-8.97,32.8,-6.35,-8.77,35.8,,,,,,,,,,
559,Wall,2A3555A7-7E18-4534-5FDB-C613ED95DBBE,2.30,0.03,3.00,DRYWALL,0,-6.88,-8.77,32.8,-6.34,-6.53,35.8,,,,,,,,,,
560,Wall,C5CD7BA8-77CB-2A03-3427-0687BD98B0F1,2.60,0.10,3.20,DRYWALL,0,-6.41,-11.42,36.0,-5.75,-8.86,39.2,A98680B9-2B35-F166-4AA1-DCC19F1D45F7,,,,,,,,,
561,Wall,53069B07-5BBB-17E3-54A1-A73DFBDC9146,4.28,0.10,3.20,DRYWALL,0,-10.55,-9.81,36.0,-6.35,-8.77,39.2,,,,,,,,,,
562,Wall,EC1D26BC-E764-D331-E94C-636DC519E4A0,1.99,0.03,3.20,DRYWALL,0,-6.81,-8.77,36.0,-6.34,-6.82,39.2,,,,,,,,,,
563,Wall,A088CABF-DA23-F666-CD95-9BF046B8E1E9,2.00,0.10,3.20,DRYWALL,0,-9.56,-9.4,36.0,-9.02,-7.43,39.2,A91540EE-B283-A765-7FEB-E4D3D65045A2,,,,,,,,,
564,Wall,667DD3BE-B36D-AB7A-7289-4268A3ABCCFA,1.99,0.10,3.20,DRYWALL,0,-7.21,-8.86,36.0,-6.67,-6.9,39.2,,,,,,,,,,
565,Wall,10CDC62A-1845-42C4-81AE-70F21A8E9335,0.31,0.10,3.00,DRYWALL,0,-3.23,-24.15,-48.3,-2.9,-23.99,-45.3,,,,,,,,,,
566,Wall,941D1D80-C91B-4D02-95BA-677D68AB08F4,2.30,0.03,3.00,DRYWALL,0,-2.9,-26.32,-48.3,-2.37,-24.08,-45.3,,,,,,,,,,
567,Wall,1C237A31-CEA3-4008-B365-5DE0B9C87428,2.40,0.03,3.20,DRYWALL,0,-7.34,-6.82,36.0,-6.78,-4.48,39.2,,,,,,,,,,
568,Wall,3167DED3-979A-4101-960E-0CB3086FAEBC,4.65,0.10,3.20,DRYWALL,0,-7.78,-4.68,36.0,-3.22,-3.56,39.2,,,,,,,,,,
569,Wall,31F7A43A-A473-4D51-80F3-8838E601FB6A,2.47,0.10,3.20,DRYWALL,0,-5.07,-6.3,36.0,-4.43,-3.88,39.2,882CC4E5-4372-4DF6-8B89-A661BA4EEB23,,,,,,,,,
570,Wall,9C177452-D208-4DE4-B43E-294B70B498D4,1.65,0.10,3.00,DRYWALL,0,-7.78,-4.68,32.8,-6.15,-4.22,35.8,,,,,,,,,,
571,Wall,7608431F-2468-4CD5-895E-BC18161631B4,2.07,0.03,3.00,DRYWALL,0,-7.32,-6.6,32.8,-6.83,-4.57,35.8,,,,,,,,,,
572,Wall,9494610A-50C2-481F-88D9-A7614F978291,2.30,0.10,3.00,DRYWALL,0,-6.15,-6.56,32.8,-5.55,-4.29,35.8,700E0B3E-C4AF-4A97-8737-8B510D9C24E6,,,,,,,,,
573,Wall,8E8CE2B8-541F-451E-B23F-4AE404494028,5.05,0.10,3.20,DRYWALL,0,-3.13,-21.36,45.6,1.82,-20.16,48.8,EBCEAA00-2CD8-41E0-84C3-E2E977B913EA,,,,,,,,,
574,Wall,489AD3A0-F2D9-4E8B-9D45-710E3B54B5BA,2.40,0.03,3.20,DRYWALL,0,-4.67,-18.62,45.6,-4.11,-16.28,48.8,,,,,,,,,,
575,Wall,AF5F78CB-833C-4501-949C-08DB3E207DDB,3.08,0.10,3.20,DRYWALL,0,-4.6,-18.72,45.6,-1.58,-17.95,48.8,,,,,,,,,,
576,Wall,1482B261-4AD3-48FE-9186-4113293C1621,2.40,0.10,3.20,DRYWALL,0,-2.1,-18.04,45.6,-1.48,-15.68,48.8,E570FE63-A738-49DF-9F9A-44BABA1DD304,,,,,,,,,
577,Wall,D8C23927-7A3A-4001-6C6C-18C0F6A9C9F4,0.32,0.10,3.00,DRYWALL,0,-2.24,-28.44,48.8,-1.9,-28.27,51.8,,,,,,,,,,
578,Wall,E2805159-1901-363F-8F15-17CEF9855F46,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,48.8,-1.92,-26.03,51.8,,,,,,,,,,
579,Wall,5FCF582B-61DB-4AC3-B91B-A8188E117B3D,2.00,0.03,3.00,DRYWALL,0,-2.9,-26.04,48.8,-2.43,-24.08,51.8,,,,,,,,,,
580,Wall,F900AC60-8AC6-4224-B37F-0046A15A2D91,5.08,0.10,3.00,DRYWALL,0,-2.05,-26.25,48.8,2.92,-25.03,51.8,FDD21202-E9FB-4BA0-BA1A-D8CC08B0B334,,,,,,,,,
581,Wall,074809B0-569E-43B7-9933-E4D1094ED898,2.30,0.10,3.20,DRYWALL,0,0.04,-25.66,48.8,0.64,-23.4,52.0,7922BD59-8881-45B9-A747-D8506E458402,,,,,,,,,
582,Wall,F8B64E34-0AEB-4EFF-AE4B-E053A0870603,3.32,0.10,3.20,DRYWALL,0,-3.21,-24.15,48.8,0.04,-23.33,52.0,,,,,,,,,,
583,Wall,663C6A97-8FBA-4EAA-BA04-0FE60916E359,2.39,0.10,3.20,DRYWALL,0,-2.2,-18.06,42.4,-1.58,-15.7,45.6,250F8477-86B1-4EA7-9431-DA7214B045C0,,,,,,,,,
584,Wall,AEFC914A-9453-4A83-87ED-2BCE8CAA98E8,2.25,0.03,3.20,DRYWALL,0,-4.64,-18.62,42.4,-4.11,-16.42,45.6,,,,,,,,,,
585,Wall,05743BB8-6833-486B-96A3-F0C0D14986F4,2.98,0.10,3.20,DRYWALL,0,-4.6,-18.72,42.4,-1.67,-17.97,45.6,,,,,,,,,,
586,Wall,885EA613-8931-46F0-B2E4-B53F1FFD23BB,2.25,0.03,3.20,DRYWALL,0,-5.13,-16.43,42.4,-4.61,-14.23,45.6,,,,,,,,,,
587,Wall,98C8227E-89A3-4B20-BADA-1FD4C31DCC03,0.30,0.10,3.20,DRYWALL,0,-5.42,-14.4,42.4,-5.11,-14.24,45.6,,,,,,,,,,
588,Wall,551A127A-695F-4F11-8EF0-8DE15FD9FB89,2.98,0.10,3.20,DRYWALL,0,-5.11,-16.48,42.4,-2.18,-15.72,45.6,,,,,,,,,,
589,Wall,7ACDD637-C90F-A463-3379-BC8361C5735F,0.34,0.10,3.00,DRYWALL,0,-3.36,-23.57,-54.7,-3.01,-23.4,-51.7,,,,,,,,,,
590,Wall,4094B525-0860-6036-26CF-4A06CEA52FF7,2.30,0.03,3.00,DRYWALL,0,-3.56,-23.41,-54.7,-3.03,-21.16,-51.7,,,,,,,,,,
591,Wall,AC4861B4-4737-1473-FB9D-DF68AF520C11,2.40,0.10,3.20,DRYWALL,0,-5.06,-18.71,29.6,-4.44,-16.35,32.8,,,,,,,,,,
592,Wall,E0595F69-F9C4-C505-0E35-D785587D9BE3,2.30,0.03,3.20,DRYWALL,0,-4.67,-18.53,29.6,-4.13,-16.28,32.8,,,,,,,,,,
593,Wall,1283398E-754D-42A9-B8FD-771C3E335843,0.48,0.10,3.00,DRYWALL,0,-2.39,-28.47,42.4,-1.9,-28.27,45.4,,,,,,,,,,
594,Wall,D31060E4-C9BA-4314-9757-04478AEBDCA6,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,42.4,-1.92,-26.03,45.4,,,,,,,,,,
595,Wall,7D379C41-1721-4372-9026-1AC33D6A86B3,2.69,0.10,3.20,DRYWALL,0,-2.02,-30.92,45.6,-1.33,-28.27,48.8,5A06C2F7-295E-42F5-B993-F3CAC4AF1CC2,,,,,,,,,
596,Wall,C3B90435-A586-42E2-B24A-B2025980F97F,4.53,0.10,3.20,DRYWALL,0,-6.34,-29.36,45.6,-1.9,-28.27,48.8,,,,,,,,,,
597,Wall,61A9155A-C21F-4894-A3EF-116DA2D20041,2.30,0.03,3.20,DRYWALL,0,-2.46,-28.28,45.6,-1.92,-26.03,48.8,,,,,,,,,,
598,Wall,860AACD6-118B-4F60-BDF6-00021F7686A1,2.30,0.10,3.20,DRYWALL,0,-5.5,-28.97,45.6,-4.9,-26.7,48.8,4A86CA27-F6E1-46DF-AFD5-1605AD23706B,,,,,,,,,
599,Wall,053816D9-2562-4719-91CC-0B2D6CD1A537,2.30,0.10,3.20,DRYWALL,0,-2.86,-28.37,45.6,-2.26,-26.1,48.8,,,,,,,,,,
600,Wall,2F807703-B30F-B08D-7D88-5370CA2F67BA,4.30,0.03,3.20,DRYWALL,0,-5.11,-18.53,39.2,-4.13,-14.33,42.4,,,,,,,,,,
601,Wall,7CC7A8B3-DBCA-3E70-E405-51E65F3CC6A4,5.25,0.10,3.20,DRYWALL,0,-4.6,-18.72,39.2,0.54,-17.47,42.4,,,,,,,,,,
602,Wall,C3924B57-738A-2479-8BB3-62B9694C8138,9.85,0.14,3.20,DRYWALL,0,-6.15,-21.41,39.2,-3.83,-11.77,42.4,31D61B3E-D9AB-47DB-B812-02C4E93C4AD4,,,,,,,,,
603,Wall,7E9940E9-817F-EA67-CDC8-A510082C177F,2.30,0.10,3.20,DRYWALL,0,-1.78,-17.87,39.2,-1.18,-15.61,42.4,632A14D9-E97E-C422-6E3D-5AC47B970140,,,,,,,,,
604,Wall,0A18E29B-BE1A-4FA3-8115-0AF18448EB77,6.00,0.30,3.00,PAREDE 33cm,0,-4.76,-16.6,39.2,1.15,-14.98,42.2,,,,,,,,,,
605,Wall,B103661A-9452-C189-E1D2-C96E59FA6E66,0.31,0.10,3.00,DRYWALL,0,-2.26,-28.44,23.2,-1.93,-28.28,26.2,,,,,,,,,,
606,Wall,177554A8-9C49-CAD0-A85C-2C36C5B9CB1B,1.99,0.10,3.20,DRYWALL,0,-2.79,-28.37,26.4,-2.26,-26.4,29.6,,,,,,,,,,
607,Wall,5F42E83B-784A-E8EA-ACBE-80A55FF4BDFC,2.30,0.03,3.00,DRYWALL,0,-2.46,-28.28,23.2,-1.92,-26.03,26.2,,,,,,,,,,
608,Wall,3F9088E8-6EA9-29CC-A6E0-95C9303F2753,2.60,0.10,3.20,DRYWALL,0,-2.0,-30.92,26.4,-1.33,-28.37,29.6,96CF0367-5D2E-D887-3F98-C68720C93F91,,,,,,,,,
609,Wall,182EC132-2C7D-EC80-B889-D95D3F7274E7,4.28,0.10,3.20,DRYWALL,0,-6.13,-29.32,26.4,-1.93,-28.28,29.6,,,,,,,,,,
610,Wall,1E1A1247-204E-2883-5A44-FD0BAABCF404,1.99,0.03,3.20,DRYWALL,0,-2.39,-28.28,26.4,-1.92,-26.33,29.6,,,,,,,,,,
611,Wall,10ABB4F7-4685-9BF7-D19D-3BCD0ABA632A,2.00,0.10,3.20,DRYWALL,0,-5.14,-28.9,26.4,-4.61,-26.93,29.6,FDD2605D-B0A6-589A-644A-F399AC9206D5,,,,,,,,,
612,Wall,2CDAC10E-6647-8E0F-2B24-924BF2417C67,2.30,0.03,6.20,DRYWALL,0,-2.9,-26.33,23.2,-2.37,-24.08,29.4,,,,,,,,,,
613,Wall,93066B06-08AF-FC8D-67D6-80178FC43758,0.43,0.10,3.00,DRYWALL,0,-3.32,-24.18,26.4,-2.87,-23.99,29.4,,,,,,,,,,
614,Wall,8F7A6854-6E38-0217-4903-080BF7B463D6,2.30,0.10,3.00,DRYWALL,0,-3.3,-26.42,26.4,-2.7,-24.15,29.4,,,,,,,,,,
615,Wall,65232109-801A-DBB4-7C9B-45D48118CDAE,2.60,0.10,3.20,DRYWALL,0,0.99,-22.98,23.2,1.66,-20.42,26.4,,,,,,,,,,
616,Wall,F456F9F7-DB72-EF31-B299-703B4303AABB,4.91,0.10,3.20,DRYWALL,0,-3.23,-24.15,23.2,1.58,-22.98,26.4,72BC2F05-CF93-1AEF-4276-2C63759F8AF8,,,,,,,,,
617,Wall,284A79E2-AC72-A9DB-0837-93E3849D8F3F,2.10,0.10,3.20,DRYWALL,0,0.17,-25.34,23.2,0.72,-23.27,26.4,25D4CC2D-5519-ABBF-2160-11E1CF1E2A36,,,,,,,,,
618,Wall,7F287706-6CEB-056D-C261-AFC5C308E152,2.30,0.03,3.00,DRYWALL,0,-2.9,-26.33,42.4,-2.37,-24.08,45.4,,,,,,,,,,
619,Wall,51B35C83-5A3B-C4EA-BF91-A7236590A47A,0.48,0.10,3.00,DRYWALL,0,-3.36,-24.19,42.4,-2.87,-23.99,45.4,,,,,,,,,,
620,Wall,352CC6D7-4A2E-40C0-DC91-5580A612B9B4,4.53,0.10,3.20,DRYWALL,0,-7.31,-25.08,45.6,-2.87,-23.99,48.8,,,,,,,,,,
621,Wall,A4D934FA-54BB-BA51-DE78-59CCD6981023,2.30,0.03,3.20,DRYWALL,0,-2.9,-26.33,45.6,-2.37,-24.08,48.8,,,,,,,,,,
622,Wall,5477C4C2-CC6E-DF34-908F-576EB5DB3012,2.30,0.10,3.20,DRYWALL,0,-5.95,-27.02,45.6,-5.34,-24.75,48.8,BFC15F85-5452-4418-E8BC-D73F9E6CB1F1,,,,,,,,,
623,Wall,8488E86C-1C66-31B8-EABD-A2C802A59AEE,2.30,0.10,3.20,DRYWALL,0,-3.3,-26.42,45.6,-2.7,-24.15,48.8,,,,,,,,,,
624,Wall,F30D7092-C67A-E7DA-72DF-1373B85F1F6D,2.69,0.10,3.20,DRYWALL,0,-3.56,-24.1,45.6,-2.87,-21.45,48.8,3BEB7D33-D06C-57C0-736C-AECADB09EE5A,,,,,,,,,
625,Wall,3F6DDC8E-52B6-43F2-8CF3-9E268E2C1703,1.54,0.25,3.00,PAREDE 32cm,0,-6.1,-19.21,42.4,-4.54,-18.63,45.4,59CEB223-04F4-468F-9D61-80FF8B6EDB25,,,,,,,,,
626,Wall,5FB31DFF-3294-48CD-A093-2DDA1E09C63A,5.25,0.10,3.20,DRYWALL,0,-5.57,-14.43,39.2,-0.43,-13.18,42.4,,,,,,,,,,
627,Wall,0D74A8F9-38D8-4CBB-BE69-BB386C194A63,2.30,0.10,3.20,DRYWALL,0,-2.22,-15.92,39.2,-1.62,-13.66,42.4,45225DB5-0483-4A9C-978D-5E5F188C4852,,,,,,,,,
628,Wall,CB6E3C58-7392-4136-AA5E-C66DDABB498E,30.30,0.25,3.00,PAREDE 32cm,0,-8.42,-31.3,13.6,-1.49,-1.7,16.6,EE29E29B-1127-41A7-97D9-9EB5D6A7468E,,,,,,,,,
629,Wall,1286A72C-E097-4300-B065-2A159B7E65B6,4.70,0.30,3.20,PAREDE 34cm,0,5.19,-3.56,-57.9,6.52,1.09,-54.7,F43E1A47-EF94-4A58-AFEE-04C9B3BE54D5,,,,,,,,,
630,Wall,80D844CF-12F8-4A21-94FA-2D1009D56361,4.70,0.30,3.20,PAREDE 34cm,0,5.51,-29.12,-25.9,6.84,-24.47,-22.7,C6BB2965-55A0-48CE-9968-A1B4A704F668,,,,,,,,,
631,Wall,B64C7293-9B9E-454D-B884-5DBE55746F55,4.70,0.30,3.20,PAREDE 34cm,0,-10.29,-32.7,-25.9,-8.96,-28.05,-22.7,6C30D92F-AF6C-4C3E-9B8C-4A9FDECA14AA,,,,,,,,,
632,Wall,9DAD505F-5147-4EBA-838B-9B956F30AF20,4.70,0.30,3.20,PAREDE 34cm,0,-10.21,-17.3,-29.1,-8.88,-12.65,-25.9,10550114-7B69-4FED-AF7F-BA71B6C184CD,,,,,,,,,
633,Wall,BE9A72CC-6A05-411F-AAB4-6DE4142EAE94,2.00,0.10,3.20,PAREDE 34cm,0,-0.41,-15.22,-29.1,0.12,-13.25,-25.9,,,,,,,,,,
634,Wall,3CFCB332-1ED9-4D6D-B1D1-DCB27195B410,2.70,0.30,3.20,PAREDE 34cm,0,-1.21,-13.31,-29.1,-0.32,-10.61,-25.9,5197D54A-28B1-427B-9D7E-DF304FE2134D,,,,,,,,,
635,Wall,5E46F63A-9714-4E75-885F-5B5E7D87B0DA,4.70,0.30,3.20,PAREDE 34cm,0,1.09,-9.62,-32.3,2.42,-4.97,-29.1,6C4F0C49-02C9-485B-A33A-DB800D10214D,,,,,,,,,
636,Wall,5B9B8223-6E5A-4505-902B-81D4267E6F62,4.70,0.30,3.20,PAREDE 34cm,0,-14.71,-13.2,-32.3,-13.38,-8.55,-29.1,158ADB6A-B43F-46CA-9EA8-82D1B997C0B8,,,,,,,,,
637,Wall,27200F6B-B65E-4432-BC06-F047B84ACEA7,4.70,0.30,3.20,PAREDE 34cm,0,1.09,-9.62,-35.5,2.42,-4.97,-32.3,5C775B62-A7C8-4547-BBF9-A6BDD72CD55B,,,,,,,,,
638,Wall,DB05DB4C-B5D2-463F-A378-CC68CC5A99E8,4.70,0.30,3.20,PAREDE 34cm,0,-14.71,-13.2,-35.5,-13.38,-8.55,-32.3,DBE0807B-59A0-4865-AF31-15F47A6295D1,,,,,,,,,
639,Wall,55671F80-991D-40C9-8740-D4021DDA7A88,4.70,0.30,3.20,PAREDE 34cm,0,3.3,-19.37,-38.7,4.63,-14.72,-35.5,EC5BB3AC-95F9-4A9A-B906-CC394F7AA901,,,,,,,,,
640,Wall,DC34931B-7856-4812-856E-13D7879B428D,4.70,0.30,3.20,PAREDE 34cm,0,-12.5,-22.95,-38.7,-11.17,-18.3,-35.5,1AE5B778-8931-4376-9D5D-8A67B1F34150,,,,,,,,,
641,Wall,4CFAB960-56D5-49AD-A319-3F1E08BA0005,4.70,0.30,3.20,PAREDE 34cm,0,-0.02,-4.74,-45.1,1.31,-0.09,-41.9,0548CB46-69BA-4CA2-8A0D-4FC6B57A2A19,,,,,,,,,
642,Wall,630AFDFD-0D53-02B0-FE68-9096C5940B73,4.70,0.30,3.20,PAREDE 34cm,0,5.51,-29.12,10.4,6.84,-24.47,13.6,927A1C9F-7E78-7197-810B-99B369F5764C,,,,,,,,,
643,Wall,9CC73C4F-56C3-B886-D203-BA4E5E1F6B33,5.00,0.30,3.20,PAREDE 34cm,0,-18.17,-34.47,10.4,-16.77,-29.53,13.6,6C01FDC4-A48E-BC1C-F4F6-120BC1DBD1BD,,,,,,,,,
644,Wall,B74321CD-DF62-28C4-6EFF-B5F39360D3B0,2.70,0.30,3.20,PAREDE 34cm,0,-1.21,-13.31,10.4,-0.32,-10.61,13.6,498F9673-1AC1-2E83-0390-7B47FCAFEE5C,,,,,,,,,
645,Wall,B410CCD4-D184-F40F-4308-CA77A26ED4A8,2.00,0.10,3.20,PAREDE 34cm,0,-0.41,-15.22,10.4,0.12,-13.25,13.6,,,,,,,,,,
646,Wall,9C5714FB-DA3E-7BA2-8791-3B81EE0AADE8,4.70,0.30,3.20,PAREDE 34cm,0,-10.21,-17.3,10.4,-8.88,-12.65,13.6,DCA21F8E-12D6-B160-FD42-30D76C1A2F8C,,,,,,,,,
647,Wall,0386E271-F1C3-7D6A-C804-F1A2C83B953D,2.70,0.30,3.20,PAREDE 34cm,0,0.34,-20.14,20.0,1.23,-17.44,23.2,E2B1A09F-001D-051F-B678-9BED741486C6,,,,,,,,,
648,Wall,3C8DC8A2-E9D8-62B5-8CB3-35A0BAE45F9E,2.00,0.10,3.20,PAREDE 34cm,0,0.09,-17.46,20.0,0.63,-15.49,23.2,,,,,,,,,,
649,Wall,6318BCD6-14C2-5E80-8D78-EBF2DA38F647,4.70,0.30,3.20,PAREDE 34cm,0,-9.1,-22.18,20.0,-7.77,-17.53,23.2,310D7A9B-8F64-4AB6-6F59-7CD9D24F5EC7,,,,,,,,,
650,Wall,25E19436-B07F-203D-BFD0-2F0478B37732,2.70,0.30,3.20,PAREDE 34cm,0,-3.41,-3.56,29.6,-2.53,-0.86,32.8,AE18B608-8507-1E73-7E96-505F0AFC6D8B,,,,,,,,,
651,Wall,4ACAB6F4-64C8-876F-07F6-D1987BEC1BD3,2.00,0.10,3.20,PAREDE 34cm,0,-2.62,-5.47,29.6,-2.08,-3.49,32.8,,,,,,,,,,
652,Wall,3C37806A-E070-3CFA-874B-00A59544AD7D,4.70,0.30,3.20,PAREDE 34cm,0,-12.42,-7.55,29.6,-11.09,-2.9,32.8,7AD97BF0-617B-24B2-8B91-8C46B1A49C3D,,,,,,,,,
653,Wall,5865F29D-DF47-333A-11B2-DF1E2C277689,4.70,0.30,3.20,PAREDE 34cm,0,1.09,-9.62,10.4,2.42,-4.97,13.6,5915234B-D8D2-FA8D-1090-F9B5175A58B4,,,,,,,,,
654,Wall,7CD1AABD-79EC-7DB1-60EF-18D0E449715F,4.70,0.30,3.20,PAREDE 34cm,0,-14.71,-13.2,10.4,-13.38,-8.55,13.6,C9A3F4C1-DC3F-A0D3-F40D-48FDD02F3B49,,,,,,,,,
655,Wall,DAF027BD-2D9D-0425-AE9C-FA5D12372D28,4.70,0.30,3.20,PAREDE 34cm,0,2.19,-14.49,20.0,3.52,-9.84,23.2,AEA3D6F3-2894-E040-5EF4-443DDCF1E18A,,,,,,,,,
656,Wall,3515BD64-D508-95FB-3653-B2AB44FF2F68,4.70,0.30,3.20,PAREDE 34cm,0,-13.61,-18.07,20.0,-12.28,-13.42,23.2,ECD88FE9-C215-9C1F-00C5-636C82FC4C1E,,,,,,,,,
657,Wall,1B2C912A-B19E-6832-6AA6-AE4561A363B0,4.70,0.30,3.20,PAREDE 34cm,0,5.51,-29.12,20.0,6.84,-24.47,23.2,DB52DD8E-86DB-B609-D7B3-A4CB81F8DB2B,,,,,,,,,
658,Wall,3BE3169D-010F-4C13-B1F4-91F9B3B76DD7,4.70,0.30,3.20,PAREDE 34cm,0,-10.29,-32.7,20.0,-8.96,-28.05,23.2,86AE3F06-5CF8-5108-6E7F-7D4D3F7260A9,,,,,,,,,
659,Wall,BD36C74E-1C43-75A1-7C6E-9C120CB5F419,4.70,0.30,3.20,PAREDE 34cm,0,4.4,-24.25,20.0,5.73,-19.6,23.2,A6204559-D174-4F62-F0A8-2A8F7EEFD8BF,,,,,,,,,
660,Wall,2BC9DAD4-469E-4700-7003-6F0EE94A944C,4.70,0.30,3.20,PAREDE 34cm,0,-11.4,-27.83,20.0,-10.07,-23.17,23.2,9C2E2EAB-74A7-DA26-6989-92DDE2691B89,,,,,,,,,
661,Wall,B941852E-6254-89B9-0B12-5BB2573BEB00,4.70,0.30,3.20,PAREDE 34cm,0,2.19,-14.49,29.6,3.52,-9.84,32.8,BB7C6936-28CB-6896-626D-FB9B05879017,,,,,,,,,
662,Wall,2AE33D5A-2A0E-9374-28E5-28CE58CECA85,4.70,0.30,3.20,PAREDE 34cm,0,-13.61,-18.07,29.6,-12.28,-13.42,32.8,B2488A10-95AA-F617-437A-485BD04254D3,,,,,,,,,
663,Wall,BE68C144-3779-DB58-1157-69A85955A539,4.70,0.30,3.20,PAREDE 34cm,0,1.09,-9.62,29.6,2.42,-4.97,32.8,9D79D9D7-E761-1BE7-93ED-59E3BB9E9947,,,,,,,,,
664,Wall,A24C1776-8574-8D47-E17D-6B6E4F0419AB,4.70,0.30,3.20,PAREDE 34cm,0,-14.71,-13.2,29.6,-13.38,-8.55,32.8,7E0E3A4B-3369-2C2E-F34C-357E97672BD2,,,,,,,,,
665,Wall,A16FCE40-8B27-5FF2-A1B1-E7D541A8CBE6,4.70,0.30,3.20,PAREDE 34cm,0,-14.71,-13.2,16.8,-13.38,-8.55,20.0,A29B9E99-654A-9A79-21DA-474E416D0C04,,,,,,,,,
