node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid,label_guid
3,Wall,B33A98B1-0BBC-45C8-8971-FDCE8257B394,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,-22.7,-4.69,-32.08,-19.5,,,,,,,,,,
4,Wall,9BFF9F72-75C6-4654-849C-78B1A24C36E9,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,-22.7,5.99,-37.47,-19.5,,,,,,,,,,
5,Wall,EF4C1341-C3D0-4DA3-B9C4-0E108F08A9A7,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,-22.7,6.23,-29.61,-19.5,,,,,,,,,,
6,Wall,76314A55-FE52-48CB-A70C-4AB32CBA7505,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,-22.7,0.62,-30.88,-19.5,"A92B6E80-AA00-42E8-8BD1-C3CD653EC7A9, 23943BC4-7045-43D9-B897-715F35E443D4",,,,,,,,,
7,Wall,93906AE0-14DB-4804-9300-6CE28AC6A7E2,5.97,0.26,7.20,PAREDE 37cm,0,-38.08,-39.63,0.0,-32.21,-38.06,7.2,7F017037-DE77-4AF9-BEA3-2A8DA1373D83,,,,,,,,,
8,Wall,F44E2D21-9CA5-454C-B8D1-DF07537FD79F,8.79,0.26,11.20,PAREDE 29cm,0,-44.18,-25.5,0.0,-35.55,-23.31,11.2,6E8786D5-41F3-4788-BF77-5F3A557B69C5,,,,,,,,,
9,Wall,0F464C27-F4E7-4704-B9DF-9D9BFCF7B59D,24.38,0.30,3.25,PAREDE 31cm,0,-47.89,-29.87,-3.4,-42.21,-6.03,-0.15,,,,,,,,,,
10,Wall,7E7E82B8-5A58-4BFD-9F5B-6C487C157890,8.00,0.30,3.25,PAREDE 33cm,0,-42.28,-29.81,-3.4,-34.41,-27.75,-0.15,,,,,,,,,,
11,Wall,66C36A74-51B6-428D-90C4-DAA515ACADDD,20.50,0.20,3.25,PAREDE 34cm,0,-28.2,-41.5,-3.4,-23.47,-21.46,-0.15,,,,,,,,,,
12,Wall,F3C2E5E8-9746-4778-9610-7313535F710E,50.75,0.30,3.25,PAREDE 35cm,0,-29.33,-53.02,-3.4,20.23,-41.52,-0.15,,,,,,,,,,
13,Wall,63D94A0F-082E-4390-ADDA-2596A955765B,60.50,0.30,3.25,PAREDE 36cm,0,6.58,-41.88,-3.4,20.23,17.19,-0.15,,,,,,,,,,
14,Wall,09485E20-691D-4547-8BBE-31DF64F1452C,3.91,0.30,3.25,PAREDE 37cm,0,3.06,16.04,-3.4,6.94,17.19,-0.15,,,,,,,,,,
15,Wall,66C042F6-DDBF-4C2E-9D11-4872FAD96085,23.14,0.30,3.25,PAREDE 38cm,0,-18.11,6.71,-3.4,3.18,16.33,-0.15,,,,,,,,,,
16,Wall,BCF3EDF3-D716-44B3-9D00-23D04062D24C,10.12,0.30,3.00,PAREDE 32cm,0,-8.55,-7.2,10.4,1.38,-4.68,13.4,,,,,,,,,,
17,Wall,9B69E77B-5B57-46A4-80D1-160D3978AE0D,10.12,0.30,3.20,PAREDE 32cm,0,-6.34,-16.95,10.4,3.59,-14.43,13.6,,,,,,,,,,
18,Wall,4803989E-132B-49FC-968A-AFBF01CA80E6,10.12,0.30,3.00,PAREDE 32cm,0,-4.13,-26.71,10.4,5.8,-24.18,13.4,,,,,,,,,,
19,Wall,D2837D2D-7F46-4601-B2BE-B9EEBA4924C8,6.38,0.30,3.20,PAREDE 32cm,0,-13.67,-13.49,10.4,-7.38,-11.79,13.6,,,,,,,,,,
20,Wall,854D2C5D-CADB-4A1F-BF78-321AB0DB7A85,8.00,0.30,2.60,PAREDE 31cm,0,-15.88,-3.74,10.4,-8.01,-1.68,13.0,942172D1-594D-4E51-A49C-3CE9215DE030,,,,,,,,,
21,Wall,A7DEDB1F-C31F-4715-ACE9-A86C6225834A,16.50,0.30,3.00,PAREDE 32cm,0,-11.47,-23.24,10.4,4.69,-19.3,13.4,,,,,,,,,,
22,Wall,8BE57F87-EEBC-430B-8A46-A8115DFA4903,10.12,0.30,3.20,PAREDE 32cm,0,-7.45,-12.08,10.4,2.49,-9.55,13.6,,,,,,,,,,
23,Wall,A8905907-A045-4DB8-B46D-2B8F938F5602,8.37,0.30,3.00,PAREDE 33cm,0,-5.74,-11.69,13.6,2.49,-9.55,16.6,,,,,,,,,,
24,Wall,AE30F34F-975B-467D-A465-4AC8D386E8A4,30.30,0.25,3.00,PAREDE 32cm,0,-10.16,-31.7,13.6,-3.23,-2.09,16.6,601AA498-349C-4882-9076-212361C609C1,,,,,,,,,
25,Wall,DB7662EF-398A-4E29-A5A8-21D7966CC8EA,6.38,0.30,3.00,PAREDE 32cm,0,-14.78,-8.61,10.4,-8.48,-6.91,13.4,,,,,,,,,,
26,Wall,7891242E-3BEA-4FD2-A8AF-56722A7A7553,8.37,0.30,3.00,PAREDE 32cm,0,-2.43,-26.32,13.6,5.8,-24.18,16.6,,,,,,,,,,
27,Wall,9FB5B52B-E57E-4BDA-9B6F-93FDD9C01C11,8.37,0.30,3.00,PAREDE 32cm,0,-4.64,-16.57,13.6,3.59,-14.43,16.6,,,,,,,,,,
28,Wall,5B7F6198-66EE-4A6F-92A8-36ABDEF33CAA,8.37,0.30,3.00,PAREDE 32cm,0,-6.84,-6.82,13.6,1.38,-4.68,16.6,,,,,,,,,,
29,Wall,A222D194-71F6-4B93-ACA1-B0A5EFE986A3,8.37,0.30,3.00,PAREDE 33cm,0,-3.53,-21.44,13.6,4.69,-19.3,16.6,,,,,,,,,,
30,Wall,BC9BD9FE-7FF0-4B72-9841-60A38F72C469,16.50,0.30,3.20,PAREDE 32cm,0,-14.78,-8.61,16.8,1.38,-4.68,20.0,,,,,,,,,,
31,Wall,18C2DCAD-860A-44DD-8393-83A5B7C711D3,16.50,0.30,3.00,PAREDE 32cm,0,-12.57,-18.36,16.8,3.59,-14.43,19.8,,,,,,,,,,
32,Wall,1597F733-23BC-400A-BB2B-DE6CE9B72255,16.50,0.30,3.20,PAREDE 32cm,0,-10.36,-28.12,16.8,5.8,-24.18,20.0,,,,,,,,,,
33,Wall,F0C7CDC7-C6BB-4D5A-9294-4D56AE88E965,16.50,0.30,3.00,PAREDE 32cm,0,-13.67,-13.49,16.8,2.49,-9.55,19.8,,,,,,,,,,
34,Wall,2BB6F541-4CC2-41DC-B972-B46A75134C7D,16.50,0.30,3.20,PAREDE 32cm,0,-11.47,-23.24,16.8,4.69,-19.3,20.0,,,,,,,,,,
35,Wall,F88A544D-6A55-44D4-A6A8-DB0974CD4784,6.11,0.30,3.00,PAREDE 32cm,0,-13.67,-13.49,13.6,-7.64,-11.85,16.6,B608937F-CE37-4426-8FB0-4B30FBE3F9F2,,,,,,,,,
36,Wall,0C54F1F6-EB5D-4E26-B0E6-F037D9278226,6.11,0.30,3.20,PAREDE 32cm,0,-14.78,-8.61,13.6,-8.75,-6.97,16.8,,,,,,,,,,
37,Wall,9CF71F9A-6B12-4F2D-997C-A1271CF3DECE,6.11,0.30,3.00,PAREDE 32cm,0,-12.57,-18.36,13.6,-6.54,-16.72,16.6,,,,,,,,,,
38,Wall,5B3FF9A5-D06C-4E26-8121-51D9087FA2DC,6.11,0.30,3.00,PAREDE 32cm,0,-11.47,-23.24,13.6,-5.44,-21.6,16.6,,,,,,,,,,
39,Wall,3D3839D4-5D39-40D6-ADA8-5F6F90BF2287,6.12,0.30,3.00,PAREDE 32cm,0,-10.37,-28.12,13.6,-4.33,-26.48,16.6,,,,,,,,,,
40,Wall,AF9F275C-DAAC-4C67-A869-B112B35E0533,6.38,0.30,3.20,PAREDE 32cm,0,-12.57,-18.36,10.4,-6.28,-16.66,13.6,,,,,,,,,,
41,Wall,23B5C271-AB81-4160-9F36-1623A5295EAC,14.39,0.30,3.00,PAREDE 32cm,0,-18.17,-29.89,10.4,-4.07,-26.42,13.4,,,,,,,,,,
42,Wall,1F7E9B0F-CF93-42D7-B30A-F7745F1CDF25,6.38,0.30,3.20,PAREDE 32cm,0,-11.47,-23.24,20.0,-5.17,-21.54,23.2,,,,,,,,,,
43,Wall,3886E308-3148-4529-8FCC-403FC11769C7,10.12,0.30,3.20,PAREDE 32cm,0,-5.24,-21.83,20.0,4.7,-19.3,23.2,,,,,,,,,,
44,Wall,1534DF89-C23F-4CF7-89DC-D5800B35A598,10.12,0.30,3.00,PAREDE 32cm,0,-7.45,-12.08,20.0,2.49,-9.55,23.0,,,,,,,,,,
45,Wall,2A35ACDF-1C35-406A-B3AC-E8D23538DBEE,10.12,0.30,3.00,PAREDE 32cm,0,-4.13,-26.71,20.0,5.8,-24.18,23.0,,,,,,,,,,
46,Wall,BFF7484A-31A8-4AA4-8163-62E435F2ACE5,6.38,0.30,3.00,PAREDE 32cm,0,-10.36,-28.12,20.0,-4.07,-26.42,23.0,,,,,,,,,,
47,Wall,8EB194E6-A812-4075-9EFA-26C6BD892DDA,10.12,0.30,3.00,PAREDE 32cm,0,-8.55,-7.2,20.0,1.39,-4.67,23.0,,,,,,,,,,
48,Wall,2F99B366-64FF-43C2-82DC-AB58313038D8,10.12,0.30,3.20,PAREDE 32cm,0,-6.34,-16.95,20.0,3.59,-14.43,23.2,,,,,,,,,,
49,Wall,CF287E25-68D9-416F-AF9A-9B89E4EAFE07,6.38,0.30,3.20,PAREDE 32cm,0,-14.78,-8.61,20.0,-8.48,-6.91,23.2,,,,,,,,,,
50,Wall,5F2DFE72-F8BF-4A8A-960A-3B22549E0C5A,6.38,0.30,3.00,PAREDE 32cm,0,-13.67,-13.49,20.0,-7.38,-11.79,23.0,,,,,,,,,,
51,Wall,53AC6453-F926-427D-BE15-F970E41E5B27,6.38,0.30,3.20,PAREDE 32cm,0,-12.57,-18.36,20.0,-6.28,-16.66,23.2,,,,,,,,,,
52,Wall,B649AEBC-5329-45D0-84B0-C5A721B84F35,6.11,0.30,3.00,PAREDE 32cm,0,-11.47,-23.24,23.2,-5.44,-21.6,26.2,,,,,,,,,,
53,Wall,5C5562D9-6FE1-47C0-907F-624F35C40B21,6.11,0.30,3.20,PAREDE 32cm,0,-10.36,-28.12,23.2,-4.33,-26.48,26.4,,,,,,,,,,
54,Wall,13363356-2CBF-4650-A333-14DFC2879F96,30.00,0.25,3.00,PAREDE 32cm,0,-10.1,-31.7,23.2,-3.23,-2.38,26.2,B9CA21AB-0BB0-4F60-8A3C-04E6457071CE,,,,,,,,,
55,Wall,380A6757-7BDF-4818-8B1D-DE244A6C8514,30.00,0.25,3.00,PAREDE 32cm,0,-8.35,-31.3,23.2,-1.49,-1.99,26.2,"6447F884-401E-43A8-BE9C-5351C38A25AC, 3B0EBBEF-C6C7-4E44-B79B-0F91B688A4E4, 592E370E-39C5-48E5-B9C4-44E5014C1369",,,,,,,,,
56,Wall,84654DEF-698F-4A4D-8777-0FC7775FAFD5,6.11,0.30,3.20,PAREDE 32cm,0,-13.67,-13.49,23.2,-7.64,-11.85,26.4,,,,,,,,,,
57,Wall,6AF55DB2-CB3D-4AD2-B0CA-94B916F9FFD2,6.11,0.30,3.00,PAREDE 32cm,0,-14.78,-8.61,23.2,-8.75,-6.97,26.2,,,,,,,,,,
58,Wall,386431CE-0FD9-46FC-8460-DAC3D89DEE43,8.85,0.30,3.00,PAREDE 33cm,0,-4.0,-21.55,23.2,4.69,-19.3,26.2,,,,,,,,,,
59,Wall,DF812F80-96A9-4E23-9A51-4BA229779DA6,8.85,0.30,3.00,PAREDE 32cm,0,-7.32,-6.92,23.2,1.38,-4.68,26.2,,,,,,,,,,
60,Wall,620E3A1A-81E5-41D6-9AC6-8B8F0BC1923B,6.11,0.30,3.20,PAREDE 32cm,0,-12.57,-18.36,23.2,-6.54,-16.72,26.4,2F154C79-2692-4317-81E5-3E6AFD8C7642,,,,,,,,,
61,Wall,F6E04BBC-48EF-41C4-A625-75A18056FCA6,16.50,0.30,3.00,PAREDE 32cm,0,-14.78,-8.61,26.4,1.39,-4.67,29.4,,,,,,,,,,
62,Wall,6378E775-FB38-4368-9507-CFA05E211455,16.50,0.30,3.20,PAREDE 32cm,0,-11.47,-23.24,26.4,4.7,-19.3,29.6,,,,,,,,,,
63,Wall,B42CD462-5D9B-4B2A-8FC4-A60C1A6C8B69,16.50,0.30,3.00,PAREDE 32cm,0,-12.57,-18.36,26.4,3.59,-14.43,29.4,,,,,,,,,,
64,Wall,5486FA6C-C58F-42A2-8898-3891931ED48F,16.50,0.30,3.20,PAREDE 32cm,0,-13.67,-13.49,26.4,2.49,-9.55,29.6,,,,,,,,,,
65,Wall,0D54AD82-C202-48A6-8ADE-727FE96AA4CF,16.51,0.30,3.00,PAREDE 32cm,0,-13.68,-13.49,29.6,2.49,-9.55,32.6,,,,,,,,,,
66,Wall,191D0974-7DB7-43F7-A450-47E902701965,6.11,0.30,3.00,PAREDE 32cm,0,-14.78,-8.61,32.8,-8.75,-6.97,35.8,,,,,,,,,,
67,Wall,E225F7AE-5CB9-49BA-9FA0-7B3DA9E01412,6.11,0.30,3.20,PAREDE 32cm,0,-13.67,-13.49,32.8,-7.64,-11.85,36.0,3F217EE5-DA93-45EB-8B4E-F7BAD3C5C3C8,,,,,,,,,
68,Wall,768782E5-E536-431C-9559-2A0681B24E9C,30.00,0.25,3.00,PAREDE 32cm,0,-10.1,-31.7,32.8,-3.23,-2.38,35.8,A300C84D-7ADB-4FA9-B763-57DFB798741F,,,,,,,,,
69,Wall,909D7E2D-91D5-4736-8627-706E2D2091C9,3.61,0.30,3.20,PAREDE 32cm,0,-10.13,-17.81,32.8,-6.54,-16.72,36.0,,,,,,,,,,
70,Wall,3CA7AC4F-9092-4359-A167-1EA20476046E,3.61,0.30,3.00,PAREDE 32cm,0,-7.92,-27.57,32.8,-4.33,-26.48,35.8,,,,,,,,,,
71,Wall,CEF2A9A0-2E43-4EC8-9F5E-825A30FD6A24,6.01,0.30,3.00,PAREDE 33cm,0,-3.66,-21.47,32.8,2.26,-19.86,35.8,,,,,,,,,,
72,Wall,4F6731C1-5E39-49BC-9BD5-337E86634A28,6.01,0.30,3.00,PAREDE 32cm,0,-2.56,-26.35,32.8,3.36,-24.73,35.8,,,,,,,,,,
73,Wall,F34E67F2-3D39-4F4E-925C-86DEB20FF554,6.01,0.30,3.00,PAREDE 32cm,0,-4.77,-16.6,32.8,1.16,-14.98,35.8,,,,,,,,,,
74,Wall,7AB0D970-3892-4C91-9842-8712469B5F6A,30.00,0.25,3.00,PAREDE 32cm,0,-8.35,-31.3,32.8,-1.49,-2.0,35.8,"61BE4BDE-D131-447B-A9FD-3998C0EFB1FF, 58F91CA1-30F3-4080-AF2C-86CF630C42D7, 7182F659-7BB2-49DC-9BE2-4C1FC5870712",,,,,,,,,
75,Wall,76821B5C-1B0E-4FC0-A190-7274B5CB96BA,8.50,0.30,3.00,PAREDE 32cm,0,-6.98,-6.84,32.8,1.38,-4.68,35.8,1FE99872-2500-4656-91D8-17B9D970D968,,,,,,,,,
76,Wall,F4595EFE-0E18-4AFE-BD43-E80118774C3A,3.61,0.30,3.00,PAREDE 32cm,0,-9.03,-22.69,32.8,-5.44,-21.6,35.8,,,,,,,,,,
77,Wall,E79FDDA7-EA8D-4DF6-92E3-C03F4C23E27B,11.50,0.30,3.00,PAREDE 32cm,0,-7.92,-27.57,36.0,3.36,-24.73,39.0,,,,,,,,,,
78,Wall,A2D03C15-8BB7-45A2-A258-89DDBFFF2083,11.50,0.30,3.00,PAREDE 32cm,0,-10.13,-17.81,36.0,1.15,-14.98,39.0,,,,,,,,,,
79,Wall,5A76C6D2-7E56-41EA-98C7-DE9C2E9991DA,11.50,0.30,3.00,PAREDE 32cm,0,-11.24,-12.94,36.0,0.05,-10.1,39.0,,,,,,,,,,
80,Wall,3FC337F4-3A8F-4DB8-8C8E-B071D113F19E,11.50,0.30,3.00,PAREDE 32cm,0,-9.03,-22.69,36.0,2.26,-19.86,39.0,,,,,,,,,,
81,Wall,76880AEA-E75D-4BCA-9713-E6256240F57B,11.50,0.30,3.00,PAREDE 32cm,0,-6.82,-32.45,36.0,4.47,-29.61,39.0,,,,,,,,,,
82,Wall,EC233B45-2127-4C56-B5E1-38B2F00085A9,11.50,0.30,3.00,PAREDE 32cm,0,-9.03,-22.69,39.2,2.26,-19.86,42.2,,,,,,,,,,
83,Wall,11BDC2F2-FA8F-430C-B4E0-7E6CB193D163,11.50,0.30,3.00,PAREDE 33cm,0,-7.92,-27.57,39.2,3.36,-24.73,42.2,,,,,,,,,,
84,Wall,D2F1B3CF-D900-4BF4-A649-976C02A86EB1,11.50,0.30,3.00,PAREDE 33cm,0,-6.82,-32.44,39.2,4.46,-29.61,42.2,,,,,,,,,,
85,Wall,C6A1999F-DAFF-4302-8C6E-867C573A9291,6.00,0.30,3.00,PAREDE 33cm,0,-3.66,-21.47,42.4,2.26,-19.86,45.4,,,,,,,,,,
86,Wall,C21296DC-D4F5-40BE-BCB0-DE044C17A879,6.00,0.30,3.00,PAREDE 32cm,0,-2.56,-26.35,42.4,3.36,-24.73,45.4,,,,,,,,,,
87,Wall,F8DD2164-CE8E-4C7D-A7A8-B8E51EED42BF,3.61,0.30,3.00,PAREDE 32cm,0,-9.03,-22.69,42.4,-5.44,-21.6,45.4,,,,,,,,,,
88,Wall,FD690397-8D3A-4661-BC9C-CA79E7FE7C8F,3.61,0.30,3.00,PAREDE 32cm,0,-7.92,-27.57,42.4,-4.33,-26.48,45.4,,,,,,,,,,
89,Wall,F1305597-A0B3-4A7B-91C7-2A1AB8B860B1,13.00,0.25,3.00,PAREDE 32cm,0,-4.6,-31.3,42.4,-1.49,-18.57,45.4,3639FE88-A071-4627-83A1-92419DD4D040,,,,,,,,,
90,Wall,14D5952D-DB8D-4105-A3D6-1E278A7B5D46,13.00,0.25,2.60,PAREDE 32cm,0,-6.34,-31.7,42.4,-3.23,-18.97,45.0,"D0EB510A-0FB2-45F0-A25D-5F093AC50283, 640BD7FE-352D-4E12-8B27-13CDD2D62472",,,,,,,,,
91,Wall,6B03F8BE-0EAE-4383-ACEA-9CCFCF757D0B,11.50,0.31,3.00,PAREDE 32cm,0,-6.82,-32.45,45.6,4.47,-29.6,48.6,,,,,,,,,,
92,Wall,4AAE54F9-B27D-421B-95A7-88DF0710C6A7,11.50,0.30,3.00,PAREDE 32cm,0,-7.92,-27.57,45.6,3.36,-24.73,48.6,,,,,,,,,,
93,Wall,831110AD-41F8-48F8-B888-003239219FAC,0.45,0.30,3.00,PAREDE 32cm,0,-0.46,-10.5,39.2,0.05,-10.1,42.2,,,,,,,,,,
94,Wall,A4AC3A4D-DB51-4433-8A66-3ACFB3175F57,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,-22.7,4.7,-31.92,-19.5,,,,,,,,,,
95,Wall,5E1EA33E-DA29-4453-9E15-9BEFE04F4643,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,-22.7,-1.65,-31.39,-19.5,762BEB54-8730-489C-BF41-5F289A8B1056,,,,,,,,,
96,Wall,7F41C244-C804-4EF6-9D84-804D2BA45B22,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,-22.7,-0.03,-37.1,-19.5,,,,,,,,,,
97,Wall,814AEB58-E5FD-41E8-8382-47B70F51844A,11.14,0.26,3.20,PAREDE 35cm,0,6.48,6.89,4.0,9.19,17.81,7.2,,,,,,,,,,
98,Wall,D157319D-75C8-4A08-A038-A6C83FF050F4,47.12,0.26,4.00,PAREDE 35cm,0,9.22,-40.29,0.0,19.88,5.72,4.0,,,,,,,,,,
99,Wall,FA1FB900-40BE-4FF1-9A37-47A87A81C808,5.00,0.26,4.00,PAREDE 34cm,0,14.85,-41.49,0.0,19.78,-40.13,4.0,,,,,,,,,,
100,Wall,CD5241BB-CC56-4CB2-BBA8-CFA17ED06E1C,53.73,0.26,4.00,PAREDE 33cm,0,2.88,-41.39,0.0,15.0,11.07,4.0,"42230799-E0A0-4832-8C1E-FFD89B8FB1C3, 1816168B-DC85-4554-B5AC-12B8BCE503AA",,,,,,,,,
101,Wall,4A3B629C-2053-3EDA-CAD8-AC7D3278B9BB,7.85,0.30,4.00,PAREDE 27cm,0,-6.75,-40.1,0.0,-4.73,-32.38,4.0,,,,,,,,,,
102,Wall,A8D06B0F-BFB3-A392-5329-143239AFAF46,4.98,0.15,4.00,PAREDE 27cm,0,-5.33,-36.98,0.0,-4.08,-32.09,4.0,,,,,,,,,,
103,Wall,8BE4F606-32BB-03CA-5929-56162E7B87A4,8.15,0.26,4.00,PAREDE 27cm,0,-1.45,-38.88,0.0,0.6,-30.88,4.0,DCF734FA-58F2-C611-BE57-B97A3B2DC5ED,,,,,,,,,
104,Wall,DDBF1D25-AE5D-7F27-1117-362942E95F0C,5.87,0.15,4.00,PAREDE 28cm,0,-0.94,-33.33,0.0,4.82,-31.89,4.0,,,,,,,,,,
105,Wall,7B71E9E7-B430-E0E8-0140-4444F43B3F87,8.15,0.15,4.00,PAREDE 27cm,0,-3.63,-39.38,0.0,-1.68,-31.39,4.0,A3BB97FC-4238-CE73-B9AA-4C39888A0C5A,,,,,,,,,
106,Wall,E8F2BDFF-5843-7973-EA0C-9626F7349EF4,2.23,0.15,4.00,PAREDE 27cm,0,-2.24,-37.71,0.0,-0.03,-37.07,4.0,,,,,,,,,,
107,Wall,525328E9-A92F-EBED-FD8F-A22A6FF33EDB,11.23,0.30,4.00,PAREDE 26cm,0,-4.91,-40.21,0.0,6.11,-37.44,4.0,,,,,,,,,,
108,Wall,BF191D84-8440-0613-51ED-F4AF4E951AB6,8.15,0.25,4.00,PAREDE 27cm,0,4.15,-37.61,0.0,6.2,-29.61,4.0,,,,,,,,,,
109,Wall,6F1892D4-B833-4439-F00C-FB8E9D9DC310,3.12,0.26,4.00,PAREDE 28cm,0,-5.53,-37.4,0.0,-2.43,-36.45,4.0,,,,,,,,,,
110,Wall,4EEAE828-5909-E954-B9CA-B6309C78B694,8.00,0.30,3.20,PAREDE 27cm,0,-6.75,-40.24,4.0,-4.69,-32.38,7.2,,,,,,,,,,
111,Wall,B03BD316-225A-4674-A2AE-5C3AFB6FD31E,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,4.0,-4.11,-32.09,7.2,,,,,,,,,,
112,Wall,A8C611FF-300E-8F8A-062C-3AE6FC10A16D,8.00,0.25,3.20,PAREDE 27cm,0,-1.39,-39.03,4.0,0.62,-31.17,7.2,"73CF5C98-2B22-82F1-9999-E9C9D2C8F557, 6F7A4E21-D37D-5F67-3FB1-85E263F40A53",,,,,,,,,
113,Wall,D91CC9C6-DE81-CEE7-84B0-A29EA75178D9,8.00,0.15,3.20,PAREDE 27cm,0,-3.56,-39.52,4.0,-1.65,-31.69,7.2,BE1CFF9A-9B95-ACBD-323F-B6330A545B9A,,,,,,,,,
114,Wall,F1911AE6-4C90-1A67-6E0C-E40D04CF0FFD,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,4.0,-0.03,-37.1,7.2,,,,,,,,,,
115,Wall,7FA28B71-A654-D6B2-912C-FA6998DDBDB3,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,4.0,5.99,-37.47,7.2,,,,,,,,,,
116,Wall,B751CC45-EF76-E56B-FC60-BAC062EA2057,8.00,0.25,3.20,PAREDE 27cm,0,4.22,-37.76,4.0,6.23,-29.9,7.2,,,,,,,,,,
117,Wall,497DA2C1-4881-FFBD-7808-CE89FBF288E4,2.76,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,4.0,1.78,-32.58,7.2,,,,,,,,,,
118,Wall,4891416F-E219-94AC-271C-F55DC33FA0E9,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,4.0,-2.43,-36.46,7.2,,,,,,,,,,
119,Wall,972559DE-9E25-93AF-B57A-8EFD6F49A748,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,7.2,-4.69,-32.08,10.4,,,,,,,,,,
120,Wall,30020BDC-9FE3-80E2-B961-EFF7F18E8E40,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,7.2,-4.11,-32.09,10.4,,,,,,,,,,
121,Wall,0D33969A-D5C2-C963-6069-6DF2F95DDDBC,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,7.2,0.62,-30.88,10.4,"37DB007F-3BC5-0C81-60A6-BC33DF537AC4, 2BAFC17E-660E-7DE0-FC62-5FA58D8C679C",,,,,,,,,
122,Wall,C46D1312-9D41-C612-4F6E-DEED76FAC30C,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,7.2,-1.65,-31.39,10.4,7D6E31D1-3CF1-0EF5-97C3-0D01FB76FDB9,,,,,,,,,
123,Wall,D26588A6-2BA9-3555-D181-339E77596AFF,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,7.2,-0.03,-37.1,10.4,,,,,,,,,,
124,Wall,9D1CD947-F9E5-BDF4-3E1E-94C6DA210C2F,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,7.2,5.99,-37.47,10.4,,,,,,,,,,
125,Wall,EEFB4AA4-D29E-604D-C070-BD56BAB16D99,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,7.2,6.23,-29.61,10.4,,,,,,,,,,
126,Wall,030A14C8-FEA8-8F42-EE40-F8F207A98F2A,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,7.2,4.7,-31.92,10.4,,,,,,,,,,
127,Wall,FD864316-658C-E083-5F4B-E569678DBCB6,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,7.2,-2.43,-36.46,10.4,,,,,,,,,,
128,Wall,A716DE14-11C1-301D-3007-4BCC5A79C3A6,8.30,0.30,3.20,PAREDE 27cm,0,-6.82,-40.24,10.4,-4.69,-32.08,13.6,,,,,,,,,,
129,Wall,71EB1C4E-EA2C-3993-3DDD-7763AA87C0E7,4.86,0.15,3.20,PAREDE 27cm,0,-5.33,-36.86,10.4,-4.11,-32.09,13.6,,,,,,,,,,
130,Wall,01683F26-8BC5-4F1D-2D01-D40130F622EB,8.30,0.25,3.20,PAREDE 27cm,0,-1.45,-39.03,10.4,0.62,-30.88,13.6,"6F5BCCC8-CB48-48D3-F360-D7EF1A7CA17F, 12C163E7-74F9-7C1D-CDF3-8F343ADC2A78, 3AA9BE5B-DE69-88EF-128B-DA05B4EA1280",,,,,,,,,
131,Wall,87F0960D-4AA6-58F1-F8D7-D12B92835C8D,8.30,0.15,3.20,PAREDE 27cm,0,-3.63,-39.52,10.4,-1.65,-31.39,13.6,C836FE4C-14BD-E9DB-DC60-D9B0A9C1758B,,,,,,,,,
132,Wall,D1400650-9638-BDBB-4498-BD3204192495,2.23,0.15,3.20,PAREDE 27cm,0,-2.23,-37.73,10.4,-0.03,-37.1,13.6,,,,,,,,,,
133,Wall,DAE55AB3-2029-B54D-F45E-C34075822624,11.25,0.30,3.20,PAREDE 26cm,0,-5.05,-40.24,10.4,5.99,-37.47,13.6,,,,,,,,,,
134,Wall,50EC259C-CDF6-690E-0FA5-224C015232E1,8.30,0.25,3.20,PAREDE 27cm,0,4.15,-37.76,10.4,6.23,-29.61,13.6,,,,,,,,,,
135,Wall,E97600F0-3BDC-37CA-54CD-5FC377CD5B56,5.75,0.15,3.20,PAREDE 27cm,0,-0.94,-33.33,10.4,4.7,-31.92,13.6,,,,,,,,,,
136,Wall,D28DA971-6F88-B5C9-FF41-38B0530B77E3,3.27,0.25,3.20,PAREDE 28cm,0,-5.68,-37.42,10.4,-2.43,-36.46,13.6,,,,,,,,,,
